match_id,row,pts,pts_won,first_in,aces,svc_winners,rally_winners,rally_forced,unforced,dfs
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,BP1,13,7,9,0,0,3,0,4,0
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,BP2,13,7,10,0,0,4,1,2,2
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,GP1,10,7,4,0,0,2,0,0,0
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,GP2,12,6,7,0,1,2,1,2,2
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,Deuce1,10,2,6,0,0,0,0,4,0
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,Deuce2,14,8,10,1,2,2,1,3,2
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,STotal1,33,16,19,0,0,5,0,8,0
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,STotal2,39,21,27,1,3,8,3,7,6
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,BP1,4,2,3,0,0,2,0,2,0
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,BP2,7,2,6,0,0,1,0,2,1
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,GP1,13,7,10,0,2,1,2,2,1
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,GP2,4,4,3,0,0,1,0,0,0
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,Deuce1,4,3,3,0,1,1,0,0,0
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,Deuce2,4,3,4,0,0,0,1,1,0
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,STotal1,21,12,16,0,3,4,2,4,1
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,STotal2,15,9,13,0,0,2,1,3,1
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,BP1,9,5,7,0,1,1,2,1,1
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,BP2,20,13,16,1,1,3,3,4,1
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,GP1,19,13,14,3,6,2,1,2,0
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,GP2,20,11,15,0,4,3,2,4,1
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,Deuce1,14,9,8,1,2,1,1,3,0
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,Deuce2,25,10,19,0,3,4,2,6,1
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,STotal1,42,27,29,4,9,4,4,6,1
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,STotal2,65,34,50,1,8,10,7,14,3
20120128-W-Australian_Open-F-Victoria_Azarenka-Maria_Sharapova,BP1,4,3,3,0,0,0,1,0,0
20120128-W-Australian_Open-F-Victoria_Azarenka-Maria_Sharapova,BP2,7,2,3,0,1,0,1,3,0
20120128-W-Australian_Open-F-Victoria_Azarenka-Maria_Sharapova,GP1,8,7,6,0,2,2,0,0,0
20120128-W-Australian_Open-F-Victoria_Azarenka-Maria_Sharapova,GP2,8,2,4,1,0,1,0,2,2
20120128-W-Australian_Open-F-Victoria_Azarenka-Maria_Sharapova,Deuce1,8,4,6,0,2,1,0,1,1
20120128-W-Australian_Open-F-Victoria_Azarenka-Maria_Sharapova,Deuce2,6,4,5,0,2,0,1,1,0
20120128-W-Australian_Open-F-Victoria_Azarenka-Maria_Sharapova,STotal1,20,14,15,0,4,3,1,1,1
20120128-W-Australian_Open-F-Victoria_Azarenka-Maria_Sharapova,STotal2,21,8,12,1,3,1,2,6,2
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,BP1,11,6,9,0,0,4,1,3,0
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,BP2,7,6,5,0,1,1,0,0,0
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,GP1,6,3,3,0,1,0,1,0,1
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,GP2,12,7,8,0,4,1,0,3,2
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,Deuce1,8,2,3,0,0,1,0,3,1
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,Deuce2,10,7,9,0,2,0,1,0,1
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,STotal1,25,11,15,0,1,5,2,6,2
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,STotal2,29,20,22,0,7,2,1,3,3
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,BP1,3,3,3,0,0,0,0,0,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,BP2,4,2,4,0,0,0,0,2,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,GP1,17,11,13,0,3,1,2,1,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,GP2,12,9,8,1,1,3,1,3,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,Deuce1,14,11,9,0,1,1,0,1,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,Deuce2,3,3,3,0,0,1,0,0,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,STotal1,34,25,25,0,4,2,2,2,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,STotal2,19,14,15,1,1,4,1,5,0
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,BP1,1,1,1,0,0,1,0,0,0
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,BP2,11,8,8,2,2,1,1,1,0
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,GP1,14,9,8,5,1,2,1,1,0
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,GP2,6,5,4,0,2,1,1,0,0
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,Deuce1,10,9,9,1,4,3,0,0,0
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,Deuce2,10,4,8,0,0,1,0,1,0
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,STotal1,25,19,18,6,5,6,1,1,0
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,STotal2,27,17,20,2,4,3,2,2,0
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,BP1,14,10,9,1,5,1,1,1,0
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,BP2,3,1,2,0,0,1,0,1,1
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,GP1,14,10,9,1,5,1,0,0,2
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,GP2,19,12,12,1,3,1,3,1,0
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,Deuce1,15,6,8,3,1,1,0,2,2
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,Deuce2,4,2,4,0,0,2,0,1,0
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,STotal1,43,26,26,5,11,3,1,3,4
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,STotal2,26,15,18,1,3,4,3,3,1
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,BP1,6,2,1,0,0,0,2,2,1
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,BP2,14,8,8,0,2,2,1,2,1
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,GP1,8,6,2,0,1,1,1,1,1
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,GP2,8,3,7,0,1,0,0,1,0
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,Deuce1,6,2,3,0,0,2,0,1,1
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,Deuce2,13,7,7,0,3,1,2,2,1
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,STotal1,20,10,6,0,1,3,3,4,3
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,STotal2,35,18,22,0,6,3,3,5,2
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,BP1,6,5,3,2,1,1,1,0,0
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,BP2,7,3,4,0,0,0,0,2,0
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,GP1,8,8,4,2,2,0,2,0,0
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,GP2,10,5,5,0,1,2,0,1,0
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,Deuce1,7,6,4,2,1,0,0,0,0
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,Deuce2,2,0,2,0,0,0,0,2,0
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,STotal1,21,19,11,6,4,1,3,0,0
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,STotal2,19,8,11,0,1,2,0,5,0
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,BP1,11,6,9,0,2,3,0,1,1
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,BP2,13,8,8,0,0,2,1,3,0
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,GP1,14,9,7,0,1,4,3,0,2
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,GP2,21,9,10,1,1,2,0,2,2
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,Deuce1,13,6,6,0,2,0,3,1,2
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,Deuce2,23,12,14,0,2,3,0,2,1
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,STotal1,38,21,22,0,5,7,6,2,5
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,STotal2,57,29,32,1,3,7,1,7,3
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,BP1,3,3,1,0,0,2,0,0,0
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,BP2,8,3,4,0,1,1,1,3,2
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,GP1,7,7,7,1,3,2,0,0,0
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,GP2,3,1,1,0,0,0,1,2,0
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,Deuce1,3,3,2,0,0,1,0,0,0
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,Deuce2,4,0,2,0,0,0,0,1,0
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,STotal1,13,13,10,1,3,5,0,0,0
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,STotal2,15,4,7,0,1,1,2,6,2
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,BP1,16,11,12,1,3,1,1,3,0
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,BP2,13,6,9,0,0,1,1,2,1
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,GP1,14,9,9,0,3,2,2,2,1
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,GP2,14,7,9,0,3,3,1,4,0
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,Deuce1,10,6,4,0,0,2,0,2,0
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,Deuce2,14,9,10,2,1,4,0,5,0
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,STotal1,40,26,25,1,6,5,3,7,1
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,STotal2,41,22,28,2,4,8,2,11,1
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,BP1,10,4,6,0,1,2,1,3,2
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,BP2,4,2,4,0,1,0,1,2,0
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,GP1,18,4,8,0,1,1,1,6,3
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,GP2,28,7,16,1,3,0,1,4,5
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,Deuce1,17,12,10,3,5,3,0,3,0
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,Deuce2,19,17,15,2,2,5,3,1,0
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,STotal1,45,20,24,3,7,6,2,12,5
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,STotal2,51,26,35,3,6,5,5,7,5
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,BP1,6,4,6,0,0,2,0,1,0
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,BP2,8,3,3,1,0,1,0,3,0
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,GP1,12,7,8,0,1,4,0,3,0
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,GP2,7,3,5,1,1,0,1,1,1
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,Deuce1,8,7,7,0,0,2,1,1,0
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,Deuce2,3,1,1,0,0,0,0,0,1
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,STotal1,26,18,21,0,1,8,1,5,0
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,STotal2,18,7,9,2,1,1,1,4,2
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,BP1,11,4,8,0,1,1,2,6,0
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,BP2,6,3,5,0,2,0,1,1,0
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,GP1,14,2,9,0,0,1,0,10,0
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,GP2,15,5,9,0,2,1,0,7,1
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,Deuce1,13,8,10,1,3,1,1,1,0
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,Deuce2,13,7,11,0,0,1,3,2,1
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,STotal1,38,14,27,1,4,3,3,17,0
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,STotal2,34,15,25,0,4,2,4,10,2
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,BP1,7,1,4,0,0,0,0,3,1
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,BP2,1,0,0,0,0,0,0,1,0
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,GP1,4,1,3,0,0,0,1,2,1
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,GP2,16,6,8,0,2,1,1,2,3
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,Deuce1,5,1,3,0,0,1,0,2,1
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,Deuce2,5,4,2,1,1,1,0,0,1
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,STotal1,16,3,10,0,0,1,1,7,3
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,STotal2,22,10,10,1,3,2,1,3,4
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,BP1,8,4,7,0,2,1,0,2,0
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,BP2,3,1,0,0,0,0,0,2,0
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,GP1,14,7,9,2,0,0,1,2,2
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,GP2,13,9,9,3,3,3,0,1,0
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,Deuce1,12,9,11,0,4,3,0,1,0
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,Deuce2,3,2,1,0,1,0,0,0,0
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,STotal1,34,20,27,2,6,4,1,5,2
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,STotal2,19,12,10,3,4,3,0,3,0
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,BP1,3,1,1,0,0,1,0,0,0
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,BP2,13,8,7,0,4,1,1,1,1
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,GP1,16,10,8,0,2,6,1,2,2
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,GP2,18,6,11,1,3,1,0,1,1
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,Deuce1,7,6,6,0,1,4,1,1,0
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,Deuce2,21,13,18,1,7,1,1,3,1
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,STotal1,26,17,15,0,3,11,2,3,2
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,STotal2,52,27,36,2,14,3,2,5,3
20130816-W-Cincinnati-QF-Magdalena_Rybarikova-Victoria_Azarenka,BP1,10,2,3,0,0,2,0,2,0
20130816-W-Cincinnati-QF-Magdalena_Rybarikova-Victoria_Azarenka,BP2,14,9,9,0,2,2,0,1,1
20130816-W-Cincinnati-QF-Magdalena_Rybarikova-Victoria_Azarenka,GP1,2,2,2,0,2,0,0,0,0
20130816-W-Cincinnati-QF-Magdalena_Rybarikova-Victoria_Azarenka,GP2,8,4,6,0,1,2,0,1,0
20130816-W-Cincinnati-QF-Magdalena_Rybarikova-Victoria_Azarenka,Deuce1,1,0,0,0,0,0,0,0,1
20130816-W-Cincinnati-QF-Magdalena_Rybarikova-Victoria_Azarenka,Deuce2,9,2,4,0,0,0,1,4,2
20130816-W-Cincinnati-QF-Magdalena_Rybarikova-Victoria_Azarenka,STotal1,13,4,5,0,2,2,0,2,1
20130816-W-Cincinnati-QF-Magdalena_Rybarikova-Victoria_Azarenka,STotal2,31,15,19,0,3,4,1,6,3
20130818-W-Cincinnati-F-Victoria_Azarenka-Serena_Williams,BP1,11,6,7,0,0,1,2,2,0
20130818-W-Cincinnati-F-Victoria_Azarenka-Serena_Williams,BP2,14,9,8,2,2,1,1,2,0
20130818-W-Cincinnati-F-Victoria_Azarenka-Serena_Williams,GP1,12,9,11,0,2,1,2,0,0
20130818-W-Cincinnati-F-Victoria_Azarenka-Serena_Williams,GP2,22,9,15,1,1,1,1,9,1
20130818-W-Cincinnati-F-Victoria_Azarenka-Serena_Williams,Deuce1,11,5,9,1,3,0,0,3,1
20130818-W-Cincinnati-F-Victoria_Azarenka-Serena_Williams,Deuce2,22,11,12,3,0,3,2,7,1
20130818-W-Cincinnati-F-Victoria_Azarenka-Serena_Williams,STotal1,34,20,27,1,5,2,4,5,1
20130818-W-Cincinnati-F-Victoria_Azarenka-Serena_Williams,STotal2,58,29,35,6,3,5,4,18,2
20140121-W-Dubai-QF-Serena_Williams-Jelena_Jankovic,BP1,5,4,2,0,0,1,2,0,0
20140121-W-Dubai-QF-Serena_Williams-Jelena_Jankovic,BP2,10,5,8,0,0,4,1,1,1
20140121-W-Dubai-QF-Serena_Williams-Jelena_Jankovic,GP1,9,7,5,2,2,1,2,0,1
20140121-W-Dubai-QF-Serena_Williams-Jelena_Jankovic,GP2,14,3,7,0,2,0,0,5,2
20140121-W-Dubai-QF-Serena_Williams-Jelena_Jankovic,Deuce1,7,4,7,0,2,0,0,3,0
20140121-W-Dubai-QF-Serena_Williams-Jelena_Jankovic,Deuce2,16,10,11,0,2,0,2,1,0
20140121-W-Dubai-QF-Serena_Williams-Jelena_Jankovic,STotal1,21,15,14,2,4,2,4,3,1
20140121-W-Dubai-QF-Serena_Williams-Jelena_Jankovic,STotal2,40,18,26,0,4,4,3,7,3
20140309-W-Indian_Wells-R32-Eugenie_Bouchard-Sara_Errani,BP1,6,4,2,0,0,2,0,0,1
20140309-W-Indian_Wells-R32-Eugenie_Bouchard-Sara_Errani,BP2,7,2,6,0,0,0,0,0,0
20140309-W-Indian_Wells-R32-Eugenie_Bouchard-Sara_Errani,GP1,9,7,8,1,1,1,2,2,0
20140309-W-Indian_Wells-R32-Eugenie_Bouchard-Sara_Errani,GP2,5,4,3,0,0,0,0,0,0
20140309-W-Indian_Wells-R32-Eugenie_Bouchard-Sara_Errani,Deuce1,5,2,4,1,0,1,0,0,0
20140309-W-Indian_Wells-R32-Eugenie_Bouchard-Sara_Errani,Deuce2,5,3,4,0,0,0,1,0,0
20140309-W-Indian_Wells-R32-Eugenie_Bouchard-Sara_Errani,STotal1,20,13,14,2,1,4,2,2,1
20140309-W-Indian_Wells-R32-Eugenie_Bouchard-Sara_Errani,STotal2,17,9,13,0,0,0,1,0,0
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,BP1,15,9,12,1,2,1,0,3,0
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,BP2,7,2,4,0,0,1,1,4,0
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,GP1,6,5,4,0,1,0,2,0,0
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,GP2,8,6,6,0,2,1,2,1,0
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,Deuce1,11,4,8,1,1,1,0,2,0
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,Deuce2,6,4,3,0,2,1,0,1,0
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,STotal1,32,18,24,2,4,2,2,5,0
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,STotal2,21,12,13,0,4,3,3,6,0
20140528-W-Roland_Garros-R64-Dominika_Cibulkova-Tamira_Paszek,BP1,5,3,5,0,0,1,0,1,0
20140528-W-Roland_Garros-R64-Dominika_Cibulkova-Tamira_Paszek,BP2,7,3,6,0,2,0,1,2,0
20140528-W-Roland_Garros-R64-Dominika_Cibulkova-Tamira_Paszek,GP1,11,8,6,1,2,4,1,1,0
20140528-W-Roland_Garros-R64-Dominika_Cibulkova-Tamira_Paszek,GP2,13,5,5,0,0,4,0,5,0
20140528-W-Roland_Garros-R64-Dominika_Cibulkova-Tamira_Paszek,Deuce1,6,4,5,0,0,3,0,1,0
20140528-W-Roland_Garros-R64-Dominika_Cibulkova-Tamira_Paszek,Deuce2,11,7,6,0,2,1,1,1,1
20140528-W-Roland_Garros-R64-Dominika_Cibulkova-Tamira_Paszek,STotal1,22,15,16,1,2,8,1,3,0
20140528-W-Roland_Garros-R64-Dominika_Cibulkova-Tamira_Paszek,STotal2,31,15,17,0,4,5,2,8,1
20140528-W-Roland_Garros-R64-Serena_Williams-Garbine_Muguruza,BP1,8,3,6,0,1,0,0,2,0
20140528-W-Roland_Garros-R64-Serena_Williams-Garbine_Muguruza,BP2,5,4,1,0,0,1,1,1,0
20140528-W-Roland_Garros-R64-Serena_Williams-Garbine_Muguruza,GP1,5,3,2,2,0,1,0,0,0
20140528-W-Roland_Garros-R64-Serena_Williams-Garbine_Muguruza,GP2,11,7,7,0,5,0,0,3,0
20140528-W-Roland_Garros-R64-Serena_Williams-Garbine_Muguruza,Deuce1,3,0,2,0,0,0,0,2,1
20140528-W-Roland_Garros-R64-Serena_Williams-Garbine_Muguruza,Deuce2,9,7,5,1,5,0,0,1,0
20140528-W-Roland_Garros-R64-Serena_Williams-Garbine_Muguruza,STotal1,16,6,10,2,1,1,0,4,1
20140528-W-Roland_Garros-R64-Serena_Williams-Garbine_Muguruza,STotal2,25,18,13,1,10,1,1,5,0
20140110-W-Sydney-F-Tsvetana_Pironkova-Angelique_Kerber,BP1,6,2,3,0,1,1,0,1,0
20140110-W-Sydney-F-Tsvetana_Pironkova-Angelique_Kerber,BP2,21,15,13,0,5,5,2,0,1
20140110-W-Sydney-F-Tsvetana_Pironkova-Angelique_Kerber,GP1,14,6,9,0,1,3,1,2,1
20140110-W-Sydney-F-Tsvetana_Pironkova-Angelique_Kerber,GP2,10,4,8,0,1,1,2,3,0
20140110-W-Sydney-F-Tsvetana_Pironkova-Angelique_Kerber,Deuce1,9,7,6,1,1,2,1,2,0
20140110-W-Sydney-F-Tsvetana_Pironkova-Angelique_Kerber,Deuce2,19,5,9,0,0,3,2,6,2
20140110-W-Sydney-F-Tsvetana_Pironkova-Angelique_Kerber,STotal1,29,15,18,1,3,6,2,5,1
20140110-W-Sydney-F-Tsvetana_Pironkova-Angelique_Kerber,STotal2,50,24,30,0,6,9,6,9,3
20130112-W-Beijing-R16-Agnieszka_Radwanska-Polona_Hercog,BP1,5,4,3,0,1,1,0,0,1
20130112-W-Beijing-R16-Agnieszka_Radwanska-Polona_Hercog,BP2,7,2,3,0,0,1,1,4,1
20130112-W-Beijing-R16-Agnieszka_Radwanska-Polona_Hercog,GP1,17,6,10,0,1,2,0,2,0
20130112-W-Beijing-R16-Agnieszka_Radwanska-Polona_Hercog,GP2,7,1,5,0,0,1,0,3,0
20130112-W-Beijing-R16-Agnieszka_Radwanska-Polona_Hercog,Deuce1,16,11,12,0,2,4,1,2,0
20130112-W-Beijing-R16-Agnieszka_Radwanska-Polona_Hercog,Deuce2,7,3,6,0,0,2,0,2,0
20130112-W-Beijing-R16-Agnieszka_Radwanska-Polona_Hercog,STotal1,38,21,25,0,4,7,1,4,1
20130112-W-Beijing-R16-Agnieszka_Radwanska-Polona_Hercog,STotal2,21,6,14,0,0,4,1,9,1
20070907-W-US_Open-SF-Venus_Williams-Justine_Henin,BP1,7,3,1,0,0,0,0,1,0
20070907-W-US_Open-SF-Venus_Williams-Justine_Henin,BP2,6,3,2,0,0,1,0,2,0
20070907-W-US_Open-SF-Venus_Williams-Justine_Henin,GP1,15,7,8,1,2,0,0,4,0
20070907-W-US_Open-SF-Venus_Williams-Justine_Henin,GP2,13,8,11,0,4,2,1,2,0
20070907-W-US_Open-SF-Venus_Williams-Justine_Henin,Deuce1,11,9,8,0,1,1,3,1,0
20070907-W-US_Open-SF-Venus_Williams-Justine_Henin,Deuce2,7,4,3,0,0,2,0,2,1
20070907-W-US_Open-SF-Venus_Williams-Justine_Henin,STotal1,33,19,17,1,3,1,3,6,0
20070907-W-US_Open-SF-Venus_Williams-Justine_Henin,STotal2,26,15,16,0,4,5,1,6,1
20140623-W-Wimbledon-R128-Petra_Kvitova-Andrea_Hlavackova,BP1,3,3,3,0,1,2,0,0,0
20140623-W-Wimbledon-R128-Petra_Kvitova-Andrea_Hlavackova,BP2,12,8,9,0,2,3,1,0,0
20140623-W-Wimbledon-R128-Petra_Kvitova-Andrea_Hlavackova,GP1,17,8,7,1,3,2,1,4,2
20140623-W-Wimbledon-R128-Petra_Kvitova-Andrea_Hlavackova,GP2,6,3,6,1,0,1,0,1,0
