match_id,player,set,serve_pts,aces,dfs,first_in,first_won,second_in,second_won,bk_pts,bp_saved,return_pts,return_pts_won,winners,winners_fh,winners_bh,unforced,unforced_fh,unforced_bh
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,1,Total,82,1,2,46,24,36,19,13,7,76,37,18,11,5,33,13,18
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,2,Total,76,2,11,50,33,26,6,13,7,82,39,30,12,13,53,25,17
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,1,1,37,1,0,21,10,16,11,8,6,29,14,8,3,3,11,5,6
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,2,1,29,2,4,19,13,10,2,4,1,37,16,12,2,6,23,10,9
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,1,2,24,0,2,14,7,10,2,4,1,19,6,5,4,1,11,3,6
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,2,2,19,0,4,13,11,6,2,1,1,24,15,11,5,6,9,2,3
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,1,3,21,0,0,11,7,10,6,1,0,28,17,5,4,1,11,5,6
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,2,3,28,0,3,18,9,10,2,8,5,21,8,7,5,1,21,13,5
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,1,Total,54,0,1,42,28,12,4,4,2,49,27,12,7,5,30,18,11
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,2,Total,49,0,7,30,16,19,6,7,2,54,22,11,8,3,32,17,8
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,1,1,28,0,1,20,13,8,2,4,2,27,16,9,5,4,18,12,5
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,2,1,27,0,4,15,8,12,3,5,2,28,13,5,3,2,15,9,2
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,1,2,26,0,0,22,15,4,2,0,0,22,11,3,2,1,12,6,6
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,2,2,22,0,3,15,8,7,3,2,0,26,9,6,5,1,17,8,6
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,1,Total,112,12,2,79,50,33,17,9,5,142,65,49,21,11,41,19,20
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,2,Total,142,1,3,108,56,34,21,20,13,112,45,47,25,19,51,21,27
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,1,1,45,7,1,35,19,10,2,6,3,51,25,17,7,2,14,5,8
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,2,1,51,0,2,36,20,15,6,8,5,45,24,26,16,10,21,7,12
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,1,2,25,0,0,16,12,9,6,2,2,38,17,12,6,4,9,4,5
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,2,2,38,0,0,31,16,7,5,4,2,25,7,7,2,3,10,4,6
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,1,3,42,5,1,28,19,14,9,1,0,53,23,20,8,5,18,10,7
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,2,3,53,1,1,41,20,12,10,8,6,42,14,14,7,6,20,10,9
20120128-W-Australian_Open-F-Victoria_Azarenka-Maria_Sharapova,1,Total,52,0,4,37,25,15,8,4,3,47,28,15,7,6,11,3,4
20120128-W-Australian_Open-F-Victoria_Azarenka-Maria_Sharapova,2,Total,47,1,3,30,16,17,3,7,2,52,19,16,5,6,31,13,15
20120128-W-Australian_Open-F-Victoria_Azarenka-Maria_Sharapova,1,1,30,0,3,20,13,10,6,2,1,31,16,8,2,5,8,3,2
20120128-W-Australian_Open-F-Victoria_Azarenka-Maria_Sharapova,2,1,31,1,3,22,14,9,1,3,1,30,11,10,2,4,14,6,5
20120128-W-Australian_Open-F-Victoria_Azarenka-Maria_Sharapova,1,2,22,0,1,17,12,5,2,2,2,16,12,7,5,1,3,0,2
20120128-W-Australian_Open-F-Victoria_Azarenka-Maria_Sharapova,2,2,16,0,0,8,2,8,2,4,1,22,8,6,3,2,17,7,10
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,1,Total,56,2,7,37,21,19,5,11,6,59,22,17,10,4,40,22,11
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,Total,59,0,4,43,29,16,8,7,6,56,30,11,4,3,19,12,3
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,1,1,34,1,6,20,11,14,5,6,3,22,8,8,4,2,21,12,3
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,1,22,0,3,15,10,7,4,2,1,34,18,4,3,1,10,5,2
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,1,2,22,1,1,17,10,5,0,5,3,37,14,9,6,2,19,10,8
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,2,37,0,1,28,19,9,4,5,5,22,12,7,1,2,9,7,1
20120427-W-Fes-SF-Kiki_Bertens-Simona_Halep,1,Total,62,0,2,41,31,21,10,7,6,66,30,14,11,3,35,20,13
20120427-W-Fes-SF-Kiki_Bertens-Simona_Halep,2,Total,66,2,3,46,29,20,7,10,7,62,21,11,4,5,38,26,9
20120427-W-Fes-SF-Kiki_Bertens-Simona_Halep,1,1,39,0,2,27,20,12,5,6,6,31,13,10,7,3,19,10,7
20120427-W-Fes-SF-Kiki_Bertens-Simona_Halep,2,1,31,1,1,22,14,9,4,6,5,39,14,7,2,4,18,15,2
20120427-W-Fes-SF-Kiki_Bertens-Simona_Halep,1,2,23,0,0,14,11,9,5,1,0,35,17,4,4,0,16,10,6
20120427-W-Fes-SF-Kiki_Bertens-Simona_Halep,2,2,35,1,2,24,15,11,3,4,2,23,7,4,2,1,20,11,7
20121103-W-WTA_Tour_Championships-RR-Agnieszka_Radwanska-Maria_Sharapova,1,Total,124,1,1,85,51,39,19,12,7,105,43,18,11,5,29,16,12
20121103-W-WTA_Tour_Championships-RR-Agnieszka_Radwanska-Maria_Sharapova,2,Total,105,7,9,62,41,43,21,7,3,124,54,63,31,23,72,29,34
20121103-W-WTA_Tour_Championships-RR-Agnieszka_Radwanska-Maria_Sharapova,1,1,35,0,0,23,16,12,8,0,0,37,14,3,1,1,6,2,4
20121103-W-WTA_Tour_Championships-RR-Agnieszka_Radwanska-Maria_Sharapova,2,1,37,1,2,24,17,13,6,3,2,35,11,22,11,8,28,10,16
20121103-W-WTA_Tour_Championships-RR-Agnieszka_Radwanska-Maria_Sharapova,1,2,47,1,1,33,20,14,3,8,5,36,18,10,7,2,13,6,6
20121103-W-WTA_Tour_Championships-RR-Agnieszka_Radwanska-Maria_Sharapova,2,2,36,3,5,18,9,18,9,3,1,47,24,21,10,8,23,10,8
20121103-W-WTA_Tour_Championships-RR-Agnieszka_Radwanska-Maria_Sharapova,1,3,42,0,0,29,15,13,8,4,2,32,11,5,3,2,10,8,2
20121103-W-WTA_Tour_Championships-RR-Agnieszka_Radwanska-Maria_Sharapova,2,3,32,3,2,20,15,12,6,1,0,42,19,20,10,7,21,9,10
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,Total,73,1,0,51,39,22,13,3,3,59,20,6,4,1,23,14,9
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,2,Total,59,3,0,42,29,17,10,4,2,73,21,30,11,16,56,27,29
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,1,41,0,0,30,22,11,6,2,2,33,11,1,0,1,15,10,5
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,2,1,33,3,0,22,17,11,5,3,2,41,13,15,4,8,32,13,19
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,2,32,1,0,21,17,11,7,1,1,26,9,5,4,0,8,4,4
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,2,2,26,0,0,20,12,6,5,1,0,32,8,15,7,8,24,14,10
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,1,Total,59,8,3,39,31,20,11,1,1,56,26,31,8,15,15,7,5
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,2,Total,56,3,5,33,25,23,5,11,8,59,17,15,4,7,17,8,4
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,1,1,28,5,1,20,16,8,3,0,0,14,9,11,2,4,8,4,3
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,2,1,14,0,2,7,5,7,0,3,1,28,9,3,1,2,7,4,1
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,1,2,31,3,2,19,15,12,8,1,1,42,17,20,6,11,7,3,2
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,2,2,42,3,3,26,20,16,5,8,7,31,8,12,3,5,10,4,3
20140122-W-Australian_Open-QF-Agnieszka_Radwanska-Victoria_Azarenka,1,Total,78,1,1,46,33,32,16,5,3,90,45,24,10,11,16,4,11
20140122-W-Australian_Open-QF-Agnieszka_Radwanska-Victoria_Azarenka,2,Total,90,0,5,54,26,36,19,16,10,78,29,32,17,14,46,21,20
20140122-W-Australian_Open-QF-Agnieszka_Radwanska-Victoria_Azarenka,1,1,24,0,0,16,11,8,6,1,1,23,13,1,1,0,3,1,2
20140122-W-Australian_Open-QF-Agnieszka_Radwanska-Victoria_Azarenka,2,1,23,0,0,14,6,9,4,6,4,24,7,10,5,5,18,12,6
20140122-W-Australian_Open-QF-Agnieszka_Radwanska-Victoria_Azarenka,1,2,38,0,0,20,14,18,6,4,2,39,14,12,2,8,9,2,7
20140122-W-Australian_Open-QF-Agnieszka_Radwanska-Victoria_Azarenka,2,2,39,0,2,25,16,14,9,4,3,38,18,16,10,5,14,4,8
20140122-W-Australian_Open-QF-Agnieszka_Radwanska-Victoria_Azarenka,1,3,16,1,1,10,8,6,4,0,0,28,18,11,7,3,4,1,2
20140122-W-Australian_Open-QF-Agnieszka_Radwanska-Victoria_Azarenka,2,3,28,0,3,15,4,13,6,6,3,16,4,6,2,4,14,5,6
20140121-W-Australian_Open-QF-Eugenie_Bouchard-Ana_Ivanovic,1,Total,108,3,6,62,41,46,20,12,7,108,51,45,20,21,43,12,25
20140121-W-Australian_Open-QF-Eugenie_Bouchard-Ana_Ivanovic,2,Total,108,1,4,60,33,48,24,13,6,108,47,32,21,7,42,21,17
20140121-W-Australian_Open-QF-Eugenie_Bouchard-Ana_Ivanovic,1,1,38,2,3,23,14,15,5,7,4,39,17,16,7,6,20,6,11
20140121-W-Australian_Open-QF-Eugenie_Bouchard-Ana_Ivanovic,2,1,39,0,1,26,14,13,8,3,1,38,19,12,8,2,17,8,8
20140121-W-Australian_Open-QF-Eugenie_Bouchard-Ana_Ivanovic,1,2,45,1,2,27,17,18,8,5,3,31,15,15,7,7,14,5,7
20140121-W-Australian_Open-QF-Eugenie_Bouchard-Ana_Ivanovic,2,2,31,0,2,19,10,12,6,4,1,45,20,11,8,2,11,7,2
20140121-W-Australian_Open-QF-Eugenie_Bouchard-Ana_Ivanovic,1,3,25,0,1,12,10,13,7,0,0,38,19,14,6,8,9,1,7
20140121-W-Australian_Open-QF-Eugenie_Bouchard-Ana_Ivanovic,2,3,38,1,1,15,9,23,10,6,4,25,8,9,5,3,14,6,7
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,1,Total,95,14,4,64,43,31,13,14,10,74,23,26,3,5,29,8,17
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,2,Total,74,1,2,44,32,30,19,3,1,95,39,35,22,8,24,13,9
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,1,1,35,4,3,24,17,11,4,4,3,29,13,12,2,4,12,4,5
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,2,1,29,0,1,18,11,11,5,3,1,35,14,16,10,4,12,7,4
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,1,2,40,7,1,25,16,15,6,8,6,21,5,10,1,1,10,4,5
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,2,2,21,1,0,13,11,8,5,0,0,40,18,15,10,2,7,4,3
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,1,3,20,3,0,15,10,5,3,2,1,24,5,4,0,0,7,0,7
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,2,3,24,0,1,13,10,11,9,0,0,20,7,4,2,2,5,2,2
20140113-W-Australian_Open-R128-Kimiko_Date_Krumm-Belinda_Bencic,1,Total,95,1,4,67,31,28,10,20,10,86,46,28,20,7,51,29,18
20140113-W-Australian_Open-R128-Kimiko_Date_Krumm-Belinda_Bencic,2,Total,86,5,5,46,25,40,15,13,5,95,54,25,6,13,44,14,25
20140113-W-Australian_Open-R128-Kimiko_Date_Krumm-Belinda_Bencic,1,1,31,0,1,22,11,9,4,5,2,30,14,8,5,3,18,12,5
20140113-W-Australian_Open-R128-Kimiko_Date_Krumm-Belinda_Bencic,2,1,30,2,2,15,8,15,8,2,0,31,16,7,3,2,16,6,8
20140113-W-Australian_Open-R128-Kimiko_Date_Krumm-Belinda_Bencic,1,2,41,1,1,32,17,9,3,11,8,31,19,13,11,1,16,10,5
20140113-W-Australian_Open-R128-Kimiko_Date_Krumm-Belinda_Bencic,2,2,31,2,1,18,10,13,2,6,2,41,21,12,1,8,18,5,12
20140113-W-Australian_Open-R128-Kimiko_Date_Krumm-Belinda_Bencic,1,3,23,0,2,13,3,10,3,4,0,25,13,7,4,3,17,7,8
20140113-W-Australian_Open-R128-Kimiko_Date_Krumm-Belinda_Bencic,2,3,25,1,2,13,7,12,5,5,3,23,17,6,2,3,10,3,5
20140118-W-Australian_Open-R32-Caroline_Wozniacki-Garbine_Muguruza,1,Total,94,2,6,63,39,31,12,10,3,95,42,17,6,9,41,19,16
20140118-W-Australian_Open-R32-Caroline_Wozniacki-Garbine_Muguruza,2,Total,95,5,7,61,37,34,16,16,11,94,43,31,10,16,60,23,30
20140118-W-Australian_Open-R32-Caroline_Wozniacki-Garbine_Muguruza,1,1,28,1,3,21,11,7,4,4,2,32,18,5,2,2,13,7,3
20140118-W-Australian_Open-R32-Caroline_Wozniacki-Garbine_Muguruza,2,1,32,3,4,16,8,16,6,6,3,28,13,8,1,4,22,10,8
20140118-W-Australian_Open-R32-Caroline_Wozniacki-Garbine_Muguruza,1,2,39,1,3,25,20,14,6,2,1,42,14,9,3,5,14,6,5
20140118-W-Australian_Open-R32-Caroline_Wozniacki-Garbine_Muguruza,2,2,42,2,1,33,22,9,6,5,5,39,13,15,4,9,26,9,16
20140118-W-Australian_Open-R32-Caroline_Wozniacki-Garbine_Muguruza,1,3,27,0,0,17,8,10,2,4,0,21,10,3,1,2,14,6,8
20140118-W-Australian_Open-R32-Caroline_Wozniacki-Garbine_Muguruza,2,3,21,0,2,12,7,9,4,5,3,27,17,8,5,3,12,4,6
20140116-W-Australian_Open-R64-Galina_Voskoboeva-Carla_Suarez_Navarro,1,Total,115,3,13,63,40,52,23,10,4,132,58,46,30,11,84,31,40
20140116-W-Australian_Open-R64-Galina_Voskoboeva-Carla_Suarez_Navarro,2,Total,132,0,5,96,57,36,17,17,10,115,52,17,14,3,48,31,12
20140116-W-Australian_Open-R64-Galina_Voskoboeva-Carla_Suarez_Navarro,1,1,45,2,7,27,17,18,8,4,2,44,17,15,8,4,30,12,11
20140116-W-Australian_Open-R64-Galina_Voskoboeva-Carla_Suarez_Navarro,2,1,44,0,0,33,19,11,8,6,4,45,20,6,4,2,17,16,1
20140116-W-Australian_Open-R64-Galina_Voskoboeva-Carla_Suarez_Navarro,1,2,22,1,2,8,5,14,9,1,0,45,23,17,10,5,17,5,10
20140116-W-Australian_Open-R64-Galina_Voskoboeva-Carla_Suarez_Navarro,2,2,45,0,3,28,14,17,8,9,6,22,8,5,5,0,14,8,3
20140116-W-Australian_Open-R64-Galina_Voskoboeva-Carla_Suarez_Navarro,1,3,48,0,4,28,18,20,6,5,2,43,18,14,12,2,37,14,19
20140116-W-Australian_Open-R64-Galina_Voskoboeva-Carla_Suarez_Navarro,2,3,43,0,2,35,24,8,1,2,0,48,24,6,5,1,17,7,8
20140123-W-Australian_Open-SF-Agnieszka_Radwanska-Dominika_Cibulkova,1,Total,50,2,2,35,17,15,2,9,3,53,21,11,5,3,22,11,9
20140123-W-Australian_Open-SF-Agnieszka_Radwanska-Dominika_Cibulkova,2,Total,53,0,2,34,22,19,10,10,9,50,31,19,6,13,22,14,6
20140123-W-Australian_Open-SF-Agnieszka_Radwanska-Dominika_Cibulkova,1,1,28,1,2,22,12,6,0,5,2,30,12,6,3,2,13,6,5
20140123-W-Australian_Open-SF-Agnieszka_Radwanska-Dominika_Cibulkova,2,1,30,0,1,20,13,10,5,6,6,28,16,9,1,8,12,9,2
20140123-W-Australian_Open-SF-Agnieszka_Radwanska-Dominika_Cibulkova,1,2,22,1,0,13,5,9,2,4,1,23,9,5,2,1,9,5,4
20140123-W-Australian_Open-SF-Agnieszka_Radwanska-Dominika_Cibulkova,2,2,23,0,1,14,9,9,5,4,3,22,15,10,5,5,10,5,4
20140118-W-Australian_Open-R32-Dominika_Cibulkova-Carla_Suarez_Navarro,1,Total,39,1,1,27,21,12,8,1,1,43,27,18,8,9,18,8,9
20140118-W-Australian_Open-R32-Dominika_Cibulkova-Carla_Suarez_Navarro,2,Total,43,0,0,28,12,15,4,9,4,39,10,2,1,1,24,12,12
20140118-W-Australian_Open-R32-Dominika_Cibulkova-Carla_Suarez_Navarro,1,1,22,1,0,16,14,6,3,1,1,15,10,8,4,3,8,4,4
20140118-W-Australian_Open-R32-Dominika_Cibulkova-Carla_Suarez_Navarro,2,1,15,0,0,10,3,5,2,3,1,22,5,1,1,0,12,5,7
20140118-W-Australian_Open-R32-Dominika_Cibulkova-Carla_Suarez_Navarro,1,2,17,0,1,11,7,6,5,0,0,28,17,10,4,6,10,4,5
20140118-W-Australian_Open-R32-Dominika_Cibulkova-Carla_Suarez_Navarro,2,2,28,0,0,18,9,10,2,6,3,17,5,1,0,1,12,7,5
20140122-W-Australian_Open-QF-Dominika_Cibulkova-Simona_Halep,1,Total,43,0,3,33,25,10,5,3,2,43,24,17,10,7,15,6,6
20140122-W-Australian_Open-QF-Dominika_Cibulkova-Simona_Halep,2,Total,43,2,1,29,13,14,6,9,4,43,13,9,2,5,24,16,7
20140122-W-Australian_Open-QF-Dominika_Cibulkova-Simona_Halep,1,1,28,0,3,22,15,6,3,3,2,23,11,9,6,3,13,5,5
20140122-W-Australian_Open-QF-Dominika_Cibulkova-Simona_Halep,2,1,23,0,1,14,8,9,4,2,0,28,10,4,1,3,11,6,4
20140122-W-Australian_Open-QF-Dominika_Cibulkova-Simona_Halep,1,2,15,0,0,11,10,4,2,0,0,20,13,8,4,4,2,1,1
20140122-W-Australian_Open-QF-Dominika_Cibulkova-Simona_Halep,2,2,20,2,0,15,5,5,2,7,4,15,3,5,1,2,13,10,3
20140120-W-Australian_Open-R16-Dominika_Cibulkova-Maria_Sharapova,1,Total,74,1,5,51,27,23,13,10,5,87,45,15,10,4,30,12,13
20140120-W-Australian_Open-R16-Dominika_Cibulkova-Maria_Sharapova,2,Total,87,3,7,58,30,29,12,14,7,74,34,27,18,5,47,23,17
20140120-W-Australian_Open-R16-Dominika_Cibulkova-Maria_Sharapova,1,1,28,0,3,15,7,13,5,5,2,25,11,3,2,1,13,5,5
20140120-W-Australian_Open-R16-Dominika_Cibulkova-Maria_Sharapova,2,1,25,3,0,19,12,6,2,3,2,28,16,11,6,2,13,6,7
20140120-W-Australian_Open-R16-Dominika_Cibulkova-Maria_Sharapova,1,2,29,0,2,21,10,8,6,5,3,24,13,7,4,3,12,5,5
20140120-W-Australian_Open-R16-Dominika_Cibulkova-Maria_Sharapova,2,2,24,0,1,13,6,11,5,4,1,29,13,5,4,1,14,5,8
20140120-W-Australian_Open-R16-Dominika_Cibulkova-Maria_Sharapova,1,3,17,1,0,15,10,2,2,0,0,38,21,5,4,0,5,2,3
20140120-W-Australian_Open-R16-Dominika_Cibulkova-Maria_Sharapova,2,3,38,0,6,26,12,12,5,7,4,17,5,11,8,2,20,12,2
20140113-W-Australian_Open-R128-Julia_Goerges-Sara_Errani,1,Total,58,4,2,29,20,29,15,5,3,56,30,39,28,6,37,23,12
20140113-W-Australian_Open-R128-Julia_Goerges-Sara_Errani,2,Total,56,1,0,43,21,13,5,9,4,58,23,5,3,1,13,5,8
20140113-W-Australian_Open-R128-Julia_Goerges-Sara_Errani,1,1,32,2,1,17,12,15,8,3,2,33,15,23,19,2,26,15,10
20140113-W-Australian_Open-R128-Julia_Goerges-Sara_Errani,2,1,33,1,0,27,15,6,3,6,4,32,12,2,1,0,6,2,4
20140113-W-Australian_Open-R128-Julia_Goerges-Sara_Errani,1,2,26,2,1,12,8,14,7,2,1,23,15,16,9,4,11,8,2
20140113-W-Australian_Open-R128-Julia_Goerges-Sara_Errani,2,2,23,0,0,16,6,7,2,3,0,26,11,3,2,1,7,3,4
20140117-W-Australian_Open-R32-Mona_Barthel-Flavia_Pennetta,1,Total,72,4,6,42,20,30,14,15,9,52,20,21,12,5,46,26,14
20140117-W-Australian_Open-R32-Mona_Barthel-Flavia_Pennetta,2,Total,52,3,4,25,19,27,13,4,2,72,38,14,9,2,14,3,7
20140117-W-Australian_Open-R32-Mona_Barthel-Flavia_Pennetta,1,1,31,3,2,15,6,16,7,6,3,16,4,7,3,1,21,12,7
20140117-W-Australian_Open-R32-Mona_Barthel-Flavia_Pennetta,2,1,16,3,0,11,7,5,5,0,0,31,18,6,2,1,4,1,3
20140117-W-Australian_Open-R32-Mona_Barthel-Flavia_Pennetta,1,2,41,1,4,27,14,14,7,9,6,36,16,14,9,4,25,14,7
20140117-W-Australian_Open-R32-Mona_Barthel-Flavia_Pennetta,2,2,36,0,4,14,12,22,8,4,2,41,20,8,7,1,10,2,4
20140115-W-Australian_Open-R64-Flavia_Pennetta-Monica_Puig,1,Total,53,9,0,24,22,29,18,0,0,64,27,20,5,3,14,7,7
20140115-W-Australian_Open-R64-Flavia_Pennetta-Monica_Puig,2,Total,64,5,6,29,21,35,16,6,4,53,13,18,12,1,35,13,16
20140115-W-Australian_Open-R64-Flavia_Pennetta-Monica_Puig,1,1,27,5,0,8,8,19,12,0,0,29,13,11,3,3,9,4,5
20140115-W-Australian_Open-R64-Flavia_Pennetta-Monica_Puig,2,1,29,0,4,13,8,16,8,2,1,27,7,6,6,0,17,7,6
20140115-W-Australian_Open-R64-Flavia_Pennetta-Monica_Puig,1,2,26,4,0,16,14,10,6,0,0,35,14,9,2,0,5,3,2
20140115-W-Australian_Open-R64-Flavia_Pennetta-Monica_Puig,2,2,35,5,2,16,13,19,8,4,3,26,6,12,6,1,18,6,10
20140120-W-Australian_Open-R16-Jelena_Jankovic-Simona_Halep,1,Total,82,2,2,53,31,29,11,12,6,66,26,20,7,11,40,22,16
20140120-W-Australian_Open-R16-Jelena_Jankovic-Simona_Halep,2,Total,66,0,4,42,26,24,14,8,4,82,40,21,12,7,24,17,3
20140120-W-Australian_Open-R16-Jelena_Jankovic-Simona_Halep,1,1,27,1,0,17,11,10,3,3,1,30,11,7,1,5,19,11,8
20140120-W-Australian_Open-R16-Jelena_Jankovic-Simona_Halep,2,1,30,0,1,20,13,10,6,2,1,27,13,6,4,2,8,6,1
20140120-W-Australian_Open-R16-Jelena_Jankovic-Simona_Halep,1,2,23,1,0,15,10,8,5,3,2,22,13,9,3,5,8,7,1
20140120-W-Australian_Open-R16-Jelena_Jankovic-Simona_Halep,2,2,22,0,3,13,5,9,4,6,3,23,8,6,2,2,10,7,0
20140120-W-Australian_Open-R16-Jelena_Jankovic-Simona_Halep,1,3,32,0,2,21,10,11,3,6,3,14,2,4,3,1,13,4,7
20140120-W-Australian_Open-R16-Jelena_Jankovic-Simona_Halep,2,3,14,0,0,9,8,5,4,0,0,32,19,9,6,3,6,4,2
20140123-W-Australian_Open-SF-Eugenie_Bouchard-Na_Li,1,Total,51,2,2,24,13,27,5,10,4,69,31,10,5,3,17,8,7
20140123-W-Australian_Open-SF-Eugenie_Bouchard-Na_Li,2,Total,69,4,5,42,27,27,11,7,4,51,33,33,7,22,24,9,10
20140123-W-Australian_Open-SF-Eugenie_Bouchard-Na_Li,1,1,17,0,1,8,3,9,1,3,0,24,10,2,1,1,6,3,2
20140123-W-Australian_Open-SF-Eugenie_Bouchard-Na_Li,2,1,24,1,3,13,10,11,4,2,1,17,13,12,3,8,9,2,4
20140123-W-Australian_Open-SF-Eugenie_Bouchard-Na_Li,1,2,34,2,1,16,10,18,4,7,4,45,21,8,4,2,11,5,5
20140123-W-Australian_Open-SF-Eugenie_Bouchard-Na_Li,2,2,45,3,2,29,17,16,7,5,3,34,20,21,4,14,15,7,6
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,1,Total,66,0,8,32,22,34,17,6,2,74,41,36,17,16,31,7,16
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,2,Total,74,0,5,48,24,26,9,14,8,66,27,11,6,3,19,4,10
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,1,1,22,0,2,10,8,12,7,2,1,21,15,11,4,7,5,1,2
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,2,1,21,0,1,12,5,9,1,4,1,22,7,4,2,1,10,2,7
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,1,2,44,0,6,22,14,22,10,4,1,53,26,25,13,9,26,6,14
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,2,2,53,0,4,36,19,17,8,10,7,44,20,7,4,2,9,2,3
20140115-W-Australian_Open-R64-Sabine_Lisicki-Monica_Niculescu,1,Total,79,10,6,42,23,37,14,14,7,83,39,44,24,8,66,35,25
20140115-W-Australian_Open-R64-Sabine_Lisicki-Monica_Niculescu,2,Total,83,0,6,55,35,28,9,6,1,79,42,6,2,4,21,9,6
20140115-W-Australian_Open-R64-Sabine_Lisicki-Monica_Niculescu,1,1,27,4,2,17,9,10,4,3,1,24,17,18,10,4,16,8,6
20140115-W-Australian_Open-R64-Sabine_Lisicki-Monica_Niculescu,2,1,24,0,2,13,5,11,2,5,1,27,14,1,1,0,10,4,4
20140115-W-Australian_Open-R64-Sabine_Lisicki-Monica_Niculescu,1,2,32,4,1,17,9,15,5,9,6,30,12,15,8,3,25,16,8
20140115-W-Australian_Open-R64-Sabine_Lisicki-Monica_Niculescu,2,2,30,0,2,21,14,9,4,1,0,32,18,5,1,4,5,3,0
20140115-W-Australian_Open-R64-Sabine_Lisicki-Monica_Niculescu,1,3,20,2,3,8,5,12,5,2,0,29,10,11,6,1,25,11,11
20140115-W-Australian_Open-R64-Sabine_Lisicki-Monica_Niculescu,2,3,29,0,2,21,16,8,3,0,0,20,10,0,0,0,6,2,2
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,1,Total,56,10,2,27,20,29,15,6,5,52,25,24,6,6,24,11,11
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,2,Total,52,2,2,28,15,24,12,7,3,56,21,10,6,2,21,12,7
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,1,1,36,8,1,19,14,17,9,5,5,21,8,15,4,2,10,4,5
