match_id,Player 1,Player 2,Pl 1 hand,Pl 2 hand,Gender,Date,Tournament,Round,Time,Court,Surface,Umpire,Best of,Final TB?,Charted by
20190202-W-St_Petersburg-SF-Aryna_Sabalenka-Kiki_Bertens,Aryna Sabalenka,Kiki Bertens,R,R,W,20190202,St Petersburg,SF,14:10,Sibur Arena,Hard,Kader Nouni,3,1,tsitsi
20190202-W-Hua_Hin-SF-Tamara_Zidansek-Ajla_Tomljanovic,Tamara Zidansek,Ajla Tomljanovic,R,R,W,20190202,Hua Hin,SF,5:10 PM,Centre,Gard,I-Ting Wang,3,1,tsitsi
20190202-W-Hua_Hin-SF-Dayana_Yastremska-Magda_Linette,Dayana Yastremska,Magda Linette,R,R,W,20190202,Hua Hin,SF,6:40 PM,Centre,Hard,Miriam Bley,3,1,tsitsi
20190201-W-St_Petersburg-QF-Vera_Zvonareva-Daria_Kasatkina,Vera Zvonareva,Daria Kasatkina,R,R,W,20190201,St Petersburg,QF,6:40 PM,Centre,Hard,Kader Nouni,3,1,ChapelHeel66
20190201-W-St_Petersburg-QF-Petra_Kvitova-Donna_Vekic,Petra Kvitova,Donna Vekic,L,R,W,20190201,St Petersburg,QF,3:00 PM,Centre,Hard,Mariana Alves,3,1,ChapelHeel66
20190201-W-St_Petersburg-QF-Aryna_Sabalenka-Ekaterina_Alexandrova,Aryna Sabalenka,Ekaterina Alexandrova,R,R,W,20190201,St Petersburg,QF,1:00 PM,Centre,Hard,Pierre Bacchi,3,1,ChapelHeel66
20190201-W-St_Petersburg-QF-Anastasia_Pavlyuchenkova-Kiki_Bertens,Anastasia Pavlyuchenkova,Kiki Bertens,R,R,W,20190201,St Petersburg,QF,4:35 PM,Centre,Hard,Julie Kjendlie,3,1,ChapelHeel66
20190201-W-Hua_Hin-QF-Yafan_Wang-Magda_Linette,Yafan Wang,Magda Linette,R,R,W,20190201,Hua Hin,QF,3:50 PM,Centre,Hard,I-Ting Wang,3,1,tsitsi
20190131-W-St_Petersburg-R16-Tereza_Martincova-Ekaterina_Alexandrova,Tereza Martincova,Ekaterina Alexandrova,R,R,W,20190131,St Petersburg,R16,13:10,Sibur Arena,Hard,Julie Kjendlie,3,1,tsitsi
20190131-W-St_Petersburg-R16-Kiki_Bertens-Ysaline_Bonaventure,Kiki Bertens,Ysaline Bonaventure,R,L,W,20190131,St Petersburg,R16,,,Hard,Pierre Bacchi,3,1,Zindaras
20190131-W-St_Petersburg-R16-Aryna_Sabalenka-Alison_Van_Uytvanck,Aryna Sabalenka,Alison Van Uytvanck,R,R,W,20190131,St Petersburg,R16,,Center,Hard,,3,1,Isaac
20190131-W-Hua_Hin-R16-Viktorija_Golubic-Ying_Ying_Duan,Viktorija Golubic,Ying Ying Duan,R,R,W,20190131,Hua Hin,R16,3:10 PM,2,Hard,I-Ting Wang,3,1,tsitsi
20190131-W-Hua_Hin-R16-Jennifer_Brady-Tamara_Zidansek,Jennifer Brady,Tamara Zidansek,R,R,W,20190131,Hua Hin,R16,9:00 PM,Centre,Hard,Juan Zhang,3,1,tsitsi
20190130-W-St_Petersburg-R32-Ekaterina_Alexandrova-Katie_Boulter,Ekaterina Alexandrova,Katie Boulter,R,R,W,20190130,St Petersburg,R32,1:10 PM,Sibur Arena,Hard,Isabell Seefried,3,1,MaGav
20190130-W-St_Petersburg-R16-Vera_Zvonareva-Julia_Goerges,Vera Zvonareva,Julia Goerges,R,R,W,20190130,St Petersburg,R16,5:30 PM,Centre,Hard,,3,1,Matej
20190129-W-St_Petersburg-R32-Olga_Danilovic-Veronika_Kudermetova,Olga Danilovic,Veronika Kudermetova,L,R,W,20190129,St Petersburg,R32,1:10 PM,TC Dynamo,Hard,Isabell Seefried,3,1,tsitsi
20190123-W-Australian_Open-QF-Serena_Williams-Karolina_Pliskova,Serena Williams,Karolina Pliskova,R,R,W,20190123,Australian Open,QF,1:10 PM,Rod Laver Arena,Hard,Juan Zhang,3,A,MaGav
20190122-W-Australian_Open-QF-Petra_Kvitova-Ashleigh_Barty,Petra Kvitova,Ashleigh Barty,L,R,W,20190122,Australian Open,QF,7:35 PM,Rod Laver Arena,Hard,Julie Kjendlie,3,A,MaGav
20190120-W-Australian_Open-R16-Danielle_Collins-Angelique_Kerber,Danielle Collins,Angelique Kerber,R,L,W,20190120,Australian Open,R16,3:10 PM,Margaret Court Arena,Hard,Damien Dumusois,3,A,MaGav
20190120-W-Australian_Open-R16-Ashleigh_Barty-Maria_Sharapova,Ashleigh Barty,Maria Sharapova,R,R,W,20190120,Australian Open,R16,12:40 PM,Rod Laver Arena,Hard,Alison Hughes,3,A,MaGav
20190119-W-Australian_Open-R32-Dayana_Yastremska-Serena_Williams,Dayana Yastremska,Serena Williams,R,R,W,20190119,Australian Open,R32,2:30 PM,Rod Laver Arena,Hard,James Keothavong,3,A,MaGav
20190118-W-Australian_Open-R32-Aryna_Sabalenka-Amanda_Anisimova,Aryna Sabalenka,Amanda Anisimova,R,R,W,20190118,Australian Open,R32,2:30 PM,Margaret Court Arena,Hard,Marija Cicak,3,A,MaGav
20190117-W-Australian_Open-R64-Madison_Keys-Anastasia_Potapova,Madison Keys,Anastasia Potapova,R,R,W,20190117,Australian Open,R64,1:05 PM,Melbourne Arena,Hard,Simon Cannavan,3,A,MaGav
20190117-W-Australian_Open-R64-Camila_Giorgi-Iga_Swiatek,Camila Giorgi,Iga Swiatek,R,R,W,20190117,Australian Open,R64,11:10,1573 Arena,Hard,Miriam Bley,3,A,MaGav
20190116-W-Australian_Open-R64-Marketa_Vondrousova-Petra_Martic,Marketa Vondrousova,Petra Martic,L,R,W,20190116,Australian Open,R64,11:00,8,Hard,Thomas Sweeney,3,A,MaGav
20190115-W-Australian_Open-R128-Whitney_Osuigwe-Bianca_Andreescu,Whitney Osuigwe,Bianca Andreescu,R,R,W,20190115,Australian Open,R128,2:45 PM,15,Hard,Marta Mrozinska,3,A,MaGav
20190115-W-Australian_Open-R128-Viktoria_Kuzmova-Kateryna_Kozlova,Viktoria Kuzmova,Kateryna Kozlova,R,R,W,20190115,Australian Open,R128,5:00 PM,20,Hard,,3,A,MaGav
20190115-W-Australian_Open-R128-Veronika_Kudermetova-Sofia_Kenin,Veronika Kudermetova,Sofia Kenin,R,R,W,20190115,Australian Open,R128,6:40 PM,12,Hard,Simon Cannavan,3,A,tsitsi
20190115-W-Australian_Open-R128-Samantha_Stosur-Dayana_Yastremska,Samantha Stosur,Dayana Yastremska,R,R,W,20190115,Australian Open,R128,,,Hard,,3,1,Isaac
20190114-W-Australian_Open-R128-Shuai_Peng-Eugenie_Bouchard,Shuai Peng,Eugenie Bouchard,R,R,W,20190114,Australian Open,R128,,1573 Arena,Hard,Damien Dumusois,3,A,marct
20190114-W-Australian_Open-R128-Maria_Sharapova-Harriet_Dart,Maria Sharapova,Harriet Dart,R,R,W,20190114,Australian Open,R128,,,Hard,,3,1,Isaac
20190114-W-Australian_Open-R128-Kiki_Bertens-Alison_Riske,Kiki Bertens,Alison Riske,R,R,W,20190114,Australian Open,R128,15:30,,Hardcourt,Anastasia Kosheleva,5,A,Zindaras
20190114-W-Australian_Open-R128-Beatriz_Haddad_Maia-Bernarda_Pera,Beatriz Haddad Maia,Bernarda Pera,L,L,W,20190114,Australian Open,R128,1:50 PM,Court 12,Hard,,3,A,MaGav
20190114-W-Australian_Open-R128-Astra_Sharma-Priscilla_Hon,Astra Sharma,Priscilla Hon,R,R,W,20190114,Australian Open,R128,11:10,7,Hard,Renaud Lichtenstein,3,A,MaGav
20190111-W-Sydney-SF-Petra_Kvitova-Aliaksandra_Sasnovich,Petra Kvitova,Aliaksandra Sasnovich,L,R,W,20190111,Sydney,SF,11:45 PM,Ken Rosewall Arena,Hard,Julie Kjendlie,3,1,MaGav
20190111-W-Sydney-SF-Ashleigh_Barty-Kiki_Bertens,Ashleigh Barty,Kiki Bertens,R,R,W,20190111,Sydney,SF,2:10 PM,Ken Rosewall Arena,Hard,Marija Cicak,3,1,MaGav
20190111-W-Hobart-SF-Alize_Cornet-Sofia_Kenin,Alize Cornet,Sofia Kenin,R,R,W,20190111,Hobart,SF,7:00 PM,Centre,Hard,Miriam Bley,3,1,MaGav
20190111-W-Australian_Open-Q3-Tereza_Smitkova-Bianca_Andreescu,Tereza Smitkova,Bianca Andreescu,R,R,W,20190111,Australian Open,Q3,,20,Hard,,3,1,Zindaras
20190110-W-Sydney-QF-Yulia_Putintseva-Kiki_Bertens,Yulia Putintseva,Kiki Bertens,R,R,W,20190110,Sydney,QF,,1,Hard,Julie Kjendlie,3,1,Zindaras
20190110-W-Hobart-QF-Dayana_Yastremska-Belinda_Bencic,Dayana Yastremska,Belinda Bencic,R,R,W,20190110,Hobart,QF,6:10 PM,Centre,Hard,Miriam Bley,3,1,MaGav
20190110-W-Australian_Open-Q2-Valentini_Grammatikopoulou-Bianca_Andreescu,Valentini Grammatikopoulou,Bianca Andreescu,R,R,W,20190110,Australian Open,Q2,18:00,22,Hard,,3,A,Zindaras
20190109-W-Hobart-R16-Magda_Linette-Greet_Minnen,Magda Linette,Greet Minnen,R,R,W,20190109,Hobart,R16,6:00 PM,Centre,Hard,Kelly Thomson,3,1,MaGav
20190108-W-Hobart-R32-Maria_Sakkari-Magda_Linette,Maria Sakkari,Magda Linette,R,R,W,20190108,Hobart,R32,20:25,Centre,Hard,Emma Walter,3,1,tsitsi
20190108-W-Australian_Open-Q1-Iga_Swiatek-Olga_Danilovic,Iga Swiatek,Olga Danilovic,R,L,W,20190108,Australian Open,Q1,12:15 PM,13,Hard,,3,1,MaGav
20190107-W-Sydney-R32-Kiki_Bertens-Bernarda_Pera,Kiki Bertens,Bernarda Pera,R,L,W,20190107,Sydney,R32,,3,Hard,Anastasia Kosheleva,3,1,Zindaras
20190107-W-Hobart-R32-Ana_Bogdan-Ons_Jabeur,Ana Bogdan,Ons Jabeur,R,R,W,20190107,Hobart,R32,8:10 PM,Centre,Hard,Matthew Kellert,3,1,MaGav
20190105-W-Brisbane-SF-Naomi_Osaka-Lesia_Tsurenko,Naomi Osaka,Lesia Tsurenko,R,R,W,20190105,Brisbane,SF,1:10 PM,Pat Rafter Arena,Hard,Marija Cicak,3,1,MaGav
20190105-W-Brisbane-SF-Karolina_Pliskova-Donna_Vekic,Karolina Pliskova,Donna Vekic,R,R,W,20190105,Brisbane,SF,7:00 PM,Pat Rafter Arena,Hard,Thomas Sweeney,3,1,MaGav
20190105-W-Auckland-SF-Su_Wei_Hsieh-Bianca_Andreescu,Su Wei Hsieh,Bianca Andreescu,R,R,W,20190105,Auckland,SF,,Centre,Hard,Carlos Bernardes,3,1,Zindaras
20190104-W-ITF_Hong_Kong-SF-Dasha_Lopatetskaya-Monika_Kilnarova ,Dasha Lopatetskaya,Monika Kilnarova ,R,R,W,20190104,ITF Hong Kong,SF,,,Hard,,3,1,Isaac
20190104-W-Brisbane-QF-Aliaksandra_Sasnovich-Donna_Vekic,Aliaksandra Sasnovich,Donna Vekic,R,R,W,20190104,Brisbane,QF,1:25 PM,Pat Rafter Arena,Hard,Tom Sweeney,3,1,ChapelHeel66
20190104-W-Auckland-QF-Venus_Williams-Bianca_Andreescu,Venus Williams,Bianca Andreescu,R,R,W,20190104,Auckland,QF,8:45 PM,Centre,Hard,Aurelie Tourte,3,1,MaGav
20190103-W-Brisbane-QF-Naomi_Osaka-Anastasija_Sevastova,Naomi Osaka,Anastasija Sevastova,R,R,W,20190103,Brisbane,QF,3:45 PM,Pat Rafter Arena,Hard,Julie Kjendlie,3,1,MaGav
20190103-W-Auckland-R16-Caroline_Wozniacki-Bianca_Andreescu,Caroline Wozniacki,Bianca Andreescu,R,R,W,20190103,Auckland,R16,9:00 PM,Centre,Hard,Anja Vreg,3,1,MaGav
20190103-W-Auckland-QF-Eugenie_Bouchard-Julia_Goerges,Eugenie Bouchard,Julia Goerges,R,R,W,20190103,Auckland,QF,,,Hard,,3,1,Jim Albert
20190102-W-Brisbane-R16-Karolina_Pliskova-Marie_Bouzkova,Karolina Pliskova,Marie Bouzkova,R,R,W,20190102,Brisbane,R16,4:00 PM,2,Hard,,3,1,ChapelHeel66
20190102-W-Brisbane-R16-Donna_Vekic-Kiki_Bertens,Donna Vekic,Kiki Bertens,R,R,W,20190102,Brisbane,R16,15:10,,Hard,Miriam Bley,3,1,Zindaras
20190101-W-Auckland-R32-Venus_Williams-Victoria_Azarenka,Venus Williams,Victoria Azarenka,R,R,W,20190101,Auckland,R32,18:05,Centre Court,Hard,Fabio Souza,3,1,1HandBH
20190101-W-Auckland-R32-Timea_Babos-Bianca_Andreescu,Timea Babos,Bianca Andreescu,R,R,W,20190101,Auckland,R32,,Grandstand,Hard,Anja Vreg,3,1,Zindaras
20181231-W-Brisbane-R32-Samantha_Stosur-Marie_Bouzkova,Samantha Stosur,Marie Bouzkova,R,R,W,20181231,Brisbane,R32,10:05 PM,Pat Rafter Arena,Hard,Julie Kjendlie,3,1,ChapelHeel66
20181231-W-Brisbane-R32-Daria_Kasatkina-Kimberly_Birrell,Daria Kasatkina,Kimberly Birrell,R,R,W,20181231,Brisbane,R32,11:00 AM,Court 1,Hard,Adelka Cinko,3,1,MaGav
20181214-W-ITF_Dubai-SF-Evgeniya_Rodina-Viktoria_Kuzmova,Evgeniya Rodina,Viktoria Kuzmova,R,R,W,20181214,ITF Dubai,SF,,1,Hard,,3,1,Isaac
20181211-W-ITF_Dubai-R32-Natalia_Vikhlyantseva-Kristina_Mladenovic,Natalia Vikhlyantseva,Kristina Mladenovic,R,R,W,20181211,ITF Dubai,R32,,,Hard,,3,1,Isaac
20181211-W-ITF_Dubai-R32-Kaja_Juvan-Tatjana_Maria,Kaja Juvan,Tatjana Maria,R,R,W,20181211,ITF Dubai,R32,16:15:00,Centre,Hard,,3,1,MaGav
20181102-W-Zhuhai-RR-Madison_Keys-Qiang_Wang,Madison Keys,Qiang Wang,R,R,W,20181102,Zhuhai,RR,7:55 PM,Center,Hard,Aurelie Tourte,3,1,ChapelHeel66
20181030-W-Zhuhai-RR-Ashleigh_Barty-Aryna_Sabalenka,Ashleigh Barty,Aryna Sabalenka,R,R,W,20181030,Zhuhai,RR,15:00,Centre,Hard,Aurelie Tourte,3,1,MaGav
20181029-W-Zhuhai-RR-Daria_Kasatkina-Qiang_Wang,Daria Kasatkina,Qiang Wang,R,R,W,20181029,Zhuhai,RR,17:40,,Hard,,3,1,1HandBH
20181019-W-Moscow-SF-Daria_Kasatkina-Johanna_Konta,Daria Kasatkina,Johanna Konta,R,R,W,20181019,Moscow,SF,5:00 PM,Centre,Hard,Emmanuel Joseph,3,1,Michal
20181018-W-Moscow-QF-Daria_Kasatkina-Anastasia_Pavlyuchenkova,Daria Kasatkina,Anastasia Pavlyuchenkova,R,R,W,20181018,Moscow,QF,6:30 PM,Centre,Hard,John Blom,3,1,Michal
20181017-W-Moscow-R16-Anastasia_Pavlyuchenkova-Valentini_Grammatikopoulou,Anastasia Pavlyuchenkova,Valentini Grammatikopoulou,R,R,W,20181017,Moscow,R16,,Centre,Hard,,3,1,Michal
20181017-W-Moscow-R16-Alize_Cornet-Daria_Kasatkina,Alize Cornet,Daria Kasatkina,R,R,W,20181017,Moscow,R16,6:35 PM,Centre,Hard,Kelly Thomson,3,1,Michal
20181017-W-Luxembourg-R16-Eugenie_Bouchard-Carla_Suarez_Navarro,Eugenie Bouchard,Carla Suarez Navarro,R,R,W,20181017,Luxembourg,R16,2:30 PM,Centre,Indoor Hard,Aurelie Tourte,3,1,MaGav
20181013-W-Hong_Kong-SF-Qiang_Wang-Garbine_Muguruza,Qiang Wang,Garbine Muguruza,R,R,W,20181013,Hong Kong,SF,5:30 PM,Centre,Hard,Marta Mrozinska,3,1,MaGav
20180908-W-US_Open-F-Serena_Williams-Naomi_Osaka,Serena Williams,Naomi Osaka,R,R,W,20180908,US Open,F,4pm,Arthur Ashe,Hard,Carlos Ramos,3,1,Edo
20180904-W-US_Open-QF-Serena_Williams-Karolina_Pliskova,Serena Williams,Karolina Pliskova,R,R,W,20180904,US Open,QF,,Arthur Ashe Stadium,Hard,Zhang Juan,3,1,ojustino
20180903-W-US_Open-R16-Madison_Keys-Dominika_Cibulkova,Madison Keys,Dominika Cibulkova,R,R,W,20180903,US Open,R16,12:15 PM,Arthur Ashe Stadium,Hard,Louise Azemar Engzell,3,1,ChapelHeel66
20180902-W-US_Open-R16-Ashleigh_Barty-Karolina_Pliskova,Ashleigh Barty,Karolina Pliskova,R,R,W,20180902,US Open,R16,2:10 PM,Louis Armstrong Stadium,Hard,Louise Azemar Engzell,3,1,ChapelHeel66
20180830-W-US_Open-R64-Maria_Sharapova-Sorana_Cirstea,Maria Sharapova,Sorana Cirstea,R,R,W,20180830,US Open,R64,10:30 PM,Arthur Ashe Stadium,Hard,Louise Azemar Engzell,3,1,ChapelHeel66
20180827-W-US_Open-R128-Venus_Williams-Svetlana_Kuznetsova,Venus Williams,Svetlana Kuznetsova,R,R,W,20180827,US Open,R128,3:00 PM,Arthur Ashe Stadium,Hard,Louise Engzell,3,1,MaGav
20180730-W-Washington-R32-Belinda_Bencic-Harriet_Dart,Belinda Bencic,Harriet Dart,R,R,W,20180730,Washington,R32,11:30 PM,Court 1,Hard,Fabio Souza,3,1,ChapelHeel66
20180730-W-Washington-R32-Andrea_Petkovic-Jamie_Loeb,Andrea Petkovic,Jamie Loeb,R,R,W,20180730,Washington,R32,2:40 PM,Stadium,Hard,Morgan Lara,3,1,ChapelHeel66
20180727-W-ITF_Prague-QF-Iga_Swiatek-Mona_Barthel,Iga Swiatek,Mona Barthel,R,R,W,20180727,ITF Prague,QF,11:00 AM,Centre,Clay,,3,1,MaGav
20180722-W-ITF_Berkeley-F-Nicole_Gibbs-Sofia_Kenin,Nicole Gibbs,Sofia Kenin,R,R,W,20180722,ITF Berkeley,F,12:00 PM,Court 1,Hard,Gail Gregory,3,1,ChapelHeel66
20180719-W-Bucharest-R16-Claire_Liu-Petra_Martic,Claire Liu,Petra Martic,R,R,W,20180719,Bucharest,R16,8:20 PM,Centre,Clay,,3,1,tsitsi
20180714-W-Wimbledon-F-Serena_Williams-Angelique_Kerber,Serena Williams,Angelique Kerber,R,L,W,20180714,Wimbledon,F,4.15pm,Centre,Grass,Kader Nouni,5,0,Edo
20180710-W-Wimbledon-QF-Kiki_Bertens-Julia_Goerges,Kiki Bertens,Julia Goerges,R,R,W,20180710,Wimbledon,QF,14:50,1,Grass,Robert Balmforth,3,0,MaGav
20180710-W-Wimbledon-QF-Dominika_Cibulkova-Jelena_Ostapenko,Dominika Cibulkova,Jelena Ostapenko,R,R,W,20180710,Wimbledon,QF,1:10 PM,1,Grass,Kelly Thomson,3,0,tsitsi
20180710-W-Wimbledon-QF-Camila_Giorgi-Serena_Williams,Camila Giorgi,Serena Williams,R,R,W,20180710,Wimbledon,QF,3pm,Centre,Grass,A woman,3,1,Edo
20180710-W-Wimbledon-QF-Angelique_Kerber-Daria_Kasatkina,Angelique Kerber,Daria Kasatkina,L,R,W,20180710,Wimbledon,QF,1:10 PM,Centre,Grass,Louise Engzell,3,0,MaGav
20180707-W-Wimbledon-R32-Naomi_Osaka-Angelique_Kerber,Naomi Osaka,Angelique Kerber,R,R,W,20180707,Wimbledon,R32,3:50 PM,Centre,Grass,Mariana Alves,3,0,tsitsi
20180705-W-Wimbledon-R64-Yulia_Putintseva-Daria_Kasatkina,Yulia Putintseva,Daria Kasatkina,R,R,W,20180705,Wimbledon,R64,3:20PM,,Grass,,3,0,DionWaitersMVP
20180705-W-Wimbledon-R64-Naomi_Osaka-Katie_Boulter,Naomi Osaka,Katie Boulter,R,R,W,20180705,Wimbledon,R64,11:40,2,Grass,Gregory Allensworth,3,0,tsitsi
20180705-W-Wimbledon-R64-Eugenie_Bouchard-Ashleigh_Barty,Eugenie Bouchard,Ashleigh Barty,R,R,W,20180705,Wimbledon,R64,11:30 AM,3,Grass,Julie Kjendlie,3,1,marct
20180702-W-Wimbledon-R64-Caroline_Wozniacki-Ekaterina_Makarova,Caroline Wozniacki,Ekaterina Makarova,R,L,W,20180702,Wimbledon,R64,,,Grass,,3,0,DionWaitersMVP
20180702-W-Wimbledon-R128-Donna_Vekic-Sloane_Stephens,Donna Vekic,Sloane Stephens,R,R,W,20180702,Wimbledon,R128,1:10 PM,Centre,Grass,Louise Engzell,3,0,tsitsi
20180624-W-ITF_Ilkley-F-Tereza_Smitkova-Dayana_Yastremska,Tereza Smitkova,Dayana Yastremska,R,R,W,20180624,ITF Ilkley,F,11:10,Centre,Grass,,3,1,tsitsi
20180623-W-Birmingham-SF-Petra_Kvitova-Mihaela_Buzarnescu,Petra Kvitova,Mihaela Buzarnescu,L,L,W,20180623,Birmingham,SF,1:45 PM,Centre,Grass,Juan Zhang,3,1,MaGav
20180611-W-s_Hertogenbosch-R32-Coco_Vandeweghe-Aliaksandra_Sasnovich,Coco Vandeweghe,Aliaksandra Sasnovich,R,R,W,20180611,s Hertogenbosch,R32,12:45 PM,Centre,Grass,,3,1,MaGav
20180607-W-Roland_Garros-SF-Madison_Keys-Sloane_Stephens,Madison Keys,Sloane Stephens,R,R,W,20180607,Roland Garros,SF,,Philippe Chatrier,Clay,Marijana Veljovic,3,0,Isaac
20180606-W-Roland_Garros-QF-Maria_Sharapova_-Garbine_Muguruza,Maria Sharapova ,Garbine Muguruza,R,R,W,20180606,Roland Garros,QF,,Philippe Chatrier,Clay,,3,0,Isaac
20180605-W-Roland_Garros-QF-Sloane_Stephens-Daria_Kasatkina,Sloane Stephens,Daria Kasatkina,R,R,W,20180605,Roland Garros,QF,,Philippe-Chatrier,Clay,Arnaud Gabas,3,0,Isaac
20180603-W-Roland_Garros-R16-Caroline_Wozniacki-Daria_Kasatkina,Caroline Wozniacki,Daria Kasatkina,R,R,W,20180603,Roland Garros,R16,,,Clay,,3,0,Palaver
20180602-W-Roland_Garros-R32-Caroline_Garcia-Irina_Camelia_Begu,Caroline Garcia,Irina Camelia Begu,R,R,W,20180602,Roland Garros,R32,5:25 PM,Court Suzanne Lenglen,Clay,Maria Alves,3,0,ChapelHeel66
20180531-W-Roland_Garros-R64-Maria_Sharapova-Donna_Vekic,Maria Sharapova,Donna Vekic,R,R,W,20180531,Roland Garros,R64,2:40 PM,Court 1,Clay,Louise Engzell,3,0,ChapelHeel66
20180530-W-Roland_Garros-R64-Katerina_Siniakova-Kateryna_Kozlova,Katerina Siniakova,Kateryna Kozlova,R,R,W,20180530,Roland Garros,R64,11:00 AM,Court 5,Clay,Robert Balmforth,3,0,ChapelHeel66
20180524-W-Roland_Garros-Q2-Veronika_Kudermetova-Nicole_Gibbs,Veronika Kudermetova,Nicole Gibbs,R,R,W,20180524,Roland Garros,Q2,1:15 PM,Court 8,Clay,Maria Fernanda Burka,3,1,ChapelHeel66
20180523-W-Roland_Garros-Q1-Bianca_Andreescu-Vera_Lapko,Bianca Andreescu,Vera Lapko,R,R,W,20180523,Roland Garros,Q1,11:05,,Clay,,3,1,Zindaras
20180426-W-Stuttgart-R16-Karolina_Pliskova-Veronika_Kudermetova,Karolina Pliskova,Veronika Kudermetova,R,R,W,20180426,Stuttgart,R16,,,Clay,,3,1,Isaac
20180421-W-Fed_Cup_World_Group_II_R1-RR-Bianca_Andreescu-Lesia_Tsurenko,Bianca Andreescu,Lesia Tsurenko,R,R,W,20180421,Fed Cup World Group II R1,RR,,Montreal Centre,Hard,,3,1,Zindaras
20180413-W-ITF_Osaka-QF-Rebecca_Marino-Kurumi_Nara,Rebecca Marino,Kurumi Nara,R,R,W,20180413,ITF Osaka,QF,,Center Court,Hard,,3,1,Zindaras
20180408-W-ITF_Kashiwa-F-Luksika_Kumkhum-Bianca_Andreescu,Luksika Kumkhum,Bianca Andreescu,R,R,W,20180408,ITF Kashiwa,F,,Centre,Hard,,3,1,Zindaras
20180408-W-Charleston-SF-Madison_Keys-Kiki_Bertens,Madison Keys,Kiki Bertens,R,R,W,20180408,Charleston,SF,10:40 AM,Stadium,Clay,,3,1,ChapelHeel66
20180407-W-ITF_Kashiwa-SF-Destanee_Aiava-Bianca_Andreescu,Destanee Aiava,Bianca Andreescu,R,R,W,20180407,ITF Kashiwa,SF,,,Hard,,3,1,Zindaras
20180407-W-Charleston-QF-Alize_Cornet-Kiki_Bertens,Alize Cornet,Kiki Bertens,R,R,W,20180407,Charleston,QF,7:10 PM,Stadium,Clay,Yvette Kahn,3,1,ChapelHeel66
20180405-W-Charleston-R16-Naomi_Osaka-Julia_Goerges,Naomi Osaka,Julia Goerges,R,R,W,20180405,Charleston,R16,11:10 AM,Stadium,Clay,,3,1,ChapelHeel66
20180405-W-Charleston-R16-Ashleigh_Barty-Anastasija_Sevastova,Ashleigh Barty,Anastasija Sevastova,R,R,W,20180405,Charleston,R16,11:00 AM,Club,Clay,,3,1,ChapelHeel66
20180404-W-Charleston-R32-Naomi_Osaka-Laura_Siegemund,Naomi Osaka,Laura Siegemund,R,R,W,20180404,Charleston,R32,11:55 AM,Club,Clay,Aurelie Tourte,3,1,ChapelHeel66
20180404-W-Charleston-R32-Kristyna_Pliskova-Petra_Kvitova,Kristyna Pliskova,Petra Kvitova,L,L,W,20180404,Charleston,R32,,Volvo Car Stadium,Clay,Yvette Kahn,3,1,ojustino
20180404-W-Charleston-R32-Ashleigh_Barty-Tatjana_Maria,Ashleigh Barty,Tatjana Maria,R,R,W,20180404,Charleston,R32,2:15 PM,Court 3,Clay,,3,1,ChapelHeel66
20180403-W-Charleston-R64-Ashleigh_Barty-Sofia_Kenin,Ashleigh Barty,Sofia Kenin,R,R,W,20180403,Charleston,R64,10:10 AM,Stadium,Clay,Damiano Torella,3,1,ChapelHeel66
20180402-W-Charleston-R64-Jennifer_Brady-Naomi_Osaka,Jennifer Brady,Naomi Osaka,R,R,W,20180402,Charleston,R64,1:40 PM,Stadium,Clay,,3,1,ChapelHeel66
20180329-W-Miami-SF-Jelena_Ostapenko-Danielle_Collins,Jelena Ostapenko,Danielle Collins,R,R,W,20180329,Miami,SF,10:10 PM,Stadium,Hard,Kader Nouni,3,1,ChapelHeel66
20180328-W-Miami-QF-Danielle_Collins-Venus_Williams,Danielle Collins,Venus Williams,R,R,W,20180328,Miami,QF,7:10 PM,Stadium,Hard,Aurelie Tourte,3,1,ChapelHeel66
20180326-W-Miami-R16-Monica_Puig-Danielle_Collins,Monica Puig,Danielle Collins,R,R,W,20180326,Miami,R16,7:30 PM,1,Hard,Paula Vieira Souza,3,1,ChapelHeel66
20180325-W-Miami-R32-Venus_Williams-Kiki_Bertens,Venus Williams,Kiki Bertens,R,R,W,20180325,Miami,R32,,Stadium,Hard,Zhang Juan,3,1,ojustino
20180325-W-Miami-R32-Danielle_Collins-Donna_Vekic,Danielle Collins,Donna Vekic,R,R,W,20180325,Miami,R32,2:30 PM,2,Hard,Aurelie Tourte,3,1,ChapelHeel66
20180324-W-Miami-R32-Christina_Mchale-Garbine_Muguruza,Christina McHale,Garbine Muguruza,R,R,W,20180324,Miami,R32,9:55 PM,Stadium,Hard,Cecilia Alberti,3,1,ChapelHeel66
20180323-W-Miami-R64-Naomi_Osaka-Elina_Svitolina,Naomi Osaka,Elina Svitolina,R,R,W,20180323,Miami,R64,11:10AM,Stadium,Hard,,3,1,Lowell
20180323-W-Miami-R64-Danielle_Collins-Coco_Vandeweghe,Danielle Collins,Coco Vandeweghe,R,R,W,20180323,Miami,R64,2:15 PM,2,Hard,Kader Nouni,3,1,ChapelHeel66
20180321-W-Miami-R128-Serena_Williams-Naomi_Osaka,Serena Williams,Naomi Osaka,R,R,W,20180321,Miami,R128,,Stadium 1,Hard,,3,1,Isaac
