match_id,Player 1,Player 2,Pl 1 hand,Pl 2 hand,Gender,Date,Tournament,Round,Time,Court,Surface,Umpire,Best of,Final TB?,Charted by
20210503-W-Madrid-R16-Iga_Swiatek-Ashleigh_Barty,Iga Swiatek,Ashleigh Barty,R,R,W,20210503,Madrid,R16,,Manola Santana,Clay,Juan Zhang,3,1,garibaldireds
20210502-W-Madrid-R32-Naomi_Osaka-Karolina_Muchova,Naomi Osaka,Karolina Muchova,R,R,W,20210502,Madrid,R32,,,Clay,Juan Zhang,3,1,garibaldireds
20210502-W-Madrid-R32-Jennifer_Brady-Jelena_Ostapenko,Jennifer Brady,Jelena Ostapenko,R,R,W,20210502,Madrid,R32,4:30PM,Arantxa Sanchez Stadium,Clay,Isabell Seefried,3,1,Lowell
20210501-W-Madrid-R32-Veronika_Kudermetova-Kiki_Bertens,Veronika Kudermetova,Kiki Bertens,R,R,W,20210501,Madrid,R32,17:20,Sanchez,Clay,Juan Zhang,3,1,Zindaras
20210430-W-Madrid-R64-Sara_Sorribes_Tormo-Simona_Halep,Sara Sorribes Tormo,Simona Halep,R,R,W,20210430,Madrid,R64,14:20,Santana,Clay,Marija Cicak,3,1,Zindaras
20210430-W-Madrid-R64-Misaki_Doi-Naomi_Osaka,Misaki Doi,Naomi Osaka,L,R,W,20210430,Madrid,R64,,,Clay,,3,1,garibaldireds
20210430-W-Madrid-R64-Karolina_Pliskova-Cori_Gauff,Karolina Pliskova,Cori Gauff,R,R,W,20210430,Madrid,R64,,Manolo Santana,Clay,,3,1,garibaldireds
20210429-W-Madrid-R64-Kiki_Bertens-Victoria_Jimenez_Kasintseva,Kiki Bertens,Victoria Jimenez Kasintseva,R,L,W,20210429,Madrid,R64,11:10,Santana,Clay,Pierre Bacchi,3,1,Zindaras
20210429-W-Madrid-R64-Iga_Swiatek-Alison_Riske,Iga Swiatek,Alison Riske,R,R,W,20210429,Madrid,R64,,,Clay,,3,1,garibaldireds
20210429-W-Madrid-R64-Elina_Svitolina-Jil_Teichmann,Elina Svitolina,Jil Teichmann,R,L,W,20210429,Madrid,R64,11:10,Sanchez,Clay,Manuel Absolu,3,1,Zindaras
20210425-W-Istanbul-F-Sorana_Cirstea-Elise_Mertens,Sorana Cirstea,Elise Mertens,R,R,W,20210425,Istanbul,F,,Centre,Clay,Marta Mrozinska,3,1,Zindaras
20210423-W-Stuttgart-QF-Karolina_Pliskova-Ashleigh_Barty,Karolina Pliskova,Ashleigh Barty,R,R,W,20210423,Stuttgart,QF,,Centre,Clay,Kader Nouni,3,1,garibaldireds
20210423-W-Stuttgart-QF-Elina_Svitolina-Petra_Kvitova,Elina Svitolina,Petra Kvitova,R,L,W,20210423,Stuttgart,QF,,Centre,Clay,Marija Cicak,3,1,garibaldireds
20210421-W-Stuttgart-R16-Petra_Kvitova-Maria_Sakkari,Petra Kvitova,Maria Sakkari,L,R,W,20210421,Stuttgart,R16,,Centre,Clay,Allison Hughes,3,1,garibaldireds
20210421-W-Stuttgart-R16-Ashleigh_Barty-Laura_Siegemund,Ashleigh Barty,Laura Siegemund,R,R,W,20210421,Stuttgart,R16,,,Clay,,3,1,garibaldireds
20210420-W-Stuttgart-R32-Julia_Middendorf-Anett_Kontaveit,Julia Middendorf,Anett Kontaveit,R,R,W,20210420,Stuttgart,R32,,Centre Court,Clay,,3,1,Zindaras
20210420-W-Stuttgart-R32-Anna_Lena_Friedsam-Ulrikke_Eikeri,Anna Lena Friedsam,Ulrikke Eikeri,R,R,W,20210420,Stuttgart,R32,,1,Clay,Marija Cicak,3,1,Zindaras
20210419-W-Stuttgart-R32-Nastasja_Mariana_Schunk-Belinda_Bencic,Nastasja Mariana Schunk,Belinda Bencic,L,R,W,20210419,Stuttgart,R32,17:10,Centre Court,Clay,Alison Hughes,3,1,Zindaras
20210419-W-Stuttgart-R32-Andrea_Petkovic-Maria_Sakkari,Andrea Petkovic,Maria Sakkari,R,R,W,20210419,Stuttgart,R32,,Center Court,Clay,Marija Cicak,3,1,garibaldireds
20210419-W-Istanbul-R32-Sara_Errani-Ana_Konjuh,Sara Errani,Ana Konjuh,R,R,W,20210419,Istanbul,R32,,Center Court,Clay,Marta Mrozinska,3,1,Zindaras
20210418-W-Charleston_2-F-Astra_Sharma-Ons_Jabeur,Astra Sharma,Ons Jabeur,R,R,W,20210418,Charleston 2,F,,Althea Gibson,Clay,,3,1,garibaldireds
20210417-W-BJK_Cup-RR-Xiyu_Wang-Lesley_Kerkhove,Xiyu Wang,Lesley Kerkhove,L,R,W,20210417,BJK Cup,RR,13:10,Den Bosch,Clay,Marijana Veljovic,3,1,Zindaras
20210417-W-BJK_Cup-RR-Magdalena_Frech-Laura_Pigossi,Magdalena Frech,Laura Pigossi,R,R,W,20210417,BJK Cup,RR,,Bytom,Hard,James Keothavong,3,1,Zindaras
20210417-W-BJK_Cup-RR-Arantxa_Rus-Xin_Yu_Wang,Arantxa Rus,Xin Yu Wang,L,R,W,20210417,BJK Cup,RR,15:50,Den Bosch,Clay,Nico Helwerth,3,1,Zindaras
20210416-W-Charleston_2-QF-Camila_Osorio-Clara_Tauson,Camila Osorio,Clara Tauson,R,R,W,20210416,Charleston 2,QF,,,Clay,,3,1,garibaldireds
20210416-W-BJK_Cup-RR-Xiyu_Wang-Arantxa_Rus,Xiyu Wang,Arantxa Rus,L,L,W,20210416,BJK Cup,RR,14:35,Den Bosch,Clay,Marijana Veljovic,3,1,Zindaras
20210416-W-BJK_Cup-RR-Xin_Yu_Wang-Kiki_Bertens,Xin Yu Wang,Kiki Bertens,R,R,W,20210416,BJK Cup,RR,13:10,Den Bosch,Clay,Nico Helwerth,3,1,Zindaras
20210416-W-BJK_Cup-RR-Elena_Rybakina-Maria_Lourdes_Carle,Elena Rybakina,Maria Lourdes Carle,R,R,W,20210416,BJK Cup,RR,,Cordoba,Clay,Rodolfo Curutchet,3,1,Zindaras
20210412-W-Charleston-R32-Misaki_Doi-Nao_Hibino,Misaki Doi,Nao Hibino,L,R,W,20210412,Charleston,R32,,Center,Clay,Scott Elbin,3,1,Zindaras
20210410-W-Bogota-SF-Harmony_Tan-Camila_Osorio,Harmony Tan,Camila Osorio,R,R,W,20210410,Bogota,SF,,Center,Clay,Pablo Rodriguez,3,1,Zindaras
20210407-W-Bogota-R16-Arantxa_Rus-Nuria_Parrizas_Diaz,Arantxa Rus,Nuria Parrizas Diaz,L,R,W,20210407,Bogota,R16,,2,Clay,Yamila Halle,3,1,Zindaras
20210406-W-Bogota-R32-Sara_Errani-Sara_Sorribes_Tormo,Sara Errani,Sara Sorribes Tormo,R,R,W,20210406,Bogota,R32,10:10,Center Court,Clay,Yamila Halle,3,1,Zindaras
20210406-W-Bogota-R32-Arantxa_Rus-Irina_Maria_Bara,Arantxa Rus,Irina Maria Bara,L,R,W,20210406,Bogota,R32,10:10,2,Clay,,3,1,Zindaras
20210403-W-Miami-F-Ashleigh_Barty-Bianca_Andreescu,Ashleigh Barty,Bianca Andreescu,R,R,W,20210403,Miami,F,13:10,Grandstand,Hard,Pierre Bacchi,3,1,Zindaras
20210401-W-Miami-SF-Elina_Svitolina-Ashleigh_Barty,Elina Svitolina,Ashleigh Barty,R,R,W,20210401,Miami,SF,,Grandstand,Hard,,3,1,Lowell
20210401-W-Miami-SF-Bianca_Andreescu-Maria_Sakkari,Bianca Andreescu,Maria Sakkari,R,R,W,20210401,Miami,SF,,Grandstand,Hard,Marija Cicak,3,1,ojustino
20210331-W-Miami-QF-Naomi_Osaka-Maria_Sakkari,Naomi Osaka,Maria Sakkari,R,R,W,20210331,Miami,QF,,Grandstand,Hard,Cecilia Alberti,3,1,garibaldireds
20210331-W-Miami-QF-Bianca_Andreescu-Sara_Sorribes_Tormo,Bianca Andreescu,Sara Sorribes Tormo,R,R,W,20210331,Miami,QF,19:10,Grandstand,Hard,Paula Vieira Souza,3,1,Zindaras
20210329-W-Miami-R16-Naomi_Osaka-Elise_Mertens,Naomi Osaka,Elise Mertens,R,R,W,20210329,Miami,R16,3:10PM,Grandstand,Hard,,3,1,Lowell
20210329-W-Miami-R16-Jessica_Pegula-Maria_Sakkari,Jessica Pegula,Maria Sakkari,R,R,W,20210329,Miami,R16,17:15,1,Hard,Marija Cicak,3,1,Zindaras
20210329-W-Miami-R16-Garbine_Muguruza-Bianca_Andreescu,Garbine Muguruza,Bianca Andreescu,R,R,W,20210329,Miami,R16,,,Hard,,3,1,garibaldireds
20210329-W-Miami-R16-Ashleigh_Barty-Victoria_Azarenka,Ashleigh Barty,Victoria Azarenka,R,R,W,20210329,Miami,R16,,,Hard,,3,1,garibaldireds
20210328-W-Miami-R32-Amanda_Anisimova-Bianca_Andreescu,Amanda Anisimova,Bianca Andreescu,R,R,W,20210328,Miami,R32,19:10,Grandstand,Hard,Pierre Bacchi,3,1,Zindaras
20210326-W-Miami-R64-Xin_Yu_Wang-Garbine_Muguruza,Xin Yu Wang,Garbine Muguruza,R,R,W,20210326,Miami,R64,,,Hard,,3,1,Isaac
20210326-W-Miami-R64-Tereza_Martincova-Bianca_Andreescu,Tereza Martincova,Bianca Andreescu,R,R,W,20210326,Miami,R64,,Butch Buchholz,Hard,Paula Vieira Souza,3,1,Zindaras
20210326-W-Miami-R64-Paula_Badosa-Ons_Jabeur,Paula Badosa,Ons Jabeur,R,R,W,20210326,Miami,R64,,3,Hard,,3,1,Zindaras
20210326-W-Miami-R64-Liudmila_Samsonova-Kiki_Bertens,Liudmila Samsonova,Kiki Bertens,R,R,W,20210326,Miami,R64,,3,Hard,Kelly Thomson,3,1,Zindaras
20210324-W-Miami-R128-Katerina_Siniakova-Ana_Konjuh,Katerina Siniakova,Ana Konjuh,R,R,W,20210324,Miami,R128,,3,Hard,,3,1,Zindaras
20210323-W-Miami-R128-Arantxa_Rus-Marie_Bouzkova,Arantxa Rus,Marie Bouzkova,L,R,W,20210323,Miami,R128,15:00,Butch Buchholz,Hard,,3,1,Zindaras
20210321-W-Monterrey-F-Leylah_Fernandez-Viktorija_Golubic,Leylah Fernandez,Viktorija Golubic,L,R,W,20210321,Monterrey,F,,Centre,Hard,Fabio Souza,3,1,Zindaras
20210318-W-Monterrey-R16-Lauren_Davis-Viktorija_Golubic,Lauren Davis,Viktorija Golubic,R,R,W,20210318,Monterrey,R16,,Centre,Hard,Yamila Halle,3,1,Zindaras
20210317-W-St_Petersburg-R16-Jaqueline_Cristian-Jelena_Ostapenko,Jaqueline Cristian,Jelena Ostapenko,R,R,W,20210317,St Petersburg,R16,,Centre Cpurt,Hard,,3,1,garibaldireds
20210316-W-Monterrey-R32-Kaja_Juvan-Camila_Osorio,Kaja Juvan,Camila Osorio,R,R,W,20210316,Monterrey,R32,,Cancha 1,Hard,Miguel Angel Bravo,3,1,Zindaras
20210315-W-Monterrey-R32-Ann_Li-Arantxa_Rus,Ann Li,Arantxa Rus,R,L,W,20210315,Monterrey,R32,13:45,Estadio,Hard,Fabio Souza,3,1,Zindaras
20210313-W-Guadalajara-F-Eugenie_Bouchard-Sara_Sorribes_Tormo,Eugenie Bouchard,Sara Sorribes Tormo,R,R,W,20210313,Guadalajara,F,,Centre,Hard,Yamila Halle,3,1,Zindaras
20210312-W-Guadalajara-SF-Sara_Sorribes_Tormo-Marie_Bouzkova,Sara Sorribes Tormo,Marie Bouzkova,R,R,W,20210312,Guadalajara,SF,,Centre,Hard,Fabio Souza,3,1,Zindaras
20210312-W-Dubai-SF-Jil_Teichmann-Barbora_Krejcikova,Jil Teichmann,Barbora Krejcikova,L,R,W,20210312,Dubai,SF,19:35,Centre,Hard,Aurelie Tourte,3,1,Zindaras
20210309-W-Guadalajara-R32-Nadia_Podoroska-Giuliana_Olmos,Nadia Podoroska,Giuliana Olmos,R,R,W,20210309,Guadalajara,R32,,Centre,Hard,Nikola Srecec,3,1,Zindaras
20210309-W-Dubai-R32-Tereza_Martincova-Kiki_Bertens,Tereza Martincova,Kiki Bertens,R,R,W,20210309,Dubai,R32,,1,Hard,Kader Nouni,3,1,Zindaras
20210308-W-Guadalajara-R32-Marie_Bouzkova-Irina_Maria_Bara,Marie Bouzkova,Irina Maria Bara,R,R,W,20210308,Guadalajara,R32,,Centre,Hard,Yamila Halle,3,1,Zindaras
20210307-W-Lyon-F-Clara_Tauson-Viktorija_Golubic,Clara Tauson,Viktorija Golubic,R,R,W,20210307,Lyon,F,,Centre,Hard,Morgane Lara,3,1,Zindaras
20210304-W-Lyon-R16-Arantxa_Rus-Greet_Minnen,Arantxa Rus,Greet Minnen,L,R,W,20210304,Lyon,R16,,Centre,Hard,Morgane Lara,3,1,Zindaras
20210303-W-Doha-R16-Elina_Svitolina-Misaki_Doi,Elina Svitolina,Misaki Doi,R,L,W,20210303,Doha,R16,18:20,Centre,Hard,Katarzyna Radwan-Cho,3,1,Zindaras
20210301-W-Lyon-R32-Arantxa_Rus-Xiyu_Wang,Arantxa Rus,Xiyu Wang,L,L,W,20210301,Lyon,R32,,Central Court,Hard,Louis Boucharinc,3,1,Zindaras
20210301-W-Doha-R32-Jelena_Ostapenko-Kiki_Bertens,Jelena Ostapenko,Kiki Bertens,R,R,W,20210301,Doha,R32,18:10,Centre Court,Hard,Katarzyna Radwan-Cho,3,1,Zindaras
20210301-W-Doha-R32-Anett_Kontaveit-Jennifer_Brady,Anett Kontaveit,Jennifer Brady,R,R,W,20210301,Doha,R32,2:40PM,Center,Hard,,3,1,Lowell
20210227-W-Adelaide-F-Iga_Swiatek-Belinda_Bencic,Iga Swiatek,Belinda Bencic,R,R,W,20210227,Adelaide,F,,Centre Court,Hard,Miriam Bley,3,1,Zindaras
20210226-W-Adelaide-SF-Iga_Swiatek-Jil_Teichmann,Iga Swiatek,Jil Teichmann,R,L,W,20210226,Adelaide,SF,,Centre Court,Hard,Thomas Sweeney,3,1,Zindaras
20210225-W-Adelaide-QF-Jil_Teichmann-Anastasija_Sevastova,Jil Teichmann,Anastasija Sevastova,L,R,W,20210225,Adelaide,QF,,Memorial Drive Centre Court,Hard,John Blom,3,1,Zindaras
20210221-W-ITF_Potchefstroom-F-Carol_Zhao-Nuria_Parrizas_Diaz,Carol Zhao,Nuria Parrizas Diaz,R,R,W,20210221,ITF Potchefstroom,F,,,Hard,,3,1,Sanjana S
20210220-W-ITF_Potchefstroom-SF-Nuria_Parrizas_Diaz-Kathinka_Von_Deichmann,Nuria Parrizas Diaz,Kathinka Von Deichmann,R,R,W,20210220,ITF Potchefstroom,SF,,,Hard,,3,1,Sanjana S
20210220-W-Australian_Open-F-Naomi_Osaka-Jennifer_Brady,Naomi Osaka,Jennifer Brady,R,R,W,20210220,Australian Open,F,7pm,Rod Laver Arena,Hard,Alison Hughes,3,A,Edo
20210219-W-Phillip_Island_Trophy-F-Marie_Bouzkova-Daria_Kasatkina,Marie Bouzkova,Daria Kasatkina,R,R,W,20210219,Phillip Island Trophy,F,,,Hard,Miriam Bley,3,1,Zindaras
20210218-W-Phillip_Island_Trophy-SF-Marie_Bouzkova-Bianca_Andreescu,Marie Bouzkova,Bianca Andreescu,R,R,W,20210218,Phillip Island Trophy,SF,,1573 Arena,Hard,Pablo Rodriguez,3,1,ojustino
20210218-W-Australian_Open-SF-Naomi_Osaka-Serena_Williams,Naomi Osaka,Serena Williams,R,R,W,20210218,Australian Open,SF,2pm,Rod Laver Arena,Hard,,3,A,Edo
20210218-W-Australian_Open-SF-Jennifer_Brady-Karolina_Muchova,Jennifer Brady,Karolina Muchova,R,R,W,20210218,Australian Open,SF,15:55,Rod Laver Arena,Hard,Louise Azemar Engzell,3,A,Zindaras
20210217-W-Phillip_Island_Trophy-QF-Irina_Camelia_Begu-Bianca_Andreescu,Irina Camelia Begu,Bianca Andreescu,R,R,W,20210217,Phillip Island Trophy,QF,,1573 Arena,Hard,Miriam Bley,3,1,Zindaras
20210217-W-Australian_Open-QF-Jennifer_Brady-Jessica_Pegula,Jennifer Brady,Jessica Pegula,R,R,W,20210217,Australian Open,QF,,Rod Laver Arena,Hard,,3,1,Isaac
20210217-W-Australian_Open-QF-Ashleigh_Barty-Karolina_Muchova,Ashleigh Barty,Karolina Muchova,R,R,W,20210217,Australian Open,QF,11:15,Rod Lover Arena,Hard,Carlos Ramos,3,A,Zindaras
20210216-W-Phillip_Island_Trophy-R16-Zarina_Diyas-Bianca_Andreescu,Zarina Diyas,Bianca Andreescu,R,R,W,20210216,Phillip Island Trophy,R16,16:45,1573 Arena,Hard,Morgane Lara,3,1,Zindaras
20210215-W-Phillip_Island_Trophy-R32-Madison_Brengle-Bianca_Andreescu,Madison Brengle,Bianca Andreescu,R,R,W,20210215,Phillip Island Trophy,R32,18:55,1573 Arena,Hard,Pablo Rodriguez,3,1,Zindaras
20210214-W-Australian_Open-R16-Karolina_Muchova-Elise_Mertens,Karolina Muchova,Elise Mertens,R,R,W,20210214,Australian Open,R16,,,Hard,,3,A ,ARosenquist
20210213-W-Australian_Open-R32-Karolina_Pliskova-Karolina_Muchova,Karolina Pliskova,Karolina Muchova,R,R,W,20210213,Australian Open,R32,11:10,Rod Laver Arena,Hard,Alison Hughes,3,A,Zindaras
20210211-W-Australian_Open-R64-Samantha_Stosur-Jessica_Pegula,Samantha Stosur,Jessica Pegula,R,R,W,20210211,Australian Open,R64,21:35,Margaret Court Arena,Hard,,3,A,Zindaras
20210211-W-Australian_Open-R32-Naomi_Osaka-Ons_Jabeur,Naomi Osaka,Ons Jabeur,R,R,W,20210211,Australian Open,R32,,Centre,Hard,,3,A,ARosenquist
20210211-W-Australian_Open-R32-Anastasia_Potapova-Serena_Williams,Anastasia Potapova,Serena Williams,R,R,W,20210211,Australian Open,R32,,Centre,Hard,,3,A,ARosenquist
20210210-W-Australian_Open-R64-Rebecca_Marino-Marketa_Vondrousova,Rebecca Marino,Marketa Vondrousova,R,L,W,20210210,Australian Open,R64,11:05,1573 Arena,Hard,Renaud Lichtenstein,3,A,Zindaras
20210210-W-Australian_Open-R64-Bianca_Andreescu-Su_Wei_Hsieh,Bianca Andreescu,Su Wei Hsieh,R,R,W,20210210,Australian Open,R64,11:00 AM,Rod Laver Arena,Hard,Nacho Forcadell,3,A,ojustino
20210209-W-Australian_Open-R128-Elina_Svitolina-Marie_Bouzkova,Elina Svitolina,Marie Bouzkova,R,R,W,20210209,Australian Open,R128,13:00,Rod Laver Arena,Hard,Simon Cannavan,3,A,Zindaras
20210209-W-Australian_Open-R128-Destanee_Aiava-Samantha_Stosur,Destanee Aiava,Samantha Stosur,R,R,W,20210209,Australian Open,R128,18:20,John Cain Arena,Hard,Tom Sweeney,3,A,Zindaras
20210209-W-Australian_Open-R128-Cori_Gauff-Jil_Teichmann,Cori Gauff,Jil Teichmann,R,L,W,20210209,Australian Open,R128,14:15,John Cain Arena,Hard,,3,A,Zindaras
20210209-W-Australian_Open-R128-Chloe_Paquet-Mayar_Sherif,Chloe Paquet,Mayar Sherif,R,R,W,20210209,Australian Open,R128,,6,Hard,John Blom,3,A,ojustino
20210209-W-Australian_Open-R128-Barbora_Strycova-Svetlana_Kuznetsova,Barbora Strycova,Svetlana Kuznetsova,R,R,W,20210209,Australian Open,R128,,14,Hard,Nico Helwerth,3,A,Zindaras
20210208-W-Australian_Open-R128-Tsvetana_Pironkova-Su_Wei_Hsieh,Tsvetana Pironkova,Su Wei Hsieh,R,R,W,20210208,Australian Open,R128,,13,Hard,,3,A,Zindaras
20210208-W-Australian_Open-R128-Serena_Williams-Laura_Siegemund,Serena Williams,Laura Siegemund,R,R,W,20210208,Australian Open,R128,,Rod Laver Arena,Hard,,3,1,Isaac
20210208-W-Australian_Open-R128-Rebecca_Marino-Kimberly_Birrell,Rebecca Marino,Kimberly Birrell,R,R,W,20210208,Australian Open,R128,,7,Hard,,3,A,Zindaras
20210208-W-Australian_Open-R128-Iga_Swiatek-Arantxa_Rus,Iga Swiatek,Arantxa Rus,R,L,W,20210208,Australian Open,R128,13:00,1573 Arena,Hard,Adel Nour,3,A,Zindaras
20210207-W-Australian_Open-R128-Bianca_Andreescu-Mihaela_Buzarnescu,Bianca Andreescu,Mihaela Buzarnescu,R,L,W,20210207,Australian Open,R128,16:10,John Cain Arena,Hard,John Blom,3,A,Zindaras
20210206-W-Grampians_Trophy-QF-Sorana_Cirstea-Ann_Li,Sorana Cirstea,Ann Li,R,R,W,20210206,Grampians Trophy,QF,,,Hard,,3,1,Isaac
20210205-W-Yarra_Valley_Classic-QF-Sofia_Kenin-Garbine_Muguruza,Sofia Kenin,Garbine Muguruza,R,R,W,20210205,Yarra Valley Classic,QF,,Margaret Court Arena,Hard,Marta Mrozinska,3,1,Isaac
20210205-W-ITF_Manacor-QF-Oksana_Selekhmeteva-Alexandra_Eala,Oksana Selekhmeteva,Alexandra Eala,L,L,W,20210205,ITF Manacor,QF,,,Hard,,3,1,Isaac
20210205-W-Grampians_Trophy-QF-Jennifer_Brady-Barbora_Krejcikova,Jennifer Brady,Barbora Krejcikova,R,R,W,20210205,Grampians Trophy,QF,,1573 Arena,Hard,,3,S,Lowell
20210203-W-Yarra_Valley_Classic-R16-Petra_Kvitova-Nadia_Podoroska,Petra Kvitova,Nadia Podoroska,L,R,W,20210203,Yarra Valley Classic,R16,,7,Hard,Julie Kjendlie,3,1,ojustino
20210203-W-ITF_Manacor-R32-Ana_Lantigua_De_La_Nuez-Alexandra_Eala,Ana Lantigua De La Nuez,Alexandra Eala,R,L,W,20210203,ITF Manacor,R32,,,Hard,,3,1,Isaac
20210203-W-Grampians_Trophy-R32-Sorana_Cirstea-Oksana_Kalashnikova,Sorana Cirstea,Oksana Kalashnikova,R,L,W,20210203,Grampians Trophy,R32,,5,Hard,Marijana Veljovic,3,1,Zindaras
20210203-W-Grampians_Trophy-R32-Marta_Kostyuk-Gabriela_Dabrowski,Marta Kostyuk,Gabriela Dabrowski,R,R,W,20210203,Grampians Trophy,R32,,5,Hard,Kelly Thomson,3,1,Zindaras
20210203-W-Gippsland_Trophy-R16-Jasmine_Paolini-Karolina_Muchova,Jasmine Paolini,Karolina Muchova,R,R,W,20210203,Gippsland Trophy,R16,,7,Hard,,3,1,Zindaras
20210202-W-Yarra_Valley_Classic-R32-Venus_Williams-Petra_Kvitova,Venus Williams,Petra Kvitova,R,L,W,20210202,Yarra Valley Classic,R32,,Margaret Court Arena,Hard,,3,1,Isaac
20210202-W-Yarra_Valley_Classic-R32-Marie_Bouzkova-Aliona_Bolsova,Marie Bouzkova,Aliona Bolsova,R,R,W,20210202,Yarra Valley Classic,R32,,5,Hard,,3,1,Zindaras
20210202-W-Gippsland_Trophy-R32-Kaja_Juvan-Iga_Swiatek,Kaja Juvan,Iga Swiatek,R,R,W,20210202,Gippsland Trophy,R32,,,Hard,Richard Haigh,3,1,Zindaras
20210131-W-Gippsland_Trophy-R64-Jasmine_Paolini-Rebecca_Marino,Jasmine Paolini,Rebecca Marino,R,R,W,20210131,Gippsland Trophy,R64,,7,Hard,,3,1,Zindaras
20210128-W-ITF_Manacor-R16-Alba_Carrillo_Marin-Alexandra_Eala,Alba Carrillo Marin,Alexandra Eala,R,L,W,20210128,ITF Manacor,R16,,,Hard,,3,1,Isaac
20210111-W-Abu_Dhabi-QF-Veronika_Kudermetova-Elina_Svitolina,Veronika Kudermetova,Elina Svitolina,R,R,W,20210111,Abu Dhabi,QF,12:30:00,Centre,Hard,,3,1,TM
20210110-W-Abu_Dhabi-R16-Ekaterina_Alexandrova-Elina_Svitolina,Ekaterina Alexandrova,Elina Svitolina,R,R,W,20210110,Abu Dhabi,R16,,Centre,Hard,Pablo Rodriguez,3,1,ojustino
20201010-W-Roland_Garros-F-Iga_Swiatek-Sofia_Kenin,Iga Swiatek,Sofia Kenin,R,R,W,20201010,Roland Garros,F,15:10,Philippe Chatrier,Clay,Louise Azemar Engzell,3,0,Zindaras
20201008-W-Roland_Garros-SF-Iga_Swiatek-Nadia_Podoroska,Iga Swiatek,Nadia Podoroska,R,R,W,20201008,Roland Garros,SF,15:10,Philippe Chatrier,Clay,Kader Nouni,3,0,Zindaras
20201006-W-Roland_Garros-QF-Iga_Swiatek-Martina_Trevisan,Iga Swiatek,Martina Trevisan,R,L,W,20201006,Roland Garros,QF,21:00,Philippe Chatrier,Clay,,3,0,Zindaras
20201004-W-Roland_Garros-R16-Martina_Trevisan-Kiki_Bertens,Martina Trevisan,Kiki Bertens,L,R,W,20201004,Roland Garros,R16,11:05,Suzanne Lenglen,Clay,,3,1,Zindaras
20201002-W-Roland_Garros-R32-Kiki_Bertens-Katerina_Siniakova,Kiki Bertens,Katerina Siniakova,R,R,W,20201002,Roland Garros,R32,19:40,Philippe Chatrier,Clay,Alexandre Juge,3,1,Zindaras
20201001-W-Roland_Garros-R64-Leylah_Fernandez-Polona_Hercog,Leylah Fernandez,Polona Hercog,L,R,W,20201001,Roland Garros,R64,,5,Clay,Louise Azemar Engzell,3,0,Zindaras
20201001-W-Roland_Garros-R64-Julia_Goerges-Laura_Siegemund,Julia Goerges,Laura Siegemund,R,R,W,20201001,Roland Garros,R64,,13,Clay,Timo Janzen,3,0,Zindaras
20201001-W-Roland_Garros-R64-Elena_Rybakina-Fiona_Ferro,Elena Rybakina,Fiona Ferro,R,R,W,20201001,Roland Garros,R64,18:30,Philippe Chatrier,Clay,James Keothavong,3,1,Carrie
20200930-W-Roland_Garros-R64-Kiki_Bertens-Sara_Errani,Kiki Bertens,Sara Errani,R,R,W,20200930,Roland Garros,R64,1/0/1900 11:55,,Clay,Kader Nouni,3,0,Zindaras
20200929-W-Roland_Garros-R128-Irina_Maria_Bara-Donna_Vekic,Irina Maria Bara,Donna Vekic,R,R,W,20200929,Roland Garros,R128,,Court 4,Clay,Aurelie Tourte,3,0,Zindaras
20200929-W-Roland_Garros-R128-Danielle_Collins-Monica_Niculescu,Danielle Collins,Monica Niculescu,R,R,W,20200929,Roland Garros,R128,,4,Clay,Robert Balmforth,3,0,Zindaras
20200929-W-Roland_Garros-R128-Clara_Tauson-Jennifer_Brady,Clara Tauson,Jennifer Brady,R,R,W,20200929,Roland Garros,R128,11:10,Simonne Mathieu,Clay,Steeve Danchet,3,0,Zindaras
20200929-W-Roland_Garros-R128-Alison_Riske-Julia_Goerges,Alison Riske,Julia Goerges,R,R,W,20200929,Roland Garros,R128,,5,Clay,James Keothavong,3,0,Zindaras
20200928-W-Roland_Garros-R128-Katarina_Zavatska-Kiki_Bertens,Katarina Zavatska,Kiki Bertens,R,R,W,20200928,Roland Garros,R128,13:00,Suzanne Lenglen,Clay,Manuel Absolu,3,0,Zindaras
20200928-W-Roland_Garros-R128-Kaja_Juvan-Angelique_Kerber,Kaja Juvan,Angelique Kerber,R,L,W,20200928,Roland Garros,R128,19:55,,Clay,Alexandre Juge,3,0,Zindaras
20200928-W-Roland_Garros-R128-Christina_Mchale-Karolina_Muchova,Christina Mchale,Karolina Muchova,R,R,W,20200928,Roland Garros,R128,,10,Clay,Nico Helwerth,3,0,Zindaras
20200928-W-Roland_Garros-R128-Arantxa_Rus-Clara_Burel,Arantxa Rus,Clara Burel,L,R,W,20200928,Roland Garros,R128,,,Clay,Ruth Concas,3,0,Zindaras
20200927-W-Roland_Garros-R128-Anna_Blinkova-Astra_Sharma,Anna Blinkova,Astra Sharma,R,R,W,20200927,Roland Garros,R128,,10,Clay,Fabio Souza,3,0,Isaac
20200918-W-Rome-R16-Victoria_Azarenka-Daria_Kasatkina,Victoria Azarenka,Daria Kasatkina,R,R,W,20200918,Rome,R16,,,Clay,,3,1,Isaac
20200918-W-Rome-R16-Karolina_Pliskova-Anna_Blinkova,Karolina Pliskova,Anna Blinkova,R,R,W,20200918,Rome,R16,,,Clay,Pierre Bacchi,3,1,Isaac
