match_id,player,row,pts,pts_won,returnable,returnable_won,in_play,in_play_won,winners,total_shots
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,1,Total,103,39,69,35,67,35,1,308
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,1,v1st,55,13,32,13,32,13,1,140
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,1,v2nd,44,22,37,22,35,22,0,164
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,1,7,28,13,28,13,28,13,1,109
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,1,89,39,22,39,22,39,22,0,163
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,1,9,17,11,17,11,17,11,0,86
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,1,fh,45,15,34,15,33,15,0,158
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,1,bh,43,20,35,20,34,20,1,135
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,1,gs,76,32,62,32,60,32,1,266
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,1,sl,12,3,7,3,7,3,0,27
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,1,D,52,16,34,16,34,16,0,164
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,1,A,47,19,35,19,33,19,1,140
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,1,4,39,10,26,10,25,10,0,115
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,1,5,25,12,22,12,22,12,1,89
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,1,6,35,13,21,13,20,13,0,100
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,1,4D,22,3,13,3,13,3,0,71
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,1,4A,17,7,13,7,12,7,0,44
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,1,5D,13,7,12,7,12,7,0,46
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,1,5A,12,5,10,5,10,5,1,43
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,1,6D,17,6,9,6,9,6,0,47
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,1,6A,18,7,12,7,11,7,0,53
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,2,Total,101,30,65,27,62,27,1,382
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,2,v1st,62,14,31,14,31,14,1,176
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,2,v2nd,36,13,34,13,31,13,0,203
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,2,7,19,7,19,7,19,7,0,80
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,2,89,43,20,43,20,43,20,1,263
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,2,9,18,8,18,8,18,8,0,126
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,2,fh,48,15,38,15,37,15,1,233
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,2,bh,30,12,27,12,25,12,0,126
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,2,gs,57,19,48,19,45,19,1,262
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,2,sl,21,8,17,8,17,8,0,97
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,2,D,52,16,36,16,35,16,1,192
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,2,A,46,11,29,11,27,11,0,187
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,2,4,25,5,14,5,13,5,1,82
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,2,5,44,16,39,16,37,16,0,202
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,2,6,29,6,12,6,12,6,0,95
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,2,4D,17,3,11,3,10,3,1,68
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,2,4A,8,2,3,2,3,2,0,14
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,2,5D,26,12,22,12,22,12,0,104
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,2,5A,18,4,17,4,15,4,0,98
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,2,6D,9,1,3,1,3,1,0,20
20041107-M-Paris_Masters-F-Marat_Safin-Radek_Stepanek,2,6A,20,5,9,5,9,5,0,75
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,1,Total,69,31,50,30,49,30,0,283
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,1,v1st,55,25,38,25,38,25,0,224
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,1,v2nd,13,5,12,5,11,5,0,58
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,1,7,8,4,8,4,8,4,0,34
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,1,89,38,24,38,24,38,24,0,222
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,1,9,12,9,12,9,12,9,0,97
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,1,fh,23,10,16,10,16,10,0,89
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,1,bh,38,20,34,20,33,20,0,186
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,1,gs,36,16,27,16,26,16,0,146
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,1,sl,25,14,23,14,23,14,0,129
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,1,D,37,16,25,16,25,16,0,141
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,1,A,31,14,25,14,24,14,0,141
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,1,4,28,10,19,10,19,10,0,136
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,1,5,6,3,6,3,5,3,0,25
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,1,6,34,17,25,17,25,17,0,121
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,1,4D,11,4,6,4,6,4,0,49
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,1,4A,17,6,13,6,13,6,0,87
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,1,5D,1,0,1,0,1,0,0,3
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,1,5A,5,3,5,3,4,3,0,22
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,1,6D,25,12,18,12,18,12,0,89
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,1,6A,9,5,7,5,7,5,0,32
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,2,Total,70,15,45,14,45,14,0,228
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,2,v1st,49,7,27,7,27,7,0,132
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,2,v2nd,20,7,18,7,18,7,0,95
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,2,7,17,2,17,2,17,2,0,79
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,2,89,25,11,25,11,25,11,0,116
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,2,9,9,5,9,5,9,5,0,42
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,2,fh,27,9,22,9,22,9,0,114
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,2,bh,28,5,23,5,23,5,0,99
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,2,gs,44,13,35,13,35,13,0,175
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,2,sl,11,1,10,1,10,1,0,38
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,2,D,37,6,23,6,23,6,0,107
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,2,A,32,8,22,8,22,8,0,120
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,2,4,29,5,16,5,16,5,0,74
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,2,5,12,4,11,4,11,4,0,58
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,2,6,28,5,18,5,18,5,0,95
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,2,4D,11,2,6,2,6,2,0,27
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,2,4A,18,3,10,3,10,3,0,47
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,2,5D,7,3,6,3,6,3,0,26
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,2,5A,5,1,5,1,5,1,0,32
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,2,6D,19,1,11,1,11,1,0,54
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,2,6A,9,4,7,4,7,4,0,41
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,1,Total,81,19,46,18,45,18,0,233
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,1,v1st,50,10,24,10,24,10,0,118
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,1,v2nd,30,8,22,8,21,8,0,114
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,1,7,14,4,14,4,14,4,0,52
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,1,89,31,14,31,14,31,14,0,145
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,1,9,20,8,20,8,20,8,0,88
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,1,fh,36,10,23,10,23,10,0,108
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,1,bh,30,8,23,8,22,8,0,110
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,1,gs,60,17,41,17,40,17,0,203
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,1,sl,6,1,5,1,5,1,0,15
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,1,D,43,10,25,10,24,10,0,121
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,1,A,37,8,21,8,21,8,0,111
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,1,4,32,9,21,9,21,9,0,87
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,1,5,13,6,10,6,10,6,0,65
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,1,6,35,3,15,3,14,3,0,80
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,1,4D,20,6,12,6,12,6,0,54
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,1,4A,12,3,9,3,9,3,0,33
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,1,5D,5,2,5,2,5,2,0,27
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,1,5A,8,4,5,4,5,4,0,38
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,1,6D,18,2,8,2,7,2,0,40
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,1,6A,17,1,7,1,7,1,0,40
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,2,Total,102,35,63,34,62,34,1,360
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,2,v1st,57,15,27,15,27,15,1,138
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,2,v2nd,44,19,36,19,35,19,0,221
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,2,7,13,7,13,7,13,7,0,62
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,2,89,46,25,46,25,46,25,1,247
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,2,9,27,19,27,19,27,19,1,148
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,2,fh,49,19,39,19,38,19,1,194
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,2,bh,31,15,23,15,23,15,0,142
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,2,gs,70,31,56,31,55,31,1,313
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,2,sl,10,3,6,3,6,3,0,23
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,2,D,52,17,35,17,34,17,1,173
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,2,A,49,17,28,17,28,17,0,186
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,2,4,42,14,24,14,23,14,1,106
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,2,5,17,8,15,8,15,8,0,115
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,2,6,41,12,24,12,24,12,0,137
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,2,4D,28,10,18,10,17,10,1,70
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,2,4A,14,4,6,4,6,4,0,36
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,2,5D,10,4,10,4,10,4,0,76
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,2,5A,7,4,5,4,5,4,0,39
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,2,6D,14,3,7,3,7,3,0,27
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,2,6A,27,9,17,9,17,9,0,110
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,1,Total,128,49,108,47,105,47,0,763
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,1,v1st,99,33,82,33,81,33,0,608
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,1,v2nd,27,14,26,14,24,14,0,153
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,1,7,23,10,23,10,23,10,0,137
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,1,89,83,37,82,37,82,37,0,604
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,1,9,40,18,39,18,39,18,0,288
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,1,fh,51,23,49,23,46,23,0,322
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,1,bh,68,24,59,24,59,24,0,432
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,1,gs,117,46,106,46,103,46,0,737
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,1,sl,2,1,2,1,2,1,0,17
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,1,D,66,23,57,23,55,23,0,371
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,1,A,60,24,51,24,50,24,0,390
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,1,4,53,18,42,18,42,18,0,343
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,1,5,25,11,24,11,24,11,0,168
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,1,6,48,18,42,18,39,18,0,250
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,1,4D,21,7,16,7,16,7,0,122
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,1,4A,32,11,26,11,26,11,0,221
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,1,5D,14,5,13,5,13,5,0,99
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,1,5A,11,6,11,6,11,6,0,69
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,1,6D,31,11,28,11,26,11,0,150
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,1,6A,17,7,14,7,13,7,0,100
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,2,Total,143,49,122,49,117,49,0,618
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,2,v1st,93,29,74,29,73,29,0,362
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,2,v2nd,50,20,48,20,44,20,0,256
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,2,7,43,16,43,16,43,16,0,201
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,2,89,73,33,73,33,73,33,0,382
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,2,9,26,11,26,11,26,11,0,137
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,2,fh,68,25,63,25,60,25,0,363
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,2,bh,60,24,59,24,57,24,0,240
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,2,gs,107,42,102,42,97,42,0,517
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,2,sl,21,7,20,7,20,7,0,86
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,2,D,75,24,61,24,58,24,0,265
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,2,A,68,25,61,25,59,25,0,353
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,2,4,55,17,47,17,44,17,0,190
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,2,5,11,4,9,4,9,4,0,47
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,2,6,76,27,65,27,63,27,0,379
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,2,4D,42,14,38,14,35,14,0,140
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,2,4A,13,3,9,3,9,3,0,50
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,2,5D,4,1,3,1,3,1,0,19
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,2,5A,7,3,6,3,6,3,0,28
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,2,6D,28,8,19,8,19,8,0,104
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,2,6A,48,19,46,19,44,19,0,275
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,Total,76,25,65,24,64,24,0,482
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,v1st,54,14,46,14,46,14,0,312
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,v2nd,21,10,19,10,18,10,0,169
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,7,22,4,22,4,22,4,0,180
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,89,42,20,42,20,42,20,0,290
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,9,14,6,14,6,14,6,0,112
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,fh,35,14,30,14,29,14,0,257
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,bh,36,10,35,10,35,10,0,220
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,gs,67,23,61,23,60,23,0,458
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,sl,4,1,4,1,4,1,0,19
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,D,38,12,31,12,30,12,0,220
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,A,37,12,34,12,34,12,0,261
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,4,22,8,18,8,18,8,0,78
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,5,26,7,23,7,22,7,0,207
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,6,27,9,24,9,24,9,0,196
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,4D,15,6,13,6,13,6,0,51
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,4A,7,2,5,2,5,2,0,27
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,5D,16,4,14,4,13,4,0,120
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,5A,10,3,9,3,9,3,0,87
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,6D,7,2,4,2,4,2,0,49
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,6A,20,7,20,7,20,7,0,147
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,Total,61,23,50,23,49,23,1,430
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,v1st,42,13,31,13,31,13,0,295
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,v2nd,19,10,19,10,18,10,1,135
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,7,13,4,13,4,13,4,1,89
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,89,36,19,36,19,36,19,0,329
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,9,16,9,16,9,16,9,0,157
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,fh,27,13,24,13,23,13,0,202
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,bh,33,10,26,10,26,10,1,227
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,gs,57,23,49,23,48,23,1,424
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,sl,3,0,1,0,1,0,0,5
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,D,33,14,29,14,29,14,0,281
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,A,28,9,21,9,20,9,1,149
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,4,14,8,10,8,10,8,1,62
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,5,33,11,29,11,28,11,0,264
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,6,14,4,11,4,11,4,0,104
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,4D,5,4,5,4,5,4,0,39
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,4A,9,4,5,4,5,4,1,23
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,5D,18,7,16,7,16,7,0,167
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,5A,15,4,13,4,12,4,0,97
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,6D,10,3,8,3,8,3,0,75
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,6A,4,1,3,1,3,1,0,29
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,Total,104,40,79,35,75,35,1,557
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,v1st,62,19,41,18,41,18,0,314
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,v2nd,38,17,38,17,34,17,1,239
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,fh,38,14,35,14,33,14,1,212
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,bh,47,21,44,21,42,21,0,326
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,gs,40,15,37,15,34,15,1,223
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,sl,45,20,42,20,41,20,0,315
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,D,53,22,41,21,40,21,1,268
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,A,47,14,38,14,35,14,0,285
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,4,39,13,31,13,30,13,1,252
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,5,13,5,13,5,10,5,0,86
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,6,48,18,35,17,35,17,0,215
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,4D,18,8,16,8,16,8,1,120
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,4A,21,5,15,5,14,5,0,132
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,5D,3,1,3,1,2,1,0,10
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,5A,10,4,10,4,8,4,0,76
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,6D,32,13,22,12,22,12,0,138
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,6A,16,5,13,5,13,5,0,77
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,Total,112,36,88,34,86,34,1,616
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,v1st,76,23,55,23,54,23,1,361
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,v2nd,35,12,33,11,32,11,0,254
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,fh,38,16,34,16,33,16,1,240
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,bh,58,18,54,18,53,18,0,360
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,gs,80,31,74,31,72,31,1,543
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,sl,16,3,14,3,14,3,0,57
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,D,57,16,45,15,44,15,1,296
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,A,54,19,43,19,42,19,0,319
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,4,44,13,30,12,30,12,1,204
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,5,17,6,16,6,16,6,0,137
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,6,50,16,42,16,40,16,0,274
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,4D,20,6,13,5,13,5,1,85
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,4A,24,7,17,7,17,7,0,119
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,5D,8,3,7,3,7,3,0,63
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,5A,9,3,9,3,9,3,0,74
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,6D,29,7,25,7,24,7,0,148
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,6A,21,9,17,9,16,9,0,126
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,1,Total,141,46,88,44,80,44,1,579
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,1,v1st,90,21,49,21,45,21,1,337
