match_id,player,row,shots,pt_ending,winners,induced_forced,unforced,serve_return,shots_in_pts_won,shots_in_pts_lost
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,Fside,125,21,4,5,12,18,71,54
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,Bside,73,7,3,1,3,24,40,33
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,Fgs,125,21,4,5,12,18,71,54
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,Bgs,70,7,3,1,3,24,39,31
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,Base,198,28,7,6,15,42,111,87
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,Gs,184,27,7,6,14,40,107,77
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,Lo,3,0,0,0,0,0,1,2
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,F,122,20,4,5,11,18,70,52
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,B,62,7,3,1,3,22,37,25
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,R,3,1,0,0,1,0,1,2
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,S,8,0,0,0,0,2,2,6
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,M,3,0,0,0,0,0,1,2
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,Total,273,32,5,4,23,52,157,116
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,Fside,157,21,4,3,14,30,91,66
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,Bside,116,11,1,1,9,22,66,50
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,Fgs,154,20,4,3,13,30,90,64
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,Bgs,105,8,0,0,8,22,61,44
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,Base,268,31,5,3,23,52,154,114
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,Net,5,1,0,1,0,0,3,2
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,Gs,228,27,4,3,20,45,136,92
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,Dr,3,1,1,0,0,0,2,1
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,Lo,6,2,0,0,2,0,1,5
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,Vo,2,0,0,0,0,0,1,1
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,Ov,1,1,0,1,0,0,1,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,Hv,2,0,0,0,0,0,1,1
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,F,142,20,4,3,13,28,83,59
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,B,86,7,0,0,7,17,53,33
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,R,12,0,0,0,0,2,7,5
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,S,19,1,0,0,1,5,8,11
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,Y,3,1,1,0,0,0,2,1
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,L,2,1,0,0,1,0,0,2
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,M,4,1,0,0,1,0,1,3
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,Z,2,0,0,0,0,0,1,1
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,P,1,1,0,1,0,0,1,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,H,1,0,0,0,0,0,1,0
