match_id,row,pts,pts_won,rally_winners,rally_forced,unforced
20150604-W-Roland_Garros-SF-Serena_Williams-Timea_Bacsinszky,BPO1,8,5,2,1,2
20150604-W-Roland_Garros-SF-Serena_Williams-Timea_Bacsinszky,BPO2,10,2,1,0,3
20150604-W-Roland_Garros-SF-Serena_Williams-Timea_Bacsinszky,GPF1,11,4,2,0,3
20150604-W-Roland_Garros-SF-Serena_Williams-Timea_Bacsinszky,GPF2,19,8,2,3,3
20150604-W-Roland_Garros-SF-Serena_Williams-Timea_Bacsinszky,DeuceR1,10,4,1,0,3
20150604-W-Roland_Garros-SF-Serena_Williams-Timea_Bacsinszky,DeuceR2,11,8,6,0,0
20150604-W-Roland_Garros-SF-Serena_Williams-Timea_Bacsinszky,RTotal1,29,13,5,1,8
20150604-W-Roland_Garros-SF-Serena_Williams-Timea_Bacsinszky,RTotal2,40,18,9,3,6
20150614-W-s_Hertogenbosch-F-Camila_Giorgi-Belinda_Bencic,BPO1,2,2,0,0,0
20150614-W-s_Hertogenbosch-F-Camila_Giorgi-Belinda_Bencic,BPO2,0,0,0,0,0
20150614-W-s_Hertogenbosch-F-Camila_Giorgi-Belinda_Bencic,GPF1,10,2,1,0,5
20150614-W-s_Hertogenbosch-F-Camila_Giorgi-Belinda_Bencic,GPF2,15,4,1,2,2
20150614-W-s_Hertogenbosch-F-Camila_Giorgi-Belinda_Bencic,DeuceR1,2,1,0,1,0
20150614-W-s_Hertogenbosch-F-Camila_Giorgi-Belinda_Bencic,DeuceR2,10,0,0,0,3
20150614-W-s_Hertogenbosch-F-Camila_Giorgi-Belinda_Bencic,RTotal1,14,5,1,1,5
20150614-W-s_Hertogenbosch-F-Camila_Giorgi-Belinda_Bencic,RTotal2,25,4,1,2,5
20150615-W-Birmingham-R64-Katie_Swan-Tsvetana_Pironkova,BPO1,1,0,0,0,0
20150615-W-Birmingham-R64-Katie_Swan-Tsvetana_Pironkova,BPO2,8,4,0,0,1
20150615-W-Birmingham-R64-Katie_Swan-Tsvetana_Pironkova,GPF1,16,8,5,1,5
20150615-W-Birmingham-R64-Katie_Swan-Tsvetana_Pironkova,GPF2,8,4,0,3,1
20150615-W-Birmingham-R64-Katie_Swan-Tsvetana_Pironkova,DeuceR1,6,1,0,0,2
20150615-W-Birmingham-R64-Katie_Swan-Tsvetana_Pironkova,DeuceR2,4,2,1,0,0
20150615-W-Birmingham-R64-Katie_Swan-Tsvetana_Pironkova,RTotal1,23,9,5,1,7
20150615-W-Birmingham-R64-Katie_Swan-Tsvetana_Pironkova,RTotal2,20,10,1,3,2
20150616-W-Birmingham-R32-Naomi_Broady-Simona_Halep,BPO1,2,1,1,0,1
20150616-W-Birmingham-R32-Naomi_Broady-Simona_Halep,BPO2,6,4,1,1,0
20150616-W-Birmingham-R32-Naomi_Broady-Simona_Halep,GPF1,12,4,2,0,5
20150616-W-Birmingham-R32-Naomi_Broady-Simona_Halep,GPF2,8,3,1,0,1
20150616-W-Birmingham-R32-Naomi_Broady-Simona_Halep,DeuceR1,7,2,0,1,1
20150616-W-Birmingham-R32-Naomi_Broady-Simona_Halep,DeuceR2,8,3,0,1,0
20150616-W-Birmingham-R32-Naomi_Broady-Simona_Halep,RTotal1,21,7,3,1,7
20150616-W-Birmingham-R32-Naomi_Broady-Simona_Halep,RTotal2,22,10,2,2,1
20150601-W-Roland_Garros-R16-Alison_Van_Uytvanck-Cristina_Andreea_Mitu,BPO1,5,4,1,0,0
20150601-W-Roland_Garros-R16-Alison_Van_Uytvanck-Cristina_Andreea_Mitu,BPO2,7,0,0,0,2
20150601-W-Roland_Garros-R16-Alison_Van_Uytvanck-Cristina_Andreea_Mitu,GPF1,10,6,1,1,1
20150601-W-Roland_Garros-R16-Alison_Van_Uytvanck-Cristina_Andreea_Mitu,GPF2,14,6,4,1,2
20150601-W-Roland_Garros-R16-Alison_Van_Uytvanck-Cristina_Andreea_Mitu,DeuceR1,4,2,0,0,2
20150601-W-Roland_Garros-R16-Alison_Van_Uytvanck-Cristina_Andreea_Mitu,DeuceR2,11,4,2,0,1
20150601-W-Roland_Garros-R16-Alison_Van_Uytvanck-Cristina_Andreea_Mitu,RTotal1,19,12,2,1,3
20150601-W-Roland_Garros-R16-Alison_Van_Uytvanck-Cristina_Andreea_Mitu,RTotal2,32,10,6,1,5
20150603-W-Roland_Garros-QF-Alison_Van_Uytvanck-Timea_Bacsinszky,BPO1,6,2,2,0,1
20150603-W-Roland_Garros-QF-Alison_Van_Uytvanck-Timea_Bacsinszky,BPO2,14,4,2,1,1
20150603-W-Roland_Garros-QF-Alison_Van_Uytvanck-Timea_Bacsinszky,GPF1,14,5,2,1,2
20150603-W-Roland_Garros-QF-Alison_Van_Uytvanck-Timea_Bacsinszky,GPF2,10,3,1,0,1
20150603-W-Roland_Garros-QF-Alison_Van_Uytvanck-Timea_Bacsinszky,DeuceR1,13,4,1,2,4
20150603-W-Roland_Garros-QF-Alison_Van_Uytvanck-Timea_Bacsinszky,DeuceR2,12,6,2,1,1
20150603-W-Roland_Garros-QF-Alison_Van_Uytvanck-Timea_Bacsinszky,RTotal1,33,11,5,3,7
20150603-W-Roland_Garros-QF-Alison_Van_Uytvanck-Timea_Bacsinszky,RTotal2,36,13,5,2,3
20140313-W-Indian_Wells-QF-Casey_Dellacqua-Simona_Halep,BPO1,10,0,0,0,8
20140313-W-Indian_Wells-QF-Casey_Dellacqua-Simona_Halep,BPO2,5,4,1,2,0
20140313-W-Indian_Wells-QF-Casey_Dellacqua-Simona_Halep,GPF1,9,1,0,0,0
20140313-W-Indian_Wells-QF-Casey_Dellacqua-Simona_Halep,GPF2,4,0,0,0,2
20140313-W-Indian_Wells-QF-Casey_Dellacqua-Simona_Halep,DeuceR1,10,6,1,0,1
20140313-W-Indian_Wells-QF-Casey_Dellacqua-Simona_Halep,DeuceR2,1,0,0,0,1
20140313-W-Indian_Wells-QF-Casey_Dellacqua-Simona_Halep,RTotal1,29,7,1,0,9
20140313-W-Indian_Wells-QF-Casey_Dellacqua-Simona_Halep,RTotal2,10,4,1,2,3
20140215-W-Doha-SF-Agnieszka_Radwanska-Simona_Halep,BPO1,7,4,1,1,2
20140215-W-Doha-SF-Agnieszka_Radwanska-Simona_Halep,BPO2,14,7,2,1,3
20140215-W-Doha-SF-Agnieszka_Radwanska-Simona_Halep,GPF1,11,5,2,0,2
20140215-W-Doha-SF-Agnieszka_Radwanska-Simona_Halep,GPF2,5,2,0,1,3
20140215-W-Doha-SF-Agnieszka_Radwanska-Simona_Halep,DeuceR1,10,4,2,1,4
20140215-W-Doha-SF-Agnieszka_Radwanska-Simona_Halep,DeuceR2,8,3,0,0,2
20140215-W-Doha-SF-Agnieszka_Radwanska-Simona_Halep,RTotal1,28,13,5,2,8
20140215-W-Doha-SF-Agnieszka_Radwanska-Simona_Halep,RTotal2,27,12,2,2,8
20140118-W-Australian_Open-R32-Zarina_Diyas-Simona_Halep,BPO1,4,2,1,0,1
20140118-W-Australian_Open-R32-Zarina_Diyas-Simona_Halep,BPO2,6,6,1,0,0
20140118-W-Australian_Open-R32-Zarina_Diyas-Simona_Halep,GPF1,11,5,0,1,3
20140118-W-Australian_Open-R32-Zarina_Diyas-Simona_Halep,GPF2,8,5,1,0,1
20140118-W-Australian_Open-R32-Zarina_Diyas-Simona_Halep,DeuceR1,5,2,0,1,1
20140118-W-Australian_Open-R32-Zarina_Diyas-Simona_Halep,DeuceR2,4,2,1,1,2
20140118-W-Australian_Open-R32-Zarina_Diyas-Simona_Halep,RTotal1,20,9,1,2,5
20140118-W-Australian_Open-R32-Zarina_Diyas-Simona_Halep,RTotal2,18,13,3,1,3
20140920-W-Guangzhou-SF-Yafan_Wang-Monica_Niculescu,BPO1,1,1,1,0,0
20140920-W-Guangzhou-SF-Yafan_Wang-Monica_Niculescu,BPO2,8,6,1,0,1
20140920-W-Guangzhou-SF-Yafan_Wang-Monica_Niculescu,GPF1,11,5,3,0,4
20140920-W-Guangzhou-SF-Yafan_Wang-Monica_Niculescu,GPF2,4,3,1,0,1
20140920-W-Guangzhou-SF-Yafan_Wang-Monica_Niculescu,DeuceR1,2,0,0,0,2
20140920-W-Guangzhou-SF-Yafan_Wang-Monica_Niculescu,DeuceR2,7,3,1,0,3
20140920-W-Guangzhou-SF-Yafan_Wang-Monica_Niculescu,RTotal1,14,6,4,0,6
20140920-W-Guangzhou-SF-Yafan_Wang-Monica_Niculescu,RTotal2,19,12,3,0,5
20150326-W-Miami-R64-Maria_Sharapova-Daria_Gavrilova,BPO1,4,3,1,0,1
20150326-W-Miami-R64-Maria_Sharapova-Daria_Gavrilova,BPO2,6,4,2,1,0
20150326-W-Miami-R64-Maria_Sharapova-Daria_Gavrilova,GPF1,11,3,1,0,2
20150326-W-Miami-R64-Maria_Sharapova-Daria_Gavrilova,GPF2,10,4,0,0,3
20150326-W-Miami-R64-Maria_Sharapova-Daria_Gavrilova,DeuceR1,6,3,1,1,0
20150326-W-Miami-R64-Maria_Sharapova-Daria_Gavrilova,DeuceR2,7,5,0,1,1
20150326-W-Miami-R64-Maria_Sharapova-Daria_Gavrilova,RTotal1,21,9,3,1,3
20150326-W-Miami-R64-Maria_Sharapova-Daria_Gavrilova,RTotal2,23,13,2,2,4
20150617-W-Birmingham-R32-Sabine_Lisicki-Belinda_Bencic,BPO1,5,3,2,1,1
20150617-W-Birmingham-R32-Sabine_Lisicki-Belinda_Bencic,BPO2,9,1,0,0,0
20150617-W-Birmingham-R32-Sabine_Lisicki-Belinda_Bencic,GPF1,14,8,3,0,3
20150617-W-Birmingham-R32-Sabine_Lisicki-Belinda_Bencic,GPF2,13,4,1,0,1
20150617-W-Birmingham-R32-Sabine_Lisicki-Belinda_Bencic,DeuceR1,5,2,0,1,2
20150617-W-Birmingham-R32-Sabine_Lisicki-Belinda_Bencic,DeuceR2,11,3,1,1,1
20150617-W-Birmingham-R32-Sabine_Lisicki-Belinda_Bencic,RTotal1,24,13,5,2,6
20150617-W-Birmingham-R32-Sabine_Lisicki-Belinda_Bencic,RTotal2,33,8,2,1,2
20150617-W-Birmingham-R32-Ana_Ivanovic-Michelle_Larcher_De_Brito,BPO1,6,4,0,1,0
20150617-W-Birmingham-R32-Ana_Ivanovic-Michelle_Larcher_De_Brito,BPO2,8,4,1,0,0
20150617-W-Birmingham-R32-Ana_Ivanovic-Michelle_Larcher_De_Brito,GPF1,11,0,0,0,5
20150617-W-Birmingham-R32-Ana_Ivanovic-Michelle_Larcher_De_Brito,GPF2,16,4,1,0,3
20150617-W-Birmingham-R32-Ana_Ivanovic-Michelle_Larcher_De_Brito,DeuceR1,8,3,3,0,1
20150617-W-Birmingham-R32-Ana_Ivanovic-Michelle_Larcher_De_Brito,DeuceR2,7,2,1,0,1
20150617-W-Birmingham-R32-Ana_Ivanovic-Michelle_Larcher_De_Brito,RTotal1,25,7,3,1,6
20150617-W-Birmingham-R32-Ana_Ivanovic-Michelle_Larcher_De_Brito,RTotal2,31,10,3,0,4
20150618-W-Birmingham-R16-Simona_Halep-Klara_Koukalova,BPO1,10,5,1,0,2
20150618-W-Birmingham-R16-Simona_Halep-Klara_Koukalova,BPO2,2,1,0,0,1
20150618-W-Birmingham-R16-Simona_Halep-Klara_Koukalova,GPF1,6,3,2,0,3
20150618-W-Birmingham-R16-Simona_Halep-Klara_Koukalova,GPF2,10,3,0,0,3
20150618-W-Birmingham-R16-Simona_Halep-Klara_Koukalova,DeuceR1,5,4,2,0,0
20150618-W-Birmingham-R16-Simona_Halep-Klara_Koukalova,DeuceR2,2,0,0,0,0
20150618-W-Birmingham-R16-Simona_Halep-Klara_Koukalova,RTotal1,21,12,5,0,5
20150618-W-Birmingham-R16-Simona_Halep-Klara_Koukalova,RTotal2,14,4,0,0,4
20150601-W-Roland_Garros-R16-Petra_Kvitova-Timea_Bacsinszky,BPO1,7,4,0,0,1
20150601-W-Roland_Garros-R16-Petra_Kvitova-Timea_Bacsinszky,BPO2,17,7,0,1,2
20150601-W-Roland_Garros-R16-Petra_Kvitova-Timea_Bacsinszky,GPF1,9,2,0,0,1
20150601-W-Roland_Garros-R16-Petra_Kvitova-Timea_Bacsinszky,GPF2,10,5,3,0,3
20150601-W-Roland_Garros-R16-Petra_Kvitova-Timea_Bacsinszky,DeuceR1,9,4,1,0,2
20150601-W-Roland_Garros-R16-Petra_Kvitova-Timea_Bacsinszky,DeuceR2,13,10,0,2,1
20150601-W-Roland_Garros-R16-Petra_Kvitova-Timea_Bacsinszky,RTotal1,25,10,1,0,4
20150601-W-Roland_Garros-R16-Petra_Kvitova-Timea_Bacsinszky,RTotal2,40,22,3,3,6
20150530-W-Roland_Garros-R32-Madison_Keys-Timea_Bacsinszky,BPO1,8,1,0,0,4
20150530-W-Roland_Garros-R32-Madison_Keys-Timea_Bacsinszky,BPO2,10,4,1,0,0
20150530-W-Roland_Garros-R32-Madison_Keys-Timea_Bacsinszky,GPF1,13,5,1,0,7
20150530-W-Roland_Garros-R32-Madison_Keys-Timea_Bacsinszky,GPF2,6,1,0,0,3
20150530-W-Roland_Garros-R32-Madison_Keys-Timea_Bacsinszky,DeuceR1,7,3,1,1,1
20150530-W-Roland_Garros-R32-Madison_Keys-Timea_Bacsinszky,DeuceR2,3,2,1,0,1
20150530-W-Roland_Garros-R32-Madison_Keys-Timea_Bacsinszky,RTotal1,28,9,2,1,12
20150530-W-Roland_Garros-R32-Madison_Keys-Timea_Bacsinszky,RTotal2,19,7,2,0,4
20150615-W-Nottingham-F-Monica_Niculescu-Ana_Konjuh,BPO1,12,3,0,0,3
20150615-W-Nottingham-F-Monica_Niculescu-Ana_Konjuh,BPO2,6,4,1,2,2
20150615-W-Nottingham-F-Monica_Niculescu-Ana_Konjuh,GPF1,12,3,0,2,0
20150615-W-Nottingham-F-Monica_Niculescu-Ana_Konjuh,GPF2,12,3,1,0,5
20150615-W-Nottingham-F-Monica_Niculescu-Ana_Konjuh,DeuceR1,14,5,0,2,3
20150615-W-Nottingham-F-Monica_Niculescu-Ana_Konjuh,DeuceR2,2,0,0,0,0
20150615-W-Nottingham-F-Monica_Niculescu-Ana_Konjuh,RTotal1,38,11,0,4,6
20150615-W-Nottingham-F-Monica_Niculescu-Ana_Konjuh,RTotal2,20,7,2,2,7
20150619-W-Birmingham-QF-Kristina_Mladenovic-Simona_Halep,BPO1,10,3,0,1,3
20150619-W-Birmingham-QF-Kristina_Mladenovic-Simona_Halep,BPO2,7,4,1,0,1
20150619-W-Birmingham-QF-Kristina_Mladenovic-Simona_Halep,GPF1,15,5,2,2,5
20150619-W-Birmingham-QF-Kristina_Mladenovic-Simona_Halep,GPF2,15,5,2,0,4
20150619-W-Birmingham-QF-Kristina_Mladenovic-Simona_Halep,DeuceR1,6,2,0,1,1
20150619-W-Birmingham-QF-Kristina_Mladenovic-Simona_Halep,DeuceR2,8,2,1,0,1
20150619-W-Birmingham-QF-Kristina_Mladenovic-Simona_Halep,RTotal1,31,10,2,4,9
20150619-W-Birmingham-QF-Kristina_Mladenovic-Simona_Halep,RTotal2,30,11,4,0,6
20150619-W-Birmingham-QF-Katerina_Siniakova-Angelique_Kerber,BPO1,7,1,1,0,2
20150619-W-Birmingham-QF-Katerina_Siniakova-Angelique_Kerber,BPO2,10,4,1,0,3
20150619-W-Birmingham-QF-Katerina_Siniakova-Angelique_Kerber,GPF1,14,6,3,0,3
20150619-W-Birmingham-QF-Katerina_Siniakova-Angelique_Kerber,GPF2,16,11,3,2,1
20150619-W-Birmingham-QF-Katerina_Siniakova-Angelique_Kerber,DeuceR1,13,4,1,2,2
20150619-W-Birmingham-QF-Katerina_Siniakova-Angelique_Kerber,DeuceR2,19,9,1,2,1
20150619-W-Birmingham-QF-Katerina_Siniakova-Angelique_Kerber,RTotal1,34,11,5,2,7
20150619-W-Birmingham-QF-Katerina_Siniakova-Angelique_Kerber,RTotal2,45,24,5,4,5
20150618-W-Birmingham-R16-Kristina_Mladenovic-Barbora_Zahlavova_Strycova,BPO1,5,3,0,2,0
20150618-W-Birmingham-R16-Kristina_Mladenovic-Barbora_Zahlavova_Strycova,BPO2,7,1,0,1,0
20150618-W-Birmingham-R16-Kristina_Mladenovic-Barbora_Zahlavova_Strycova,GPF1,11,4,2,0,4
20150618-W-Birmingham-R16-Kristina_Mladenovic-Barbora_Zahlavova_Strycova,GPF2,13,4,0,3,3
20150618-W-Birmingham-R16-Kristina_Mladenovic-Barbora_Zahlavova_Strycova,DeuceR1,8,3,2,0,0
20150618-W-Birmingham-R16-Kristina_Mladenovic-Barbora_Zahlavova_Strycova,DeuceR2,12,4,2,2,2
20150618-W-Birmingham-R16-Kristina_Mladenovic-Barbora_Zahlavova_Strycova,RTotal1,24,10,4,2,4
20150618-W-Birmingham-R16-Kristina_Mladenovic-Barbora_Zahlavova_Strycova,RTotal2,32,9,2,6,5
20150511-W-Rome-R64-Samantha_Stosur-Anastasia_Pavlyuchenkova,BPO1,3,1,1,0,0
20150511-W-Rome-R64-Samantha_Stosur-Anastasia_Pavlyuchenkova,BPO2,7,3,1,0,0
20150511-W-Rome-R64-Samantha_Stosur-Anastasia_Pavlyuchenkova,GPF1,17,7,0,0,5
20150511-W-Rome-R64-Samantha_Stosur-Anastasia_Pavlyuchenkova,GPF2,8,0,0,0,0
20150511-W-Rome-R64-Samantha_Stosur-Anastasia_Pavlyuchenkova,DeuceR1,6,0,0,0,0
20150511-W-Rome-R64-Samantha_Stosur-Anastasia_Pavlyuchenkova,DeuceR2,4,1,0,1,0
20150511-W-Rome-R64-Samantha_Stosur-Anastasia_Pavlyuchenkova,RTotal1,26,8,1,0,5
20150511-W-Rome-R64-Samantha_Stosur-Anastasia_Pavlyuchenkova,RTotal2,19,4,1,1,0
20141012-W-Osaka-F-Samantha_Stosur-Zarina_Diyas,BPO1,6,3,0,0,1
20141012-W-Osaka-F-Samantha_Stosur-Zarina_Diyas,BPO2,4,1,0,1,2
20141012-W-Osaka-F-Samantha_Stosur-Zarina_Diyas,GPF1,13,5,0,0,1
20141012-W-Osaka-F-Samantha_Stosur-Zarina_Diyas,GPF2,11,2,1,1,6
20141012-W-Osaka-F-Samantha_Stosur-Zarina_Diyas,DeuceR1,9,3,2,0,2
20141012-W-Osaka-F-Samantha_Stosur-Zarina_Diyas,DeuceR2,12,4,1,1,0
20141012-W-Osaka-F-Samantha_Stosur-Zarina_Diyas,RTotal1,28,11,2,0,4
20141012-W-Osaka-F-Samantha_Stosur-Zarina_Diyas,RTotal2,27,7,2,3,8
20140921-W-Guangzhou-F-Alize_Cornet-Monica_Niculescu,BPO1,6,2,1,0,0
20140921-W-Guangzhou-F-Alize_Cornet-Monica_Niculescu,BPO2,12,6,2,0,1
20140921-W-Guangzhou-F-Alize_Cornet-Monica_Niculescu,GPF1,9,3,3,0,2
20140921-W-Guangzhou-F-Alize_Cornet-Monica_Niculescu,GPF2,7,5,2,1,1
20140921-W-Guangzhou-F-Alize_Cornet-Monica_Niculescu,DeuceR1,4,3,0,1,1
20140921-W-Guangzhou-F-Alize_Cornet-Monica_Niculescu,DeuceR2,12,8,2,2,2
20140921-W-Guangzhou-F-Alize_Cornet-Monica_Niculescu,RTotal1,19,8,4,1,3
20140921-W-Guangzhou-F-Alize_Cornet-Monica_Niculescu,RTotal2,31,19,6,3,4
20150620-W-Birmingham-SF-Kristina_Mladenovic-Karolina_Pliskova,BPO1,1,1,0,1,0
20150620-W-Birmingham-SF-Kristina_Mladenovic-Karolina_Pliskova,BPO2,5,3,2,0,1
20150620-W-Birmingham-SF-Kristina_Mladenovic-Karolina_Pliskova,GPF1,14,5,0,2,2
20150620-W-Birmingham-SF-Kristina_Mladenovic-Karolina_Pliskova,GPF2,13,6,0,2,1
20150620-W-Birmingham-SF-Kristina_Mladenovic-Karolina_Pliskova,DeuceR1,4,1,0,1,2
20150620-W-Birmingham-SF-Kristina_Mladenovic-Karolina_Pliskova,DeuceR2,3,0,0,0,0
20150620-W-Birmingham-SF-Kristina_Mladenovic-Karolina_Pliskova,RTotal1,19,7,0,4,4
20150620-W-Birmingham-SF-Kristina_Mladenovic-Karolina_Pliskova,RTotal2,21,9,2,2,2
20150616-W-Birmingham-R64-Aleksandra_Krunic-Heather_Watson,BPO1,5,1,1,0,2
20150616-W-Birmingham-R64-Aleksandra_Krunic-Heather_Watson,BPO2,2,0,0,0,1
20150616-W-Birmingham-R64-Aleksandra_Krunic-Heather_Watson,GPF1,16,6,2,0,2
20150616-W-Birmingham-R64-Aleksandra_Krunic-Heather_Watson,GPF2,15,4,1,1,8
20150616-W-Birmingham-R64-Aleksandra_Krunic-Heather_Watson,DeuceR1,10,5,2,1,2
20150616-W-Birmingham-R64-Aleksandra_Krunic-Heather_Watson,DeuceR2,9,2,0,1,3
20150616-W-Birmingham-R64-Aleksandra_Krunic-Heather_Watson,RTotal1,31,12,5,1,6
20150616-W-Birmingham-R64-Aleksandra_Krunic-Heather_Watson,RTotal2,26,6,1,2,12
20150621-W-Eastbourne-R64-Coco_Vandeweghe-Johanna_Larsson,BPO1,19,6,2,2,8
20150621-W-Eastbourne-R64-Coco_Vandeweghe-Johanna_Larsson,BPO2,3,1,0,0,1
20150621-W-Eastbourne-R64-Coco_Vandeweghe-Johanna_Larsson,GPF1,14,7,4,1,3
20150621-W-Eastbourne-R64-Coco_Vandeweghe-Johanna_Larsson,GPF2,16,4,0,0,3
20150621-W-Eastbourne-R64-Coco_Vandeweghe-Johanna_Larsson,DeuceR1,19,9,2,3,4
20150621-W-Eastbourne-R64-Coco_Vandeweghe-Johanna_Larsson,DeuceR2,7,1,0,0,2
20150621-W-Eastbourne-R64-Coco_Vandeweghe-Johanna_Larsson,RTotal1,52,22,8,6,15
20150621-W-Eastbourne-R64-Coco_Vandeweghe-Johanna_Larsson,RTotal2,26,6,0,0,6
20150614-W-Nottingham-SF-Agnieszka_Radwanska-Monica_Niculescu,BPO1,8,4,0,0,0
20150614-W-Nottingham-SF-Agnieszka_Radwanska-Monica_Niculescu,BPO2,16,7,3,3,2
20150614-W-Nottingham-SF-Agnieszka_Radwanska-Monica_Niculescu,GPF1,12,2,0,2,3
20150614-W-Nottingham-SF-Agnieszka_Radwanska-Monica_Niculescu,GPF2,13,6,2,1,2
20150614-W-Nottingham-SF-Agnieszka_Radwanska-Monica_Niculescu,DeuceR1,9,2,0,0,2
20150614-W-Nottingham-SF-Agnieszka_Radwanska-Monica_Niculescu,DeuceR2,12,7,1,2,0
20150614-W-Nottingham-SF-Agnieszka_Radwanska-Monica_Niculescu,RTotal1,29,8,0,2,5
20150614-W-Nottingham-SF-Agnieszka_Radwanska-Monica_Niculescu,RTotal2,41,20,6,6,4
20150622-W-Eastbourne-R64-Irina_Camelia_Begu-Barbora_Zahlavova_Strycova,BPO1,3,2,1,0,0
20150622-W-Eastbourne-R64-Irina_Camelia_Begu-Barbora_Zahlavova_Strycova,BPO2,12,5,1,0,1
20150622-W-Eastbourne-R64-Irina_Camelia_Begu-Barbora_Zahlavova_Strycova,GPF1,10,3,0,0,2
20150622-W-Eastbourne-R64-Irina_Camelia_Begu-Barbora_Zahlavova_Strycova,GPF2,6,2,1,0,2
20150622-W-Eastbourne-R64-Irina_Camelia_Begu-Barbora_Zahlavova_Strycova,DeuceR1,3,1,0,0,0
20150622-W-Eastbourne-R64-Irina_Camelia_Begu-Barbora_Zahlavova_Strycova,DeuceR2,9,4,0,0,1
20150622-W-Eastbourne-R64-Irina_Camelia_Begu-Barbora_Zahlavova_Strycova,RTotal1,16,6,1,0,2
20150622-W-Eastbourne-R64-Irina_Camelia_Begu-Barbora_Zahlavova_Strycova,RTotal2,27,11,2,0,4
20150531-W-Roland_Garros-R16-Alize_Cornet-Elina_Svitolina,BPO1,11,5,2,0,5
20150531-W-Roland_Garros-R16-Alize_Cornet-Elina_Svitolina,BPO2,14,7,3,1,3
20150531-W-Roland_Garros-R16-Alize_Cornet-Elina_Svitolina,GPF1,7,2,1,0,4
20150531-W-Roland_Garros-R16-Alize_Cornet-Elina_Svitolina,GPF2,6,3,0,0,2
20150531-W-Roland_Garros-R16-Alize_Cornet-Elina_Svitolina,DeuceR1,8,5,3,1,1
20150531-W-Roland_Garros-R16-Alize_Cornet-Elina_Svitolina,DeuceR2,7,4,0,2,2
20150531-W-Roland_Garros-R16-Alize_Cornet-Elina_Svitolina,RTotal1,26,12,6,1,10
20150531-W-Roland_Garros-R16-Alize_Cornet-Elina_Svitolina,RTotal2,27,14,3,3,7
20150623-W-Eastbourne-R32-Caroline_Garcia-Andrea_Petkovic,BPO1,3,1,0,0,1
20150623-W-Eastbourne-R32-Caroline_Garcia-Andrea_Petkovic,BPO2,7,4,0,0,1
20150623-W-Eastbourne-R32-Caroline_Garcia-Andrea_Petkovic,GPF1,13,5,3,1,4
20150623-W-Eastbourne-R32-Caroline_Garcia-Andrea_Petkovic,GPF2,14,9,1,1,1
20150623-W-Eastbourne-R32-Caroline_Garcia-Andrea_Petkovic,DeuceR1,7,3,1,0,2
20150623-W-Eastbourne-R32-Caroline_Garcia-Andrea_Petkovic,DeuceR2,14,5,1,1,1
20150623-W-Eastbourne-R32-Caroline_Garcia-Andrea_Petkovic,RTotal1,23,9,4,1,7
20150623-W-Eastbourne-R32-Caroline_Garcia-Andrea_Petkovic,RTotal2,35,18,2,2,3
20150623-W-Eastbourne-R32-Svetlana_Kuznetsova-Flavia_Pennetta,BPO1,5,2,1,0,1
20150623-W-Eastbourne-R32-Svetlana_Kuznetsova-Flavia_Pennetta,BPO2,3,0,0,0,2
20150623-W-Eastbourne-R32-Svetlana_Kuznetsova-Flavia_Pennetta,GPF1,16,9,4,0,3
20150623-W-Eastbourne-R32-Svetlana_Kuznetsova-Flavia_Pennetta,GPF2,13,3,1,0,2
20150623-W-Eastbourne-R32-Svetlana_Kuznetsova-Flavia_Pennetta,DeuceR1,9,2,1,0,0
20150623-W-Eastbourne-R32-Svetlana_Kuznetsova-Flavia_Pennetta,DeuceR2,8,3,1,2,3
20150623-W-Eastbourne-R32-Svetlana_Kuznetsova-Flavia_Pennetta,RTotal1,30,13,6,0,4
20150623-W-Eastbourne-R32-Svetlana_Kuznetsova-Flavia_Pennetta,RTotal2,24,6,2,2,7
20150425-W-Stuttgart-SF-Madison_Brengle-Angelique_Kerber,BPO1,4,2,1,0,0
20150425-W-Stuttgart-SF-Madison_Brengle-Angelique_Kerber,BPO2,9,6,1,0,0
20150425-W-Stuttgart-SF-Madison_Brengle-Angelique_Kerber,GPF1,11,5,2,1,2
20150425-W-Stuttgart-SF-Madison_Brengle-Angelique_Kerber,GPF2,2,0,0,0,1
20150425-W-Stuttgart-SF-Madison_Brengle-Angelique_Kerber,DeuceR1,7,3,1,0,2
20150425-W-Stuttgart-SF-Madison_Brengle-Angelique_Kerber,DeuceR2,1,1,0,0,0
20150425-W-Stuttgart-SF-Madison_Brengle-Angelique_Kerber,RTotal1,22,10,4,1,4
20150425-W-Stuttgart-SF-Madison_Brengle-Angelique_Kerber,RTotal2,12,7,1,0,1
20150623-W-Eastbourne-R32-Madison_Keys-Belinda_Bencic,BPO1,0,0,0,0,0
20150623-W-Eastbourne-R32-Madison_Keys-Belinda_Bencic,BPO2,6,4,1,1,0
20150623-W-Eastbourne-R32-Madison_Keys-Belinda_Bencic,GPF1,9,1,0,0,0
20150623-W-Eastbourne-R32-Madison_Keys-Belinda_Bencic,GPF2,9,5,1,1,1
20150623-W-Eastbourne-R32-Madison_Keys-Belinda_Bencic,DeuceR1,3,0,0,0,0
20150623-W-Eastbourne-R32-Madison_Keys-Belinda_Bencic,DeuceR2,6,4,1,0,0
20150623-W-Eastbourne-R32-Madison_Keys-Belinda_Bencic,RTotal1,12,1,0,0,0
