match_id,player,row,shots,pt_ending,winners,induced_forced,unforced,shots_in_pts_won,shots_in_pts_lost
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,1,F-XC,25,12,2,1,9,9,16
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,1,F-DTM,8,4,0,0,4,3,5
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,1,F-DTL,6,3,3,0,0,4,2
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,1,F-IO,10,5,2,1,2,7,3
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,1,B-XC,17,6,1,2,3,12,5
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,1,B-DTM,14,4,0,0,4,3,11
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,1,B-DTL,8,2,0,0,2,3,5
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,1,B-IO,4,4,2,0,2,2,2
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,1,S-XC,3,0,0,0,0,2,1
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,1,S-DTM,1,0,0,0,0,0,1
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,1,S-DTL,1,1,0,0,1,0,1
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,2,F-XC,22,3,0,0,3,10,12
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,2,F-DTM,9,0,0,0,0,4,5
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,2,F-DTL,8,5,1,0,4,1,7
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,2,F-IO,7,5,4,1,0,6,1
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,2,B-XC,12,4,3,0,1,8,4
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,2,B-DTM,8,1,0,0,1,3,5
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,2,B-DTL,4,1,0,0,1,2,2
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,2,B-IO,1,1,0,0,1,0,1
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,2,S-XC,1,0,0,0,0,0,1
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,2,S-DTM,4,0,0,0,0,0,4
20150503-W-ITF_Wiesbaden-F-Tereza_Martincova-Anastasija_Sevastova,1,F-XC,13,5,2,0,3,4,9
20150503-W-ITF_Wiesbaden-F-Tereza_Martincova-Anastasija_Sevastova,1,F-DTM,13,1,0,0,1,6,7
20150503-W-ITF_Wiesbaden-F-Tereza_Martincova-Anastasija_Sevastova,1,F-DTL,8,2,0,0,2,3,5
20150503-W-ITF_Wiesbaden-F-Tereza_Martincova-Anastasija_Sevastova,1,F-IO,8,2,0,0,2,2,6
20150503-W-ITF_Wiesbaden-F-Tereza_Martincova-Anastasija_Sevastova,1,F-II,1,0,0,0,0,1,0
20150503-W-ITF_Wiesbaden-F-Tereza_Martincova-Anastasija_Sevastova,1,B-XC,23,3,0,0,3,6,17
20150503-W-ITF_Wiesbaden-F-Tereza_Martincova-Anastasija_Sevastova,1,B-DTM,10,1,0,0,1,4,6
20150503-W-ITF_Wiesbaden-F-Tereza_Martincova-Anastasija_Sevastova,1,B-DTL,9,4,1,0,3,2,7
20150503-W-ITF_Wiesbaden-F-Tereza_Martincova-Anastasija_Sevastova,1,B-IO,4,0,0,0,0,3,1
20150503-W-ITF_Wiesbaden-F-Tereza_Martincova-Anastasija_Sevastova,1,S-XC,2,0,0,0,0,0,2
20150503-W-ITF_Wiesbaden-F-Tereza_Martincova-Anastasija_Sevastova,1,S-DTM,4,1,0,0,1,2,2
20150503-W-ITF_Wiesbaden-F-Tereza_Martincova-Anastasija_Sevastova,1,S-DTL,7,2,0,0,2,2,5
20150503-W-ITF_Wiesbaden-F-Tereza_Martincova-Anastasija_Sevastova,2,F-XC,31,13,2,2,9,14,17
20150503-W-ITF_Wiesbaden-F-Tereza_Martincova-Anastasija_Sevastova,2,F-DTM,8,0,0,0,0,4,4
20150503-W-ITF_Wiesbaden-F-Tereza_Martincova-Anastasija_Sevastova,2,F-DTL,5,1,1,0,0,5,0
20150503-W-ITF_Wiesbaden-F-Tereza_Martincova-Anastasija_Sevastova,2,F-IO,8,4,3,0,1,5,3
20150503-W-ITF_Wiesbaden-F-Tereza_Martincova-Anastasija_Sevastova,2,B-XC,18,5,2,0,3,10,8
20150503-W-ITF_Wiesbaden-F-Tereza_Martincova-Anastasija_Sevastova,2,B-DTM,10,1,0,0,1,4,6
20150503-W-ITF_Wiesbaden-F-Tereza_Martincova-Anastasija_Sevastova,2,B-DTL,5,2,2,0,0,4,1
20150503-W-ITF_Wiesbaden-F-Tereza_Martincova-Anastasija_Sevastova,2,B-IO,2,0,0,0,0,2,0
20150503-W-ITF_Wiesbaden-F-Tereza_Martincova-Anastasija_Sevastova,2,S-XC,5,0,0,0,0,5,0
20150503-W-ITF_Wiesbaden-F-Tereza_Martincova-Anastasija_Sevastova,2,S-DTM,5,0,0,0,0,3,2
20150503-W-ITF_Wiesbaden-F-Tereza_Martincova-Anastasija_Sevastova,2,S-DTL,1,0,0,0,0,0,1
20150503-W-ITF_Wiesbaden-F-Tereza_Martincova-Anastasija_Sevastova,2,S-IO,1,1,0,0,1,0,1
20150502-W-ITF_Charlottesville-SF-Elizaveta_Ianchuk-Allie_Kiick,1,F-XC,44,13,5,0,8,20,24
20150502-W-ITF_Charlottesville-SF-Elizaveta_Ianchuk-Allie_Kiick,1,F-DTM,14,1,0,0,1,6,8
20150502-W-ITF_Charlottesville-SF-Elizaveta_Ianchuk-Allie_Kiick,1,F-DTL,10,2,0,0,2,4,6
20150502-W-ITF_Charlottesville-SF-Elizaveta_Ianchuk-Allie_Kiick,1,F-IO,16,7,2,0,5,6,10
20150502-W-ITF_Charlottesville-SF-Elizaveta_Ianchuk-Allie_Kiick,1,B-XC,40,7,1,2,4,24,16
20150502-W-ITF_Charlottesville-SF-Elizaveta_Ianchuk-Allie_Kiick,1,B-DTM,7,3,0,0,3,3,4
20150502-W-ITF_Charlottesville-SF-Elizaveta_Ianchuk-Allie_Kiick,1,B-DTL,7,3,1,0,2,3,4
20150502-W-ITF_Charlottesville-SF-Elizaveta_Ianchuk-Allie_Kiick,1,B-IO,6,3,3,0,0,5,1
20150502-W-ITF_Charlottesville-SF-Elizaveta_Ianchuk-Allie_Kiick,1,S-XC,1,0,0,0,0,1,0
20150502-W-ITF_Charlottesville-SF-Elizaveta_Ianchuk-Allie_Kiick,1,S-DTL,1,0,0,0,0,0,1
20150502-W-ITF_Charlottesville-SF-Elizaveta_Ianchuk-Allie_Kiick,2,F-XC,34,9,2,2,5,17,17
20150502-W-ITF_Charlottesville-SF-Elizaveta_Ianchuk-Allie_Kiick,2,F-DTM,23,0,0,0,0,15,8
20150502-W-ITF_Charlottesville-SF-Elizaveta_Ianchuk-Allie_Kiick,2,F-DTL,8,2,1,0,1,4,4
20150502-W-ITF_Charlottesville-SF-Elizaveta_Ianchuk-Allie_Kiick,2,F-IO,9,2,0,0,2,2,7
20150502-W-ITF_Charlottesville-SF-Elizaveta_Ianchuk-Allie_Kiick,2,F-II,1,1,0,0,1,0,1
20150502-W-ITF_Charlottesville-SF-Elizaveta_Ianchuk-Allie_Kiick,2,B-XC,18,1,0,1,0,7,11
20150502-W-ITF_Charlottesville-SF-Elizaveta_Ianchuk-Allie_Kiick,2,B-DTM,25,1,0,0,1,12,13
20150502-W-ITF_Charlottesville-SF-Elizaveta_Ianchuk-Allie_Kiick,2,B-DTL,16,6,1,0,5,8,8
20150502-W-ITF_Charlottesville-SF-Elizaveta_Ianchuk-Allie_Kiick,2,B-IO,3,1,0,0,1,0,3
20150502-W-ITF_Charlottesville-SF-Elizaveta_Ianchuk-Allie_Kiick,2,S-XC,3,0,0,0,0,1,2
20150502-W-ITF_Charlottesville-SF-Elizaveta_Ianchuk-Allie_Kiick,2,S-DTM,6,1,0,0,1,3,3
20150508-W-Madrid-SF-Maria_Sharapova-Svetlana_Kuznetsova,1,F-XC,44,15,5,4,6,17,27
20150508-W-Madrid-SF-Maria_Sharapova-Svetlana_Kuznetsova,1,F-DTM,9,0,0,0,0,5,4
20150508-W-Madrid-SF-Maria_Sharapova-Svetlana_Kuznetsova,1,F-DTL,2,1,0,0,1,1,1
20150508-W-Madrid-SF-Maria_Sharapova-Svetlana_Kuznetsova,1,F-IO,14,4,2,0,2,7,7
20150508-W-Madrid-SF-Maria_Sharapova-Svetlana_Kuznetsova,1,F-II,1,1,1,0,0,1,0
20150508-W-Madrid-SF-Maria_Sharapova-Svetlana_Kuznetsova,1,B-XC,47,7,2,2,3,24,23
20150508-W-Madrid-SF-Maria_Sharapova-Svetlana_Kuznetsova,1,B-DTM,20,3,0,0,3,9,11
20150508-W-Madrid-SF-Maria_Sharapova-Svetlana_Kuznetsova,1,B-DTL,5,4,2,1,1,4,1
20150508-W-Madrid-SF-Maria_Sharapova-Svetlana_Kuznetsova,1,B-IO,5,3,0,1,2,2,3
20150508-W-Madrid-SF-Maria_Sharapova-Svetlana_Kuznetsova,1,S-XC,1,0,0,0,0,1,0
20150508-W-Madrid-SF-Maria_Sharapova-Svetlana_Kuznetsova,1,S-DTM,1,1,0,1,0,1,0
20150508-W-Madrid-SF-Maria_Sharapova-Svetlana_Kuznetsova,2,F-XC,20,4,0,3,1,15,5
20150508-W-Madrid-SF-Maria_Sharapova-Svetlana_Kuznetsova,2,F-DTM,19,1,0,0,1,11,8
20150508-W-Madrid-SF-Maria_Sharapova-Svetlana_Kuznetsova,2,F-DTL,5,2,0,1,1,4,1
20150508-W-Madrid-SF-Maria_Sharapova-Svetlana_Kuznetsova,2,F-IO,13,3,1,2,0,6,7
20150508-W-Madrid-SF-Maria_Sharapova-Svetlana_Kuznetsova,2,B-XC,23,4,3,1,0,13,10
20150508-W-Madrid-SF-Maria_Sharapova-Svetlana_Kuznetsova,2,B-DTM,26,2,0,0,2,16,10
20150508-W-Madrid-SF-Maria_Sharapova-Svetlana_Kuznetsova,2,B-DTL,7,5,0,1,4,2,5
20150508-W-Madrid-SF-Maria_Sharapova-Svetlana_Kuznetsova,2,B-IO,2,1,0,0,1,0,2
20150508-W-Madrid-SF-Maria_Sharapova-Svetlana_Kuznetsova,2,S-XC,11,2,0,1,1,5,6
20150508-W-Madrid-SF-Maria_Sharapova-Svetlana_Kuznetsova,2,S-DTM,5,0,0,0,0,2,3
20150513-W-Rome-R32-Simona_Halep-Alison_Riske,1,F-XC,39,11,7,0,4,30,9
20150513-W-Rome-R32-Simona_Halep-Alison_Riske,1,F-DTM,15,2,0,0,2,11,4
20150513-W-Rome-R32-Simona_Halep-Alison_Riske,1,F-DTL,10,1,1,0,0,8,2
20150513-W-Rome-R32-Simona_Halep-Alison_Riske,1,F-IO,14,6,1,2,3,8,6
20150513-W-Rome-R32-Simona_Halep-Alison_Riske,1,F-II,1,1,1,0,0,1,0
20150513-W-Rome-R32-Simona_Halep-Alison_Riske,1,B-XC,20,9,3,5,1,18,2
20150513-W-Rome-R32-Simona_Halep-Alison_Riske,1,B-DTM,22,1,0,0,1,11,11
20150513-W-Rome-R32-Simona_Halep-Alison_Riske,1,B-DTL,5,1,1,0,0,3,2
20150513-W-Rome-R32-Simona_Halep-Alison_Riske,1,B-IO,8,3,1,0,2,5,3
20150513-W-Rome-R32-Simona_Halep-Alison_Riske,2,F-XC,25,1,0,0,1,8,17
20150513-W-Rome-R32-Simona_Halep-Alison_Riske,2,F-DTM,21,2,0,0,2,5,16
20150513-W-Rome-R32-Simona_Halep-Alison_Riske,2,F-DTL,4,0,0,0,0,1,3
20150513-W-Rome-R32-Simona_Halep-Alison_Riske,2,F-IO,3,0,0,0,0,2,1
20150513-W-Rome-R32-Simona_Halep-Alison_Riske,2,B-XC,9,1,0,0,1,4,5
20150513-W-Rome-R32-Simona_Halep-Alison_Riske,2,B-DTM,41,5,0,0,5,9,32
20150513-W-Rome-R32-Simona_Halep-Alison_Riske,2,B-DTL,6,1,0,0,1,2,4
20150513-W-Rome-R32-Simona_Halep-Alison_Riske,2,B-IO,5,3,0,1,2,2,3
20150513-W-Rome-R32-Simona_Halep-Alison_Riske,2,S-XC,1,0,0,0,0,0,1
20150513-W-Rome-R32-Simona_Halep-Alison_Riske,2,S-DTM,2,0,0,0,0,0,2
20150514-W-Rome-R16-Venus_Williams-Simona_Halep,1,F-XC,25,4,0,1,3,10,15
20150514-W-Rome-R16-Venus_Williams-Simona_Halep,1,F-DTM,17,5,0,0,5,4,13
20150514-W-Rome-R16-Venus_Williams-Simona_Halep,1,F-DTL,2,1,0,0,1,0,2
20150514-W-Rome-R16-Venus_Williams-Simona_Halep,1,F-IO,8,4,1,0,3,3,5
20150514-W-Rome-R16-Venus_Williams-Simona_Halep,1,B-XC,16,5,0,0,5,2,14
20150514-W-Rome-R16-Venus_Williams-Simona_Halep,1,B-DTM,14,3,0,0,3,4,10
20150514-W-Rome-R16-Venus_Williams-Simona_Halep,1,B-DTL,8,6,2,2,2,5,3
20150514-W-Rome-R16-Venus_Williams-Simona_Halep,1,B-IO,7,1,0,0,1,1,6
20150514-W-Rome-R16-Venus_Williams-Simona_Halep,1,S-XC,2,0,0,0,0,0,2
20150514-W-Rome-R16-Venus_Williams-Simona_Halep,2,F-XC,28,6,1,2,3,17,11
20150514-W-Rome-R16-Venus_Williams-Simona_Halep,2,F-DTM,11,0,0,0,0,9,2
20150514-W-Rome-R16-Venus_Williams-Simona_Halep,2,F-DTL,9,2,1,1,0,9,0
20150514-W-Rome-R16-Venus_Williams-Simona_Halep,2,F-IO,8,2,1,0,1,2,6
20150514-W-Rome-R16-Venus_Williams-Simona_Halep,2,F-II,1,0,0,0,0,1,0
20150514-W-Rome-R16-Venus_Williams-Simona_Halep,2,B-XC,13,5,2,1,2,10,3
20150514-W-Rome-R16-Venus_Williams-Simona_Halep,2,B-DTM,16,0,0,0,0,13,3
20150514-W-Rome-R16-Venus_Williams-Simona_Halep,2,B-DTL,4,2,1,1,0,4,0
20150514-W-Rome-R16-Venus_Williams-Simona_Halep,2,B-IO,1,0,0,0,0,0,1
20150514-W-Rome-R16-Venus_Williams-Simona_Halep,2,S-DTM,2,0,0,0,0,0,2
20150515-W-Rome-QF-Simona_Halep-Alexandra_Dulgheru,1,F-XC,54,7,3,3,1,34,20
20150515-W-Rome-QF-Simona_Halep-Alexandra_Dulgheru,1,F-DTM,27,4,0,0,4,13,14
20150515-W-Rome-QF-Simona_Halep-Alexandra_Dulgheru,1,F-DTL,10,5,4,0,1,8,2
20150515-W-Rome-QF-Simona_Halep-Alexandra_Dulgheru,1,F-IO,9,3,2,0,1,7,2
20150515-W-Rome-QF-Simona_Halep-Alexandra_Dulgheru,1,B-XC,17,2,1,0,1,10,7
20150515-W-Rome-QF-Simona_Halep-Alexandra_Dulgheru,1,B-DTM,19,3,0,0,3,10,9
20150515-W-Rome-QF-Simona_Halep-Alexandra_Dulgheru,1,B-DTL,3,1,0,1,0,3,0
20150515-W-Rome-QF-Simona_Halep-Alexandra_Dulgheru,1,B-IO,4,4,1,0,3,1,3
20150515-W-Rome-QF-Simona_Halep-Alexandra_Dulgheru,1,S-DTM,1,0,0,0,0,1,0
20150515-W-Rome-QF-Simona_Halep-Alexandra_Dulgheru,2,F-XC,40,6,1,0,5,15,25
20150515-W-Rome-QF-Simona_Halep-Alexandra_Dulgheru,2,F-DTM,23,2,0,0,2,10,13
20150515-W-Rome-QF-Simona_Halep-Alexandra_Dulgheru,2,F-DTL,15,5,1,1,3,7,8
20150515-W-Rome-QF-Simona_Halep-Alexandra_Dulgheru,2,F-IO,5,2,1,1,0,2,3
20150515-W-Rome-QF-Simona_Halep-Alexandra_Dulgheru,2,B-XC,13,3,1,1,1,6,7
20150515-W-Rome-QF-Simona_Halep-Alexandra_Dulgheru,2,B-DTM,23,1,0,0,1,6,17
20150515-W-Rome-QF-Simona_Halep-Alexandra_Dulgheru,2,B-DTL,5,1,0,1,0,3,2
20150515-W-Rome-QF-Simona_Halep-Alexandra_Dulgheru,2,B-IO,9,1,1,0,0,3,6
20150515-W-Rome-QF-Simona_Halep-Alexandra_Dulgheru,2,S-DTM,5,0,0,0,0,1,4
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,1,F-XC,123,18,2,4,12,53,70
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,1,F-DTM,50,3,0,1,2,27,23
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,1,F-DTL,20,10,6,1,3,12,8
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,1,F-IO,24,3,1,0,2,13,11
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,1,F-II,4,0,0,0,0,2,2
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,1,B-XC,129,15,3,3,9,60,69
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,1,B-DTM,75,7,1,1,5,37,38
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,1,B-DTL,9,6,3,0,3,4,5
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,1,B-IO,11,6,0,1,5,4,7
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,1,S-XC,33,4,1,0,3,13,20
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,1,S-DTM,25,1,0,0,1,11,14
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,1,S-DTL,1,0,0,0,0,1,0
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,1,S-IO,1,0,0,0,0,1,0
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,2,F-XC,117,23,4,2,17,56,61
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,2,F-DTM,54,3,0,0,3,26,28
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,2,F-DTL,40,8,1,1,6,22,18
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,2,F-IO,48,17,5,2,10,22,26
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,2,F-II,8,1,1,0,0,5,3
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,2,B-XC,118,15,4,4,7,64,54
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,2,B-DTM,79,3,0,0,3,40,39
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,2,B-DTL,30,12,6,2,4,16,14
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,2,B-IO,20,6,3,3,0,11,9
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,2,S-XC,2,0,0,0,0,1,1
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,2,S-DTM,6,0,0,0,0,2,4
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,2,S-DTL,1,1,0,0,1,0,1
20150516-W-Rome-SF-Carla_Suarez_Navarro-Simona_Halep,2,S-IO,2,0,0,0,0,1,1
20150527-W-Roland_Garros-R64-Mirjana_Lucic-Simona_Halep,1,F-XC,34,12,3,7,2,26,8
20150527-W-Roland_Garros-R64-Mirjana_Lucic-Simona_Halep,1,F-DTM,12,4,1,0,3,5,7
20150527-W-Roland_Garros-R64-Mirjana_Lucic-Simona_Halep,1,F-DTL,4,3,1,1,1,2,2
20150527-W-Roland_Garros-R64-Mirjana_Lucic-Simona_Halep,1,F-IO,12,8,5,1,2,9,3
20150527-W-Roland_Garros-R64-Mirjana_Lucic-Simona_Halep,1,B-XC,23,5,2,0,3,16,7
20150527-W-Roland_Garros-R64-Mirjana_Lucic-Simona_Halep,1,B-DTM,26,6,1,0,5,11,15
20150527-W-Roland_Garros-R64-Mirjana_Lucic-Simona_Halep,1,B-DTL,2,1,1,0,0,2,0
20150527-W-Roland_Garros-R64-Mirjana_Lucic-Simona_Halep,1,B-IO,7,3,1,0,2,5,2
20150527-W-Roland_Garros-R64-Mirjana_Lucic-Simona_Halep,1,S-DTM,3,1,0,0,1,0,3
20150527-W-Roland_Garros-R64-Mirjana_Lucic-Simona_Halep,2,F-XC,20,5,0,1,4,8,12
20150527-W-Roland_Garros-R64-Mirjana_Lucic-Simona_Halep,2,F-DTM,24,1,0,0,1,6,18
20150527-W-Roland_Garros-R64-Mirjana_Lucic-Simona_Halep,2,F-DTL,14,6,2,1,3,6,8
20150527-W-Roland_Garros-R64-Mirjana_Lucic-Simona_Halep,2,F-IO,5,2,1,1,0,4,1
20150527-W-Roland_Garros-R64-Mirjana_Lucic-Simona_Halep,2,B-XC,16,3,0,0,3,8,8
20150527-W-Roland_Garros-R64-Mirjana_Lucic-Simona_Halep,2,B-DTM,24,1,0,0,1,5,19
20150527-W-Roland_Garros-R64-Mirjana_Lucic-Simona_Halep,2,B-DTL,3,1,0,1,0,3,0
20150527-W-Roland_Garros-R64-Mirjana_Lucic-Simona_Halep,2,B-IO,4,1,1,0,0,4,0
20150527-W-Roland_Garros-R64-Mirjana_Lucic-Simona_Halep,2,S-XC,2,0,0,0,0,0,2
20150527-W-Roland_Garros-R64-Mirjana_Lucic-Simona_Halep,2,S-DTM,2,0,0,0,0,1,1
20150527-W-Roland_Garros-R64-Mirjana_Lucic-Simona_Halep,2,S-IO,1,0,0,0,0,0,1
20150524-W-Roland_Garros-R128-Evgeniya_Rodina-Simona_Halep,1,F-XC,42,6,2,0,4,24,18
20150524-W-Roland_Garros-R128-Evgeniya_Rodina-Simona_Halep,1,F-DTM,33,2,0,0,2,15,18
20150524-W-Roland_Garros-R128-Evgeniya_Rodina-Simona_Halep,1,F-DTL,7,5,4,0,1,6,1
20150524-W-Roland_Garros-R128-Evgeniya_Rodina-Simona_Halep,1,F-IO,13,5,0,3,2,6,7
20150524-W-Roland_Garros-R128-Evgeniya_Rodina-Simona_Halep,1,B-XC,59,6,1,2,3,29,30
20150524-W-Roland_Garros-R128-Evgeniya_Rodina-Simona_Halep,1,B-DTM,33,2,1,0,1,18,15
20150524-W-Roland_Garros-R128-Evgeniya_Rodina-Simona_Halep,1,B-DTL,11,9,2,0,7,2,9
20150524-W-Roland_Garros-R128-Evgeniya_Rodina-Simona_Halep,1,B-IO,10,4,3,0,1,6,4
20150524-W-Roland_Garros-R128-Evgeniya_Rodina-Simona_Halep,1,S-XC,2,0,0,0,0,0,2
20150524-W-Roland_Garros-R128-Evgeniya_Rodina-Simona_Halep,1,S-DTM,4,0,0,0,0,1,3
20150524-W-Roland_Garros-R128-Evgeniya_Rodina-Simona_Halep,1,S-DTL,2,0,0,0,0,1,1
20150524-W-Roland_Garros-R128-Evgeniya_Rodina-Simona_Halep,1,S-IO,1,0,0,0,0,1,0
20150524-W-Roland_Garros-R128-Evgeniya_Rodina-Simona_Halep,2,F-XC,46,10,2,3,5,19,27
20150524-W-Roland_Garros-R128-Evgeniya_Rodina-Simona_Halep,2,F-DTM,36,1,0,0,1,17,19
20150524-W-Roland_Garros-R128-Evgeniya_Rodina-Simona_Halep,2,F-DTL,10,3,0,1,2,6,4
20150524-W-Roland_Garros-R128-Evgeniya_Rodina-Simona_Halep,2,F-IO,19,8,4,1,3,12,7
20150524-W-Roland_Garros-R128-Evgeniya_Rodina-Simona_Halep,2,B-XC,43,5,2,3,0,27,16
20150524-W-Roland_Garros-R128-Evgeniya_Rodina-Simona_Halep,2,B-DTM,40,4,1,0,3,16,24
20150524-W-Roland_Garros-R128-Evgeniya_Rodina-Simona_Halep,2,B-DTL,9,3,2,0,1,7,2
20150524-W-Roland_Garros-R128-Evgeniya_Rodina-Simona_Halep,2,B-IO,5,2,1,0,1,4,1
20150524-W-Roland_Garros-R128-Evgeniya_Rodina-Simona_Halep,2,S-XC,1,0,0,0,0,0,1
20150524-W-Roland_Garros-R128-Evgeniya_Rodina-Simona_Halep,2,S-DTM,5,1,0,1,0,2,3
20150525-W-Roland_Garros-R128-Heather_Watson-Mathilde_Johansson,1,F-XC,28,6,3,1,2,17,11
20150525-W-Roland_Garros-R128-Heather_Watson-Mathilde_Johansson,1,F-DTM,20,3,0,0,3,7,13
20150525-W-Roland_Garros-R128-Heather_Watson-Mathilde_Johansson,1,F-DTL,6,4,1,2,1,4,2
20150525-W-Roland_Garros-R128-Heather_Watson-Mathilde_Johansson,1,F-IO,3,1,0,1,0,1,2
20150525-W-Roland_Garros-R128-Heather_Watson-Mathilde_Johansson,1,B-XC,27,5,1,0,4,14,13
20150525-W-Roland_Garros-R128-Heather_Watson-Mathilde_Johansson,1,B-DTM,34,2,0,0,2,18,16
20150525-W-Roland_Garros-R128-Heather_Watson-Mathilde_Johansson,1,B-DTL,6,2,0,0,2,3,3
20150525-W-Roland_Garros-R128-Heather_Watson-Mathilde_Johansson,1,B-IO,3,1,0,1,0,2,1
20150525-W-Roland_Garros-R128-Heather_Watson-Mathilde_Johansson,1,S-XC,1,0,0,0,0,0,1
20150525-W-Roland_Garros-R128-Heather_Watson-Mathilde_Johansson,1,S-DTM,5,2,0,1,1,2,3
20150525-W-Roland_Garros-R128-Heather_Watson-Mathilde_Johansson,2,F-XC,31,13,3,1,9,14,17
20150525-W-Roland_Garros-R128-Heather_Watson-Mathilde_Johansson,2,F-DTM,20,4,0,0,4,7,13
20150525-W-Roland_Garros-R128-Heather_Watson-Mathilde_Johansson,2,F-DTL,14,14,4,1,9,5,9
20150525-W-Roland_Garros-R128-Heather_Watson-Mathilde_Johansson,2,F-IO,19,9,4,2,3,12,7
20150525-W-Roland_Garros-R128-Heather_Watson-Mathilde_Johansson,2,F-II,2,0,0,0,0,2,0
20150525-W-Roland_Garros-R128-Heather_Watson-Mathilde_Johansson,2,B-XC,29,8,2,2,4,14,15
20150525-W-Roland_Garros-R128-Heather_Watson-Mathilde_Johansson,2,B-DTM,23,1,0,0,1,7,16
20150525-W-Roland_Garros-R128-Heather_Watson-Mathilde_Johansson,2,B-DTL,8,4,1,0,3,4,4
20150525-W-Roland_Garros-R128-Heather_Watson-Mathilde_Johansson,2,B-IO,8,3,1,0,2,5,3
20150525-W-Roland_Garros-R128-Heather_Watson-Mathilde_Johansson,2,S-XC,1,0,0,0,0,0,1
20150525-W-Roland_Garros-R128-Heather_Watson-Mathilde_Johansson,2,S-IO,1,0,0,0,0,0,1
20150525-W-Roland_Garros-R128-Veronica_Cepede_Royg-Virginie_Razzano,1,F-XC,61,15,0,3,12,30,31
20150525-W-Roland_Garros-R128-Veronica_Cepede_Royg-Virginie_Razzano,1,F-DTM,47,9,1,0,8,11,36
20150525-W-Roland_Garros-R128-Veronica_Cepede_Royg-Virginie_Razzano,1,F-DTL,10,4,1,0,3,6,4
20150525-W-Roland_Garros-R128-Veronica_Cepede_Royg-Virginie_Razzano,1,F-IO,24,6,2,1,3,9,15
20150525-W-Roland_Garros-R128-Veronica_Cepede_Royg-Virginie_Razzano,1,F-II,3,1,1,0,0,3,0
20150525-W-Roland_Garros-R128-Veronica_Cepede_Royg-Virginie_Razzano,1,B-XC,43,9,1,1,7,16,27
20150525-W-Roland_Garros-R128-Veronica_Cepede_Royg-Virginie_Razzano,1,B-DTM,43,6,0,0,6,17,26
20150525-W-Roland_Garros-R128-Veronica_Cepede_Royg-Virginie_Razzano,1,B-DTL,7,5,1,0,4,2,5
20150525-W-Roland_Garros-R128-Veronica_Cepede_Royg-Virginie_Razzano,1,B-IO,4,1,0,0,1,3,1
20150525-W-Roland_Garros-R128-Veronica_Cepede_Royg-Virginie_Razzano,2,F-XC,49,12,1,1,10,27,22
