match_id,player,row,shots,pt_ending,winners,induced_forced,unforced,shots_in_pts_won,shots_in_pts_lost
20010127-W-Australian_Open-F-Martina_Hingis-Jennifer_Capriati,2,B-IO,6,0,0,0,0,3,3
20010127-W-Australian_Open-F-Martina_Hingis-Jennifer_Capriati,2,S-XC,3,0,0,0,0,1,2
20010127-W-Australian_Open-F-Martina_Hingis-Jennifer_Capriati,2,S-DTM,5,0,0,0,0,0,5
20010127-W-Australian_Open-F-Martina_Hingis-Jennifer_Capriati,2,S-DTL,5,1,1,0,0,3,2
20160125-W-Australian_Open-R64-Annika_Beck-Angelique_Kerber,1,F-XC,63,4,1,2,1,36,27
20160125-W-Australian_Open-R64-Annika_Beck-Angelique_Kerber,1,F-DTM,52,3,0,0,3,21,31
20160125-W-Australian_Open-R64-Annika_Beck-Angelique_Kerber,1,F-DTL,32,10,6,2,2,20,12
20160125-W-Australian_Open-R64-Annika_Beck-Angelique_Kerber,1,F-IO,43,8,1,2,5,19,24
20160125-W-Australian_Open-R64-Annika_Beck-Angelique_Kerber,1,B-XC,46,7,0,1,6,17,29
20160125-W-Australian_Open-R64-Annika_Beck-Angelique_Kerber,1,B-DTM,61,4,1,0,3,29,32
20160125-W-Australian_Open-R64-Annika_Beck-Angelique_Kerber,1,B-DTL,27,8,2,1,5,11,16
20160125-W-Australian_Open-R64-Annika_Beck-Angelique_Kerber,1,B-IO,8,1,0,0,1,4,4
20160125-W-Australian_Open-R64-Annika_Beck-Angelique_Kerber,1,S-DTM,3,0,0,0,0,2,1
20160125-W-Australian_Open-R64-Annika_Beck-Angelique_Kerber,1,S-DTL,2,1,0,0,1,1,1
20160125-W-Australian_Open-R64-Annika_Beck-Angelique_Kerber,2,F-XC,29,11,4,2,5,14,15
20160125-W-Australian_Open-R64-Annika_Beck-Angelique_Kerber,2,F-DTM,40,1,0,0,1,21,19
20160125-W-Australian_Open-R64-Annika_Beck-Angelique_Kerber,2,F-IO,104,15,4,4,7,58,46
20160125-W-Australian_Open-R64-Annika_Beck-Angelique_Kerber,2,F-II,11,5,1,1,3,7,4
20160125-W-Australian_Open-R64-Annika_Beck-Angelique_Kerber,2,B-XC,10,0,0,0,0,5,5
20160125-W-Australian_Open-R64-Annika_Beck-Angelique_Kerber,2,B-DTM,59,0,0,0,0,35,24
20160125-W-Australian_Open-R64-Annika_Beck-Angelique_Kerber,2,B-IO,72,4,3,0,1,35,37
20160125-W-Australian_Open-R64-Annika_Beck-Angelique_Kerber,2,B-II,5,3,2,1,0,4,1
20160125-W-Australian_Open-R64-Annika_Beck-Angelique_Kerber,2,S-DTM,7,1,0,0,1,3,4
20160125-W-Australian_Open-R64-Annika_Beck-Angelique_Kerber,2,S-IO,3,0,0,0,0,1,2
20160125-W-Australian_Open-R64-Annika_Beck-Angelique_Kerber,2,S-II,1,0,0,0,0,1,0
20160126-W-Australian_Open-QF-Carla_Suarez_Navarro-Agnieszka_Radwanska,1,F-XC,58,7,1,1,5,27,31
20160126-W-Australian_Open-QF-Carla_Suarez_Navarro-Agnieszka_Radwanska,1,F-DTM,32,6,1,0,5,14,18
20160126-W-Australian_Open-QF-Carla_Suarez_Navarro-Agnieszka_Radwanska,1,F-DTL,10,5,1,1,3,7,3
20160126-W-Australian_Open-QF-Carla_Suarez_Navarro-Agnieszka_Radwanska,1,F-IO,25,8,3,0,5,13,12
20160126-W-Australian_Open-QF-Carla_Suarez_Navarro-Agnieszka_Radwanska,1,F-II,1,0,0,0,0,0,1
20160126-W-Australian_Open-QF-Carla_Suarez_Navarro-Agnieszka_Radwanska,1,B-XC,48,9,2,0,7,26,22
20160126-W-Australian_Open-QF-Carla_Suarez_Navarro-Agnieszka_Radwanska,1,B-DTM,46,6,0,0,6,24,22
20160126-W-Australian_Open-QF-Carla_Suarez_Navarro-Agnieszka_Radwanska,1,B-DTL,8,7,2,3,2,6,2
20160126-W-Australian_Open-QF-Carla_Suarez_Navarro-Agnieszka_Radwanska,1,B-IO,6,3,2,0,1,4,2
20160126-W-Australian_Open-QF-Carla_Suarez_Navarro-Agnieszka_Radwanska,1,S-XC,24,3,0,1,2,10,14
20160126-W-Australian_Open-QF-Carla_Suarez_Navarro-Agnieszka_Radwanska,1,S-DTM,11,0,0,0,0,5,6
20160126-W-Australian_Open-QF-Carla_Suarez_Navarro-Agnieszka_Radwanska,1,S-DTL,4,2,0,2,0,2,2
20160126-W-Australian_Open-QF-Carla_Suarez_Navarro-Agnieszka_Radwanska,2,F-XC,43,4,3,0,1,23,20
20160126-W-Australian_Open-QF-Carla_Suarez_Navarro-Agnieszka_Radwanska,2,F-DTM,31,1,0,0,1,11,20
20160126-W-Australian_Open-QF-Carla_Suarez_Navarro-Agnieszka_Radwanska,2,F-DTL,6,2,2,0,0,6,0
20160126-W-Australian_Open-QF-Carla_Suarez_Navarro-Agnieszka_Radwanska,2,F-IO,33,5,2,0,3,16,17
20160126-W-Australian_Open-QF-Carla_Suarez_Navarro-Agnieszka_Radwanska,2,B-XC,47,2,0,0,2,18,29
20160126-W-Australian_Open-QF-Carla_Suarez_Navarro-Agnieszka_Radwanska,2,B-DTM,35,0,0,0,0,18,17
20160126-W-Australian_Open-QF-Carla_Suarez_Navarro-Agnieszka_Radwanska,2,B-DTL,5,4,2,0,2,2,3
20160126-W-Australian_Open-QF-Carla_Suarez_Navarro-Agnieszka_Radwanska,2,B-IO,6,2,1,0,1,3,3
20160126-W-Australian_Open-QF-Carla_Suarez_Navarro-Agnieszka_Radwanska,2,S-XC,8,0,0,0,0,3,5
20160126-W-Australian_Open-QF-Carla_Suarez_Navarro-Agnieszka_Radwanska,2,S-DTM,9,0,0,0,0,5,4
20160126-W-Australian_Open-QF-Carla_Suarez_Navarro-Agnieszka_Radwanska,2,S-DTL,1,1,0,1,0,1,0
20160126-W-Australian_Open-QF-Carla_Suarez_Navarro-Agnieszka_Radwanska,2,S-IO,1,0,0,0,0,1,0
20160127-W-Australian_Open-QF-Victoria_Azarenka-Angelique_Kerber,1,F-XC,60,6,1,3,2,22,38
20160127-W-Australian_Open-QF-Victoria_Azarenka-Angelique_Kerber,1,F-DTM,45,2,0,0,2,15,30
20160127-W-Australian_Open-QF-Victoria_Azarenka-Angelique_Kerber,1,F-DTL,12,4,1,0,3,5,7
20160127-W-Australian_Open-QF-Victoria_Azarenka-Angelique_Kerber,1,F-IO,13,6,2,1,3,5,8
20160127-W-Australian_Open-QF-Victoria_Azarenka-Angelique_Kerber,1,B-XC,41,13,7,1,5,22,19
20160127-W-Australian_Open-QF-Victoria_Azarenka-Angelique_Kerber,1,B-DTM,38,4,0,1,3,9,29
20160127-W-Australian_Open-QF-Victoria_Azarenka-Angelique_Kerber,1,B-DTL,6,3,2,0,1,4,2
20160127-W-Australian_Open-QF-Victoria_Azarenka-Angelique_Kerber,1,B-IO,19,7,2,0,5,10,9
20160127-W-Australian_Open-QF-Victoria_Azarenka-Angelique_Kerber,1,S-XC,4,1,0,0,1,1,3
20160127-W-Australian_Open-QF-Victoria_Azarenka-Angelique_Kerber,1,S-DTM,8,0,0,0,0,4,4
20160127-W-Australian_Open-QF-Victoria_Azarenka-Angelique_Kerber,1,S-DTL,3,2,0,0,2,0,3
20160127-W-Australian_Open-QF-Victoria_Azarenka-Angelique_Kerber,1,S-IO,1,0,0,0,0,0,1
20160127-W-Australian_Open-QF-Victoria_Azarenka-Angelique_Kerber,2,F-XC,58,12,8,1,3,38,20
20160127-W-Australian_Open-QF-Victoria_Azarenka-Angelique_Kerber,2,F-DTM,37,3,0,1,2,20,17
20160127-W-Australian_Open-QF-Victoria_Azarenka-Angelique_Kerber,2,F-DTL,10,9,7,0,2,8,2
20160127-W-Australian_Open-QF-Victoria_Azarenka-Angelique_Kerber,2,F-IO,19,6,1,0,5,11,8
20160127-W-Australian_Open-QF-Victoria_Azarenka-Angelique_Kerber,2,F-II,1,0,0,0,0,0,1
20160127-W-Australian_Open-QF-Victoria_Azarenka-Angelique_Kerber,2,B-XC,55,11,5,1,5,36,19
20160127-W-Australian_Open-QF-Victoria_Azarenka-Angelique_Kerber,2,B-DTM,58,3,0,0,3,33,25
20160127-W-Australian_Open-QF-Victoria_Azarenka-Angelique_Kerber,2,B-DTL,7,2,1,0,1,4,3
20160127-W-Australian_Open-QF-Victoria_Azarenka-Angelique_Kerber,2,B-IO,3,2,1,1,0,3,0
20160127-W-Australian_Open-QF-Victoria_Azarenka-Angelique_Kerber,2,S-DTM,2,0,0,0,0,1,1
20160127-W-Australian_Open-QF-Victoria_Azarenka-Angelique_Kerber,2,S-DTL,1,0,0,0,0,0,1
20160126-W-Australian_Open-QF-Shuai_Zhang-Johanna_Konta,1,F-XC,32,9,2,1,6,16,16
20160126-W-Australian_Open-QF-Shuai_Zhang-Johanna_Konta,1,F-DTM,24,0,0,0,0,9,15
20160126-W-Australian_Open-QF-Shuai_Zhang-Johanna_Konta,1,F-DTL,5,4,3,0,1,3,2
20160126-W-Australian_Open-QF-Shuai_Zhang-Johanna_Konta,1,F-IO,16,3,1,0,2,9,7
20160126-W-Australian_Open-QF-Shuai_Zhang-Johanna_Konta,1,B-XC,25,7,0,2,5,12,13
20160126-W-Australian_Open-QF-Shuai_Zhang-Johanna_Konta,1,B-DTM,28,5,0,0,5,13,15
20160126-W-Australian_Open-QF-Shuai_Zhang-Johanna_Konta,1,B-DTL,5,3,1,1,1,2,3
20160126-W-Australian_Open-QF-Shuai_Zhang-Johanna_Konta,1,B-IO,6,3,0,1,2,3,3
20160126-W-Australian_Open-QF-Shuai_Zhang-Johanna_Konta,1,S-DTM,2,0,0,0,0,1,1
20160126-W-Australian_Open-QF-Shuai_Zhang-Johanna_Konta,2,F-XC,33,9,2,2,5,17,16
20160126-W-Australian_Open-QF-Shuai_Zhang-Johanna_Konta,2,F-DTM,23,3,0,0,3,7,16
20160126-W-Australian_Open-QF-Shuai_Zhang-Johanna_Konta,2,F-DTL,6,3,0,1,2,4,2
20160126-W-Australian_Open-QF-Shuai_Zhang-Johanna_Konta,2,F-IO,12,4,2,2,0,9,3
20160126-W-Australian_Open-QF-Shuai_Zhang-Johanna_Konta,2,B-XC,33,7,2,2,3,19,14
20160126-W-Australian_Open-QF-Shuai_Zhang-Johanna_Konta,2,B-DTM,32,3,0,0,3,14,18
20160126-W-Australian_Open-QF-Shuai_Zhang-Johanna_Konta,2,B-DTL,3,3,1,0,2,1,2
20160126-W-Australian_Open-QF-Shuai_Zhang-Johanna_Konta,2,B-IO,2,2,1,1,0,2,0
20160126-W-Australian_Open-QF-Shuai_Zhang-Johanna_Konta,2,S-XC,4,0,0,0,0,0,4
20160126-W-Australian_Open-QF-Shuai_Zhang-Johanna_Konta,2,S-DTM,2,1,0,1,0,2,0
20160128-W-Australian_Open-SF-Johanna_Konta-Angelique_Kerber,1,F-XC,36,12,2,2,8,13,23
20160128-W-Australian_Open-SF-Johanna_Konta-Angelique_Kerber,1,F-DTM,18,3,0,0,3,8,10
20160128-W-Australian_Open-SF-Johanna_Konta-Angelique_Kerber,1,F-DTL,13,6,1,3,2,6,7
20160128-W-Australian_Open-SF-Johanna_Konta-Angelique_Kerber,1,F-IO,22,7,5,1,1,12,10
20160128-W-Australian_Open-SF-Johanna_Konta-Angelique_Kerber,1,F-II,1,1,0,1,0,1,0
20160128-W-Australian_Open-SF-Johanna_Konta-Angelique_Kerber,1,B-XC,52,12,3,2,7,29,23
20160128-W-Australian_Open-SF-Johanna_Konta-Angelique_Kerber,1,B-DTM,25,4,0,0,4,8,17
20160128-W-Australian_Open-SF-Johanna_Konta-Angelique_Kerber,1,B-DTL,9,6,1,2,3,6,3
20160128-W-Australian_Open-SF-Johanna_Konta-Angelique_Kerber,1,B-IO,5,4,1,0,3,1,4
20160128-W-Australian_Open-SF-Johanna_Konta-Angelique_Kerber,1,S-XC,2,0,0,0,0,1,1
20160128-W-Australian_Open-SF-Johanna_Konta-Angelique_Kerber,1,S-DTM,1,0,0,0,0,0,1
20160128-W-Australian_Open-SF-Johanna_Konta-Angelique_Kerber,2,F-XC,58,10,4,2,4,30,28
20160128-W-Australian_Open-SF-Johanna_Konta-Angelique_Kerber,2,F-DTM,38,1,0,0,1,24,14
20160128-W-Australian_Open-SF-Johanna_Konta-Angelique_Kerber,2,F-DTL,14,6,1,0,5,5,9
20160128-W-Australian_Open-SF-Johanna_Konta-Angelique_Kerber,2,F-IO,14,5,1,2,2,8,6
20160128-W-Australian_Open-SF-Johanna_Konta-Angelique_Kerber,2,B-XC,20,2,1,0,1,12,8
20160128-W-Australian_Open-SF-Johanna_Konta-Angelique_Kerber,2,B-DTM,21,3,0,1,2,13,8
20160128-W-Australian_Open-SF-Johanna_Konta-Angelique_Kerber,2,B-DTL,1,1,1,0,0,1,0
20160128-W-Australian_Open-SF-Johanna_Konta-Angelique_Kerber,2,S-XC,1,0,0,0,0,1,0
20160128-W-Australian_Open-SF-Johanna_Konta-Angelique_Kerber,2,S-DTM,3,0,0,0,0,1,2
20120705-W-Wimbledon-SF-Agnieszka_Radwanska-Angelique_Kerber,1,F-XC,28,6,2,3,1,13,15
20120705-W-Wimbledon-SF-Agnieszka_Radwanska-Angelique_Kerber,1,F-DTM,24,2,0,0,2,11,13
20120705-W-Wimbledon-SF-Agnieszka_Radwanska-Angelique_Kerber,1,F-DTL,8,4,1,3,0,6,2
20120705-W-Wimbledon-SF-Agnieszka_Radwanska-Angelique_Kerber,1,F-IO,25,5,4,1,0,20,5
20120705-W-Wimbledon-SF-Agnieszka_Radwanska-Angelique_Kerber,1,F-II,2,1,0,0,1,0,2
20120705-W-Wimbledon-SF-Agnieszka_Radwanska-Angelique_Kerber,1,B-XC,27,3,0,1,2,18,9
20120705-W-Wimbledon-SF-Agnieszka_Radwanska-Angelique_Kerber,1,B-DTM,15,3,1,0,2,10,5
20120705-W-Wimbledon-SF-Agnieszka_Radwanska-Angelique_Kerber,1,B-DTL,13,4,2,1,1,12,1
20120705-W-Wimbledon-SF-Agnieszka_Radwanska-Angelique_Kerber,1,B-IO,4,1,0,1,0,2,2
20120705-W-Wimbledon-SF-Agnieszka_Radwanska-Angelique_Kerber,1,S-XC,2,0,0,0,0,2,0
20120705-W-Wimbledon-SF-Agnieszka_Radwanska-Angelique_Kerber,1,S-DTM,4,0,0,0,0,2,2
20120705-W-Wimbledon-SF-Agnieszka_Radwanska-Angelique_Kerber,1,S-IO,2,0,0,0,0,0,2
20120705-W-Wimbledon-SF-Agnieszka_Radwanska-Angelique_Kerber,2,F-XC,48,9,4,1,4,15,33
20120705-W-Wimbledon-SF-Agnieszka_Radwanska-Angelique_Kerber,2,F-DTM,11,0,0,0,0,1,10
20120705-W-Wimbledon-SF-Agnieszka_Radwanska-Angelique_Kerber,2,F-DTL,17,4,2,0,2,10,7
20120705-W-Wimbledon-SF-Agnieszka_Radwanska-Angelique_Kerber,2,F-IO,20,8,3,1,4,12,8
20120705-W-Wimbledon-SF-Agnieszka_Radwanska-Angelique_Kerber,2,B-XC,32,9,6,1,2,21,11
20120705-W-Wimbledon-SF-Agnieszka_Radwanska-Angelique_Kerber,2,B-DTM,10,0,0,0,0,3,7
20120705-W-Wimbledon-SF-Agnieszka_Radwanska-Angelique_Kerber,2,B-DTL,12,7,3,3,1,9,3
20120705-W-Wimbledon-SF-Agnieszka_Radwanska-Angelique_Kerber,2,B-IO,12,6,1,1,4,7,5
20120705-W-Wimbledon-SF-Agnieszka_Radwanska-Angelique_Kerber,2,S-DTM,7,0,0,0,0,2,5
20120705-W-Wimbledon-SF-Agnieszka_Radwanska-Angelique_Kerber,2,S-DTL,3,0,0,0,0,0,3
20160128-W-Australian_Open-SF-Agnieszka_Radwanska-Serena_Williams,1,F-XC,18,1,1,0,0,10,8
20160128-W-Australian_Open-SF-Agnieszka_Radwanska-Serena_Williams,1,F-DTM,12,0,0,0,0,5,7
20160128-W-Australian_Open-SF-Agnieszka_Radwanska-Serena_Williams,1,F-DTL,6,1,0,0,1,4,2
20160128-W-Australian_Open-SF-Agnieszka_Radwanska-Serena_Williams,1,F-IO,11,2,1,1,0,8,3
20160128-W-Australian_Open-SF-Agnieszka_Radwanska-Serena_Williams,1,B-XC,12,3,0,1,2,4,8
20160128-W-Australian_Open-SF-Agnieszka_Radwanska-Serena_Williams,1,B-DTM,9,1,0,0,1,3,6
20160128-W-Australian_Open-SF-Agnieszka_Radwanska-Serena_Williams,1,B-DTL,2,0,0,0,0,2,0
20160128-W-Australian_Open-SF-Agnieszka_Radwanska-Serena_Williams,1,B-IO,1,0,0,0,0,1,0
20160128-W-Australian_Open-SF-Agnieszka_Radwanska-Serena_Williams,1,S-XC,4,0,0,0,0,1,3
20160128-W-Australian_Open-SF-Agnieszka_Radwanska-Serena_Williams,1,S-DTM,8,0,0,0,0,2,6
20160128-W-Australian_Open-SF-Agnieszka_Radwanska-Serena_Williams,1,S-DTL,1,0,0,0,0,0,1
20160128-W-Australian_Open-SF-Agnieszka_Radwanska-Serena_Williams,2,F-XC,22,9,4,0,5,9,13
20160128-W-Australian_Open-SF-Agnieszka_Radwanska-Serena_Williams,2,F-DTM,7,0,0,0,0,4,3
20160128-W-Australian_Open-SF-Agnieszka_Radwanska-Serena_Williams,2,F-DTL,9,2,1,0,1,7,2
20160128-W-Australian_Open-SF-Agnieszka_Radwanska-Serena_Williams,2,F-IO,9,5,2,2,1,6,3
20160128-W-Australian_Open-SF-Agnieszka_Radwanska-Serena_Williams,2,F-II,1,1,1,0,0,1,0
20160128-W-Australian_Open-SF-Agnieszka_Radwanska-Serena_Williams,2,B-XC,18,5,1,1,3,8,10
20160128-W-Australian_Open-SF-Agnieszka_Radwanska-Serena_Williams,2,B-DTM,10,1,0,0,1,2,8
20160128-W-Australian_Open-SF-Agnieszka_Radwanska-Serena_Williams,2,B-DTL,8,5,3,1,1,5,3
20160128-W-Australian_Open-SF-Agnieszka_Radwanska-Serena_Williams,2,B-IO,4,0,0,0,0,2,2
20160128-W-Australian_Open-SF-Agnieszka_Radwanska-Serena_Williams,2,S-DTM,1,1,0,0,1,0,1
20160128-W-Australian_Open-SF-Agnieszka_Radwanska-Serena_Williams,2,S-DTL,1,0,0,0,0,1,0
20150107-W-Brisbane-R16-Daria_Gavrilova-Angelique_Kerber,1,F-XC,56,8,1,0,7,20,36
20150107-W-Brisbane-R16-Daria_Gavrilova-Angelique_Kerber,1,F-DTM,27,3,0,0,3,8,19
20150107-W-Brisbane-R16-Daria_Gavrilova-Angelique_Kerber,1,F-DTL,18,12,7,1,4,12,6
20150107-W-Brisbane-R16-Daria_Gavrilova-Angelique_Kerber,1,F-IO,18,11,7,1,3,8,10
20150107-W-Brisbane-R16-Daria_Gavrilova-Angelique_Kerber,1,B-XC,11,1,0,0,1,3,8
20150107-W-Brisbane-R16-Daria_Gavrilova-Angelique_Kerber,1,B-DTM,28,0,0,0,0,12,16
20150107-W-Brisbane-R16-Daria_Gavrilova-Angelique_Kerber,1,B-DTL,12,3,1,0,2,5,7
20150107-W-Brisbane-R16-Daria_Gavrilova-Angelique_Kerber,1,B-IO,8,2,1,1,0,4,4
20150107-W-Brisbane-R16-Daria_Gavrilova-Angelique_Kerber,1,S-XC,3,0,0,0,0,2,1
20150107-W-Brisbane-R16-Daria_Gavrilova-Angelique_Kerber,1,S-DTM,15,0,0,0,0,5,10
20150107-W-Brisbane-R16-Daria_Gavrilova-Angelique_Kerber,1,S-DTL,2,0,0,0,0,2,0
20150107-W-Brisbane-R16-Daria_Gavrilova-Angelique_Kerber,1,S-IO,3,1,0,0,1,1,2
20150107-W-Brisbane-R16-Daria_Gavrilova-Angelique_Kerber,2,F-XC,41,8,3,4,1,29,12
20150107-W-Brisbane-R16-Daria_Gavrilova-Angelique_Kerber,2,F-DTM,8,1,0,0,1,3,5
20150107-W-Brisbane-R16-Daria_Gavrilova-Angelique_Kerber,2,F-DTL,6,2,1,0,1,3,3
20150107-W-Brisbane-R16-Daria_Gavrilova-Angelique_Kerber,2,F-IO,15,7,4,0,3,11,4
20150107-W-Brisbane-R16-Daria_Gavrilova-Angelique_Kerber,2,B-XC,53,11,3,4,4,32,21
20150107-W-Brisbane-R16-Daria_Gavrilova-Angelique_Kerber,2,B-DTM,28,0,0,0,0,14,14
20150107-W-Brisbane-R16-Daria_Gavrilova-Angelique_Kerber,2,B-DTL,14,8,5,1,2,9,5
20150107-W-Brisbane-R16-Daria_Gavrilova-Angelique_Kerber,2,B-IO,17,3,0,0,3,9,8
20150107-W-Brisbane-R16-Daria_Gavrilova-Angelique_Kerber,2,S-XC,5,0,0,0,0,4,1
20150107-W-Brisbane-R16-Daria_Gavrilova-Angelique_Kerber,2,S-DTM,8,0,0,0,0,4,4
20150107-W-Brisbane-R16-Daria_Gavrilova-Angelique_Kerber,2,S-DTL,2,1,0,0,1,1,1
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,1,F-XC,35,17,10,2,5,25,10
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,1,F-DTM,13,0,0,0,0,6,7
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,1,F-DTL,11,6,4,2,0,10,1
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,1,F-IO,16,5,1,1,3,5,11
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,1,F-II,3,0,0,0,0,3,0
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,1,B-XC,2,0,0,0,0,1,1
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,1,B-DTM,4,2,0,1,1,3,1
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,1,B-DTL,2,0,0,0,0,0,2
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,1,B-IO,1,1,0,0,1,0,1
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,1,S-XC,26,9,3,1,5,10,16
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,1,S-DTM,18,3,0,0,3,3,15
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,1,S-DTL,13,2,1,0,1,6,7
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,1,S-IO,3,0,0,0,0,1,2
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,2,F-XC,16,4,0,2,2,5,11
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,2,F-DTM,14,2,0,1,1,9,5
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,2,F-DTL,20,6,3,0,3,10,10
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,2,F-IO,7,3,2,1,0,6,1
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,2,B-XC,41,9,2,3,4,30,11
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,2,B-DTM,16,2,0,0,2,5,11
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,2,B-DTL,5,2,1,0,1,1,4
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,2,B-IO,2,0,0,0,0,1,1
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,2,S-XC,4,0,0,0,0,1,3
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,2,S-DTM,4,0,0,0,0,2,2
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,2,S-DTL,2,1,1,0,0,1,1
19990704-W-Wimbledon-F-Steffi_Graf-Lindsay_Davenport,2,S-IO,1,0,0,0,0,1,0
20160124-W-Australian_Open-R16-Serena_Williams-Margarita_Gasparyan,1,F-XC,13,8,2,4,2,9,4
20160124-W-Australian_Open-R16-Serena_Williams-Margarita_Gasparyan,1,F-DTM,3,0,0,0,0,3,0
20160124-W-Australian_Open-R16-Serena_Williams-Margarita_Gasparyan,1,F-DTL,5,3,2,1,0,5,0
20160124-W-Australian_Open-R16-Serena_Williams-Margarita_Gasparyan,1,F-IO,9,5,1,3,1,7,2
20160124-W-Australian_Open-R16-Serena_Williams-Margarita_Gasparyan,1,B-XC,15,2,0,0,2,8,7
20160124-W-Australian_Open-R16-Serena_Williams-Margarita_Gasparyan,1,B-DTM,6,3,0,1,2,4,2
20160124-W-Australian_Open-R16-Serena_Williams-Margarita_Gasparyan,1,B-DTL,2,0,0,0,0,2,0
20160124-W-Australian_Open-R16-Serena_Williams-Margarita_Gasparyan,1,B-IO,5,4,0,0,4,1,4
20160124-W-Australian_Open-R16-Serena_Williams-Margarita_Gasparyan,1,S-XC,2,0,0,0,0,2,0
20160124-W-Australian_Open-R16-Serena_Williams-Margarita_Gasparyan,1,S-DTM,2,1,0,0,1,1,1
20160124-W-Australian_Open-R16-Serena_Williams-Margarita_Gasparyan,2,F-XC,9,3,1,0,2,1,8
20160124-W-Australian_Open-R16-Serena_Williams-Margarita_Gasparyan,2,F-DTM,6,0,0,0,0,2,4
20160124-W-Australian_Open-R16-Serena_Williams-Margarita_Gasparyan,2,F-DTL,10,5,1,1,3,5,5
20160124-W-Australian_Open-R16-Serena_Williams-Margarita_Gasparyan,2,F-IO,5,2,0,1,1,1,4
20160124-W-Australian_Open-R16-Serena_Williams-Margarita_Gasparyan,2,B-XC,8,4,1,0,3,2,6
20160124-W-Australian_Open-R16-Serena_Williams-Margarita_Gasparyan,2,B-DTM,6,0,0,0,0,2,4
20160124-W-Australian_Open-R16-Serena_Williams-Margarita_Gasparyan,2,B-DTL,5,2,1,1,0,3,2
20160124-W-Australian_Open-R16-Serena_Williams-Margarita_Gasparyan,2,S-XC,4,0,0,0,0,1,3
20160124-W-Australian_Open-R16-Serena_Williams-Margarita_Gasparyan,2,S-DTM,2,0,0,0,0,0,2
20160124-W-Australian_Open-R16-Serena_Williams-Margarita_Gasparyan,2,S-DTL,2,1,0,0,1,0,2
20151016-W-Hong_Kong-QF-Caroline_Garcia-Angelique_Kerber,1,F-XC,56,15,3,2,10,25,31
20151016-W-Hong_Kong-QF-Caroline_Garcia-Angelique_Kerber,1,F-DTM,41,6,1,0,5,13,28
20151016-W-Hong_Kong-QF-Caroline_Garcia-Angelique_Kerber,1,F-DTL,12,8,2,0,6,5,7
20151016-W-Hong_Kong-QF-Caroline_Garcia-Angelique_Kerber,1,F-IO,29,12,7,1,4,12,17
20151016-W-Hong_Kong-QF-Caroline_Garcia-Angelique_Kerber,1,F-II,3,1,1,0,0,2,1
20151016-W-Hong_Kong-QF-Caroline_Garcia-Angelique_Kerber,1,B-XC,40,5,2,1,2,16,24
20151016-W-Hong_Kong-QF-Caroline_Garcia-Angelique_Kerber,1,B-DTM,27,4,0,0,4,10,17
20151016-W-Hong_Kong-QF-Caroline_Garcia-Angelique_Kerber,1,B-DTL,16,5,2,0,3,7,9
20151016-W-Hong_Kong-QF-Caroline_Garcia-Angelique_Kerber,1,B-IO,6,2,1,0,1,3,3
20151016-W-Hong_Kong-QF-Caroline_Garcia-Angelique_Kerber,1,B-II,1,1,0,1,0,1,0
20151016-W-Hong_Kong-QF-Caroline_Garcia-Angelique_Kerber,1,S-DTM,3,0,0,0,0,2,1
20151016-W-Hong_Kong-QF-Caroline_Garcia-Angelique_Kerber,2,F-XC,49,11,5,3,3,30,19
20151016-W-Hong_Kong-QF-Caroline_Garcia-Angelique_Kerber,2,F-DTM,37,6,1,1,4,21,16
20151016-W-Hong_Kong-QF-Caroline_Garcia-Angelique_Kerber,2,F-DTL,15,10,6,1,3,9,6
20151016-W-Hong_Kong-QF-Caroline_Garcia-Angelique_Kerber,2,F-IO,14,8,3,2,3,7,7
20151016-W-Hong_Kong-QF-Caroline_Garcia-Angelique_Kerber,2,F-II,1,0,0,0,0,0,1
