match_id,player,row,net_pts,pts_won,net_winner,induced_forced,net_unforced,passed_at_net,passing_shot_induced_forced,total_shots
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,2,NetPointsRallies,10,9,6,1,0,0,0,76
20140113-W-Australian_Open-R128-Kimiko_Date_Krumm-Belinda_Bencic,1,NetPoints,16,9,7,1,1,3,2,123
20140113-W-Australian_Open-R128-Kimiko_Date_Krumm-Belinda_Bencic,1,Approach,6,3,1,1,0,1,2,46
20140113-W-Australian_Open-R128-Kimiko_Date_Krumm-Belinda_Bencic,1,NetPointsRallies,16,9,7,1,1,3,2,123
20140113-W-Australian_Open-R128-Kimiko_Date_Krumm-Belinda_Bencic,1,ApproachRallies,6,3,1,1,0,1,2,46
20140113-W-Australian_Open-R128-Kimiko_Date_Krumm-Belinda_Bencic,2,NetPoints,14,8,6,1,1,5,0,116
20140113-W-Australian_Open-R128-Kimiko_Date_Krumm-Belinda_Bencic,2,Approach,7,4,2,1,1,2,0,38
20140113-W-Australian_Open-R128-Kimiko_Date_Krumm-Belinda_Bencic,2,NetPointsRallies,14,8,6,1,1,5,0,116
20140113-W-Australian_Open-R128-Kimiko_Date_Krumm-Belinda_Bencic,2,ApproachRallies,7,4,2,1,1,2,0,38
20140118-W-Australian_Open-R32-Caroline_Wozniacki-Garbine_Muguruza,1,NetPoints,15,10,6,1,3,0,1,135
20140118-W-Australian_Open-R32-Caroline_Wozniacki-Garbine_Muguruza,1,Approach,8,5,2,1,2,0,0,84
20140118-W-Australian_Open-R32-Caroline_Wozniacki-Garbine_Muguruza,1,NetPointsRallies,15,10,6,1,3,0,1,135
20140118-W-Australian_Open-R32-Caroline_Wozniacki-Garbine_Muguruza,1,ApproachRallies,8,5,2,1,2,0,0,84
20140118-W-Australian_Open-R32-Caroline_Wozniacki-Garbine_Muguruza,2,NetPoints,21,13,8,2,5,2,0,176
20140118-W-Australian_Open-R32-Caroline_Wozniacki-Garbine_Muguruza,2,Approach,10,6,3,1,3,0,0,71
20140118-W-Australian_Open-R32-Caroline_Wozniacki-Garbine_Muguruza,2,NetPointsRallies,21,13,8,2,5,2,0,176
20140118-W-Australian_Open-R32-Caroline_Wozniacki-Garbine_Muguruza,2,ApproachRallies,10,6,3,1,3,0,0,71
20140116-W-Australian_Open-R64-Galina_Voskoboeva-Carla_Suarez_Navarro,1,NetPoints,24,15,12,3,3,5,1,160
20140116-W-Australian_Open-R64-Galina_Voskoboeva-Carla_Suarez_Navarro,1,Approach,4,1,0,1,1,2,0,22
20140116-W-Australian_Open-R64-Galina_Voskoboeva-Carla_Suarez_Navarro,1,NetPointsRallies,24,15,12,3,3,5,1,160
20140116-W-Australian_Open-R64-Galina_Voskoboeva-Carla_Suarez_Navarro,1,ApproachRallies,4,1,0,1,1,2,0,22
20140116-W-Australian_Open-R64-Galina_Voskoboeva-Carla_Suarez_Navarro,2,NetPoints,10,8,6,2,0,2,0,77
20140116-W-Australian_Open-R64-Galina_Voskoboeva-Carla_Suarez_Navarro,2,Approach,2,1,0,1,0,1,0,10
20140116-W-Australian_Open-R64-Galina_Voskoboeva-Carla_Suarez_Navarro,2,NetPointsRallies,10,8,6,2,0,2,0,77
20140116-W-Australian_Open-R64-Galina_Voskoboeva-Carla_Suarez_Navarro,2,ApproachRallies,2,1,0,1,0,1,0,10
20140123-W-Australian_Open-SF-Agnieszka_Radwanska-Dominika_Cibulkova,1,NetPoints,8,4,2,1,1,1,1,63
20140123-W-Australian_Open-SF-Agnieszka_Radwanska-Dominika_Cibulkova,1,Approach,4,0,0,0,1,1,1,27
20140123-W-Australian_Open-SF-Agnieszka_Radwanska-Dominika_Cibulkova,1,NetPointsRallies,8,4,2,1,1,1,1,63
20140123-W-Australian_Open-SF-Agnieszka_Radwanska-Dominika_Cibulkova,1,ApproachRallies,4,0,0,0,1,1,1,27
20140123-W-Australian_Open-SF-Agnieszka_Radwanska-Dominika_Cibulkova,2,NetPoints,12,9,6,2,2,1,0,95
20140123-W-Australian_Open-SF-Agnieszka_Radwanska-Dominika_Cibulkova,2,Approach,4,3,1,1,1,0,0,23
20140123-W-Australian_Open-SF-Agnieszka_Radwanska-Dominika_Cibulkova,2,NetPointsRallies,12,9,6,2,2,1,0,95
20140123-W-Australian_Open-SF-Agnieszka_Radwanska-Dominika_Cibulkova,2,ApproachRallies,4,3,1,1,1,0,0,23
20140118-W-Australian_Open-R32-Dominika_Cibulkova-Carla_Suarez_Navarro,1,NetPoints,8,6,2,4,2,0,0,57
20140118-W-Australian_Open-R32-Dominika_Cibulkova-Carla_Suarez_Navarro,1,NetPointsRallies,8,6,2,4,2,0,0,57
20140118-W-Australian_Open-R32-Dominika_Cibulkova-Carla_Suarez_Navarro,2,NetPoints,1,0,0,0,1,0,0,20
20140118-W-Australian_Open-R32-Dominika_Cibulkova-Carla_Suarez_Navarro,2,NetPointsRallies,1,0,0,0,1,0,0,20
20140122-W-Australian_Open-QF-Dominika_Cibulkova-Simona_Halep,1,NetPoints,4,3,3,0,0,0,0,38
20140122-W-Australian_Open-QF-Dominika_Cibulkova-Simona_Halep,1,NetPointsRallies,4,3,3,0,0,0,0,38
20140122-W-Australian_Open-QF-Dominika_Cibulkova-Simona_Halep,2,NetPoints,2,1,0,1,1,0,0,12
20140122-W-Australian_Open-QF-Dominika_Cibulkova-Simona_Halep,2,NetPointsRallies,2,1,0,1,1,0,0,12
20140120-W-Australian_Open-R16-Dominika_Cibulkova-Maria_Sharapova,1,NetPoints,3,2,1,0,0,0,0,27
20140120-W-Australian_Open-R16-Dominika_Cibulkova-Maria_Sharapova,1,Approach,1,1,0,0,0,0,0,6
20140120-W-Australian_Open-R16-Dominika_Cibulkova-Maria_Sharapova,1,NetPointsRallies,3,2,1,0,0,0,0,27
20140120-W-Australian_Open-R16-Dominika_Cibulkova-Maria_Sharapova,1,ApproachRallies,1,1,0,0,0,0,0,6
20140120-W-Australian_Open-R16-Dominika_Cibulkova-Maria_Sharapova,2,NetPoints,8,7,4,2,0,0,1,46
20140120-W-Australian_Open-R16-Dominika_Cibulkova-Maria_Sharapova,2,Approach,2,2,0,1,0,0,0,15
20140120-W-Australian_Open-R16-Dominika_Cibulkova-Maria_Sharapova,2,NetPointsRallies,8,7,4,2,0,0,1,46
20140120-W-Australian_Open-R16-Dominika_Cibulkova-Maria_Sharapova,2,ApproachRallies,2,2,0,1,0,0,0,15
20140113-W-Australian_Open-R128-Julia_Goerges-Sara_Errani,1,NetPoints,11,8,8,0,0,2,1,70
20140113-W-Australian_Open-R128-Julia_Goerges-Sara_Errani,1,Approach,5,4,4,0,0,0,1,23
