match_id,row,pts,pts_won,aces,unret,forced_err,pts_won_lte_3_shots,wide,body,t
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,1 Total,82,43,1,1,2,21,18,38,26
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,1 1,46,24,1,1,2,13,11,17,18
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,1 2,36,19,0,0,0,8,7,21,8
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,2 Total,76,39,2,3,2,14,18,35,23
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,2 1,50,33,2,3,2,13,13,16,21
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,2 2,26,6,0,0,0,1,5,19,2
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,1 Total,54,32,0,0,5,11,26,13,15
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,1 1,42,28,0,0,5,10,22,9,11
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,1 2,12,4,0,0,0,1,4,4,4
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,2 Total,49,22,0,0,0,8,14,20,15
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,2 1,30,16,0,0,0,6,12,9,9
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,2 2,19,6,0,0,0,2,2,11,6
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,1 Total,112,67,12,5,15,40,14,55,39
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,1 1,79,50,12,5,12,34,13,31,32
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,1 2,33,17,0,0,3,6,1,24,7
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,2 Total,142,77,1,2,14,33,34,64,42
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,2 1,108,56,1,2,10,25,30,43,34
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,2 2,34,21,0,0,4,8,4,21,8
20120128-W-Australian_Open-F-Victoria_Azarenka-Maria_Sharapova,1 Total,52,33,0,2,7,11,19,17,16
20120128-W-Australian_Open-F-Victoria_Azarenka-Maria_Sharapova,1 1,37,25,0,2,5,9,16,11,10
20120128-W-Australian_Open-F-Victoria_Azarenka-Maria_Sharapova,1 2,15,8,0,0,2,2,3,6,6
20120128-W-Australian_Open-F-Victoria_Azarenka-Maria_Sharapova,2 Total,47,19,1,4,2,8,11,9,27
20120128-W-Australian_Open-F-Victoria_Azarenka-Maria_Sharapova,2 1,30,16,1,4,2,8,8,4,18
20120128-W-Australian_Open-F-Victoria_Azarenka-Maria_Sharapova,2 2,17,3,0,0,0,0,3,5,9
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,1 Total,56,26,2,1,4,9,15,9,32
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,1 1,37,21,1,1,4,8,11,3,23
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,1 2,19,5,1,0,0,1,4,6,9
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2 Total,59,37,0,4,10,17,12,23,24
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2 1,43,29,0,4,6,12,9,13,21
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2 2,16,8,0,0,4,5,3,10,3
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1 Total,73,52,1,0,6,21,26,12,34
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1 1,51,39,1,0,6,15,18,11,22
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1 2,22,13,0,0,0,6,8,1,12
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,2 Total,59,39,3,0,4,20,22,18,19
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,2 1,42,29,3,0,2,15,16,13,13
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,2 2,17,10,0,0,2,5,6,5,6
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,1 Total,59,42,8,0,13,32,25,6,28
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,1 1,39,31,7,0,11,24,19,2,18
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,1 2,20,11,1,0,2,8,6,4,10
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,2 Total,56,30,3,1,8,16,10,11,35
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,2 1,33,25,2,1,8,14,6,3,24
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,2 2,23,5,1,0,0,2,4,8,11
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,1 Total,95,56,14,4,15,36,34,13,48
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,1 1,64,43,14,3,12,30,27,5,32
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,1 2,31,13,0,1,3,6,7,8,16
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,2 Total,74,51,1,4,12,22,19,31,23
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,2 1,44,32,1,3,5,11,13,14,16
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,2 2,30,19,0,1,7,11,6,17,7
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,1 Total,66,39,0,3,8,18,24,16,25
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,1 1,33,23,0,3,6,13,15,4,13
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,1 2,33,16,0,0,2,5,9,12,12
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,2 Total,74,33,0,2,9,16,22,22,30
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,2 1,48,24,0,2,8,12,16,11,21
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,2 2,26,9,0,0,1,4,6,11,9
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,1 Total,56,35,10,2,5,22,14,16,25
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,1 1,27,20,8,2,4,16,11,2,13
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,1 2,29,15,2,0,1,6,3,14,12
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,2 Total,52,27,2,0,10,21,11,27,13
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,2 1,28,15,2,0,7,11,6,14,8
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,2 2,24,12,0,0,3,10,5,13,5
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,1 Total,89,53,5,5,4,25,17,20,49
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,1 1,49,36,5,5,3,19,7,8,32
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,1 2,40,17,0,0,1,6,10,12,17
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,2 Total,110,60,1,1,9,24,31,28,50
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,2 1,70,43,1,1,7,13,25,18,27
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,2 2,40,17,0,0,2,11,6,10,23
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,1 Total,39,29,2,1,5,8,4,4,31
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,1 1,30,25,2,1,5,8,4,1,25
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,1 2,9,4,0,0,0,0,0,3,6
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,2 Total,37,14,0,1,2,3,9,22,6
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,2 1,21,11,0,1,1,2,6,10,5
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,2 2,16,3,0,0,1,1,3,12,1
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,1 Total,91,51,1,1,13,22,12,22,57
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,1 1,64,38,1,1,11,18,11,15,38
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,1 2,27,13,0,0,2,4,1,7,19
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,2 Total,96,47,3,1,6,21,50,11,35
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,2 1,65,38,3,0,6,19,36,5,24
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,2 2,31,9,0,1,0,2,14,6,11
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,1 Total,83,37,4,4,8,18,23,11,49
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,1 1,49,24,4,3,4,13,14,3,32
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,1 2,34,13,0,1,4,5,9,8,17
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,2 Total,84,49,3,0,13,18,25,21,38
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,2 1,65,41,3,0,9,14,23,11,31
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,2 2,19,8,0,0,4,4,2,10,7
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,1 Total,61,37,0,0,2,5,12,22,27
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,1 1,43,28,0,0,2,4,11,13,19
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,1 2,18,9,0,0,0,1,1,9,8
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,2 Total,47,19,3,0,3,8,13,21,13
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,2 1,25,15,3,0,2,6,10,7,8
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,2 2,22,4,0,0,1,2,3,14,5
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,1 Total,72,29,1,4,5,13,25,21,26
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,1 1,49,22,1,4,2,9,17,11,21
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,1 2,23,7,0,0,3,4,8,10,5
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,2 Total,64,36,2,1,8,14,13,13,38
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,2 1,45,29,2,1,6,12,12,5,28
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,2 2,19,7,0,0,2,2,1,8,10
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,1 Total,41,13,1,1,1,7,9,10,22
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,1 1,29,12,1,1,1,7,9,6,14
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,1 2,12,1,0,0,0,0,0,4,8
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,2 Total,47,29,4,1,7,17,13,9,25
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,2 1,26,20,4,1,5,14,11,0,15
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,2 2,21,9,0,0,2,3,2,9,10
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,1 Total,76,43,4,2,12,27,23,18,35
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,1 1,55,35,4,2,12,22,20,5,30
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,1 2,21,8,0,0,0,5,3,13,5
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,2 Total,59,40,11,3,8,29,23,14,22
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,2 1,36,27,10,3,8,24,16,2,18
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,2 2,23,13,1,0,0,5,7,12,4
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,1 Total,69,46,2,2,9,26,27,8,34
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,1 1,45,33,2,2,7,21,20,2,23
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,1 2,24,13,0,0,2,5,7,6,11
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,2 Total,95,49,5,5,15,27,35,18,41
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,2 1,64,42,5,5,10,21,25,6,32
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,2 2,31,7,0,0,5,6,10,12,9
20130816-W-Cincinnati-QF-Magdalena_Rybarikova-Victoria_Azarenka,1 Total,48,15,0,4,4,9,9,13,26
20130816-W-Cincinnati-QF-Magdalena_Rybarikova-Victoria_Azarenka,1 1,26,10,0,4,2,7,6,5,15
20130816-W-Cincinnati-QF-Magdalena_Rybarikova-Victoria_Azarenka,1 2,22,5,0,0,2,2,3,8,11
20130816-W-Cincinnati-QF-Magdalena_Rybarikova-Victoria_Azarenka,2 Total,62,31,0,1,5,9,15,12,35
20130816-W-Cincinnati-QF-Magdalena_Rybarikova-Victoria_Azarenka,2 1,39,22,0,1,5,8,13,10,16
20130816-W-Cincinnati-QF-Magdalena_Rybarikova-Victoria_Azarenka,2 2,23,9,0,0,0,1,2,2,19
20130818-W-Cincinnati-F-Victoria_Azarenka-Serena_Williams,1 Total,90,50,3,4,10,22,22,16,50
20130818-W-Cincinnati-F-Victoria_Azarenka-Serena_Williams,1 1,66,38,3,4,9,20,21,6,39
20130818-W-Cincinnati-F-Victoria_Azarenka-Serena_Williams,1 2,24,12,0,0,1,2,1,10,11
20130818-W-Cincinnati-F-Victoria_Azarenka-Serena_Williams,2 Total,116,64,9,6,2,30,40,21,53
20130818-W-Cincinnati-F-Victoria_Azarenka-Serena_Williams,2 1,69,43,9,6,1,26,27,5,37
20130818-W-Cincinnati-F-Victoria_Azarenka-Serena_Williams,2 2,47,21,0,0,1,4,13,16,16
20140121-W-Dubai-QF-Serena_Williams-Jelena_Jankovic,1 Total,52,34,5,3,7,20,15,19,17
20140121-W-Dubai-QF-Serena_Williams-Jelena_Jankovic,1 1,36,24,4,3,5,16,11,11,13
20140121-W-Dubai-QF-Serena_Williams-Jelena_Jankovic,1 2,16,10,1,0,2,4,4,8,4
20140121-W-Dubai-QF-Serena_Williams-Jelena_Jankovic,2 Total,69,32,3,1,7,15,15,35,19
20140121-W-Dubai-QF-Serena_Williams-Jelena_Jankovic,2 1,45,24,3,1,6,14,12,19,14
20140121-W-Dubai-QF-Serena_Williams-Jelena_Jankovic,2 2,24,8,0,0,1,1,3,16,5
20140309-W-Indian_Wells-R32-Eugenie_Bouchard-Sara_Errani,1 Total,55,34,4,0,2,21,13,22,20
20140309-W-Indian_Wells-R32-Eugenie_Bouchard-Sara_Errani,1 1,34,26,4,0,2,15,10,9,15
20140309-W-Indian_Wells-R32-Eugenie_Bouchard-Sara_Errani,1 2,21,8,0,0,0,6,3,13,5
20140309-W-Indian_Wells-R32-Eugenie_Bouchard-Sara_Errani,2 Total,52,25,0,0,0,7,11,31,10
20140309-W-Indian_Wells-R32-Eugenie_Bouchard-Sara_Errani,2 1,38,20,0,0,0,6,11,21,6
20140309-W-Indian_Wells-R32-Eugenie_Bouchard-Sara_Errani,2 2,14,5,0,0,0,1,0,10,4
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,1 Total,79,36,3,0,10,17,19,38,22
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,1 1,58,28,1,0,9,12,13,29,16
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,1 2,21,8,2,0,1,5,6,9,6
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,2 Total,70,34,0,2,7,16,25,20,23
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,2 1,44,26,0,2,6,15,21,5,17
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,2 2,26,8,0,0,1,1,4,15,6
20140528-W-Roland_Garros-R64-Dominika_Cibulkova-Tamira_Paszek,1 Total,60,37,2,2,6,15,15,27,18
20140528-W-Roland_Garros-R64-Dominika_Cibulkova-Tamira_Paszek,1 1,38,22,2,1,3,8,8,16,14
20140528-W-Roland_Garros-R64-Dominika_Cibulkova-Tamira_Paszek,1 2,22,15,0,1,3,7,7,11,4
20140528-W-Roland_Garros-R64-Dominika_Cibulkova-Tamira_Paszek,2 Total,63,34,1,5,5,14,25,21,17
20140528-W-Roland_Garros-R64-Dominika_Cibulkova-Tamira_Paszek,2 1,38,23,1,5,4,12,17,9,12
20140528-W-Roland_Garros-R64-Dominika_Cibulkova-Tamira_Paszek,2 2,25,11,0,0,1,2,8,12,5
20140528-W-Roland_Garros-R64-Serena_Williams-Garbine_Muguruza,1 Total,46,21,3,2,2,8,17,8,21
20140528-W-Roland_Garros-R64-Serena_Williams-Garbine_Muguruza,1 1,31,17,3,2,2,8,15,4,12
20140528-W-Roland_Garros-R64-Serena_Williams-Garbine_Muguruza,1 2,15,4,0,0,0,0,2,4,9
20140528-W-Roland_Garros-R64-Serena_Williams-Garbine_Muguruza,2 Total,54,35,2,4,12,20,8,30,16
20140528-W-Roland_Garros-R64-Serena_Williams-Garbine_Muguruza,2 1,30,19,2,4,8,15,6,10,14
20140528-W-Roland_Garros-R64-Serena_Williams-Garbine_Muguruza,2 2,24,16,0,0,4,5,2,20,2
20140110-W-Sydney-F-Tsvetana_Pironkova-Angelique_Kerber,1 Total,68,36,5,1,8,23,18,22,28
20140110-W-Sydney-F-Tsvetana_Pironkova-Angelique_Kerber,1 1,46,33,5,1,7,21,15,7,24
20140110-W-Sydney-F-Tsvetana_Pironkova-Angelique_Kerber,1 2,22,3,0,0,1,2,3,15,4
20140110-W-Sydney-F-Tsvetana_Pironkova-Angelique_Kerber,2 Total,88,42,0,0,9,13,40,28,20
20140110-W-Sydney-F-Tsvetana_Pironkova-Angelique_Kerber,2 1,58,30,0,0,8,11,30,13,15
20140110-W-Sydney-F-Tsvetana_Pironkova-Angelique_Kerber,2 2,30,12,0,0,1,2,10,15,5
20130112-W-Beijing-R16-Agnieszka_Radwanska-Polona_Hercog,1 Total,65,38,0,6,3,18,18,32,15
20130112-W-Beijing-R16-Agnieszka_Radwanska-Polona_Hercog,1 1,40,26,0,6,2,13,16,12,12
20130112-W-Beijing-R16-Agnieszka_Radwanska-Polona_Hercog,1 2,25,12,0,0,1,5,2,20,3
20130112-W-Beijing-R16-Agnieszka_Radwanska-Polona_Hercog,2 Total,49,20,1,1,1,6,20,12,17
20130112-W-Beijing-R16-Agnieszka_Radwanska-Polona_Hercog,2 1,32,13,1,1,1,5,16,4,12
20130112-W-Beijing-R16-Agnieszka_Radwanska-Polona_Hercog,2 2,17,7,0,0,0,1,4,8,5
20070907-W-US_Open-SF-Venus_Williams-Justine_Henin,1 Total,81,42,3,5,1,16,16,48,17
20070907-W-US_Open-SF-Venus_Williams-Justine_Henin,1 1,48,29,3,5,1,12,13,20,15
20070907-W-US_Open-SF-Venus_Williams-Justine_Henin,1 2,33,13,0,0,0,4,3,28,2
20070907-W-US_Open-SF-Venus_Williams-Justine_Henin,2 Total,70,45,2,4,9,21,10,37,23
20070907-W-US_Open-SF-Venus_Williams-Justine_Henin,2 1,41,27,2,3,9,16,10,13,18
20070907-W-US_Open-SF-Venus_Williams-Justine_Henin,2 2,29,18,0,1,0,5,0,24,5
20140623-W-Wimbledon-R128-Petra_Kvitova-Andrea_Hlavackova,1 Total,58,39,4,3,10,29,27,9,22
20140623-W-Wimbledon-R128-Petra_Kvitova-Andrea_Hlavackova,1 1,31,22,3,3,2,16,19,2,10
20140623-W-Wimbledon-R128-Petra_Kvitova-Andrea_Hlavackova,1 2,27,17,1,0,8,13,8,7,12
20140623-W-Wimbledon-R128-Petra_Kvitova-Andrea_Hlavackova,2 Total,54,27,3,0,8,17,11,23,20
20140623-W-Wimbledon-R128-Petra_Kvitova-Andrea_Hlavackova,2 1,42,24,3,0,8,17,10,15,17
20140623-W-Wimbledon-R128-Petra_Kvitova-Andrea_Hlavackova,2 2,12,3,0,0,0,0,1,8,3
20140625-W-Wimbledon-R64-Mona_Barthel-Petra_Kvitova,1 Total,48,21,1,2,9,15,15,13,20
20140625-W-Wimbledon-R64-Mona_Barthel-Petra_Kvitova,1 1,36,18,1,2,6,12,12,9,15
20140625-W-Wimbledon-R64-Mona_Barthel-Petra_Kvitova,1 2,12,3,0,0,3,3,3,4,5
20140625-W-Wimbledon-R64-Mona_Barthel-Petra_Kvitova,2 Total,52,35,7,4,9,25,19,8,25
20140625-W-Wimbledon-R64-Mona_Barthel-Petra_Kvitova,2 1,35,25,7,1,6,19,15,4,16
20140625-W-Wimbledon-R64-Mona_Barthel-Petra_Kvitova,2 2,17,10,0,3,3,6,4,4,9
20140627-W-Wimbledon-R32-Venus_Williams-Petra_Kvitova,1 Total,118,78,6,18,10,45,22,45,51
20140627-W-Wimbledon-R32-Venus_Williams-Petra_Kvitova,1 1,71,53,6,16,9,37,15,22,34
20140627-W-Wimbledon-R32-Venus_Williams-Petra_Kvitova,1 2,47,25,0,2,1,8,7,23,17
20140627-W-Wimbledon-R32-Venus_Williams-Petra_Kvitova,2 Total,104,73,11,16,5,48,46,15,43
20140627-W-Wimbledon-R32-Venus_Williams-Petra_Kvitova,2 1,74,55,10,13,4,38,37,6,31
20140627-W-Wimbledon-R32-Venus_Williams-Petra_Kvitova,2 2,30,18,1,3,1,10,9,9,12
20140630-W-Wimbledon-R16-Petra_Kvitova-Shuai_Peng,1 Total,48,37,4,6,8,25,19,6,23
20140630-W-Wimbledon-R16-Petra_Kvitova-Shuai_Peng,1 1,25,21,4,4,3,16,11,3,11
20140630-W-Wimbledon-R16-Petra_Kvitova-Shuai_Peng,1 2,23,16,0,2,5,9,8,3,12
20140630-W-Wimbledon-R16-Petra_Kvitova-Shuai_Peng,2 Total,49,27,2,3,11,19,12,19,18
20140630-W-Wimbledon-R16-Petra_Kvitova-Shuai_Peng,2 1,35,20,2,2,8,15,10,11,14
20140630-W-Wimbledon-R16-Petra_Kvitova-Shuai_Peng,2 2,14,7,0,1,3,4,2,8,4
20140701-W-Wimbledon-QF-Barbora_Zahlavova_Strycova-Petra_Kvitova,1 Total,78,38,0,6,10,18,19,27,32
20140701-W-Wimbledon-QF-Barbora_Zahlavova_Strycova-Petra_Kvitova,1 1,45,24,0,4,9,14,13,9,23
20140701-W-Wimbledon-QF-Barbora_Zahlavova_Strycova-Petra_Kvitova,1 2,33,14,0,2,1,4,6,18,9
20140701-W-Wimbledon-QF-Barbora_Zahlavova_Strycova-Petra_Kvitova,2 Total,56,34,4,0,5,13,13,18,25
20140701-W-Wimbledon-QF-Barbora_Zahlavova_Strycova-Petra_Kvitova,2 1,38,22,4,0,4,12,12,6,20
20140701-W-Wimbledon-QF-Barbora_Zahlavova_Strycova-Petra_Kvitova,2 2,18,12,0,0,1,1,1,12,5
20140705-W-Wimbledon-F-Eugenie_Bouchard-Petra_Kvitova,1 Total,57,24,1,1,12,16,22,17,18
20140705-W-Wimbledon-F-Eugenie_Bouchard-Petra_Kvitova,1 1,36,16,1,1,7,10,15,9,12
20140705-W-Wimbledon-F-Eugenie_Bouchard-Petra_Kvitova,1 2,21,8,0,0,5,6,7,8,6
20140705-W-Wimbledon-F-Eugenie_Bouchard-Petra_Kvitova,2 Total,41,28,4,3,9,18,12,7,22
20140705-W-Wimbledon-F-Eugenie_Bouchard-Petra_Kvitova,2 1,28,23,4,3,7,16,9,1,18
20140705-W-Wimbledon-F-Eugenie_Bouchard-Petra_Kvitova,2 2,13,5,0,0,2,2,3,6,4
20140703-W-Wimbledon-SF-Lucie_Safarova-Petra_Kvitova,1 Total,58,35,4,2,9,21,14,17,27
20140703-W-Wimbledon-SF-Lucie_Safarova-Petra_Kvitova,1 1,32,20,4,2,8,17,10,1,21
20140703-W-Wimbledon-SF-Lucie_Safarova-Petra_Kvitova,1 2,26,15,0,0,1,4,4,16,6
20140703-W-Wimbledon-SF-Lucie_Safarova-Petra_Kvitova,2 Total,71,48,8,4,17,34,23,23,25
20140703-W-Wimbledon-SF-Lucie_Safarova-Petra_Kvitova,2 1,44,31,8,4,12,26,20,6,18
20140703-W-Wimbledon-SF-Lucie_Safarova-Petra_Kvitova,2 2,27,17,0,0,5,8,3,17,7
20140806-W-Montreal-R32-Petra_Kvitova-Casey_Dellacqua,1 Total,48,35,7,3,6,24,19,13,16
20140806-W-Montreal-R32-Petra_Kvitova-Casey_Dellacqua,1 1,29,22,7,2,2,18,16,2,11
20140806-W-Montreal-R32-Petra_Kvitova-Casey_Dellacqua,1 2,19,13,0,1,4,6,3,11,5
20140806-W-Montreal-R32-Petra_Kvitova-Casey_Dellacqua,2 Total,73,37,2,2,9,17,19,27,27
20140806-W-Montreal-R32-Petra_Kvitova-Casey_Dellacqua,2 1,46,28,2,2,9,14,14,10,22
20140806-W-Montreal-R32-Petra_Kvitova-Casey_Dellacqua,2 2,27,9,0,0,0,3,5,17,5
20140807-W-Montreal-R16-Caroline_Wozniacki-Shelby_Rogers,1 Total,40,30,2,3,12,23,13,12,15
20140807-W-Montreal-R16-Caroline_Wozniacki-Shelby_Rogers,1 1,34,28,2,3,10,21,13,8,13
20140807-W-Montreal-R16-Caroline_Wozniacki-Shelby_Rogers,1 2,6,2,0,0,2,2,0,4,2
20140807-W-Montreal-R16-Caroline_Wozniacki-Shelby_Rogers,2 Total,36,12,1,0,3,5,14,9,13
20140807-W-Montreal-R16-Caroline_Wozniacki-Shelby_Rogers,2 1,23,9,1,0,2,4,9,4,10
20140807-W-Montreal-R16-Caroline_Wozniacki-Shelby_Rogers,2 2,13,3,0,0,1,1,5,5,3
20110702-W-Wimbledon-F-Petra_Kvitova-Maria_Sharapova,1 Total,65,39,1,0,18,27,30,19,16
20110702-W-Wimbledon-F-Petra_Kvitova-Maria_Sharapova,1 1,43,31,1,0,16,22,21,10,12
20110702-W-Wimbledon-F-Petra_Kvitova-Maria_Sharapova,1 2,22,8,0,0,2,5,9,9,4
20110702-W-Wimbledon-F-Petra_Kvitova-Maria_Sharapova,2 Total,63,32,3,0,11,15,28,12,23
20110702-W-Wimbledon-F-Petra_Kvitova-Maria_Sharapova,2 1,48,28,3,0,9,12,23,7,18
20110702-W-Wimbledon-F-Petra_Kvitova-Maria_Sharapova,2 2,15,4,0,0,2,3,5,5,5
20020126-W-Australian_Open-F-Martina_Hingis-Jennifer_Capriati,1 Total,104,51,2,0,7,21,54,25,25
20020126-W-Australian_Open-F-Martina_Hingis-Jennifer_Capriati,1 1,74,41,2,0,7,14,39,14,21
20020126-W-Australian_Open-F-Martina_Hingis-Jennifer_Capriati,1 2,30,10,0,0,0,7,15,11,4
20020126-W-Australian_Open-F-Martina_Hingis-Jennifer_Capriati,2 Total,106,56,2,0,7,15,30,52,24
