match_id,row,pts,pts_won,aces,unret,forced_err,pts_won_lte_3_shots,wide,body,t
20180710-W-Wimbledon-QF-Dominika_Cibulkova-Jelena_Ostapenko,1 Total,72,36,1,0,6,15,32,21,19
20180710-W-Wimbledon-QF-Dominika_Cibulkova-Jelena_Ostapenko,1 1,42,28,1,0,4,10,17,11,14
20180710-W-Wimbledon-QF-Dominika_Cibulkova-Jelena_Ostapenko,1 2,30,8,0,0,2,5,15,10,5
20180710-W-Wimbledon-QF-Dominika_Cibulkova-Jelena_Ostapenko,2 Total,54,34,5,0,5,17,22,7,25
20180710-W-Wimbledon-QF-Dominika_Cibulkova-Jelena_Ostapenko,2 1,29,19,3,0,4,11,7,3,19
20180710-W-Wimbledon-QF-Dominika_Cibulkova-Jelena_Ostapenko,2 2,25,15,2,0,1,6,15,4,6
20190202-W-Hua_Hin-SF-Dayana_Yastremska-Magda_Linette,1 Total,61,42,3,0,9,19,29,12,20
20190202-W-Hua_Hin-SF-Dayana_Yastremska-Magda_Linette,1 1,37,27,3,0,8,17,16,3,18
20190202-W-Hua_Hin-SF-Dayana_Yastremska-Magda_Linette,1 2,24,15,0,0,1,2,13,9,2
20190202-W-Hua_Hin-SF-Dayana_Yastremska-Magda_Linette,2 Total,59,33,0,0,5,13,28,15,16
20190202-W-Hua_Hin-SF-Dayana_Yastremska-Magda_Linette,2 1,36,22,0,0,5,10,20,5,11
20190202-W-Hua_Hin-SF-Dayana_Yastremska-Magda_Linette,2 2,23,11,0,0,0,3,8,10,5
20190131-W-Hua_Hin-R16-Viktorija_Golubic-Ying_Ying_Duan,1 Total,88,52,3,0,11,23,33,31,24
20190131-W-Hua_Hin-R16-Viktorija_Golubic-Ying_Ying_Duan,1 1,57,38,3,0,10,19,21,17,19
20190131-W-Hua_Hin-R16-Viktorija_Golubic-Ying_Ying_Duan,1 2,31,14,0,0,1,4,12,14,5
20190131-W-Hua_Hin-R16-Viktorija_Golubic-Ying_Ying_Duan,2 Total,83,46,2,1,9,25,44,17,22
20190131-W-Hua_Hin-R16-Viktorija_Golubic-Ying_Ying_Duan,2 1,54,33,2,1,8,18,25,7,22
20190131-W-Hua_Hin-R16-Viktorija_Golubic-Ying_Ying_Duan,2 2,29,13,0,0,1,7,19,10,0
20190202-W-Hua_Hin-SF-Tamara_Zidansek-Ajla_Tomljanovic,1 Total,60,30,1,0,9,16,27,10,23
20190202-W-Hua_Hin-SF-Tamara_Zidansek-Ajla_Tomljanovic,1 1,41,24,1,0,8,14,20,5,16
20190202-W-Hua_Hin-SF-Tamara_Zidansek-Ajla_Tomljanovic,1 2,19,6,0,0,1,2,7,5,7
20190202-W-Hua_Hin-SF-Tamara_Zidansek-Ajla_Tomljanovic,2 Total,52,35,6,0,6,17,18,18,16
20190202-W-Hua_Hin-SF-Tamara_Zidansek-Ajla_Tomljanovic,2 1,32,28,6,0,6,15,11,8,13
20190202-W-Hua_Hin-SF-Tamara_Zidansek-Ajla_Tomljanovic,2 2,20,7,0,0,0,2,7,10,3
20190129-W-St_Petersburg-R32-Olga_Danilovic-Veronika_Kudermetova,1 Total,63,28,1,0,9,19,31,12,20
20190129-W-St_Petersburg-R32-Olga_Danilovic-Veronika_Kudermetova,1 1,34,21,1,0,9,14,17,7,10
20190129-W-St_Petersburg-R32-Olga_Danilovic-Veronika_Kudermetova,1 2,29,7,0,0,0,5,14,5,10
20190129-W-St_Petersburg-R32-Olga_Danilovic-Veronika_Kudermetova,2 Total,45,33,7,0,4,20,22,4,19
20190129-W-St_Petersburg-R32-Olga_Danilovic-Veronika_Kudermetova,2 1,20,14,7,0,3,12,9,0,11
20190129-W-St_Petersburg-R32-Olga_Danilovic-Veronika_Kudermetova,2 2,25,19,0,0,1,8,13,4,8
20180707-W-Wimbledon-R32-Naomi_Osaka-Angelique_Kerber,1 Total,60,32,4,0,4,17,23,16,21
20180707-W-Wimbledon-R32-Naomi_Osaka-Angelique_Kerber,1 1,37,25,4,0,4,17,14,7,16
20180707-W-Wimbledon-R32-Naomi_Osaka-Angelique_Kerber,1 2,23,7,0,0,0,0,9,9,5
20180707-W-Wimbledon-R32-Naomi_Osaka-Angelique_Kerber,2 Total,50,38,2,0,13,25,25,5,20
20180707-W-Wimbledon-R32-Naomi_Osaka-Angelique_Kerber,2 1,33,28,2,0,12,20,18,2,13
20180707-W-Wimbledon-R32-Naomi_Osaka-Angelique_Kerber,2 2,17,10,0,0,1,5,7,3,7
20180705-W-Wimbledon-R64-Naomi_Osaka-Katie_Boulter,1 Total,71,46,4,1,14,29,28,13,30
20180705-W-Wimbledon-R64-Naomi_Osaka-Katie_Boulter,1 1,42,35,4,1,12,24,19,6,17
20180705-W-Wimbledon-R64-Naomi_Osaka-Katie_Boulter,1 2,29,11,0,0,2,5,9,7,13
20180705-W-Wimbledon-R64-Naomi_Osaka-Katie_Boulter,2 Total,50,30,2,0,10,19,18,13,19
20180705-W-Wimbledon-R64-Naomi_Osaka-Katie_Boulter,2 1,30,21,2,0,10,15,12,4,14
20180705-W-Wimbledon-R64-Naomi_Osaka-Katie_Boulter,2 2,20,9,0,0,0,4,6,9,5
20190202-W-St_Petersburg-SF-Vera_Zvonareva-Donna_Vekic,1 Total,51,26,0,0,2,7,14,21,16
20190202-W-St_Petersburg-SF-Vera_Zvonareva-Donna_Vekic,1 1,33,19,0,0,2,4,9,9,15
20190202-W-St_Petersburg-SF-Vera_Zvonareva-Donna_Vekic,1 2,18,7,0,0,0,3,5,12,1
20190202-W-St_Petersburg-SF-Vera_Zvonareva-Donna_Vekic,2 Total,44,33,2,0,6,13,20,5,19
20190202-W-St_Petersburg-SF-Vera_Zvonareva-Donna_Vekic,2 1,29,25,2,0,6,11,13,2,14
20190202-W-St_Petersburg-SF-Vera_Zvonareva-Donna_Vekic,2 2,15,8,0,0,0,2,7,3,5
20100603-W-Roland_Garros-SF-Samantha_Stosur-Jelena_Jankovic,1 Total,51,33,7,0,9,22,22,8,21
20100603-W-Roland_Garros-SF-Samantha_Stosur-Jelena_Jankovic,1 1,31,25,7,0,9,19,15,3,13
20100603-W-Roland_Garros-SF-Samantha_Stosur-Jelena_Jankovic,1 2,20,8,0,0,0,3,7,5,8
20100603-W-Roland_Garros-SF-Samantha_Stosur-Jelena_Jankovic,2 Total,46,20,2,0,3,10,20,11,15
20100603-W-Roland_Garros-SF-Samantha_Stosur-Jelena_Jankovic,2 1,34,13,2,0,2,7,14,8,12
20100603-W-Roland_Garros-SF-Samantha_Stosur-Jelena_Jankovic,2 2,12,7,0,0,1,3,6,3,3
20190115-W-Australian_Open-R128-Veronika_Kudermetova-Sofia_Kenin,1 Total,99,57,13,1,17,43,51,13,35
20190115-W-Australian_Open-R128-Veronika_Kudermetova-Sofia_Kenin,1 1,60,39,13,1,14,33,28,3,29
20190115-W-Australian_Open-R128-Veronika_Kudermetova-Sofia_Kenin,1 2,39,18,0,0,3,10,23,10,6
20190115-W-Australian_Open-R128-Veronika_Kudermetova-Sofia_Kenin,2 Total,95,56,2,0,18,29,41,19,35
20190115-W-Australian_Open-R128-Veronika_Kudermetova-Sofia_Kenin,2 1,69,45,2,0,17,24,30,12,27
20190115-W-Australian_Open-R128-Veronika_Kudermetova-Sofia_Kenin,2 2,26,11,0,0,1,5,11,7,8
20190201-W-St_Petersburg-QF-Aryna_Sabalenka-Ekaterina_Alexandrova,1 Total,67,40,2,0,4,20,23,21,23
20190201-W-St_Petersburg-QF-Aryna_Sabalenka-Ekaterina_Alexandrova,1 1,40,26,2,0,4,14,17,10,13
20190201-W-St_Petersburg-QF-Aryna_Sabalenka-Ekaterina_Alexandrova,1 2,27,14,0,0,0,6,6,11,10
20190201-W-St_Petersburg-QF-Aryna_Sabalenka-Ekaterina_Alexandrova,2 Total,69,37,4,1,6,24,14,37,18
20190201-W-St_Petersburg-QF-Aryna_Sabalenka-Ekaterina_Alexandrova,2 1,41,26,4,1,6,20,11,16,14
20190201-W-St_Petersburg-QF-Aryna_Sabalenka-Ekaterina_Alexandrova,2 2,28,11,0,0,0,4,3,21,4
20180702-W-Wimbledon-R128-Donna_Vekic-Sloane_Stephens,1 Total,46,27,0,0,9,16,17,11,18
20180702-W-Wimbledon-R128-Donna_Vekic-Sloane_Stephens,1 1,23,20,0,0,7,10,7,4,12
20180702-W-Wimbledon-R128-Donna_Vekic-Sloane_Stephens,1 2,23,7,0,0,2,6,10,7,6
20180702-W-Wimbledon-R128-Donna_Vekic-Sloane_Stephens,2 Total,67,30,1,0,7,13,19,14,34
20180702-W-Wimbledon-R128-Donna_Vekic-Sloane_Stephens,2 1,43,20,1,0,6,10,13,7,23
20180702-W-Wimbledon-R128-Donna_Vekic-Sloane_Stephens,2 2,24,10,0,0,1,3,6,7,11
20170211-W-Fed_Cup_World_Group_QF-RR-Aliaksandra_Sasnovich-Michaella_Krajicek,1 Total,85,54,6,0,8,27,18,55,12
20170211-W-Fed_Cup_World_Group_QF-RR-Aliaksandra_Sasnovich-Michaella_Krajicek,1 1,62,42,6,0,6,18,14,38,10
20170211-W-Fed_Cup_World_Group_QF-RR-Aliaksandra_Sasnovich-Michaella_Krajicek,1 2,23,12,0,0,2,9,4,17,2
20170211-W-Fed_Cup_World_Group_QF-RR-Aliaksandra_Sasnovich-Michaella_Krajicek,2 Total,95,52,7,0,11,25,32,33,30
20170211-W-Fed_Cup_World_Group_QF-RR-Aliaksandra_Sasnovich-Michaella_Krajicek,2 1,59,36,7,0,10,22,28,8,23
20170211-W-Fed_Cup_World_Group_QF-RR-Aliaksandra_Sasnovich-Michaella_Krajicek,2 2,36,16,0,0,1,3,4,25,7
20180413-W-ITF_Osaka-QF-Rebecca_Marino-Kurumi_Nara,1 Total,73,42,5,0,13,22,22,35,16
20180413-W-ITF_Osaka-QF-Rebecca_Marino-Kurumi_Nara,1 1,40,29,5,0,11,17,17,11,12
20180413-W-ITF_Osaka-QF-Rebecca_Marino-Kurumi_Nara,1 2,33,13,0,0,2,5,5,24,4
20180413-W-ITF_Osaka-QF-Rebecca_Marino-Kurumi_Nara,2 Total,57,26,0,0,5,7,8,38,11
20180413-W-ITF_Osaka-QF-Rebecca_Marino-Kurumi_Nara,2 1,38,18,0,0,5,6,7,23,8
20180413-W-ITF_Osaka-QF-Rebecca_Marino-Kurumi_Nara,2 2,19,8,0,0,0,1,1,15,3
20190210-W-Fed_Cup_World_Group_II-RR-Arantxa_Rus-Bianca_Andreescu,1 Total,52,24,1,0,3,12,11,25,16
20190210-W-Fed_Cup_World_Group_II-RR-Arantxa_Rus-Bianca_Andreescu,1 1,29,12,1,0,3,5,6,11,12
20190210-W-Fed_Cup_World_Group_II-RR-Arantxa_Rus-Bianca_Andreescu,1 2,23,12,0,0,0,7,5,14,4
20190210-W-Fed_Cup_World_Group_II-RR-Arantxa_Rus-Bianca_Andreescu,2 Total,52,35,3,1,11,21,14,23,15
20190210-W-Fed_Cup_World_Group_II-RR-Arantxa_Rus-Bianca_Andreescu,2 1,32,23,3,1,8,15,9,11,12
20190210-W-Fed_Cup_World_Group_II-RR-Arantxa_Rus-Bianca_Andreescu,2 2,20,12,0,0,3,6,5,12,3
20190131-W-St_Petersburg-R16-Aryna_Sabalenka-Alison_Van_Uytvanck,1 Total,61,38,3,0,14,24,32,12,17
20190131-W-St_Petersburg-R16-Aryna_Sabalenka-Alison_Van_Uytvanck,1 1,36,23,3,0,6,15,19,4,13
20190131-W-St_Petersburg-R16-Aryna_Sabalenka-Alison_Van_Uytvanck,1 2,25,15,0,0,8,9,13,8,4
20190131-W-St_Petersburg-R16-Aryna_Sabalenka-Alison_Van_Uytvanck,2 Total,37,20,3,0,4,8,15,6,16
20190131-W-St_Petersburg-R16-Aryna_Sabalenka-Alison_Van_Uytvanck,2 1,23,15,3,0,4,7,10,3,10
20190131-W-St_Petersburg-R16-Aryna_Sabalenka-Alison_Van_Uytvanck,2 2,14,5,0,0,0,1,5,3,6
20120607-W-Roland_Garros-SF-Samantha_Stosur-Sara_Errani,1 Total,93,52,10,1,8,26,37,12,44
20120607-W-Roland_Garros-SF-Samantha_Stosur-Sara_Errani,1 1,66,39,10,0,7,21,27,7,32
20120607-W-Roland_Garros-SF-Samantha_Stosur-Sara_Errani,1 2,27,13,0,1,1,5,10,5,12
20120607-W-Roland_Garros-SF-Samantha_Stosur-Sara_Errani,2 Total,91,55,0,0,3,18,51,13,27
20120607-W-Roland_Garros-SF-Samantha_Stosur-Sara_Errani,2 1,78,53,0,0,3,16,43,10,25
20120607-W-Roland_Garros-SF-Samantha_Stosur-Sara_Errani,2 2,13,2,0,0,0,2,8,3,2
20190202-W-St_Petersburg-SF-Aryna_Sabalenka-Kiki_Bertens,1 Total,83,45,2,0,9,18,34,20,29
20190202-W-St_Petersburg-SF-Aryna_Sabalenka-Kiki_Bertens,1 1,58,33,2,0,8,15,25,12,21
20190202-W-St_Petersburg-SF-Aryna_Sabalenka-Kiki_Bertens,1 2,25,12,0,0,1,3,9,8,8
20190202-W-St_Petersburg-SF-Aryna_Sabalenka-Kiki_Bertens,2 Total,71,42,9,0,7,30,27,13,31
20190202-W-St_Petersburg-SF-Aryna_Sabalenka-Kiki_Bertens,2 1,38,29,9,0,5,23,15,0,23
20190202-W-St_Petersburg-SF-Aryna_Sabalenka-Kiki_Bertens,2 2,33,13,0,0,2,7,12,13,8
20170401-W-ITF_Santa_Margherita_Di_Pula-F-Bianca_Andreescu-Bernarda_Pera,1 Total,138,77,0,0,25,43,26,88,24
20170401-W-ITF_Santa_Margherita_Di_Pula-F-Bianca_Andreescu-Bernarda_Pera,1 1,76,45,0,0,25,30,13,43,20
20170401-W-ITF_Santa_Margherita_Di_Pula-F-Bianca_Andreescu-Bernarda_Pera,1 2,62,32,0,0,0,13,13,45,4
20170401-W-ITF_Santa_Margherita_Di_Pula-F-Bianca_Andreescu-Bernarda_Pera,2 Total,119,66,1,0,14,28,40,58,21
20170401-W-ITF_Santa_Margherita_Di_Pula-F-Bianca_Andreescu-Bernarda_Pera,2 1,68,37,1,0,12,15,26,29,13
20170401-W-ITF_Santa_Margherita_Di_Pula-F-Bianca_Andreescu-Bernarda_Pera,2 2,51,29,0,0,2,13,14,29,8
20190212-W-Doha-R32-Camila_Giorgi-Kiki_Bertens,1 Total,96,51,3,1,5,19,22,53,21
20190212-W-Doha-R32-Camila_Giorgi-Kiki_Bertens,1 1,65,36,3,1,4,11,13,37,15
20190212-W-Doha-R32-Camila_Giorgi-Kiki_Bertens,1 2,31,15,0,0,1,8,9,16,6
20190212-W-Doha-R32-Camila_Giorgi-Kiki_Bertens,2 Total,81,42,2,1,14,27,27,29,25
20190212-W-Doha-R32-Camila_Giorgi-Kiki_Bertens,2 1,44,27,2,1,11,20,19,8,17
20190212-W-Doha-R32-Camila_Giorgi-Kiki_Bertens,2 2,37,15,0,0,3,7,8,21,8
20190201-W-St_Petersburg-QF-Anastasia_Pavlyuchenkova-Kiki_Bertens,1 Total,80,41,1,1,11,18,19,42,19
20190201-W-St_Petersburg-QF-Anastasia_Pavlyuchenkova-Kiki_Bertens,1 1,44,26,1,1,11,14,14,15,15
20190201-W-St_Petersburg-QF-Anastasia_Pavlyuchenkova-Kiki_Bertens,1 2,36,15,0,0,0,4,5,27,4
20190201-W-St_Petersburg-QF-Anastasia_Pavlyuchenkova-Kiki_Bertens,2 Total,58,41,5,6,5,27,20,14,24
20190201-W-St_Petersburg-QF-Anastasia_Pavlyuchenkova-Kiki_Bertens,2 1,30,23,5,6,2,17,15,3,12
20190201-W-St_Petersburg-QF-Anastasia_Pavlyuchenkova-Kiki_Bertens,2 2,28,18,0,0,3,10,5,11,12
20190201-W-St_Petersburg-QF-Petra_Kvitova-Donna_Vekic,1 Total,64,32,3,1,3,17,17,27,20
20190201-W-St_Petersburg-QF-Petra_Kvitova-Donna_Vekic,1 1,31,17,2,1,1,9,7,9,15
20190201-W-St_Petersburg-QF-Petra_Kvitova-Donna_Vekic,1 2,33,15,1,0,2,8,10,18,5
20190201-W-St_Petersburg-QF-Petra_Kvitova-Donna_Vekic,2 Total,52,33,2,0,3,13,4,27,21
20190201-W-St_Petersburg-QF-Petra_Kvitova-Donna_Vekic,2 1,28,19,2,0,2,7,1,12,15
20190201-W-St_Petersburg-QF-Petra_Kvitova-Donna_Vekic,2 2,24,14,0,0,1,6,3,15,6
20190201-W-St_Petersburg-QF-Vera_Zvonareva-Darya_Kasatkina,1 Total,75,42,1,1,6,20,12,36,27
20190201-W-St_Petersburg-QF-Vera_Zvonareva-Darya_Kasatkina,1 1,50,29,1,1,5,15,7,22,21
20190201-W-St_Petersburg-QF-Vera_Zvonareva-Darya_Kasatkina,1 2,25,13,0,0,1,5,5,14,6
20190201-W-St_Petersburg-QF-Vera_Zvonareva-Darya_Kasatkina,2 Total,77,38,3,1,6,15,24,24,29
20190201-W-St_Petersburg-QF-Vera_Zvonareva-Darya_Kasatkina,2 1,51,29,3,1,6,13,17,13,21
20190201-W-St_Petersburg-QF-Vera_Zvonareva-Darya_Kasatkina,2 2,26,9,0,0,0,2,7,11,8
20190213-W-Doha-R16-Su_Wei_Hsieh-Karolina_Muchova,1 Total,61,32,0,0,5,12,26,18,17
20190213-W-Doha-R16-Su_Wei_Hsieh-Karolina_Muchova,1 1,44,27,0,0,5,10,22,9,13
20190213-W-Doha-R16-Su_Wei_Hsieh-Karolina_Muchova,1 2,17,5,0,0,0,2,4,9,4
20190213-W-Doha-R16-Su_Wei_Hsieh-Karolina_Muchova,2 Total,54,35,0,1,3,17,22,7,25
20190213-W-Doha-R16-Su_Wei_Hsieh-Karolina_Muchova,2 1,38,25,0,1,2,13,16,4,18
20190213-W-Doha-R16-Su_Wei_Hsieh-Karolina_Muchova,2 2,16,10,0,0,1,4,6,3,7
20180624-W-ITF_Ilkley-F-Tereza_Smitkova-Dayana_Yastremska,1 Total,111,71,6,1,30,51,45,28,38
20180624-W-ITF_Ilkley-F-Tereza_Smitkova-Dayana_Yastremska,1 1,60,49,6,1,28,40,24,2,34
20180624-W-ITF_Ilkley-F-Tereza_Smitkova-Dayana_Yastremska,1 2,51,22,0,0,2,11,21,26,4
20180624-W-ITF_Ilkley-F-Tereza_Smitkova-Dayana_Yastremska,2 Total,108,70,2,0,26,40,43,13,52
20180624-W-ITF_Ilkley-F-Tereza_Smitkova-Dayana_Yastremska,2 1,57,44,1,0,18,24,15,5,37
20180624-W-ITF_Ilkley-F-Tereza_Smitkova-Dayana_Yastremska,2 2,51,26,1,0,8,16,28,8,15
20181019-W-Moscow-SF-Darya_Kasatkina-Johanna_Konta,1 Total,64,40,1,0,11,22,17,32,15
20181019-W-Moscow-SF-Darya_Kasatkina-Johanna_Konta,1 1,51,35,1,0,11,20,13,23,15
20181019-W-Moscow-SF-Darya_Kasatkina-Johanna_Konta,1 2,13,5,0,0,0,2,4,9,0
20181019-W-Moscow-SF-Darya_Kasatkina-Johanna_Konta,2 Total,67,36,1,0,2,11,24,21,22
20181019-W-Moscow-SF-Darya_Kasatkina-Johanna_Konta,2 1,39,23,1,0,2,6,12,12,15
20181019-W-Moscow-SF-Darya_Kasatkina-Johanna_Konta,2 2,28,13,0,0,0,5,12,9,7
20180719-W-Bucharest-R16-Claire_Liu-Petra_Martic,1 Total,92,40,0,1,3,17,42,28,22
20180719-W-Bucharest-R16-Claire_Liu-Petra_Martic,1 1,62,27,0,0,3,9,29,20,13
20180719-W-Bucharest-R16-Claire_Liu-Petra_Martic,1 2,30,13,0,1,0,8,13,8,9
20180719-W-Bucharest-R16-Claire_Liu-Petra_Martic,2 Total,116,60,5,0,7,24,62,18,36
20180719-W-Bucharest-R16-Claire_Liu-Petra_Martic,2 1,83,44,5,0,7,18,49,6,28
20180719-W-Bucharest-R16-Claire_Liu-Petra_Martic,2 2,33,16,0,0,0,6,13,12,8
20181018-W-Moscow-QF-Darya_Kasatkina-Anastasia_Pavlyuchenkova,1 Total,53,31,1,0,4,15,11,31,11
20181018-W-Moscow-QF-Darya_Kasatkina-Anastasia_Pavlyuchenkova,1 1,37,25,1,0,4,13,9,19,9
20181018-W-Moscow-QF-Darya_Kasatkina-Anastasia_Pavlyuchenkova,1 2,16,6,0,0,0,2,2,12,2
20181018-W-Moscow-QF-Darya_Kasatkina-Anastasia_Pavlyuchenkova,2 Total,60,27,0,0,5,11,11,25,24
20181018-W-Moscow-QF-Darya_Kasatkina-Anastasia_Pavlyuchenkova,2 1,32,15,0,0,4,8,9,8,15
20181018-W-Moscow-QF-Darya_Kasatkina-Anastasia_Pavlyuchenkova,2 2,28,12,0,0,1,3,2,17,9
20190218-W-Budapest-R32-Fiona_Ferro-Arantxa_Rus,1 Total,70,35,1,1,4,14,21,34,14
20190218-W-Budapest-R32-Fiona_Ferro-Arantxa_Rus,1 1,32,14,1,1,4,8,10,13,8
20190218-W-Budapest-R32-Fiona_Ferro-Arantxa_Rus,1 2,38,21,0,0,0,6,11,21,6
20190218-W-Budapest-R32-Fiona_Ferro-Arantxa_Rus,2 Total,77,47,6,1,9,22,20,28,29
20190218-W-Budapest-R32-Fiona_Ferro-Arantxa_Rus,2 1,46,29,6,1,8,17,14,7,25
20190218-W-Budapest-R32-Fiona_Ferro-Arantxa_Rus,2 2,31,18,0,0,1,5,6,21,4
20190214-W-Doha-QF-Elise_Mertens-Kiki_Bertens,1 Total,76,44,5,0,12,22,19,41,16
20190214-W-Doha-QF-Elise_Mertens-Kiki_Bertens,1 1,43,32,5,0,11,17,16,18,9
20190214-W-Doha-QF-Elise_Mertens-Kiki_Bertens,1 2,33,12,0,0,1,5,3,23,7
20190214-W-Doha-QF-Elise_Mertens-Kiki_Bertens,2 Total,66,35,1,0,7,18,13,34,18
20190214-W-Doha-QF-Elise_Mertens-Kiki_Bertens,2 1,35,25,1,0,7,16,11,7,16
20190214-W-Doha-QF-Elise_Mertens-Kiki_Bertens,2 2,31,10,0,0,0,2,2,27,2
20190217-W-Dubai-R64-Alize_Cornet-Timea_Babos,1 Total,66,45,3,0,5,16,17,32,17
20190217-W-Dubai-R64-Alize_Cornet-Timea_Babos,1 1,40,31,3,0,5,11,14,14,12
20190217-W-Dubai-R64-Alize_Cornet-Timea_Babos,1 2,26,14,0,0,0,5,3,18,5
20190217-W-Dubai-R64-Alize_Cornet-Timea_Babos,2 Total,53,29,0,1,8,11,12,28,13
20190217-W-Dubai-R64-Alize_Cornet-Timea_Babos,2 1,30,19,0,0,8,9,7,13,10
20190217-W-Dubai-R64-Alize_Cornet-Timea_Babos,2 2,23,10,0,1,0,2,5,15,3
20190219-W-Dubai-R32-Naomi_Osaka-Kristina_Mladenovic,1 Total,49,17,1,0,5,7,20,8,21
20190219-W-Dubai-R32-Naomi_Osaka-Kristina_Mladenovic,1 1,22,12,1,0,5,6,11,0,11
20190219-W-Dubai-R32-Naomi_Osaka-Kristina_Mladenovic,1 2,27,5,0,0,0,1,9,8,10
20190219-W-Dubai-R32-Naomi_Osaka-Kristina_Mladenovic,2 Total,52,26,4,0,4,19,35,5,12
20190219-W-Dubai-R32-Naomi_Osaka-Kristina_Mladenovic,2 1,29,17,3,0,4,11,21,2,6
20190219-W-Dubai-R32-Naomi_Osaka-Kristina_Mladenovic,2 2,23,9,1,0,0,8,14,3,6
20181017-W-Moscow-R16-Anastasia_Pavlyuchenkova-Valentini_Grammatikopoulou,1 Total,54,31,1,0,5,13,7,18,29
20181017-W-Moscow-R16-Anastasia_Pavlyuchenkova-Valentini_Grammatikopoulou,1 1,37,21,1,0,5,11,5,7,25
20181017-W-Moscow-R16-Anastasia_Pavlyuchenkova-Valentini_Grammatikopoulou,1 2,17,10,0,0,0,2,2,11,4
20181017-W-Moscow-R16-Anastasia_Pavlyuchenkova-Valentini_Grammatikopoulou,2 Total,64,26,0,0,8,16,6,42,16
20181017-W-Moscow-R16-Anastasia_Pavlyuchenkova-Valentini_Grammatikopoulou,2 1,41,18,0,0,8,12,4,25,12
20181017-W-Moscow-R16-Anastasia_Pavlyuchenkova-Valentini_Grammatikopoulou,2 2,23,8,0,0,0,4,2,17,4
20190221-W-Budapest-R16-Arantxa_Rus-Ekaterina_Alexandrova,1 Total,56,26,3,0,7,15,15,16,25
20190221-W-Budapest-R16-Arantxa_Rus-Ekaterina_Alexandrova,1 1,30,15,3,0,7,11,10,5,15
20190221-W-Budapest-R16-Arantxa_Rus-Ekaterina_Alexandrova,1 2,26,11,0,0,0,4,5,11,10
20190221-W-Budapest-R16-Arantxa_Rus-Ekaterina_Alexandrova,2 Total,57,35,5,0,6,22,22,12,23
20190221-W-Budapest-R16-Arantxa_Rus-Ekaterina_Alexandrova,2 1,35,21,4,0,5,12,16,5,14
20190221-W-Budapest-R16-Arantxa_Rus-Ekaterina_Alexandrova,2 2,22,14,1,0,1,10,6,7,9
20190221-W-Dubai-QF-Karolina_Pliskova-Su_Wei_Hsieh,1 Total,93,54,9,2,10,37,49,10,34
20190221-W-Dubai-QF-Karolina_Pliskova-Su_Wei_Hsieh,1 1,65,41,9,2,9,30,31,4,30
20190221-W-Dubai-QF-Karolina_Pliskova-Su_Wei_Hsieh,1 2,28,13,0,0,1,7,18,6,4
20190221-W-Dubai-QF-Karolina_Pliskova-Su_Wei_Hsieh,2 Total,95,56,2,0,6,23,44,18,33
20190221-W-Dubai-QF-Karolina_Pliskova-Su_Wei_Hsieh,2 1,65,44,2,0,5,17,35,8,22
20190221-W-Dubai-QF-Karolina_Pliskova-Su_Wei_Hsieh,2 2,30,12,0,0,1,6,9,10,11
20190219-W-Dubai-R32-Su_Wei_Hsieh-Aliaksandra_Sasnovich,1 Total,61,40,1,0,4,18,32,6,23
20190219-W-Dubai-R32-Su_Wei_Hsieh-Aliaksandra_Sasnovich,1 1,47,31,1,0,4,14,28,2,17
20190219-W-Dubai-R32-Su_Wei_Hsieh-Aliaksandra_Sasnovich,1 2,14,9,0,0,0,4,4,4,6
20190219-W-Dubai-R32-Su_Wei_Hsieh-Aliaksandra_Sasnovich,2 Total,49,23,1,0,5,15,23,8,18
20190219-W-Dubai-R32-Su_Wei_Hsieh-Aliaksandra_Sasnovich,2 1,23,14,1,0,5,9,11,1,11
20190219-W-Dubai-R32-Su_Wei_Hsieh-Aliaksandra_Sasnovich,2 2,26,9,0,0,0,6,12,7,7
20190220-W-Dubai-R16-Jennifer_Brady-Petra_Kvitova,1 Total,89,53,3,0,10,26,37,24,28
20190220-W-Dubai-R16-Jennifer_Brady-Petra_Kvitova,1 1,42,35,3,0,10,17,16,7,19
20190220-W-Dubai-R16-Jennifer_Brady-Petra_Kvitova,1 2,47,18,0,0,0,9,21,17,9
20190220-W-Dubai-R16-Jennifer_Brady-Petra_Kvitova,2 Total,102,61,5,0,17,35,50,14,38
20190220-W-Dubai-R16-Jennifer_Brady-Petra_Kvitova,2 1,58,38,5,0,12,21,29,6,23
20190220-W-Dubai-R16-Jennifer_Brady-Petra_Kvitova,2 2,44,23,0,0,5,14,21,8,15
20190220-W-Dubai-R16-Kristina_Mladenovic-Carla_Suarez_Navarro,1 Total,82,40,0,0,14,24,42,11,29
20190220-W-Dubai-R16-Kristina_Mladenovic-Carla_Suarez_Navarro,1 1,57,33,0,0,13,21,30,6,21
20190220-W-Dubai-R16-Kristina_Mladenovic-Carla_Suarez_Navarro,1 2,25,7,0,0,1,3,12,5,8
20190220-W-Dubai-R16-Kristina_Mladenovic-Carla_Suarez_Navarro,2 Total,85,45,0,0,7,17,25,40,20
20190220-W-Dubai-R16-Kristina_Mladenovic-Carla_Suarez_Navarro,2 1,51,33,0,0,7,14,13,27,11
20190220-W-Dubai-R16-Kristina_Mladenovic-Carla_Suarez_Navarro,2 2,34,12,0,0,0,3,12,13,9
20190219-W-Budapest-R32-Tereza_Smitkova-Ysaline_Bonaventure,1 Total,86,57,10,0,14,41,36,19,31
