match_id,player,row,crosscourt,down_middle,down_the_line,inside_out,inside_in
20250530-W-Roland_Garros-R32-Aryna_Sabalenka-Olga_Danilovic,Aryna Sabalenka,Total,43,20,12,11,0
20250530-W-Roland_Garros-R32-Aryna_Sabalenka-Olga_Danilovic,Aryna Sabalenka,F,29,7,8,7,0
20250530-W-Roland_Garros-R32-Aryna_Sabalenka-Olga_Danilovic,Aryna Sabalenka,B,14,10,4,2,0
20250530-W-Roland_Garros-R32-Aryna_Sabalenka-Olga_Danilovic,Aryna Sabalenka,S,0,3,0,2,0
20250530-W-Roland_Garros-R32-Aryna_Sabalenka-Olga_Danilovic,Olga Danilovic,Total,43,28,11,9,0
20250530-W-Roland_Garros-R32-Aryna_Sabalenka-Olga_Danilovic,Olga Danilovic,F,22,15,8,7,0
20250530-W-Roland_Garros-R32-Aryna_Sabalenka-Olga_Danilovic,Olga Danilovic,B,19,8,3,2,0
20250530-W-Roland_Garros-R32-Aryna_Sabalenka-Olga_Danilovic,Olga Danilovic,S,2,5,0,0,0
20250529-W-Roland_Garros-R64-Mirra_Andreeva-Ashlyn_Krueger,Mirra Andreeva,Total,41,49,27,16,1
20250529-W-Roland_Garros-R64-Mirra_Andreeva-Ashlyn_Krueger,Mirra Andreeva,F,13,13,13,10,1
20250529-W-Roland_Garros-R64-Mirra_Andreeva-Ashlyn_Krueger,Mirra Andreeva,B,28,32,13,6,0
20250529-W-Roland_Garros-R64-Mirra_Andreeva-Ashlyn_Krueger,Mirra Andreeva,S,0,4,1,0,0
20250529-W-Roland_Garros-R64-Mirra_Andreeva-Ashlyn_Krueger,Ashlyn Krueger,Total,82,48,6,13,0
20250529-W-Roland_Garros-R64-Mirra_Andreeva-Ashlyn_Krueger,Ashlyn Krueger,F,32,10,1,11,0
20250529-W-Roland_Garros-R64-Mirra_Andreeva-Ashlyn_Krueger,Ashlyn Krueger,B,49,32,4,2,0
20250529-W-Roland_Garros-R64-Mirra_Andreeva-Ashlyn_Krueger,Ashlyn Krueger,S,1,6,1,0,0
20250528-W-Roland_Garros-R64-Iga_Swiatek-Emma_Raducanu,Iga Swiatek,Total,69,24,18,34,0
20250528-W-Roland_Garros-R64-Iga_Swiatek-Emma_Raducanu,Iga Swiatek,F,32,7,8,22,0
20250528-W-Roland_Garros-R64-Iga_Swiatek-Emma_Raducanu,Iga Swiatek,B,37,16,10,12,0
20250528-W-Roland_Garros-R64-Iga_Swiatek-Emma_Raducanu,Iga Swiatek,S,0,1,0,0,0
20250528-W-Roland_Garros-R64-Iga_Swiatek-Emma_Raducanu,Emma Raducanu,Total,50,49,8,9,0
20250528-W-Roland_Garros-R64-Iga_Swiatek-Emma_Raducanu,Emma Raducanu,F,24,18,4,8,0
20250528-W-Roland_Garros-R64-Iga_Swiatek-Emma_Raducanu,Emma Raducanu,B,22,27,4,1,0
20250528-W-Roland_Garros-R64-Iga_Swiatek-Emma_Raducanu,Emma Raducanu,S,4,4,0,0,0
20250527-W-Roland_Garros-R128-Varvara_Gracheva-Sofia_Kenin,Varvara Gracheva,Total,43,14,12,7,0
20250527-W-Roland_Garros-R128-Varvara_Gracheva-Sofia_Kenin,Varvara Gracheva,F,32,3,5,5,0
20250527-W-Roland_Garros-R128-Varvara_Gracheva-Sofia_Kenin,Varvara Gracheva,B,11,8,5,2,0
20250527-W-Roland_Garros-R128-Varvara_Gracheva-Sofia_Kenin,Varvara Gracheva,S,0,3,2,0,0
20250527-W-Roland_Garros-R128-Varvara_Gracheva-Sofia_Kenin,Sofia Kenin,Total,34,23,11,9,0
20250527-W-Roland_Garros-R128-Varvara_Gracheva-Sofia_Kenin,Sofia Kenin,F,17,13,8,2,0
20250527-W-Roland_Garros-R128-Varvara_Gracheva-Sofia_Kenin,Sofia Kenin,B,13,10,3,6,0
20250527-W-Roland_Garros-R128-Varvara_Gracheva-Sofia_Kenin,Sofia Kenin,S,4,0,0,1,0
20250527-W-Roland_Garros-R128-Olivia_Gadecki-Coco_Gauff,Olivia Gadecki,Total,48,42,17,12,1
20250527-W-Roland_Garros-R128-Olivia_Gadecki-Coco_Gauff,Olivia Gadecki,F,31,19,6,8,1
20250527-W-Roland_Garros-R128-Olivia_Gadecki-Coco_Gauff,Olivia Gadecki,B,14,21,6,4,0
20250527-W-Roland_Garros-R128-Olivia_Gadecki-Coco_Gauff,Olivia Gadecki,S,3,2,5,0,0
20250527-W-Roland_Garros-R128-Olivia_Gadecki-Coco_Gauff,Coco Gauff,Total,59,39,7,13,1
20250527-W-Roland_Garros-R128-Olivia_Gadecki-Coco_Gauff,Coco Gauff,F,29,19,7,7,1
20250527-W-Roland_Garros-R128-Olivia_Gadecki-Coco_Gauff,Coco Gauff,B,26,18,0,3,0
20250527-W-Roland_Garros-R128-Olivia_Gadecki-Coco_Gauff,Coco Gauff,S,4,2,0,3,0
20250527-W-Roland_Garros-R128-Mirra_Andreeva-Cristina_Bucsa,Mirra Andreeva,Total,56,64,35,30,0
20250527-W-Roland_Garros-R128-Mirra_Andreeva-Cristina_Bucsa,Mirra Andreeva,F,28,31,18,22,0
20250527-W-Roland_Garros-R128-Mirra_Andreeva-Cristina_Bucsa,Mirra Andreeva,B,26,27,17,8,0
20250527-W-Roland_Garros-R128-Mirra_Andreeva-Cristina_Bucsa,Mirra Andreeva,S,2,6,0,0,0
20250527-W-Roland_Garros-R128-Mirra_Andreeva-Cristina_Bucsa,Cristina Bucsa,Total,76,57,20,20,0
20250527-W-Roland_Garros-R128-Mirra_Andreeva-Cristina_Bucsa,Cristina Bucsa,F,38,23,6,14,0
20250527-W-Roland_Garros-R128-Mirra_Andreeva-Cristina_Bucsa,Cristina Bucsa,B,37,31,13,5,0
20250527-W-Roland_Garros-R128-Mirra_Andreeva-Cristina_Bucsa,Cristina Bucsa,S,1,3,1,1,0
