match_id,player,row,net_pts,pts_won,net_winner,induced_forced,net_unforced,passed_at_net,passing_shot_induced_forced,total_shots
20140124-M-Maui_CH-QF-Takanyi_Garanganga-Tsung_Hua_Yang,1,Approach,15,9,6,1,4,0,1,101
20140124-M-Maui_CH-QF-Takanyi_Garanganga-Tsung_Hua_Yang,1,NetPointsRallies,20,13,11,1,5,1,1,161
20140124-M-Maui_CH-QF-Takanyi_Garanganga-Tsung_Hua_Yang,1,ApproachRallies,13,8,6,1,4,0,1,98
20140124-M-Maui_CH-QF-Takanyi_Garanganga-Tsung_Hua_Yang,2,NetPoints,3,2,2,0,0,1,0,13
20140124-M-Maui_CH-QF-Takanyi_Garanganga-Tsung_Hua_Yang,2,Approach,3,2,2,0,0,1,0,13
20140124-M-Maui_CH-QF-Takanyi_Garanganga-Tsung_Hua_Yang,2,NetPointsRallies,2,1,1,0,0,1,0,10
20140124-M-Maui_CH-QF-Takanyi_Garanganga-Tsung_Hua_Yang,2,ApproachRallies,2,1,1,0,0,1,0,10
20130419-M-Monte_Carlo_Masters-QF-Richard_Gasquet-Fabio_Fognini,1,NetPoints,17,13,6,6,0,3,1,76
20130419-M-Monte_Carlo_Masters-QF-Richard_Gasquet-Fabio_Fognini,1,Approach,11,7,2,5,0,3,1,52
20130419-M-Monte_Carlo_Masters-QF-Richard_Gasquet-Fabio_Fognini,1,NetPointsRallies,17,13,6,6,0,3,1,76
20130419-M-Monte_Carlo_Masters-QF-Richard_Gasquet-Fabio_Fognini,1,ApproachRallies,11,7,2,5,0,3,1,52
20130419-M-Monte_Carlo_Masters-QF-Richard_Gasquet-Fabio_Fognini,2,NetPoints,11,11,9,2,0,0,0,81
20130419-M-Monte_Carlo_Masters-QF-Richard_Gasquet-Fabio_Fognini,2,Approach,7,7,5,2,0,0,0,43
20130419-M-Monte_Carlo_Masters-QF-Richard_Gasquet-Fabio_Fognini,2,NetPointsRallies,11,11,9,2,0,0,0,81
20130419-M-Monte_Carlo_Masters-QF-Richard_Gasquet-Fabio_Fognini,2,ApproachRallies,7,7,5,2,0,0,0,43
20130417-M-Monte_Carlo_Masters-R32-Nicolas_Almagro-Jurgen_Melzer,1,NetPoints,11,8,3,5,0,3,0,57
20130417-M-Monte_Carlo_Masters-R32-Nicolas_Almagro-Jurgen_Melzer,1,Approach,1,1,0,1,0,0,0,3
20130417-M-Monte_Carlo_Masters-R32-Nicolas_Almagro-Jurgen_Melzer,1,NetPointsRallies,11,8,3,5,0,3,0,57
20130417-M-Monte_Carlo_Masters-R32-Nicolas_Almagro-Jurgen_Melzer,1,ApproachRallies,1,1,0,1,0,0,0,3
20130417-M-Monte_Carlo_Masters-R32-Nicolas_Almagro-Jurgen_Melzer,2,NetPoints,23,18,12,6,0,4,1,87
20130417-M-Monte_Carlo_Masters-R32-Nicolas_Almagro-Jurgen_Melzer,2,Approach,3,1,0,1,0,2,0,12
20130417-M-Monte_Carlo_Masters-R32-Nicolas_Almagro-Jurgen_Melzer,2,NetPointsRallies,23,18,12,6,0,4,1,87
20130417-M-Monte_Carlo_Masters-R32-Nicolas_Almagro-Jurgen_Melzer,2,ApproachRallies,3,1,0,1,0,2,0,12
20140418-M-Monte_Carlo_Masters-QF-David_Ferrer-Rafael_Nadal,1,NetPoints,17,12,8,3,1,4,0,169
20140418-M-Monte_Carlo_Masters-QF-David_Ferrer-Rafael_Nadal,1,Approach,9,7,4,3,0,2,0,66
20140418-M-Monte_Carlo_Masters-QF-David_Ferrer-Rafael_Nadal,1,NetPointsRallies,17,12,8,3,1,4,0,169
20140418-M-Monte_Carlo_Masters-QF-David_Ferrer-Rafael_Nadal,1,ApproachRallies,9,7,4,3,0,2,0,66
20140418-M-Monte_Carlo_Masters-QF-David_Ferrer-Rafael_Nadal,2,NetPoints,12,10,8,1,0,2,0,106
20140418-M-Monte_Carlo_Masters-QF-David_Ferrer-Rafael_Nadal,2,Approach,8,7,5,1,0,1,0,54
20140418-M-Monte_Carlo_Masters-QF-David_Ferrer-Rafael_Nadal,2,NetPointsRallies,12,10,8,1,0,2,0,106
20140418-M-Monte_Carlo_Masters-QF-David_Ferrer-Rafael_Nadal,2,ApproachRallies,8,7,5,1,0,1,0,54
20140416-M-Monte_Carlo_Masters-R32-Rafael_Nadal-Teymuraz_Gabashvili,1,NetPoints,5,5,4,1,0,0,0,31
20140416-M-Monte_Carlo_Masters-R32-Rafael_Nadal-Teymuraz_Gabashvili,1,Approach,4,4,3,1,0,0,0,24
20140416-M-Monte_Carlo_Masters-R32-Rafael_Nadal-Teymuraz_Gabashvili,1,NetPointsRallies,5,5,4,1,0,0,0,31
20140416-M-Monte_Carlo_Masters-R32-Rafael_Nadal-Teymuraz_Gabashvili,1,ApproachRallies,4,4,3,1,0,0,0,24
20140416-M-Monte_Carlo_Masters-R32-Rafael_Nadal-Teymuraz_Gabashvili,2,NetPoints,13,8,4,3,1,4,0,80
20140416-M-Monte_Carlo_Masters-R32-Rafael_Nadal-Teymuraz_Gabashvili,2,Approach,10,7,3,3,0,3,0,65
20140416-M-Monte_Carlo_Masters-R32-Rafael_Nadal-Teymuraz_Gabashvili,2,NetPointsRallies,13,8,4,3,1,4,0,80
20140416-M-Monte_Carlo_Masters-R32-Rafael_Nadal-Teymuraz_Gabashvili,2,ApproachRallies,10,7,3,3,0,3,0,65
20140210-M-Memphis-R32-Nick_Kyrgios-Tim_Smyczek,1,NetPoints,9,3,0,3,3,1,0,65
20140210-M-Memphis-R32-Nick_Kyrgios-Tim_Smyczek,1,Approach,7,3,0,3,2,0,0,57
20140210-M-Memphis-R32-Nick_Kyrgios-Tim_Smyczek,1,NetPointsRallies,9,3,0,3,3,1,0,65
20140210-M-Memphis-R32-Nick_Kyrgios-Tim_Smyczek,1,ApproachRallies,7,3,0,3,2,0,0,57
20140210-M-Memphis-R32-Nick_Kyrgios-Tim_Smyczek,2,NetPoints,10,8,5,0,0,0,0,61
20140210-M-Memphis-R32-Nick_Kyrgios-Tim_Smyczek,2,Approach,8,6,3,0,0,0,0,41
20140210-M-Memphis-R32-Nick_Kyrgios-Tim_Smyczek,2,NetPointsRallies,10,8,5,0,0,0,0,61
20140210-M-Memphis-R32-Nick_Kyrgios-Tim_Smyczek,2,ApproachRallies,8,6,3,0,0,0,0,41
20130325-M-Miami_Masters-R32-Grigor_Dimitrov-Andy_Murray,1,NetPoints,19,14,8,5,3,1,1,138
20130325-M-Miami_Masters-R32-Grigor_Dimitrov-Andy_Murray,1,Approach,7,4,2,1,1,1,1,45
20130325-M-Miami_Masters-R32-Grigor_Dimitrov-Andy_Murray,1,NetPointsRallies,19,14,8,5,3,1,1,138
20130325-M-Miami_Masters-R32-Grigor_Dimitrov-Andy_Murray,1,ApproachRallies,7,4,2,1,1,1,1,45
20130325-M-Miami_Masters-R32-Grigor_Dimitrov-Andy_Murray,2,NetPoints,10,8,5,2,1,1,0,41
20130325-M-Miami_Masters-R32-Grigor_Dimitrov-Andy_Murray,2,Approach,6,5,2,2,0,1,0,30
20130325-M-Miami_Masters-R32-Grigor_Dimitrov-Andy_Murray,2,NetPointsRallies,10,8,5,2,1,1,0,41
20130325-M-Miami_Masters-R32-Grigor_Dimitrov-Andy_Murray,2,ApproachRallies,6,5,2,2,0,1,0,30
20140324-M-Miami_Masters-R32-Dusan_Lajovic-Alexandr_Dolgopolov,1,NetPoints,14,11,6,2,1,1,0,107
20140324-M-Miami_Masters-R32-Dusan_Lajovic-Alexandr_Dolgopolov,1,Approach,11,9,4,2,1,1,0,79
20140324-M-Miami_Masters-R32-Dusan_Lajovic-Alexandr_Dolgopolov,1,NetPointsRallies,14,11,6,2,1,1,0,107
20140324-M-Miami_Masters-R32-Dusan_Lajovic-Alexandr_Dolgopolov,1,ApproachRallies,11,9,4,2,1,1,0,79
20140324-M-Miami_Masters-R32-Dusan_Lajovic-Alexandr_Dolgopolov,2,NetPoints,23,18,15,2,2,2,0,124
20140324-M-Miami_Masters-R32-Dusan_Lajovic-Alexandr_Dolgopolov,2,Approach,13,11,8,2,0,2,0,72
20140324-M-Miami_Masters-R32-Dusan_Lajovic-Alexandr_Dolgopolov,2,NetPointsRallies,21,16,14,2,2,2,0,120
20140324-M-Miami_Masters-R32-Dusan_Lajovic-Alexandr_Dolgopolov,2,ApproachRallies,11,9,7,2,0,2,0,68
20140322-M-Miami_Masters-R64-Donald_Young-John_Isner,1,NetPoints,17,10,5,3,5,1,1,99
20140322-M-Miami_Masters-R64-Donald_Young-John_Isner,1,Approach,12,8,4,2,2,1,1,79
20140322-M-Miami_Masters-R64-Donald_Young-John_Isner,1,NetPointsRallies,15,8,4,2,5,1,1,93
20140322-M-Miami_Masters-R64-Donald_Young-John_Isner,1,ApproachRallies,10,6,3,1,2,1,1,73
20140322-M-Miami_Masters-R64-Donald_Young-John_Isner,2,NetPoints,33,25,14,8,2,5,1,143
20140322-M-Miami_Masters-R64-Donald_Young-John_Isner,2,Approach,20,14,6,6,1,4,1,92
20140322-M-Miami_Masters-R64-Donald_Young-John_Isner,2,NetPointsRallies,28,21,12,7,1,5,1,127
20140322-M-Miami_Masters-R64-Donald_Young-John_Isner,2,ApproachRallies,15,10,4,5,0,4,1,76
20140319-M-Miami_Masters-R128-Lukasz_Kubot-Matthew_Ebden,1,NetPoints,21,12,4,5,3,5,1,115
20140319-M-Miami_Masters-R128-Lukasz_Kubot-Matthew_Ebden,1,Approach,16,9,2,4,2,4,1,95
20140319-M-Miami_Masters-R128-Lukasz_Kubot-Matthew_Ebden,1,NetPointsRallies,21,12,4,5,3,5,1,115
20140319-M-Miami_Masters-R128-Lukasz_Kubot-Matthew_Ebden,1,ApproachRallies,16,9,2,4,2,4,1,95
20140319-M-Miami_Masters-R128-Lukasz_Kubot-Matthew_Ebden,2,NetPoints,19,13,5,5,3,1,0,75
20140319-M-Miami_Masters-R128-Lukasz_Kubot-Matthew_Ebden,2,Approach,10,6,1,2,1,1,0,36
20140319-M-Miami_Masters-R128-Lukasz_Kubot-Matthew_Ebden,2,NetPointsRallies,14,10,5,4,3,1,0,64
20140319-M-Miami_Masters-R128-Lukasz_Kubot-Matthew_Ebden,2,ApproachRallies,5,3,1,1,1,1,0,25
20140326-M-Miami_Masters-QF-Roger_Federer-Kei_Nishikori,1,NetPoints,19,10,6,2,3,2,3,115
20140326-M-Miami_Masters-QF-Roger_Federer-Kei_Nishikori,1,Approach,8,2,0,1,2,1,2,60
20140326-M-Miami_Masters-QF-Roger_Federer-Kei_Nishikori,1,NetPointsRallies,19,10,6,2,3,2,3,115
20140326-M-Miami_Masters-QF-Roger_Federer-Kei_Nishikori,1,ApproachRallies,8,2,0,1,2,1,2,60
20140326-M-Miami_Masters-QF-Roger_Federer-Kei_Nishikori,2,NetPoints,11,5,1,2,1,1,2,81
20140326-M-Miami_Masters-QF-Roger_Federer-Kei_Nishikori,2,Approach,9,5,1,2,0,1,2,63
20140326-M-Miami_Masters-QF-Roger_Federer-Kei_Nishikori,2,NetPointsRallies,11,5,1,2,1,1,2,81
20140326-M-Miami_Masters-QF-Roger_Federer-Kei_Nishikori,2,ApproachRallies,9,5,1,2,0,1,2,63
20140323-M-Miami_Masters-R32-Roger_Federer-Thiemo_De_Bakker,1,NetPoints,11,9,6,1,0,2,0,48
20140323-M-Miami_Masters-R32-Roger_Federer-Thiemo_De_Bakker,1,Approach,7,5,2,1,0,2,0,29
20140323-M-Miami_Masters-R32-Roger_Federer-Thiemo_De_Bakker,1,NetPointsRallies,9,8,5,1,0,1,0,41
20140323-M-Miami_Masters-R32-Roger_Federer-Thiemo_De_Bakker,1,ApproachRallies,5,4,1,1,0,1,0,22
20140323-M-Miami_Masters-R32-Roger_Federer-Thiemo_De_Bakker,2,NetPoints,14,5,2,3,1,4,3,59
20140323-M-Miami_Masters-R32-Roger_Federer-Thiemo_De_Bakker,2,Approach,8,3,1,2,1,0,3,31
20140323-M-Miami_Masters-R32-Roger_Federer-Thiemo_De_Bakker,2,NetPointsRallies,11,4,2,2,1,4,2,50
20140323-M-Miami_Masters-R32-Roger_Federer-Thiemo_De_Bakker,2,ApproachRallies,5,2,1,1,1,0,2,22
20130327-M-Miami_Masters-R16-Novak_Djokovic-Tommy_Haas,1,NetPoints,13,6,4,2,3,3,0,103
20130327-M-Miami_Masters-R16-Novak_Djokovic-Tommy_Haas,1,Approach,1,0,0,0,0,0,0,6
20130327-M-Miami_Masters-R16-Novak_Djokovic-Tommy_Haas,1,NetPointsRallies,13,6,4,2,3,3,0,103
20130327-M-Miami_Masters-R16-Novak_Djokovic-Tommy_Haas,1,ApproachRallies,1,0,0,0,0,0,0,6
20130327-M-Miami_Masters-R16-Novak_Djokovic-Tommy_Haas,2,NetPoints,10,6,6,0,1,1,0,105
20130327-M-Miami_Masters-R16-Novak_Djokovic-Tommy_Haas,2,Approach,2,1,1,0,1,0,0,27
20130327-M-Miami_Masters-R16-Novak_Djokovic-Tommy_Haas,2,NetPointsRallies,10,6,6,0,1,1,0,105
20130327-M-Miami_Masters-R16-Novak_Djokovic-Tommy_Haas,2,ApproachRallies,2,1,1,0,1,0,0,27
20140325-M-Miami_Masters-R16-Jo_Wilfried_Tsonga-Andy_Murray,1,NetPoints,30,17,9,3,6,2,3,143
20140325-M-Miami_Masters-R16-Jo_Wilfried_Tsonga-Andy_Murray,1,Approach,23,13,6,2,5,2,1,106
20140325-M-Miami_Masters-R16-Jo_Wilfried_Tsonga-Andy_Murray,1,NetPointsRallies,24,13,8,3,6,2,3,131
20140325-M-Miami_Masters-R16-Jo_Wilfried_Tsonga-Andy_Murray,1,ApproachRallies,17,9,5,2,5,2,1,94
20140325-M-Miami_Masters-R16-Jo_Wilfried_Tsonga-Andy_Murray,2,NetPoints,20,15,7,5,0,3,2,135
20140325-M-Miami_Masters-R16-Jo_Wilfried_Tsonga-Andy_Murray,2,Approach,13,10,2,5,0,2,1,79
20140325-M-Miami_Masters-R16-Jo_Wilfried_Tsonga-Andy_Murray,2,NetPointsRallies,20,15,7,5,0,3,2,135
20140325-M-Miami_Masters-R16-Jo_Wilfried_Tsonga-Andy_Murray,2,ApproachRallies,13,10,2,5,0,2,1,79
20140321-M-Miami_Masters-R64-Adrian_Mannarino-Jo_Wilfried_Tsonga,1,NetPoints,14,8,5,2,4,2,0,78
20140321-M-Miami_Masters-R64-Adrian_Mannarino-Jo_Wilfried_Tsonga,1,Approach,11,6,3,2,4,1,0,59
20140321-M-Miami_Masters-R64-Adrian_Mannarino-Jo_Wilfried_Tsonga,1,NetPointsRallies,14,8,5,2,4,2,0,78
20140321-M-Miami_Masters-R64-Adrian_Mannarino-Jo_Wilfried_Tsonga,1,ApproachRallies,11,6,3,2,4,1,0,59
20140321-M-Miami_Masters-R64-Adrian_Mannarino-Jo_Wilfried_Tsonga,2,NetPoints,11,7,2,1,0,2,2,52
20140321-M-Miami_Masters-R64-Adrian_Mannarino-Jo_Wilfried_Tsonga,2,Approach,9,6,2,0,0,1,2,45
20140321-M-Miami_Masters-R64-Adrian_Mannarino-Jo_Wilfried_Tsonga,2,NetPointsRallies,8,4,1,1,0,2,2,47
20140321-M-Miami_Masters-R64-Adrian_Mannarino-Jo_Wilfried_Tsonga,2,ApproachRallies,6,3,1,0,0,1,2,40
20130323-M-Miami_Masters-R64-Bernard_Tomic-Andy_Murray,1,NetPoints,9,7,6,1,1,1,0,54
20130323-M-Miami_Masters-R64-Bernard_Tomic-Andy_Murray,1,Approach,2,2,1,1,0,0,0,10
20130323-M-Miami_Masters-R64-Bernard_Tomic-Andy_Murray,1,NetPointsRallies,9,7,6,1,1,1,0,54
20130323-M-Miami_Masters-R64-Bernard_Tomic-Andy_Murray,1,ApproachRallies,2,2,1,1,0,0,0,10
20130323-M-Miami_Masters-R64-Bernard_Tomic-Andy_Murray,2,NetPoints,6,5,4,0,0,0,0,30
20130323-M-Miami_Masters-R64-Bernard_Tomic-Andy_Murray,2,Approach,2,1,0,0,0,0,0,7
20130323-M-Miami_Masters-R64-Bernard_Tomic-Andy_Murray,2,NetPointsRallies,6,5,4,0,0,0,0,30
20130323-M-Miami_Masters-R64-Bernard_Tomic-Andy_Murray,2,ApproachRallies,2,1,0,0,0,0,0,7
20140322-M-Miami_Masters-R64-Lleyton_Hewitt-Rafael_Nadal,1,NetPoints,13,7,2,3,0,1,2,66
20140322-M-Miami_Masters-R64-Lleyton_Hewitt-Rafael_Nadal,1,Approach,13,7,2,3,0,1,2,66
20140322-M-Miami_Masters-R64-Lleyton_Hewitt-Rafael_Nadal,1,NetPointsRallies,8,5,1,3,0,1,1,54
20140322-M-Miami_Masters-R64-Lleyton_Hewitt-Rafael_Nadal,1,ApproachRallies,8,5,1,3,0,1,1,54
20140322-M-Miami_Masters-R64-Lleyton_Hewitt-Rafael_Nadal,2,NetPoints,9,6,5,1,2,0,1,60
20140322-M-Miami_Masters-R64-Lleyton_Hewitt-Rafael_Nadal,2,Approach,6,5,4,1,1,0,0,36
20140322-M-Miami_Masters-R64-Lleyton_Hewitt-Rafael_Nadal,2,NetPointsRallies,9,6,5,1,2,0,1,60
20140322-M-Miami_Masters-R64-Lleyton_Hewitt-Rafael_Nadal,2,ApproachRallies,6,5,4,1,1,0,0,36
20140320-M-Miami_Masters-R128-Pablo_Carreno_Busta-Joao_Sousa,1,NetPoints,20,13,7,6,4,2,1,182
20140320-M-Miami_Masters-R128-Pablo_Carreno_Busta-Joao_Sousa,1,Approach,13,9,4,5,1,2,1,121
20140320-M-Miami_Masters-R128-Pablo_Carreno_Busta-Joao_Sousa,1,NetPointsRallies,20,13,7,6,4,2,1,182
20140320-M-Miami_Masters-R128-Pablo_Carreno_Busta-Joao_Sousa,1,ApproachRallies,13,9,4,5,1,2,1,121
20140320-M-Miami_Masters-R128-Pablo_Carreno_Busta-Joao_Sousa,2,NetPoints,10,7,5,1,2,1,0,77
20140320-M-Miami_Masters-R128-Pablo_Carreno_Busta-Joao_Sousa,2,Approach,5,4,2,1,1,0,0,39
20140320-M-Miami_Masters-R128-Pablo_Carreno_Busta-Joao_Sousa,2,NetPointsRallies,10,7,5,1,2,1,0,77
20140320-M-Miami_Masters-R128-Pablo_Carreno_Busta-Joao_Sousa,2,ApproachRallies,5,4,2,1,1,0,0,39
20140324-M-Miami_Masters-R32-Denis_Istomin-Rafael_Nadal,1,NetPoints,5,2,2,0,0,1,1,46
20140324-M-Miami_Masters-R32-Denis_Istomin-Rafael_Nadal,1,Approach,5,2,2,0,0,1,1,46
20140324-M-Miami_Masters-R32-Denis_Istomin-Rafael_Nadal,1,NetPointsRallies,5,2,2,0,0,1,1,46
20140324-M-Miami_Masters-R32-Denis_Istomin-Rafael_Nadal,1,ApproachRallies,5,2,2,0,0,1,1,46
20140324-M-Miami_Masters-R32-Denis_Istomin-Rafael_Nadal,2,NetPoints,6,5,3,2,1,0,0,37
20140324-M-Miami_Masters-R32-Denis_Istomin-Rafael_Nadal,2,Approach,5,4,3,1,1,0,0,27
20140324-M-Miami_Masters-R32-Denis_Istomin-Rafael_Nadal,2,NetPointsRallies,5,4,2,2,1,0,0,34
20140324-M-Miami_Masters-R32-Denis_Istomin-Rafael_Nadal,2,ApproachRallies,4,3,2,1,1,0,0,24
20140327-M-Miami_Masters-QF-Milos_Raonic-Rafael_Nadal,1,NetPoints,32,23,9,7,1,2,3,155
20140327-M-Miami_Masters-QF-Milos_Raonic-Rafael_Nadal,1,Approach,25,19,7,7,0,2,2,121
20140327-M-Miami_Masters-QF-Milos_Raonic-Rafael_Nadal,1,NetPointsRallies,26,19,6,7,1,2,3,133
20140327-M-Miami_Masters-QF-Milos_Raonic-Rafael_Nadal,1,ApproachRallies,19,15,4,7,0,2,2,99
20140327-M-Miami_Masters-QF-Milos_Raonic-Rafael_Nadal,2,NetPoints,10,8,4,1,0,0,1,66
20140327-M-Miami_Masters-QF-Milos_Raonic-Rafael_Nadal,2,Approach,4,3,0,1,0,0,1,21
20140327-M-Miami_Masters-QF-Milos_Raonic-Rafael_Nadal,2,NetPointsRallies,10,8,4,1,0,0,1,66
20140327-M-Miami_Masters-QF-Milos_Raonic-Rafael_Nadal,2,ApproachRallies,4,3,0,1,0,0,1,21
20140325-M-Miami_Masters-R16-Fabio_Fognini-Rafael_Nadal,1,NetPoints,3,2,1,1,0,0,0,27
20140325-M-Miami_Masters-R16-Fabio_Fognini-Rafael_Nadal,1,Approach,3,2,1,1,0,0,0,27
20140325-M-Miami_Masters-R16-Fabio_Fognini-Rafael_Nadal,1,NetPointsRallies,3,2,1,1,0,0,0,27
20140325-M-Miami_Masters-R16-Fabio_Fognini-Rafael_Nadal,1,ApproachRallies,3,2,1,1,0,0,0,27
20140325-M-Miami_Masters-R16-Fabio_Fognini-Rafael_Nadal,2,NetPoints,4,3,3,0,1,0,0,25
20140325-M-Miami_Masters-R16-Fabio_Fognini-Rafael_Nadal,2,Approach,3,3,3,0,0,0,0,20
20140325-M-Miami_Masters-R16-Fabio_Fognini-Rafael_Nadal,2,NetPointsRallies,4,3,3,0,1,0,0,25
20140325-M-Miami_Masters-R16-Fabio_Fognini-Rafael_Nadal,2,ApproachRallies,3,3,3,0,0,0,0,20
20140330-M-Miami_Masters-F-Novak_Djokovic-Rafael_Nadal,1,NetPoints,9,7,4,2,1,1,0,82
20140330-M-Miami_Masters-F-Novak_Djokovic-Rafael_Nadal,1,Approach,5,5,3,1,0,0,0,39
20140330-M-Miami_Masters-F-Novak_Djokovic-Rafael_Nadal,1,NetPointsRallies,8,6,3,2,1,1,0,77
20140330-M-Miami_Masters-F-Novak_Djokovic-Rafael_Nadal,1,ApproachRallies,4,4,2,1,0,0,0,34
20140330-M-Miami_Masters-F-Novak_Djokovic-Rafael_Nadal,2,NetPoints,4,3,2,1,0,1,0,47
20140330-M-Miami_Masters-F-Novak_Djokovic-Rafael_Nadal,2,Approach,4,3,2,1,0,1,0,47
20140330-M-Miami_Masters-F-Novak_Djokovic-Rafael_Nadal,2,NetPointsRallies,4,3,2,1,0,1,0,47
20140330-M-Miami_Masters-F-Novak_Djokovic-Rafael_Nadal,2,ApproachRallies,4,3,2,1,0,1,0,47
20130807-M-Montreal_Masters-R32-Marcel_Granollers-Andy_Murray,1,NetPoints,17,12,6,4,1,3,1,122
20130807-M-Montreal_Masters-R32-Marcel_Granollers-Andy_Murray,1,Approach,11,7,2,3,1,2,1,87
20130807-M-Montreal_Masters-R32-Marcel_Granollers-Andy_Murray,1,NetPointsRallies,17,12,6,4,1,3,1,122
20130807-M-Montreal_Masters-R32-Marcel_Granollers-Andy_Murray,1,ApproachRallies,11,7,2,3,1,2,1,87
20130807-M-Montreal_Masters-R32-Marcel_Granollers-Andy_Murray,2,NetPoints,16,13,7,4,1,0,2,118
20130807-M-Montreal_Masters-R32-Marcel_Granollers-Andy_Murray,2,Approach,10,7,3,3,1,0,2,69
20130807-M-Montreal_Masters-R32-Marcel_Granollers-Andy_Murray,2,NetPointsRallies,16,13,7,4,1,0,2,118
20130807-M-Montreal_Masters-R32-Marcel_Granollers-Andy_Murray,2,ApproachRallies,10,7,3,3,1,0,2,69
20130504-M-Munich-SF-Tommy_Haas-Ivan_Dodig,1,NetPoints,12,10,6,3,0,2,0,73
20130504-M-Munich-SF-Tommy_Haas-Ivan_Dodig,1,Approach,7,5,2,2,0,2,0,49
20130504-M-Munich-SF-Tommy_Haas-Ivan_Dodig,1,NetPointsRallies,12,10,6,3,0,2,0,73
20130504-M-Munich-SF-Tommy_Haas-Ivan_Dodig,1,ApproachRallies,7,5,2,2,0,2,0,49
20130504-M-Munich-SF-Tommy_Haas-Ivan_Dodig,2,NetPoints,32,20,7,3,4,6,0,183
20130504-M-Munich-SF-Tommy_Haas-Ivan_Dodig,2,Approach,27,18,5,3,3,4,0,136
20130504-M-Munich-SF-Tommy_Haas-Ivan_Dodig,2,NetPointsRallies,19,10,5,3,4,5,0,159
20130504-M-Munich-SF-Tommy_Haas-Ivan_Dodig,2,ApproachRallies,14,8,3,3,3,3,0,112
20140503-M-Munich-SF-Jan_Lennard_Struff-Fabio_Fognini,1,NetPoints,15,6,2,3,4,3,2,117
20140503-M-Munich-SF-Jan_Lennard_Struff-Fabio_Fognini,1,Approach,11,5,1,3,2,3,1,80
20140503-M-Munich-SF-Jan_Lennard_Struff-Fabio_Fognini,1,NetPointsRallies,15,6,2,3,4,3,2,117
20140503-M-Munich-SF-Jan_Lennard_Struff-Fabio_Fognini,1,ApproachRallies,11,5,1,3,2,3,1,80
20140503-M-Munich-SF-Jan_Lennard_Struff-Fabio_Fognini,2,NetPoints,6,5,5,0,1,0,0,39
20140503-M-Munich-SF-Jan_Lennard_Struff-Fabio_Fognini,2,Approach,2,2,2,0,0,0,0,8
20140503-M-Munich-SF-Jan_Lennard_Struff-Fabio_Fognini,2,NetPointsRallies,6,5,5,0,1,0,0,39
20140503-M-Munich-SF-Jan_Lennard_Struff-Fabio_Fognini,2,ApproachRallies,2,2,2,0,0,0,0,8
20140503-M-Munich-SF-Tommy_Haas-Martin_Klizan,1,NetPoints,8,4,2,0,4,0,0,57
20140503-M-Munich-SF-Tommy_Haas-Martin_Klizan,1,Approach,8,4,2,0,4,0,0,57
20140503-M-Munich-SF-Tommy_Haas-Martin_Klizan,1,NetPointsRallies,8,4,2,0,4,0,0,57
20140503-M-Munich-SF-Tommy_Haas-Martin_Klizan,1,ApproachRallies,8,4,2,0,4,0,0,57
20140503-M-Munich-SF-Tommy_Haas-Martin_Klizan,2,NetPoints,4,3,3,0,1,0,0,48
20140503-M-Munich-SF-Tommy_Haas-Martin_Klizan,2,Approach,3,2,2,0,1,0,0,34
20140503-M-Munich-SF-Tommy_Haas-Martin_Klizan,2,NetPointsRallies,4,3,3,0,1,0,0,48
20140503-M-Munich-SF-Tommy_Haas-Martin_Klizan,2,ApproachRallies,3,2,2,0,1,0,0,34
20130501-M-Munich-R16-Dmitry_Tursunov-Alexandr_Dolgopolov,1,NetPoints,10,4,1,2,4,0,1,50
20130501-M-Munich-R16-Dmitry_Tursunov-Alexandr_Dolgopolov,1,Approach,7,3,1,1,3,0,0,40
20130501-M-Munich-R16-Dmitry_Tursunov-Alexandr_Dolgopolov,1,NetPointsRallies,10,4,1,2,4,0,1,50
20130501-M-Munich-R16-Dmitry_Tursunov-Alexandr_Dolgopolov,1,ApproachRallies,7,3,1,1,3,0,0,40
20130501-M-Munich-R16-Dmitry_Tursunov-Alexandr_Dolgopolov,2,NetPoints,8,5,2,2,3,0,0,27
20130501-M-Munich-R16-Dmitry_Tursunov-Alexandr_Dolgopolov,2,Approach,5,3,1,1,2,0,0,15
20130501-M-Munich-R16-Dmitry_Tursunov-Alexandr_Dolgopolov,2,NetPointsRallies,8,5,2,2,3,0,0,27
20130501-M-Munich-R16-Dmitry_Tursunov-Alexandr_Dolgopolov,2,ApproachRallies,5,3,1,1,2,0,0,15
20130903-M-US_Open-R16-Denis_Istomin-Andy_Murray,1,NetPoints,17,11,7,3,2,0,1,138
20130903-M-US_Open-R16-Denis_Istomin-Andy_Murray,1,NetPointsRallies,17,11,7,3,2,0,1,138
20130903-M-US_Open-R16-Denis_Istomin-Andy_Murray,2,NetPoints,20,16,13,2,3,1,0,129
20130903-M-US_Open-R16-Denis_Istomin-Andy_Murray,2,NetPointsRallies,20,16,13,2,3,1,0,129
20130905-M-US_Open-QF-Stanislas_Wawrinka-Andy_Murray,1,NetPoints,26,19,14,3,6,1,0,164
20130905-M-US_Open-QF-Stanislas_Wawrinka-Andy_Murray,1,NetPointsRallies,26,19,14,3,6,1,0,164
20130905-M-US_Open-QF-Stanislas_Wawrinka-Andy_Murray,2,NetPoints,13,8,5,2,4,1,0,93
20130905-M-US_Open-QF-Stanislas_Wawrinka-Andy_Murray,2,NetPointsRallies,13,8,5,2,4,1,0,93
