20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,B-IO,4,2,0,1,1,2,2
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,S-XC,14,3,0,1,2,7,7
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,S-DTM,15,0,0,0,0,5,10
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,S-DTL,2,0,0,0,0,1,1
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,S-IO,1,0,0,0,0,0,1
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,1,Total,212,158,32,100,5
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,1,F,107,75,22,92,4
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,1,B,100,75,9,8,0
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,1,S,5,8,1,0,1
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,1,F-XC,107,31,12,12,7,60,47
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,1,F-DTM,75,10,1,2,7,36,39
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,1,F-DTL,22,5,1,0,4,9,13
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,1,F-IO,92,23,8,6,9,63,29
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,1,F-II,4,1,1,0,0,2,2
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,1,B-XC,100,19,4,2,13,56,44
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,1,B-DTM,75,5,1,3,1,44,31
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,1,B-DTL,9,2,1,0,1,2,7
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,1,B-IO,8,4,2,1,1,4,4
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,1,S-XC,5,0,0,0,0,2,3
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,1,S-DTM,8,0,0,0,0,3,5
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,1,S-DTL,1,1,0,0,1,0,1
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,1,S-II,1,0,0,0,0,1,0
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,2,Total,161,206,41,45,9
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,2,F,83,80,15,37,8
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,2,B,51,101,22,8,0
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,2,S,27,25,4,0,1
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,2,F-XC,83,19,7,7,5,49,34
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,2,F-DTM,80,7,0,0,7,27,53
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,2,F-DTL,15,6,3,3,0,9,6
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,2,F-IO,37,10,4,2,4,23,14
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,2,F-II,8,3,1,1,1,4,4
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,2,B-XC,51,16,2,4,10,26,25
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,2,B-DTM,101,7,0,0,7,31,70
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,2,B-DTL,22,10,5,1,4,11,11
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,2,B-IO,8,1,1,0,0,6,2
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,2,S-XC,27,1,0,0,1,7,20
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,2,S-DTM,25,1,0,0,1,9,16
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,2,S-DTL,4,0,0,0,0,2,2
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,2,S-II,1,0,0,0,0,1,0
20111122-M-Tour_Finals-RR-Roger_Federer-Rafael_Nadal,1,Total,59,31,23,15,4
20111122-M-Tour_Finals-RR-Roger_Federer-Rafael_Nadal,1,F,38,16,7,11,4
20111122-M-Tour_Finals-RR-Roger_Federer-Rafael_Nadal,1,B,18,14,7,4,0
20111122-M-Tour_Finals-RR-Roger_Federer-Rafael_Nadal,1,S,3,1,9,0,0
20111122-M-Tour_Finals-RR-Roger_Federer-Rafael_Nadal,1,F-XC,38,11,5,2,4,29,9
20111122-M-Tour_Finals-RR-Roger_Federer-Rafael_Nadal,1,F-DTM,16,0,0,0,0,9,7
20111122-M-Tour_Finals-RR-Roger_Federer-Rafael_Nadal,1,F-DTL,7,4,4,0,0,7,0
20111122-M-Tour_Finals-RR-Roger_Federer-Rafael_Nadal,1,F-IO,11,7,6,1,0,10,1
20111122-M-Tour_Finals-RR-Roger_Federer-Rafael_Nadal,1,F-II,4,1,0,1,0,4,0
20111122-M-Tour_Finals-RR-Roger_Federer-Rafael_Nadal,1,B-XC,18,7,2,1,4,10,8
20111122-M-Tour_Finals-RR-Roger_Federer-Rafael_Nadal,1,B-DTM,14,1,0,0,1,11,3
20111122-M-Tour_Finals-RR-Roger_Federer-Rafael_Nadal,1,B-DTL,7,1,1,0,0,6,1
20111122-M-Tour_Finals-RR-Roger_Federer-Rafael_Nadal,1,B-IO,4,0,0,0,0,4,0
20111122-M-Tour_Finals-RR-Roger_Federer-Rafael_Nadal,1,S-XC,3,0,0,0,0,3,0
20111122-M-Tour_Finals-RR-Roger_Federer-Rafael_Nadal,1,S-DTM,1,0,0,0,0,0,1
20111122-M-Tour_Finals-RR-Roger_Federer-Rafael_Nadal,1,S-DTL,9,0,0,0,0,7,2
