match_id,Player 1,Player 2,Pl 1 hand,Pl 2 hand,Date,Tournament,Round,Time,Court,Surface,Umpire,Best of,Final TB?,Charted by
20250610-M-ITF_Martos-Q2-Preston_Stearns-Alejandro_Lopez_Escribano,Preston Stearns,Alejandro Lopez Escribano,L,L,20250610,ITF Martos,Q2,,,Hard,,3,1,OwenA
20250609-M-Stuttgart-R32-Benjamin_Bonzi-Jiri_Lehecka,Benjamin Bonzi,Jiri Lehecka,R,R,20250609,Stuttgart,R32,,,Grass,,3,1,Ludo
20250608-M-Roland_Garros-F-Jannik_Sinner-Carlos_Alcaraz,Jannik Sinner,Carlos Alcaraz,R,R,20250608,Roland Garros,F,4pm,Chatrier,Clay,Eva Asderaki-Moore,5,A,Edo
20250606-M-Roland_Garros-SF-Novak_Djokovic-Jannik_Sinner,Novak Djokovic,Jannik Sinner,R,R,20250606,Roland Garros,SF,,Court Philippe Chatrier,Clay,Damien Dumusois,5,A,Isaac
20250604-M-Roland_Garros-QF-Novak_Djokovic-Alexander_Zverev,Novak Djokovic,Alexander Zverev,R,R,20250604,Roland Garros,QF,20:35,Court Philippe Chatrier,Clay,Louise Azemar Engzell,5,A,Zindaras
20250602-M-Roland_Garros-R16-Novak_Djokovic-Cameron_Norrie,Novak Djokovic,Cameron Norrie,R,L,20250602,Roland Garros,R16,,,Clay,Aurelie Tourte,5,A,Isaac
20250602-M-Roland_Garros-R16-Jannik_Sinner-Andrey_Rublev,Jannik Sinner,Andrey Rublev,R,R,20250602,Roland Garros,R16,,Court Philippe Chatrier,Clay,,5,A,Isaac
20250601-M-Roland_Garros-R16-Holger_Rune-Lorenzo_Musetti,Holger Rune,Lorenzo Musetti,R,R,20250601,Roland Garros,R16,8:50 PM,Chatrier,Clay,M. Veljovic,5,A,BG
20250531-M-Roland_Garros-R32-Tallon_Griekspoor-Ethan_Quinn,Tallon Griekspoor,Ethan Quinn,R,R,20250531,Roland Garros,R32,11:10,14,Clay,Marija Cicak,5,A,Zindaras
20250531-M-Roland_Garros-R32-Novak_Djokovic-Filip_Misolic,Novak Djokovic,Filip Misolic,R,R,20250531,Roland Garros,R32,,,Clay,,5,A,Isaac
20250531-M-Roland_Garros-R32-Joao_Fonseca-Jack_Draper,Joao Fonseca,Jack Draper,R,L,20250531,Roland Garros,R32,,Suzanne Lenglen,Clay,,5,A,Ludo
20250531-M-Roland_Garros-R32-Jannik_Sinner-Jiri_Lehecka,Jannik Sinner,Jiri Lehecka,R,R,20250531,Roland Garros,R32,12:55 PM,Suzanne Lenglen Court,Clay,,5,A,Carrie
20250530-M-Roland_Garros-R32-Lorenzo_Musetti-Mariano_Navone,Lorenzo Musetti,Mariano Navone,R,R,20250530,Roland Garros,R32,11:05 AM,Suzanne-Lenglen,Clay,,5,A,BG
20250529-M-Roland_Garros-R64-Tallon_Griekspoor-Gabriel_Diallo,Tallon Griekspoor,Gabriel Diallo,R,R,20250529,Roland Garros,R64,,9,Clay,,5,A,Zindaras
20250529-M-Roland_Garros-R64-Alexander_Bublik-Alex_De_Minaur,Alexander Bublik,Alex De Minaur,R,R,20250529,Roland Garros,R64,11:10,14,Clay,Damien Dumusois,5,A,Zindaras
20250527-M-Roland_Garros-R128-Novak_Djokovic-Mackenzie_Mcdonald,Novak Djokovic,Mackenzie Mcdonald,R,R,20250527,Roland Garros,R128,,,Clay,,5,A,Isaac
20250527-M-Roland_Garros-R128-Hubert_Hurkacz-Joao_Fonseca,Hubert Hurkacz,Joao Fonseca,R,R,20250527,Roland Garros,R128,7:25 PM,Court 7,Clay,,5,A,Carrie
20250526-M-Roland_Garros-R128-Taylor_Fritz-Daniel_Altmaier,Taylor Fritz,Daniel Altmaier,R,R,20250526,Roland Garros,R128,1:40 PM,Simonne-Mathieu,Clay,,5,A,BG
20250526-M-Roland_Garros-R128-Jannik_Sinner-Arthur_Rinderknech,Jannik Sinner,Arthur Rinderknech,R,R,20250526,Roland Garros,R128,8:30 PM,Court Philippe Chatrier,Clay,,5,A,Carrie
20250525-M-Roland_Garros-R128-Yannick_Hanfmann-Lorenzo_Musetti,Yannick Hanfmann,Lorenzo Musetti,R,R,20250525,Roland Garros,R128,3:40 PM,Chatrier,Clay,L. Engzell,5,A,BG
20250525-M-Roland_Garros-R128-Valentin_Royer-Daniel_Elahi_Galan,Valentin Royer,Daniel Elahi Galan,R,R,20250525,Roland Garros,R128,3:45 PM,6,Clay,G. Allensworth,5,A,BG
20250525-M-Roland_Garros-R128-Tommy_Paul-Elmer_Moller,Tommy Paul,Elmer Moller,R,R,20250525,Roland Garros,R128,11:10 AM,Simone-Mathieu,Clay,,5,A,BG
20250525-M-Roland_Garros-R128-Kyrian_Jacquet-Nuno_Borges,Kyrian Jacquet,Nuno Borges,R,R,20250525,Roland Garros,R128,8:40 PM,6,Clay,E. Asderaki-Moore,5,A,BG
20250525-M-Roland_Garros-R128-Giovanni_Mpetshi_Perricard-Zizou_Bergs,Giovanni Mpetshi Perricard,Zizou Bergs,R,R,20250525,Roland Garros,R128,12:45 PM,Suzanne Lenglen,Clay,,5,A,BG
20250524-M-Geneva-F-Hubert_Hurkacz-Novak_Djokovic,Hubert Hurkacz,Novak Djokovic,R,R,20250524,Geneva,F,3:15 PM,Center Court,Clay,Nacho Forcadell,3,1,Carrie
20250523-M-Roland_Garros-Q3-Maximilian_Marterer-Federico_Arnaboldi,Maximilian Marterer,Federico Arnaboldi,L,R,20250523,Roland Garros,Q3,,Court 9,Clay,Inaki Navalon,3,A,Zindaras
20250523-M-Geneva-SF-Hubert_Hurkacz-Sebastian_Ofner,Hubert Hurkacz,Sebastian Ofner,R,R,20250523,Geneva,SF,2:10 PM,Center Court,Clay,Manuel Absolu,3,1,Carrie
20250522-M-Geneva-QF-Hubert_Hurkacz-Taylor_Fritz,Hubert Hurkacz,Taylor Fritz,R,R,20250522,Geneva,QF,6:00 PM,Center Court,Clay,Eva Asderaki-Moore,3,1,Carrie
20250521-M-Geneva-R16-Hubert_Hurkacz-Arthur_Rinderknech,Hubert Hurkacz,Arthur Rinderknech,R,R,20250521,Geneva,R16,4:55 PM,Center,Clay,Nacho Forcadell,3,1,Carrie
20250520-M-Geneva-R32-Hubert_Hurkacz-Arthur_Cazaux,Hubert Hurkacz,Arthur Cazaux,R,R,20250520,Geneva,R32,5:00 PM,Center Court,Clay,Eva Asderaki-Moore,3,1,Carrie
20250518-M-Rome_Masters-F-Jannik_Sinner-Carlos_Alcaraz,Jannik Sinner,Carlos Alcaraz,R,R,20250518,Rome Masters,F,,,Clay,,3,1,Ludo
20250516-M-Rome_Masters-SF-Tommy_Paul-Jannik_Sinner,Tommy Paul,Jannik Sinner,R,R,20250516,Rome Masters,SF,9pm,Centre,Clay,Richard Haigh,3,1,Edo
20250516-M-Rome_Masters-SF-Lorenzo_Musetti-Carlos_Alcaraz,Lorenzo Musetti,Carlos Alcaraz,R,R,20250516,Rome Masters,SF,3pm,Centre,Clay,Renaud Lichtenstein,3,1,Edo
20250515-M-Rome_Masters-QF-Hubert_Hurkacz-Tommy_Paul,Hubert Hurkacz,Tommy Paul,R,R,20250515,Rome Masters,QF,1:10 PM,Campo Centrale,Clay,Richard Haigh,3,1,Carrie
20250514-M-Rome_Masters-R16-Casper_Ruud-Jaume_Munar,Casper Ruud,Jaume Munar,R,R,20250514,Rome Masters,R16,14:00,GrandStand Arena,Clay,Renaud Lichtenstein,3,1,Julie DL
20250514-M-Rome_Masters-QF-Lorenzo_Musetti-Alexander_Zverev,Lorenzo Musetti,Alexander Zverev,R,R,20250514,Rome Masters,QF,9:10 PM,Centrale,Clay,G. Allensworth,3,1,BG
20250514-M-Rome_Masters-QF-Jack_Draper-Carlos_Alcaraz,Jack Draper,Carlos Alcaraz,L,R,20250514,Rome Masters,QF,,Centre,Clay,,3,1,Angel Moreno
20250513-M-Rome_Masters-R16-Jakub_Mensik-Hubert_Hurkacz,Jakub Mensik,Hubert Hurkacz,R,R,20250513,Rome Masters,R16,2:00 PM,SuperTennis Arena,Clay,Ruth Concas,3,1,Carrie
20250512-M-Rome_Masters-R32-Hubert_Hurkacz-Marcos_Giron,Hubert Hurkacz,Marcos Giron,R,R,20250512,Rome Masters,R32,1:55 PM,SuperTennis Arena,Clay,Richard Haigh,3,1,Carrie
20250511-M-Rome_Masters-R32-Stefanos_Tsitsipas-Arthur_Fils,Stefanos Tsitsipas,Arthur Fils,R,R,20250511,Rome Masters,R32,,,Clay,,3,1,Ludo
20250510-M-Rome_Masters-R64-Hubert_Hurkacz-Pedro_Martinez,Hubert Hurkacz,Pedro Martinez,R,R,20250510,Rome Masters,R64,1:00 PM,14,Clay,Aurelie Tourte,3,1,Carrie
20250510-M-Rome_Masters-R64-Casper_Ruud-Alexander_Bublik,Casper Ruud,Alexander Bublik,R,R,20250510,Rome Masters,R64,1:50 PM,Supertennis,Clay,R. Lichtenstein,3,1,BG
20250510-M-Rome_Masters-R64-Ben_Shelton-Jaume_Munar,Ben Shelton,Jaume Munar,L,R,20250510,Rome Masters,R64,18:40,SuperTennis Arena,Clay,Manuel Messina,3,1,Julie DL
20250509-M-Rome_Masters-R64-Tallon_Griekspoor-Arthur_Fils,Tallon Griekspoor,Arthur Fils,R,R,20250509,Rome Masters,R64,,Pietrangeli,Clay,,3,1,Ludo
20250508-M-Rome_Masters-R128-Jesper_De_Jong-Alexander_Shevchenko,Jesper De Jong,Alexander Shevchenko,R,R,20250508,Rome Masters,R128,,2,Clay,Alessandro Germani,3,1,Zindaras
20250508-M-Rome_Masters-R128-Fabian_Marozsan-Joao_Fonseca,Fabian Marozsan,Joao Fonseca,R,R,20250508,Rome Masters,R128,,,Clay,,3,1,Ludo
20250507-M-Rome_Masters-R128-Tallon_Griekspoor-Miomir_Kecmanovic,Tallon Griekspoor,Miomir Kecmanovic,R,R,20250507,Rome Masters,R128,,,Clay,,3,1,Ludo
20250504-M-Madrid_Masters-F-Casper_Ruud-Jack_Draper,Casper Ruud,Jack Draper,R,L,20250504,Madrid Masters,F,,,Clay,,3,1,Ludo
20250504-M-Aix_En_Provence_CH-F-Stan_Wawrinka-Borna_Coric,Stan Wawrinka,Borna Coric,R,R,20250504,Aix En Provence CH,F,,Court Credit Agricole,Clay,Richard Haigh,3,1,Zindaras
20250502-M-Madrid_Masters-SF-Jack_Draper-Lorenzo_Musetti,Jack Draper,Lorenzo Musetti,R,R,20250502,Madrid Masters,SF,7pm,Santana,Clay,Jimmy Pinoargote,3,1,Edo
20250502-M-Madrid_Masters-SF-Casper_Ruud-Francisco_Cerundolo,Casper Ruud,Francisco Cerundolo,R,R,20250502,Madrid Masters,SF,16:00,Manolo Santana Stadium,Clay,Manuel Messina,3,1,Julie DL
20250501-M-Madrid_Masters-QF-Casper_Ruud-Daniil_Medvedev,Casper Ruud,Daniil Medvedev,R,R,20250501,Madrid Masters,QF,1:10 PM,Santana,Clay,A. Nour,3,1,BG
20250429-M-Madrid_Masters-R32-Stefanos_Tsitsipas-Lorenzo_Musetti,Stefanos Tsitsipas,Lorenzo Musetti,R,R,20250429,Madrid Masters,R32,3:45 PM,Santana,Clay,J. Pinoargote,3,1,BG
20250429-M-Madrid_Masters-R16-Taylor_Fritz-Casper_Ruud,Taylor Fritz,Casper Ruud,R,R,20250429,Madrid Masters,R16,21:45,Santana,Clay,Manuel Absolu,3,1,Julie DL
20250429-M-Madrid_Masters-R16-Jakub_Mensik-Alexander_Bublik,Jakub Mensik,Alexander Bublik,R,R,20250429,Madrid Masters,R16,,Stadium 3,Clay,,3,1,stard54
20250427-M-Madrid_Masters-R32-Casper_Ruud-Sebastian_Korda,Casper Ruud,Sebastian Korda,R,R,20250427,Madrid Masters,R32,21:50,Santana,Clay,Arnaud Gabas,3,1,Julie DL
20250427-M-Madrid_Masters-R32-Ben_Shelton-Jakub_Mensik,Ben Shelton,Jakub Mensik,L,R,20250427,Madrid Masters,R32,,,Clay,,3,1,Ludo
20250427-M-Madrid_Masters-R32-Andrey_Rublev-Alexander_Bublik,Andrey Rublev,Alexander Bublik,R,R,20250427,Madrid Masters,R32,,,Clay,,3,1,Ludo
20250426-M-Madrid_Masters-R64-Tommy_Paul-Joao_Fonseca,Tommy Paul,Joao Fonseca,R,R,20250426,Madrid Masters,R64,,,Clay,,3,1,Ludo
20250426-M-Madrid_Masters-R64-Tomas_Machac-Jacob_Fearnley,Tomas Machac,Jacob Fearnley,R,R,20250426,Madrid Masters,R64,,5,Clay,,3,1,Angel Moreno
20250426-M-Madrid_Masters-R64-Matteo_Arnaldi-Novak_Djokovic,Matteo Arnaldi,Novak Djokovic,R,R,20250426,Madrid Masters,R64,,,Clay,,3,1,Ludo
20250425-M-Madrid_Masters-R64-Hubert_Hurkacz-Benjamin_Bonzi,Hubert Hurkacz,Benjamin Bonzi,R,R,20250425,Madrid Masters,R64,11:05 AM,7,Clay,Yuliya Ignatchenko,3,1,Carrie
20250424-M-Madrid_Masters-R128-Elmer_Moller-Joao_Fonseca,Elmer Moller,Joao Fonseca,R,R,20250424,Madrid Masters,R128,1:05 PM,Manolo Santana,Clay,Manuel Absolu,3,1,Gbaraujo
20250423-M-Madrid_Masters-R128-Giovanni_Mpetshi_Perricard-Mariano_Navone,Giovanni Mpetshi Perricard,Mariano Navone,R,R,20250423,Madrid Masters,R128,,Arantxa Sanchez,Clay,,3,1,Ludo
20250420-M-Barcelona-F-Holger_Rune-Carlos_Alcaraz,Holger Rune,Carlos Alcaraz,R,R,20250420,Barcelona,F,,,Clay,,3,1,Ludo
20250419-M-Barcelona-SF-Arthur_Fils-Carlos_Alcaraz,Arthur Fils,Carlos Alcaraz,R,R,20250419,Barcelona,SF,,,Clay,,3,1,Ludo
20250418-M-Barcelona-QF-Casper_Ruud-Holger_Rune,Casper Ruud,Holger Rune,R,R,20250418,Barcelona,QF,,Nadal,Clay,J. Keothavong,3,1,BG
20250417-M-Barcelona-R16-Laslo_Djere-Carlos_Alcaraz,Laslo Djere,Carlos Alcaraz,R,R,20250417,Barcelona,R16,,,Clay,,3,1,Ludo
20250416-M-Barcelona-R16-Arthur_Fils-Pedro_Martinez,Arthur Fils,Pedro Martinez,R,R,20250416,Barcelona,R16,,,Clay,,3,1,Ludo
20250415-M-Barcelona-R32-Reilly_Opelka-Stefanos_Tsitsipas,Reilly Opelka,Stefanos Tsitsipas,R,R,20250415,Barcelona,R32,,,Clay,,3,1,Isaac
20250412-M-Monte_Carlo_Masters-SF-Lorenzo_Musetti-Alex_De_Minaur,Lorenzo Musetti,Alex De Minaur,R,R,20250412,Monte Carlo Masters,SF,3:40 PM,Rainier III,Clay,D. Dumusois,3,1,BG
20250412-M-Monte_Carlo_Masters-SF-Carlos_Alcaraz-Alejandro_Davidovich_Fokina,Carlos Alcaraz,Alejandro Davidovich Fokina,R,R,20250412,Monte Carlo Masters,SF,1:10 PM,Rainier III,Clay,A. Tourte,3,1,BG
20250411-M-Monte_Carlo_Masters-QF-Carlos_Alcaraz-Arthur_Fils,Carlos Alcaraz,Arthur Fils,R,R,20250411,Monte Carlo Masters,QF,,,Clay,,3,1,Ludo
20250411-M-Monte_Carlo_Masters-QF-Alejandro_Davidovich_Fokina-Alexei_Popyrin,Alejandro Davidovich Fokina,Alexei Popyrin,R,R,20250411,Monte Carlo Masters,QF,11:10 AM,Rainier III,Clay,R. Lichtenstein,3,1,BG
20250410-M-Monte_Carlo_Masters-R16-Daniil_Medvedev-Alex_De_Minaur,Daniil Medvedev,Alex De Minaur,R,R,20250410,Monte Carlo Masters,R16,4:27:00 PM,Court des Princes,Clay,,3,1,stard54
20250410-M-Monte_Carlo_Masters-R16-Andrey_Rublev-Arthur_Fils,Andrey Rublev,Arthur Fils,R,R,20250410,Monte Carlo Masters,R16,,,Clay,,3,1,Ludo
20250409-M-Monte_Carlo_Masters-R32-Lorenzo_Musetti-Jiri_Lehecka,Lorenzo Musetti,Jiri Lehecka,R,R,20250409,Monte Carlo Masters,R32,11:10 AM,Princes,Clay,R. Lichtenstein,3,1,BG
20250409-M-Monte_Carlo_Masters-R32-Francisco_Cerundolo-Carlos_Alcaraz,Francisco Cerundolo,Carlos Alcaraz,R,R,20250409,Monte Carlo Masters,R32,2:10 PM,Rainier III,Clay,A. Tourte,3,1,BG
20250409-M-Monte_Carlo_Masters-R32-Flavio_Cobolli-Arthur_Fils,Flavio Cobolli,Arthur Fils,R,R,20250409,Monte Carlo Masters,R32,,EA de Massy,Clay,,3,1,Ludo
20250409-M-Monte_Carlo_Masters-R32-Casper_Ruud-Roberto_Bautista_Agut,Casper Ruud,Roberto Bautista Agut,R,R,20250409,Monte Carlo Masters,R32,16:00,Court des Princes,Clay,Damien Dumusois,3,1,Julie DL
20250409-M-Monte_Carlo_Masters-R32-Alejandro_Tabilo-Novak_Djokovic,Alejandro Tabilo,Novak Djokovic,L,R,20250409,Monte Carlo Masters,R32,,,Clay,,3,1,Isaac
20250408-M-Monte_Carlo_Masters-R32-Stefanos_Tsitsipas-Jordan_Thompson,Stefanos Tsitsipas,Jordan Thompson,R,R,20250408,Monte Carlo Masters,R32,5:30 PM,Rainier III,Clay,A. Nour,3,1,BG
20250407-M-Monte_Carlo_Masters-R64-Stan_Wawrinka-Alejandro_Tabilo,Stan Wawrinka,Alejandro Tabilo,R,L,20250407,Monte Carlo Masters,R64,11:10 AM,Rainier III,Clay,M. Messina,3,1,BG
20250407-M-Monte_Carlo_Masters-R64-Jiri_Lehecka-Sebastian_Korda,Jiri Lehecka,Sebastian Korda,R,R,20250407,Monte Carlo Masters,R64,11:00 AM,Court des Princes,Clay,,3,1,stard54
20250406-M-Marrakech-F-Tallon_Griekspoor-Luciano_Darderi,Tallon Griekspoor,Luciano Darderi,R,R,20250406,Marrakech,F,15:10,Centre Court,Clay,Mohamed Lahyani,3,1,Zindaras
20250406-M-Houston-F-Jenson_Brooksby-Frances_Tiafoe,Jenson Brooksby,Frances Tiafoe,R,R,20250406,Houston,F,,Stadium Court,Clay,Greg Allensworth,3,1,Zindaras
20250406-M-Bucharest-F-Sebastian_Baez-Flavio_Cobolli,Sebastian Baez,Flavio Cobolli,R,R,20250406,Bucharest,F,,Centre,Clay,,3,1,stard54
20250405-M-Marrakech-SF-Tallon_Griekspoor-Kamil_Majchrzak,Tallon Griekspoor,Kamil Majchrzak,R,R,20250405,Marrakech,SF,15:00,Centre Court,Clay,Robert Balmforth,3,1,Zindaras
20250405-M-Houston-SF-Jenson_Brooksby-Tommy_Paul,Jenson Brooksby,Tommy Paul,R,R,20250405,Houston,SF,,Stadium,Clay,Scotty Moore,3,1,Zindaras
20250404-M-Marrakech-QF-Tallon_Griekspoor-Mattia_Bellucci,Tallon Griekspoor,Mattia Bellucci,R,L,20250404,Marrakech,QF,15:30,Centre Court,Clay,,3,1,Zindaras
20250404-M-Campinas_CH-QF-Alvaro_Guillen_Meza-Juan_Carlos_Prado_Angelo,Alvaro Guillen Meza,Juan Carlos Prado Angelo,R,R,20250404,Campinas CH,QF,,Quadra 3,Clay,,3,1,Angel Moreno
20250401-M-Marrakech-R32-Jesper_De_Jong-Elliot_Benchetrit,Jesper De Jong,Elliot Benchetrit,R,R,20250401,Marrakech,R32,,Centre,Clay,,3,1,stard54
20250330-M-Girona_CH-F-Marin_Cilic-Elmer_Moller,Marin Cilic,Elmer Moller,R,R,20250330,Girona CH,F,,Pista Central,Clay,,3,1,Zindaras
20250329-M-Miami_Masters-F-Jakub_Mensik-Novak_Djokovic,Jakub Mensik,Novak Djokovic,R,R,20250329,Miami Masters,F,,,Hard,,3,1,Ludo
20250329-M-Girona_CH-SF-Jesper_De_Jong-Marin_Cilic,Jesper De Jong,Marin Cilic,R,R,20250329,Girona CH,SF,,Pista Central,Clay,,3,1,Zindaras
20250328-M-Miami_Masters-SF-Taylor_Fritz-Jakub_Mensik,Taylor Fritz,Jakub Mensik,R,R,20250328,Miami Masters,SF,7pm,Centre,Hard,Fergus Murphy,3,1,Edo
20250328-M-Miami_Masters-SF-Novak_Djokovic-Grigor_Dimitrov,Novak Djokovic,Grigor Dimitrov,R,R,20250328,Miami Masters,SF,,,Hard,G. Allensworth,3,1,Isaac
20250327-M-Miami_Masters-QF-Novak_Djokovic-Sebastian_Korda,Novak Djokovic,Sebastian Korda,R,R,20250327,Miami Masters,QF,,,Hard,,3,1,Isaac
20250327-M-Miami_Masters-QF-Jakub_Mensik-Arthur_Fils,Jakub Mensik,Arthur Fils,R,R,20250327,Miami Masters,QF,,Stadium,Hard,Fergus Murphy,3,1,stard54
20250326-M-Miami_Masters-R16-Alexander_Zverev-Arthur_Fils,Alexander Zverev,Arthur Fils,R,R,20250326,Miami Masters,R16,,,Hard,,3,1,Ludo
20250325-M-Miami_Masters-R16-Novak_Djokovic-Lorenzo_Musetti,Novak Djokovic,Lorenzo Musetti,R,R,20250325,Miami Masters,R16,,,Hard,Fergus Murphy,3,1,Isaac
20250324-M-Miami_Masters-R32-Alex_De_Minaur-Joao_Fonseca,Alex De Minaur,Joao Fonseca,R,R,20250324,Miami Masters,R32,,,Hard,,3,1,Ludo
20250323-M-Murcia_CH-F-Jesper_De_Jong-Carlos_Taberner,Jesper De Jong,Carlos Taberner,R,R,20250323,Murcia CH,F,,Pista Central,Clay,,3,1,Zindaras
20250323-M-Miami_Masters-R32-Gael_Monfils-Jaume_Munar,Gael Monfils,Jaume Munar,R,R,20250323,Miami Masters,R32,,Buchholz,Hard,Scotty Moore,3,1,Zindaras
20250323-M-Miami_Masters-R32-Alejandro_Tabilo-Casper_Ruud,Alejandro Tabilo,Casper Ruud,L,R,20250323,Miami Masters,R32,20:00,Grandstand,Hard,Mohamed Lahyani,3,1,Julie DL
20250322-M-Miami_Masters-R64-Ugo_Humbert-Joao_Fonseca,Ugo Humbert,Joao Fonseca,L,R,20250322,Miami Masters,R64,,,Hard,Greg Allensworth,3,1,Ludo
20250322-M-Miami_Masters-R64-Matteo_Arnaldi-Tomas_Machac,Matteo Arnaldi,Tomas Machac,R,R,20250322,Miami Masters,R64,,,Hard,,3,1,Ludo
20250322-M-Miami_Masters-R64-Ben_Shelton-Coleman_Wong,Ben Shelton,Coleman Wong,L,R,20250322,Miami Masters,R64,,1,Hard,Arnaud Gabas,3,1,Zindaras
20250321-M-Miami_Masters-R64-Novak_Djokovic-Rinky_Hijikata,Novak Djokovic,Rinky Hijikata,R,R,20250321,Miami Masters,R64,,,Hard,,3,1,Ludo
20250321-M-Miami_Masters-R64-Jaume_Munar-Daniil_Medvedev,Jaume Munar,Daniil Medvedev,R,R,20250321,Miami Masters,R64,2:00 PM,Stadium,Hard,Mohamed Lahyani,3,1,Julie DL
20250321-M-Miami_Masters-R64-Grigor_Dimitrov-Federico_Cina,Grigor Dimitrov,Federico Cina,R,R,20250321,Miami Masters,R64,11:10,Butch Buchholz,Hard,Pablo Rodriguez,3,1,Zindaras
20250321-M-Miami_Masters-R64-Casper_Ruud-Miomir_Kecmanovic,Casper Ruud,Miomir Kecmanovic,R,R,20250321,Miami Masters,R64,11:10 AM,Grandstand,Hard,S. Moore,3,1,BG
20250320-M-Miami_Masters-R128-Yoshihito_Nishioka-Hugo_Gaston,Yoshihito Nishioka,Hugo Gaston,L,L,20250320,Miami Masters,R128,12:45 PM,Grandstand,Hard,G. Allensworth,3,1,BG
20250320-M-Miami_Masters-R128-Learner_Tien-Joao_Fonseca,Learner Tien,Joao Fonseca,L,R,20250320,Miami Masters,R128,,,Hard,,3,1,Ludo
20250320-M-Miami_Masters-R128-Coleman_Wong-Daniel_Altmaier,Coleman Wong,Daniel Altmaier,R,R,20250320,Miami Masters,R128,,7,Hard,Scotty Moore,3,1,Zindaras
20250320-M-Merida_CH-R16-Dmitry_Popko-Juan_Carlos_Prado_Angelo,Dmitry Popko,Juan Carlos Prado Angelo,R,R,20250320,Merida CH,R16,,Estadio Lorenzo Molina,Clay,,3,1,Angel Moreno
20250319-M-Miami_Masters-R128-Gael_Monfils-Fabian_Marozsan,Gael Monfils,Fabian Marozsan,R,R,20250319,Miami Masters,R128,,,Hard,,3,1,Ludo
20250319-M-Miami_Masters-R128-Francisco_Comesana-Federico_Cina,Francisco Comesana,Federico Cina,R,R,20250319,Miami Masters,R128,,5,Hard,Pablo Rodriguez,3,1,Zindaras
20250319-M-Miami_Masters-R128-Alexander_Bublik-Sebastian_Baez,Alexander Bublik,Sebastian Baez,R,R,20250319,Miami Masters,R128,11:10,Grandstand,Hard,Richard Haigh,3,1,Zindaras
20250316-M-Phoenix_CH-F-Alexander_Bublik-Joao_Fonseca,Alexander Bublik,Joao Fonseca,R,R,20250316,Phoenix CH,F,,Center,Hard,Richard Haigh,3,1,Zindaras
20250316-M-Indian_Wells_Masters-F-Holger_Rune-Jack_Draper,Holger Rune,Jack Draper,R,L,20250316,Indian Wells Masters,F,,,Hard,,3,1,Ludo
20250316-M-Cherbourg_CH-F-Pierre_Hugues_Herbert-Jelle_Sels,Pierre Hugues Herbert,Jelle Sels,R,R,20250316,Cherbourg CH,F,,Jean Jaures,Hard,,3,1,Zindaras
20250315-M-Indian_Wells_Masters-SF-Jack_Draper-Carlos_Alcaraz,Jack Draper,Carlos Alcaraz,L,R,20250315,Indian Wells Masters,SF,,,Hard,,3,1,Ludo
20250315-M-Indian_Wells_Masters-SF-Daniil_Medvedev-Holger_Rune,Daniil Medvedev,Holger Rune,R,R,20250315,Indian Wells Masters,SF,13:40,Stadium 1,Hard,Fergus Murphy,3,1,Zindaras
20250314-M-Phoenix_CH-QF-Alexander_Bublik-Corentin_Moutet,Alexander Bublik,Corentin Moutet,R,L,20250314,Phoenix CH,QF,,Center,Hard,Marta Mrozinska,3,1,Zindaras
20250314-M-Indian_Wells_Masters-QF-Ben_Shelton-Jack_Draper,Ben Shelton,Jack Draper,L,L,20250314,Indian Wells Masters,QF,,2,Hard,Aurelie Torte,3,1,Angel Moreno
20250313-M-Indian_Wells_Masters-QF-Holger_Rune-Tallon_Griekspoor,Holger Rune,Tallon Griekspoor,R,R,20250313,Indian Wells Masters,QF,11:15,Stadium 2,Hard,Nacho Forcadell,3,1,Zindaras
20250313-M-Indian_Wells_Masters-QF-Carlos_Alcaraz-Francisco_Cerundolo,Carlos Alcaraz,Francisco Cerundolo,R,R,20250313,Indian Wells Masters,QF,,,Hard,,3,1,Ludo
20250313-M-Indian_Wells_Masters-QF-Arthur_Fils-Daniil_Medvedev,Arthur Fils,Daniil Medvedev,R,R,20250313,Indian Wells Masters,QF,,,Hard,,3,1,Ludo
20250312-M-Indian_Wells_Masters-R16-Grigor_Dimitrov-Carlos_Alcaraz,Grigor Dimitrov,Carlos Alcaraz,R,R,20250312,Indian Wells Masters,R16,,,Hard,,3,1,Ludo
20250312-M-Cap_Cana_CH-R32-Thiago_Seyboth_Wild-Nicolas_Mejia,Thiago Seyboth Wild,Nicolas Mejia,R,R,20250312,Cap Cana CH,R32,,Grandstand,Hard,,3,1,Angel Moreno
20250311-M-Indian_Wells_Masters-R16-Yosuke_Watanuki-Tallon_Griekspoor,Yosuke Watanuki,Tallon Griekspoor,R,R,20250311,Indian Wells Masters,R16,12:00,Stadium 2,Hard,Greg Allensworth,3,1,Zindaras
20250311-M-Indian_Wells_Masters-R16-Stefanos_Tsitsipas-Holger_Rune,Stefanos Tsitsipas,Holger Rune,R,R,20250311,Indian Wells Masters,R16,,Stadium 1,Hard,,3,1,Isaac
20250311-M-Indian_Wells_Masters-R16-Arthur_Fils-Marcos_Giron,Arthur Fils,Marcos Giron,R,R,20250311,Indian Wells Masters,R16,,,Hard,,3,1,Ludo
20250310-M-Indian_Wells_Masters-R32-Matteo_Arnaldi-Brandon_Nakashima,Matteo Arnaldi,Brandon Nakashima,R,R,20250310,Indian Wells Masters,R32,,,Hard,,3,1,Ludo
