match_id,player,row,pts,pts_won,aces,unret,forced_err,pts_won_lte_3_shots,first_in,dfs
20120128-W-Australian_Open-F-Victoria_Azarenka-Maria_Sharapova,2,5d,3,2,0,0,0,1,3,0
20120128-W-Australian_Open-F-Victoria_Azarenka-Maria_Sharapova,2,5a,6,3,0,0,0,0,1,1
20120128-W-Australian_Open-F-Victoria_Azarenka-Maria_Sharapova,2,6d,14,4,0,1,0,1,7,0
20120128-W-Australian_Open-F-Victoria_Azarenka-Maria_Sharapova,2,6a,13,5,1,0,2,3,11,0
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,1,d,29,15,2,0,4,7,18,2
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,1,a,27,11,0,1,0,2,19,5
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,1,4,15,9,1,1,3,5,11,0
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,1,5,9,2,0,0,0,0,3,4
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,1,6,32,15,1,0,1,4,23,3
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,1,4d,8,5,1,0,3,4,7,0
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,1,4a,7,4,0,1,0,1,4,0
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,1,5d,5,2,0,0,0,0,3,0
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,1,5a,4,0,0,0,0,0,0,4
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,1,6d,16,8,1,0,1,3,8,2
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,1,6a,16,7,0,0,0,1,15,1
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,d,31,23,0,1,7,11,24,1
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,a,28,14,0,3,3,6,19,3
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,4,12,8,0,2,1,5,9,2
