match_id,player,row,pts,pts_won,aces,unret,forced_err,pts_won_lte_3_shots,wide,body,t
20190906-M-US_Open-SF-Grigor_Dimitrov-Daniil_Medvedev,Grigor Dimitrov,1,59,37,2,0,13,20,29,3,27
20190906-M-US_Open-SF-Grigor_Dimitrov-Daniil_Medvedev,Grigor Dimitrov,2,38,18,0,0,0,3,22,3,13
20190906-M-US_Open-SF-Grigor_Dimitrov-Daniil_Medvedev,Daniil Medvedev,Total,117,71,11,0,18,35,62,14,41
20190906-M-US_Open-SF-Grigor_Dimitrov-Daniil_Medvedev,Daniil Medvedev,1,55,41,11,0,15,26,26,3,26
20190906-M-US_Open-SF-Grigor_Dimitrov-Daniil_Medvedev,Daniil Medvedev,2,62,30,0,0,3,9,36,11,15
20190904-M-US_Open-QF-Rafael_Nadal-Diego_Schwartzman,Rafael Nadal,Total,91,57,5,0,12,27,22,23,46
20190904-M-US_Open-QF-Rafael_Nadal-Diego_Schwartzman,Rafael Nadal,1,57,41,5,0,11,22,17,8,32
20190904-M-US_Open-QF-Rafael_Nadal-Diego_Schwartzman,Rafael Nadal,2,34,16,0,0,1,5,5,15,14
20190904-M-US_Open-QF-Rafael_Nadal-Diego_Schwartzman,Diego Schwartzman,Total,93,49,4,0,8,19,37,20,36
20190904-M-US_Open-QF-Rafael_Nadal-Diego_Schwartzman,Diego Schwartzman,1,57,33,4,0,8,15,28,9,20
20190904-M-US_Open-QF-Rafael_Nadal-Diego_Schwartzman,Diego Schwartzman,2,36,16,0,0,0,4,9,11,16
20190903-M-US_Open-QF-Stan_Wawrinka-Daniil_Medvedev,Stan Wawrinka,Total,111,71,9,0,22,46,37,18,56
20190903-M-US_Open-QF-Stan_Wawrinka-Daniil_Medvedev,Stan Wawrinka,1,72,57,9,0,22,38,24,2,46
20190903-M-US_Open-QF-Stan_Wawrinka-Daniil_Medvedev,Stan Wawrinka,2,39,14,0,0,0,8,13,16,10
20190903-M-US_Open-QF-Stan_Wawrinka-Daniil_Medvedev,Daniil Medvedev,Total,129,86,11,0,26,53,63,19,47
20190903-M-US_Open-QF-Stan_Wawrinka-Daniil_Medvedev,Daniil Medvedev,1,77,55,11,0,25,38,32,9,36
20190903-M-US_Open-QF-Stan_Wawrinka-Daniil_Medvedev,Daniil Medvedev,2,52,31,0,0,1,15,31,10,11
20190902-M-US_Open-R16-Novak_Djokovic-Stan_Wawrinka,Novak Djokovic,Total,69,40,2,0,14,22,30,19,20
20190902-M-US_Open-R16-Novak_Djokovic-Stan_Wawrinka,Novak Djokovic,1,40,28,2,0,13,16,18,9,13
20190902-M-US_Open-R16-Novak_Djokovic-Stan_Wawrinka,Novak Djokovic,2,29,12,0,0,1,6,12,10,7
20190902-M-US_Open-R16-Novak_Djokovic-Stan_Wawrinka,Stan Wawrinka,Total,61,44,9,0,13,28,13,21,27
20190902-M-US_Open-R16-Novak_Djokovic-Stan_Wawrinka,Stan Wawrinka,1,33,29,9,0,13,22,10,1,22
20190902-M-US_Open-R16-Novak_Djokovic-Stan_Wawrinka,Stan Wawrinka,2,28,15,0,0,0,6,3,20,5
20190901-M-US_Open-R16-Grigor_Dimitrov-Alex_De_Minaur,Grigor Dimitrov,Total,96,68,5,0,15,29,35,22,39
20190901-M-US_Open-R16-Grigor_Dimitrov-Alex_De_Minaur,Grigor Dimitrov,1,56,44,5,0,15,26,24,6,26
20190901-M-US_Open-R16-Grigor_Dimitrov-Alex_De_Minaur,Grigor Dimitrov,2,40,24,0,0,0,3,11,16,13
20190901-M-US_Open-R16-Grigor_Dimitrov-Alex_De_Minaur,Alex De Minaur,Total,95,61,3,0,8,23,33,38,24
20190901-M-US_Open-R16-Grigor_Dimitrov-Alex_De_Minaur,Alex De Minaur,1,61,42,3,0,8,17,24,18,19
20190901-M-US_Open-R16-Grigor_Dimitrov-Alex_De_Minaur,Alex De Minaur,2,34,19,0,0,0,6,9,20,5
20190831-M-US_Open-R32-Denis_Shapovalov-Gael_Monfils,Denis Shapovalov,Total,180,113,6,3,30,69,78,22,80
20190831-M-US_Open-R32-Denis_Shapovalov-Gael_Monfils,Denis Shapovalov,1,114,80,5,3,30,55,51,10,53
20190831-M-US_Open-R32-Denis_Shapovalov-Gael_Monfils,Denis Shapovalov,2,66,33,1,0,0,14,27,12,27
20190831-M-US_Open-R32-Denis_Shapovalov-Gael_Monfils,Gael Monfils,Total,177,118,12,0,37,70,72,20,85
20190831-M-US_Open-R32-Denis_Shapovalov-Gael_Monfils,Gael Monfils,1,124,92,12,0,37,60,53,5,66
20190831-M-US_Open-R32-Denis_Shapovalov-Gael_Monfils,Gael Monfils,2,53,26,0,0,0,10,19,15,19
20190830-M-US_Open-R32-Feliciano_Lopez-Daniil_Medvedev,Feliciano Lopez,Total,165,104,14,0,20,53,53,58,54
20190830-M-US_Open-R32-Feliciano_Lopez-Daniil_Medvedev,Feliciano Lopez,1,83,62,14,0,17,43,32,11,40
20190830-M-US_Open-R32-Feliciano_Lopez-Daniil_Medvedev,Feliciano Lopez,2,82,42,0,0,3,10,21,47,14
20190830-M-US_Open-R32-Feliciano_Lopez-Daniil_Medvedev,Daniil Medvedev,Total,129,98,27,0,19,58,68,16,45
20190830-M-US_Open-R32-Feliciano_Lopez-Daniil_Medvedev,Daniil Medvedev,1,80,67,27,0,19,49,42,6,32
20190830-M-US_Open-R32-Feliciano_Lopez-Daniil_Medvedev,Daniil Medvedev,2,49,31,0,0,0,9,26,10,13
20190829-M-US_Open-R64-Thomas_Fabbiano-Alexander_Bublik,Thomas Fabbiano,Total,161,105,3,1,18,37,37,68,56
20190829-M-US_Open-R64-Thomas_Fabbiano-Alexander_Bublik,Thomas Fabbiano,1,106,70,3,1,18,25,26,36,44
20190829-M-US_Open-R64-Thomas_Fabbiano-Alexander_Bublik,Thomas Fabbiano,2,55,35,0,0,0,12,11,32,12
20190829-M-US_Open-R64-Thomas_Fabbiano-Alexander_Bublik,Alexander Bublik,Total,196,122,48,0,36,96,55,40,101
20190829-M-US_Open-R64-Thomas_Fabbiano-Alexander_Bublik,Alexander Bublik,1,98,80,35,0,29,69,36,10,52
20190829-M-US_Open-R64-Thomas_Fabbiano-Alexander_Bublik,Alexander Bublik,2,98,42,13,0,7,27,19,30,49
20190829-M-US_Open-R64-Paolo_Lorenzi-Miomir_Kecmanovic,Paolo Lorenzi,Total,202,128,21,0,28,75,77,68,56
20190829-M-US_Open-R64-Paolo_Lorenzi-Miomir_Kecmanovic,Paolo Lorenzi,1,106,83,21,0,27,61,53,6,47
20190829-M-US_Open-R64-Paolo_Lorenzi-Miomir_Kecmanovic,Paolo Lorenzi,2,96,45,0,0,1,14,24,62,9
20190829-M-US_Open-R64-Paolo_Lorenzi-Miomir_Kecmanovic,Miomir Kecmanovic,Total,196,127,12,0,16,51,53,76,66
20190829-M-US_Open-R64-Paolo_Lorenzi-Miomir_Kecmanovic,Miomir Kecmanovic,1,115,83,10,0,16,40,37,33,44
20190829-M-US_Open-R64-Paolo_Lorenzi-Miomir_Kecmanovic,Miomir Kecmanovic,2,81,44,2,0,0,11,16,43,22
20190829-M-US_Open-R64-Hugo_Dellien-Daniil_Medvedev,Hugo Dellien,Total,142,76,0,0,20,30,59,33,50
20190829-M-US_Open-R64-Hugo_Dellien-Daniil_Medvedev,Hugo Dellien,1,108,61,0,0,20,26,52,16,40
20190829-M-US_Open-R64-Hugo_Dellien-Daniil_Medvedev,Hugo Dellien,2,34,15,0,0,0,4,7,17,10
20190829-M-US_Open-R64-Hugo_Dellien-Daniil_Medvedev,Daniil Medvedev,Total,115,73,16,0,13,46,66,12,37
20190829-M-US_Open-R64-Hugo_Dellien-Daniil_Medvedev,Daniil Medvedev,1,61,47,15,0,12,32,30,3,28
20190829-M-US_Open-R64-Hugo_Dellien-Daniil_Medvedev,Daniil Medvedev,2,54,26,1,0,1,14,36,9,9
20190829-M-US_Open-R64-Feliciano_Lopez-Yoshihito_Nishioka,Feliciano Lopez,Total,107,79,28,0,11,49,25,32,50
20190829-M-US_Open-R64-Feliciano_Lopez-Yoshihito_Nishioka,Feliciano Lopez,1,50,43,27,0,9,38,15,5,30
20190829-M-US_Open-R64-Feliciano_Lopez-Yoshihito_Nishioka,Feliciano Lopez,2,57,36,1,0,2,11,10,27,20
20190829-M-US_Open-R64-Feliciano_Lopez-Yoshihito_Nishioka,Yoshihito Nishioka,Total,166,91,6,0,22,35,67,42,57
20190829-M-US_Open-R64-Feliciano_Lopez-Yoshihito_Nishioka,Yoshihito Nishioka,1,107,61,5,0,22,27,44,23,40
20190829-M-US_Open-R64-Feliciano_Lopez-Yoshihito_Nishioka,Yoshihito Nishioka,2,59,30,1,0,0,8,23,19,17
20190828-M-US_Open-R64-Reilly_Opelka-Dominik_Koepfer,Reilly Opelka,Total,108,65,23,2,14,48,48,15,45
20190828-M-US_Open-R64-Reilly_Opelka-Dominik_Koepfer,Reilly Opelka,1,68,51,22,1,13,40,27,6,35
20190828-M-US_Open-R64-Reilly_Opelka-Dominik_Koepfer,Reilly Opelka,2,40,14,1,1,1,8,21,9,10
20190828-M-US_Open-R64-Reilly_Opelka-Dominik_Koepfer,Dominik Koepfer,Total,116,78,8,0,16,35,21,77,17
20190828-M-US_Open-R64-Reilly_Opelka-Dominik_Koepfer,Dominik Koepfer,1,69,52,7,0,16,28,15,37,16
20190828-M-US_Open-R64-Reilly_Opelka-Dominik_Koepfer,Dominik Koepfer,2,47,26,1,0,0,7,6,40,1
20190828-M-US_Open-R64-Alex_De_Minaur-Cristian_Garin,Alex De Minaur,Total,97,67,6,0,16,34,37,28,32
20190828-M-US_Open-R64-Alex_De_Minaur-Cristian_Garin,Alex De Minaur,1,56,44,6,0,16,24,21,14,21
20190828-M-US_Open-R64-Alex_De_Minaur-Cristian_Garin,Alex De Minaur,2,41,23,0,0,0,10,16,14,11
20190828-M-US_Open-R64-Alex_De_Minaur-Cristian_Garin,Cristian Garin,Total,107,60,5,0,16,31,36,41,30
20190828-M-US_Open-R64-Alex_De_Minaur-Cristian_Garin,Cristian Garin,1,56,37,4,0,16,24,24,9,23
20190828-M-US_Open-R64-Alex_De_Minaur-Cristian_Garin,Cristian Garin,2,51,23,1,0,0,7,12,32,7
20190827-M-US_Open-R128-Stefanos_Tsitsipas-Andrey_Rublev,Stefanos Tsitsipas,Total,186,112,20,0,18,56,77,67,42
20190827-M-US_Open-R128-Stefanos_Tsitsipas-Andrey_Rublev,Stefanos Tsitsipas,1,101,69,20,0,17,40,54,8,39
20190827-M-US_Open-R128-Stefanos_Tsitsipas-Andrey_Rublev,Stefanos Tsitsipas,2,85,43,0,0,1,16,23,59,3
20190827-M-US_Open-R128-Stefanos_Tsitsipas-Andrey_Rublev,Andrey Rublev,Total,157,102,15,0,31,61,64,32,61
20190827-M-US_Open-R128-Stefanos_Tsitsipas-Andrey_Rublev,Andrey Rublev,1,90,67,13,0,31,46,40,9,41
20190827-M-US_Open-R128-Stefanos_Tsitsipas-Andrey_Rublev,Andrey Rublev,2,67,35,2,0,0,15,24,23,20
20190827-M-US_Open-R128-Stan_Wawrinka-Jannik_Sinner,Stan Wawrinka,Total,148,95,14,0,33,60,57,40,51
20190827-M-US_Open-R128-Stan_Wawrinka-Jannik_Sinner,Stan Wawrinka,1,90,64,14,0,30,47,44,11,35
20190827-M-US_Open-R128-Stan_Wawrinka-Jannik_Sinner,Stan Wawrinka,2,58,31,0,0,3,13,13,29,16
20190827-M-US_Open-R128-Stan_Wawrinka-Jannik_Sinner,Jannik Sinner,Total,122,75,2,0,16,32,40,55,27
20190827-M-US_Open-R128-Stan_Wawrinka-Jannik_Sinner,Jannik Sinner,1,73,45,2,0,14,22,31,17,25
20190827-M-US_Open-R128-Stan_Wawrinka-Jannik_Sinner,Jannik Sinner,2,49,30,0,0,2,10,9,38,2
20190827-M-US_Open-R128-Robin_Haase-Diego_Schwartzman,Robin Haase,Total,92,51,6,2,6,29,46,17,29
20190827-M-US_Open-R128-Robin_Haase-Diego_Schwartzman,Robin Haase,1,50,33,6,2,6,21,31,3,16
20190827-M-US_Open-R128-Robin_Haase-Diego_Schwartzman,Robin Haase,2,42,18,0,0,0,8,15,14,13
20190827-M-US_Open-R128-Robin_Haase-Diego_Schwartzman,Diego Schwartzman,Total,87,60,2,0,6,24,41,20,25
20190827-M-US_Open-R128-Robin_Haase-Diego_Schwartzman,Diego Schwartzman,1,50,38,2,0,6,17,26,9,14
20190827-M-US_Open-R128-Robin_Haase-Diego_Schwartzman,Diego Schwartzman,2,37,22,0,0,0,7,15,11,11
20190827-M-US_Open-R128-Dominic_Thiem-Thomas_Fabbiano,Dominic Thiem,Total,99,63,14,0,16,44,29,20,50
20190827-M-US_Open-R128-Dominic_Thiem-Thomas_Fabbiano,Dominic Thiem,1,56,42,14,0,16,36,16,4,36
20190827-M-US_Open-R128-Dominic_Thiem-Thomas_Fabbiano,Dominic Thiem,2,43,21,0,0,0,8,13,16,14
20190827-M-US_Open-R128-Dominic_Thiem-Thomas_Fabbiano,Thomas Fabbiano,Total,112,78,10,0,19,40,37,40,35
20190827-M-US_Open-R128-Dominic_Thiem-Thomas_Fabbiano,Thomas Fabbiano,1,77,58,9,0,18,29,26,24,27
20190827-M-US_Open-R128-Dominic_Thiem-Thomas_Fabbiano,Thomas Fabbiano,2,35,20,1,0,1,11,11,16,8
20190826-M-US_Open-R128-Nikoloz_Basilashvili-Marton_Fucsovics,Nikoloz Basilashvili,Total,144,80,2,0,12,21,71,47,26
20190826-M-US_Open-R128-Nikoloz_Basilashvili-Marton_Fucsovics,Nikoloz Basilashvili,1,77,47,2,0,11,15,50,11,16
20190826-M-US_Open-R128-Nikoloz_Basilashvili-Marton_Fucsovics,Nikoloz Basilashvili,2,67,33,0,0,1,6,21,36,10
20190826-M-US_Open-R128-Nikoloz_Basilashvili-Marton_Fucsovics,Marton Fucsovics,Total,135,70,3,0,13,23,57,45,33
20190826-M-US_Open-R128-Nikoloz_Basilashvili-Marton_Fucsovics,Marton Fucsovics,1,64,38,3,0,13,18,27,16,21
20190826-M-US_Open-R128-Nikoloz_Basilashvili-Marton_Fucsovics,Marton Fucsovics,2,71,32,0,0,0,5,30,29,12
20190826-M-US_Open-R128-Janko_Tipsarevic-Denis_Kudla,Janko Tipsarevic,Total,129,73,10,1,14,34,35,44,50
20190826-M-US_Open-R128-Janko_Tipsarevic-Denis_Kudla,Janko Tipsarevic,1,81,51,10,1,14,31,28,13,40
20190826-M-US_Open-R128-Janko_Tipsarevic-Denis_Kudla,Janko Tipsarevic,2,48,22,0,0,0,3,7,31,10
20190826-M-US_Open-R128-Janko_Tipsarevic-Denis_Kudla,Denis Kudla,Total,103,73,9,2,13,42,47,22,33
20190826-M-US_Open-R128-Janko_Tipsarevic-Denis_Kudla,Denis Kudla,1,63,51,9,2,13,34,33,3,26
20190826-M-US_Open-R128-Janko_Tipsarevic-Denis_Kudla,Denis Kudla,2,40,22,0,0,0,8,14,19,7
20190823-M-Winston_Salem-SF-Hubert_Hurkacz-Denis_Shapovalov,Hubert Hurkacz,Total,57,44,5,0,10,28,26,11,20
20190823-M-Winston_Salem-SF-Hubert_Hurkacz-Denis_Shapovalov,Hubert Hurkacz,1,27,20,5,0,9,15,10,4,13
20190823-M-Winston_Salem-SF-Hubert_Hurkacz-Denis_Shapovalov,Hubert Hurkacz,2,30,24,0,0,1,13,16,7,7
20190823-M-Winston_Salem-SF-Hubert_Hurkacz-Denis_Shapovalov,Denis Shapovalov,Total,52,33,4,0,5,19,27,9,16
20190823-M-Winston_Salem-SF-Hubert_Hurkacz-Denis_Shapovalov,Denis Shapovalov,1,25,20,4,0,5,13,15,2,8
20190823-M-Winston_Salem-SF-Hubert_Hurkacz-Denis_Shapovalov,Denis Shapovalov,2,27,13,0,0,0,6,12,7,8
20190820-M-Winston_Salem-R32-Robin_Haase-Joao_Sousa,Robin Haase,Total,80,59,12,0,10,33,38,11,31
20190820-M-Winston_Salem-R32-Robin_Haase-Joao_Sousa,Robin Haase,1,35,31,10,0,9,24,19,1,15
20190820-M-Winston_Salem-R32-Robin_Haase-Joao_Sousa,Robin Haase,2,45,28,2,0,1,9,19,10,16
20190820-M-Winston_Salem-R32-Robin_Haase-Joao_Sousa,Joao Sousa,Total,93,60,9,0,15,35,42,37,14
20190820-M-Winston_Salem-R32-Robin_Haase-Joao_Sousa,Joao Sousa,1,47,42,8,0,15,28,29,10,8
20190820-M-Winston_Salem-R32-Robin_Haase-Joao_Sousa,Joao Sousa,2,46,18,1,0,0,7,13,27,6
20190820-M-Winston_Salem-R32-Denis_Shapovalov-Tennys_Sandgren,Denis Shapovalov,Total,50,32,4,3,5,18,24,5,21
20190820-M-Winston_Salem-R32-Denis_Shapovalov-Tennys_Sandgren,Denis Shapovalov,1,29,20,4,2,3,10,13,0,16
20190820-M-Winston_Salem-R32-Denis_Shapovalov-Tennys_Sandgren,Denis Shapovalov,2,21,12,0,1,2,8,11,5,5
20190820-M-Winston_Salem-R32-Denis_Shapovalov-Tennys_Sandgren,Tennys Sandgren,Total,60,28,3,2,10,17,25,13,22
20190820-M-Winston_Salem-R32-Denis_Shapovalov-Tennys_Sandgren,Tennys Sandgren,1,35,18,3,1,9,13,17,4,14
20190820-M-Winston_Salem-R32-Denis_Shapovalov-Tennys_Sandgren,Tennys Sandgren,2,25,10,0,1,1,4,8,9,8
20190819-M-Winston_Salem-R64-Marco_Cecchinato-Alexander_Bublik,Marco Cecchinato,Total,41,31,1,0,7,19,18,6,17
20190819-M-Winston_Salem-R64-Marco_Cecchinato-Alexander_Bublik,Marco Cecchinato,1,23,22,1,0,7,15,10,1,12
20190819-M-Winston_Salem-R64-Marco_Cecchinato-Alexander_Bublik,Marco Cecchinato,2,18,9,0,0,0,4,8,5,5
20190819-M-Winston_Salem-R64-Marco_Cecchinato-Alexander_Bublik,Alexander Bublik,Total,41,29,8,0,8,23,11,9,21
20190819-M-Winston_Salem-R64-Marco_Cecchinato-Alexander_Bublik,Alexander Bublik,1,24,21,8,0,8,19,9,1,14
20190819-M-Winston_Salem-R64-Marco_Cecchinato-Alexander_Bublik,Alexander Bublik,2,17,8,0,0,0,4,2,8,7
20190818-M-Winston_Salem-R64-Denis_Kudla-Robin_Haase,Denis Kudla,Total,71,46,13,0,11,30,34,8,29
20190818-M-Winston_Salem-R64-Denis_Kudla-Robin_Haase,Denis Kudla,1,39,30,13,0,10,24,18,1,20
20190818-M-Winston_Salem-R64-Denis_Kudla-Robin_Haase,Denis Kudla,2,32,16,0,0,1,6,16,7,9
20190818-M-Winston_Salem-R64-Denis_Kudla-Robin_Haase,Robin Haase,Total,72,51,18,1,8,32,30,15,27
20190818-M-Winston_Salem-R64-Denis_Kudla-Robin_Haase,Robin Haase,1,38,32,17,1,8,29,21,0,17
20190818-M-Winston_Salem-R64-Denis_Kudla-Robin_Haase,Robin Haase,2,34,19,1,0,0,3,9,15,10
20190818-M-Cincinnati_Masters-F-Daniil_Medvedev-David_Goffin,Daniil Medvedev,Total,57,44,10,0,14,31,25,8,24
20190818-M-Cincinnati_Masters-F-Daniil_Medvedev-David_Goffin,Daniil Medvedev,1,32,29,8,0,12,23,14,2,16
20190818-M-Cincinnati_Masters-F-Daniil_Medvedev-David_Goffin,Daniil Medvedev,2,25,15,2,0,2,8,11,6,8
20190818-M-Cincinnati_Masters-F-Daniil_Medvedev-David_Goffin,David Goffin,Total,78,44,5,0,8,19,27,16,35
20190818-M-Cincinnati_Masters-F-Daniil_Medvedev-David_Goffin,David Goffin,1,42,28,5,0,8,15,14,3,25
20190818-M-Cincinnati_Masters-F-Daniil_Medvedev-David_Goffin,David Goffin,2,36,16,0,0,0,4,13,13,10
20190817-M-Cincinnati_Masters-SF-Novak_Djokovic-Daniil_Medvedev,Novak Djokovic,Total,69,48,6,1,12,24,26,11,32
20190817-M-Cincinnati_Masters-SF-Novak_Djokovic-Daniil_Medvedev,Novak Djokovic,1,50,36,6,1,12,21,21,3,26
20190817-M-Cincinnati_Masters-SF-Novak_Djokovic-Daniil_Medvedev,Novak Djokovic,2,19,12,0,0,0,3,5,8,6
20190817-M-Cincinnati_Masters-SF-Novak_Djokovic-Daniil_Medvedev,Daniil Medvedev,Total,81,54,15,1,15,36,38,9,34
20190817-M-Cincinnati_Masters-SF-Novak_Djokovic-Daniil_Medvedev,Daniil Medvedev,1,55,43,11,1,14,31,24,2,29
20190817-M-Cincinnati_Masters-SF-Novak_Djokovic-Daniil_Medvedev,Daniil Medvedev,2,26,11,4,0,1,5,14,7,5
20190817-M-Cincinnati_Masters-SF-David_Goffin-Richard_Gasquet,David Goffin,Total,52,40,6,0,5,17,26,8,18
20190817-M-Cincinnati_Masters-SF-David_Goffin-Richard_Gasquet,David Goffin,1,30,23,6,0,4,15,15,2,13
20190817-M-Cincinnati_Masters-SF-David_Goffin-Richard_Gasquet,David Goffin,2,22,17,0,0,1,2,11,6,5
20190817-M-Cincinnati_Masters-SF-David_Goffin-Richard_Gasquet,Richard Gasquet,Total,59,32,6,3,6,19,25,9,25
20190817-M-Cincinnati_Masters-SF-David_Goffin-Richard_Gasquet,Richard Gasquet,1,40,29,6,3,6,19,22,3,15
20190817-M-Cincinnati_Masters-SF-David_Goffin-Richard_Gasquet,Richard Gasquet,2,19,3,0,0,0,0,3,6,10
20190815-M-Cincinnati_Masters-R16-Andrey_Rublev-Roger_Federer,Andrey Rublev,Total,54,39,5,3,9,21,25,5,24
20190815-M-Cincinnati_Masters-R16-Andrey_Rublev-Roger_Federer,Andrey Rublev,1,33,27,4,3,7,18,17,1,15
20190815-M-Cincinnati_Masters-R16-Andrey_Rublev-Roger_Federer,Andrey Rublev,2,21,12,1,0,2,3,8,4,9
20190815-M-Cincinnati_Masters-R16-Andrey_Rublev-Roger_Federer,Roger Federer,Total,49,29,5,5,6,24,26,5,18
20190815-M-Cincinnati_Masters-R16-Andrey_Rublev-Roger_Federer,Roger Federer,1,32,20,3,5,4,17,19,3,10
20190815-M-Cincinnati_Masters-R16-Andrey_Rublev-Roger_Federer,Roger Federer,2,17,9,2,0,2,7,7,2,8
20190815-M-Cincinnati_Masters-R16-Alex_De_Minaur-Yoshihito_Nishioka,Alex De Minaur,Total,55,40,1,3,6,13,15,26,14
20190815-M-Cincinnati_Masters-R16-Alex_De_Minaur-Yoshihito_Nishioka,Alex De Minaur,1,32,28,1,3,6,13,12,7,13
20190815-M-Cincinnati_Masters-R16-Alex_De_Minaur-Yoshihito_Nishioka,Alex De Minaur,2,23,12,0,0,0,0,3,19,1
20190815-M-Cincinnati_Masters-R16-Alex_De_Minaur-Yoshihito_Nishioka,Yoshihito Nishioka,Total,65,47,3,1,8,19,22,15,28
20190815-M-Cincinnati_Masters-R16-Alex_De_Minaur-Yoshihito_Nishioka,Yoshihito Nishioka,1,39,29,3,1,7,15,14,8,17
20190815-M-Cincinnati_Masters-R16-Alex_De_Minaur-Yoshihito_Nishioka,Yoshihito Nishioka,2,26,18,0,0,1,4,8,7,11
20190814-M-Meerbusch_CH-R32-Karim_Mohamed_Maamoun-Pedro_Sousa,Karim Mohamed Maamoun,Total,68,36,2,0,3,8,26,7,35
20190814-M-Meerbusch_CH-R32-Karim_Mohamed_Maamoun-Pedro_Sousa,Karim Mohamed Maamoun,1,38,21,2,0,3,8,15,0,23
20190814-M-Meerbusch_CH-R32-Karim_Mohamed_Maamoun-Pedro_Sousa,Karim Mohamed Maamoun,2,30,15,0,0,0,0,11,7,12
20190814-M-Meerbusch_CH-R32-Karim_Mohamed_Maamoun-Pedro_Sousa,Pedro Sousa,Total,54,33,1,0,7,12,23,8,23
20190814-M-Meerbusch_CH-R32-Karim_Mohamed_Maamoun-Pedro_Sousa,Pedro Sousa,1,32,22,1,0,7,11,15,0,17
20190814-M-Meerbusch_CH-R32-Karim_Mohamed_Maamoun-Pedro_Sousa,Pedro Sousa,2,22,11,0,0,0,1,8,8,6
20190814-M-Cordenons_CH-R16-Aleksandar_Vukic-Andrea_Collarini,Aleksandar Vukic,Total,60,38,3,0,7,15,28,10,22
20190814-M-Cordenons_CH-R16-Aleksandar_Vukic-Andrea_Collarini,Aleksandar Vukic,1,33,27,2,0,5,11,16,4,13
20190814-M-Cordenons_CH-R16-Aleksandar_Vukic-Andrea_Collarini,Aleksandar Vukic,2,27,11,1,0,2,4,12,6,9
20190814-M-Cordenons_CH-R16-Aleksandar_Vukic-Andrea_Collarini,Andrea Collarini,Total,55,42,4,0,9,17,26,13,16
20190814-M-Cordenons_CH-R16-Aleksandar_Vukic-Andrea_Collarini,Andrea Collarini,1,48,37,4,0,9,16,21,12,15
20190814-M-Cordenons_CH-R16-Aleksandar_Vukic-Andrea_Collarini,Andrea Collarini,2,7,5,0,0,0,1,5,1,1
20190814-M-Cincinnati_Masters-R32-Karen_Khachanov-Nick_Kyrgios,Karen Khachanov,Total,94,70,13,7,17,44,35,24,35
20190814-M-Cincinnati_Masters-R32-Karen_Khachanov-Nick_Kyrgios,Karen Khachanov,1,64,53,13,7,13,37,32,3,29
20190814-M-Cincinnati_Masters-R32-Karen_Khachanov-Nick_Kyrgios,Karen Khachanov,2,30,17,0,0,4,7,3,21,6
20190814-M-Cincinnati_Masters-R32-Karen_Khachanov-Nick_Kyrgios,Nick Kyrgios,Total,116,77,21,11,9,54,53,8,55
20190814-M-Cincinnati_Masters-R32-Karen_Khachanov-Nick_Kyrgios,Nick Kyrgios,1,71,57,19,11,6,43,29,2,40
20190814-M-Cincinnati_Masters-R32-Karen_Khachanov-Nick_Kyrgios,Nick Kyrgios,2,45,20,2,0,3,11,24,6,15
20190814-M-Cincinnati_Masters-R32-Daniil_Medvedev-Benoit_Paire,Daniil Medvedev,Total,51,39,5,0,9,25,32,5,14
20190814-M-Cincinnati_Masters-R32-Daniil_Medvedev-Benoit_Paire,Daniil Medvedev,1,29,22,5,0,9,15,17,3,9
20190814-M-Cincinnati_Masters-R32-Daniil_Medvedev-Benoit_Paire,Daniil Medvedev,2,22,17,0,0,0,10,15,2,5
20190814-M-Cincinnati_Masters-R32-Daniil_Medvedev-Benoit_Paire,Benoit Paire,Total,75,42,6,0,8,30,49,15,11
20190814-M-Cincinnati_Masters-R32-Daniil_Medvedev-Benoit_Paire,Benoit Paire,1,38,28,6,0,8,24,26,3,9
20190814-M-Cincinnati_Masters-R32-Daniil_Medvedev-Benoit_Paire,Benoit Paire,2,37,14,0,0,0,6,23,12,2
20190813-M-Cincinnati_Masters-R64-Roberto_Bautista_Agut-Hubert_Hurkacz,Roberto Bautista Agut,Total,55,38,3,0,4,12,20,15,20
20190813-M-Cincinnati_Masters-R64-Roberto_Bautista_Agut-Hubert_Hurkacz,Roberto Bautista Agut,1,33,24,3,0,4,8,16,5,12
20190813-M-Cincinnati_Masters-R64-Roberto_Bautista_Agut-Hubert_Hurkacz,Roberto Bautista Agut,2,22,14,0,0,0,4,4,10,8
20190813-M-Cincinnati_Masters-R64-Roberto_Bautista_Agut-Hubert_Hurkacz,Hubert Hurkacz,Total,67,42,21,0,6,32,31,10,26
20190813-M-Cincinnati_Masters-R64-Roberto_Bautista_Agut-Hubert_Hurkacz,Hubert Hurkacz,1,38,33,19,0,5,27,19,2,17
20190813-M-Cincinnati_Masters-R64-Roberto_Bautista_Agut-Hubert_Hurkacz,Hubert Hurkacz,2,29,9,2,0,1,5,12,8,9
20190813-M-Cincinnati_Masters-R64-Lorenzo_Sonego-Nick_Kyrgios,Lorenzo Sonego,Total,61,42,6,12,0,27,31,4,26
20190813-M-Cincinnati_Masters-R64-Lorenzo_Sonego-Nick_Kyrgios,Lorenzo Sonego,1,39,34,6,12,0,25,23,1,15
20190813-M-Cincinnati_Masters-R64-Lorenzo_Sonego-Nick_Kyrgios,Lorenzo Sonego,2,22,8,0,0,0,2,8,3,11
