match_id,player,row,pts,pts_won,aces,unret,forced_err,pts_won_lte_3_shots,wide,body,t
20230819-M-Cincinnati_Masters-SF-Hubert_Hurkacz-Carlos_Alcaraz,Hubert Hurkacz,1,68,50,10,0,25,40,31,1,36
20230819-M-Cincinnati_Masters-SF-Hubert_Hurkacz-Carlos_Alcaraz,Hubert Hurkacz,2,39,20,0,0,0,10,11,20,8
20230819-M-Cincinnati_Masters-SF-Hubert_Hurkacz-Carlos_Alcaraz,Carlos Alcaraz,Total,91,61,1,1,13,31,47,17,27
20230819-M-Cincinnati_Masters-SF-Hubert_Hurkacz-Carlos_Alcaraz,Carlos Alcaraz,1,60,41,1,0,13,18,33,9,18
20230819-M-Cincinnati_Masters-SF-Hubert_Hurkacz-Carlos_Alcaraz,Carlos Alcaraz,2,31,20,0,1,0,13,14,8,9
20230819-M-Cincinnati_Masters-QF-Novak_Djokovic-Taylor_Fritz,Novak Djokovic,Total,40,30,2,11,0,19,20,3,17
20230819-M-Cincinnati_Masters-QF-Novak_Djokovic-Taylor_Fritz,Novak Djokovic,1,26,21,1,10,0,15,11,2,13
20230819-M-Cincinnati_Masters-QF-Novak_Djokovic-Taylor_Fritz,Novak Djokovic,2,14,9,1,1,0,4,9,1,4
20230819-M-Cincinnati_Masters-QF-Novak_Djokovic-Taylor_Fritz,Taylor Fritz,Total,44,21,1,7,0,11,22,5,17
20230819-M-Cincinnati_Masters-QF-Novak_Djokovic-Taylor_Fritz,Taylor Fritz,1,23,16,1,5,0,9,14,0,9
20230819-M-Cincinnati_Masters-QF-Novak_Djokovic-Taylor_Fritz,Taylor Fritz,2,21,5,0,2,0,2,8,5,8
20230818-M-Cincinnati_Masters-R16-Novak_Djokovic-Gael_Monfils,Novak Djokovic,Total,46,34,1,13,0,18,20,7,19
20230818-M-Cincinnati_Masters-R16-Novak_Djokovic-Gael_Monfils,Novak Djokovic,1,27,22,0,10,0,11,14,1,12
20230818-M-Cincinnati_Masters-R16-Novak_Djokovic-Gael_Monfils,Novak Djokovic,2,19,12,1,3,0,7,6,6,7
20230818-M-Cincinnati_Masters-R16-Novak_Djokovic-Gael_Monfils,Gael Monfils,Total,55,27,6,10,0,21,34,3,18
20230818-M-Cincinnati_Masters-R16-Novak_Djokovic-Gael_Monfils,Gael Monfils,1,29,23,6,9,0,18,18,0,11
20230818-M-Cincinnati_Masters-R16-Novak_Djokovic-Gael_Monfils,Gael Monfils,2,26,4,0,1,0,3,16,3,7
20230818-M-Cincinnati_Masters-QF-Hubert_Hurkacz-Alexei_Popyrin,Hubert Hurkacz,Total,56,47,10,0,16,33,22,6,26
20230818-M-Cincinnati_Masters-QF-Hubert_Hurkacz-Alexei_Popyrin,Hubert Hurkacz,1,39,36,10,0,16,28,16,3,18
20230818-M-Cincinnati_Masters-QF-Hubert_Hurkacz-Alexei_Popyrin,Hubert Hurkacz,2,17,11,0,0,0,5,6,3,8
20230818-M-Cincinnati_Masters-QF-Hubert_Hurkacz-Alexei_Popyrin,Alexei Popyrin,Total,62,42,2,0,17,29,18,21,23
20230818-M-Cincinnati_Masters-QF-Hubert_Hurkacz-Alexei_Popyrin,Alexei Popyrin,1,36,28,2,0,17,21,14,5,17
20230818-M-Cincinnati_Masters-QF-Hubert_Hurkacz-Alexei_Popyrin,Alexei Popyrin,2,26,14,0,0,0,8,4,16,6
20230817-M-Cincinnati_Masters-R16-Hubert_Hurkacz-Stefanos_Tsitsipas,Hubert Hurkacz,Total,52,42,11,0,13,29,24,14,14
20230817-M-Cincinnati_Masters-R16-Hubert_Hurkacz-Stefanos_Tsitsipas,Hubert Hurkacz,1,40,34,11,0,12,24,20,9,11
20230817-M-Cincinnati_Masters-R16-Hubert_Hurkacz-Stefanos_Tsitsipas,Hubert Hurkacz,2,12,8,0,0,1,5,4,5,3
20230817-M-Cincinnati_Masters-R16-Hubert_Hurkacz-Stefanos_Tsitsipas,Stefanos Tsitsipas,Total,47,32,7,0,6,20,18,16,13
20230817-M-Cincinnati_Masters-R16-Hubert_Hurkacz-Stefanos_Tsitsipas,Stefanos Tsitsipas,1,26,20,7,0,6,14,12,4,10
20230817-M-Cincinnati_Masters-R16-Hubert_Hurkacz-Stefanos_Tsitsipas,Stefanos Tsitsipas,2,21,12,0,0,0,6,6,12,3
20230817-M-Cincinnati_Masters-R16-Daniil_Medvedev-Alexander_Zverev,Daniil Medvedev,Total,90,60,5,0,15,27,31,29,30
20230817-M-Cincinnati_Masters-R16-Daniil_Medvedev-Alexander_Zverev,Daniil Medvedev,1,49,41,5,0,14,21,16,9,24
20230817-M-Cincinnati_Masters-R16-Daniil_Medvedev-Alexander_Zverev,Daniil Medvedev,2,41,19,0,0,1,6,15,20,6
20230817-M-Cincinnati_Masters-R16-Daniil_Medvedev-Alexander_Zverev,Alexander Zverev,Total,108,69,4,2,19,36,20,34,54
20230817-M-Cincinnati_Masters-R16-Daniil_Medvedev-Alexander_Zverev,Alexander Zverev,1,75,50,4,2,19,32,20,15,40
20230817-M-Cincinnati_Masters-R16-Daniil_Medvedev-Alexander_Zverev,Alexander Zverev,2,33,19,0,0,0,4,0,19,14
20230816-M-Cincinnati_Masters-R32-Hubert_Hurkacz-Borna_Coric,Hubert Hurkacz,Total,87,59,10,0,9,32,36,17,34
20230816-M-Cincinnati_Masters-R32-Hubert_Hurkacz-Borna_Coric,Hubert Hurkacz,1,48,32,10,0,9,20,21,2,25
20230816-M-Cincinnati_Masters-R32-Hubert_Hurkacz-Borna_Coric,Hubert Hurkacz,2,39,27,0,0,0,12,15,15,9
20230816-M-Cincinnati_Masters-R32-Hubert_Hurkacz-Borna_Coric,Borna Coric,Total,86,55,2,0,16,28,36,11,39
20230816-M-Cincinnati_Masters-R32-Hubert_Hurkacz-Borna_Coric,Borna Coric,1,45,33,2,0,16,20,22,1,22
20230816-M-Cincinnati_Masters-R32-Hubert_Hurkacz-Borna_Coric,Borna Coric,2,41,22,0,0,0,8,14,10,17
20230816-M-Cincinnati_Masters-R32-Daniil_Medvedev-Lorenzo_Musetti,Daniil Medvedev,Total,54,36,3,0,12,21,27,11,16
20230816-M-Cincinnati_Masters-R32-Daniil_Medvedev-Lorenzo_Musetti,Daniil Medvedev,1,34,28,3,0,12,18,19,2,13
20230816-M-Cincinnati_Masters-R32-Daniil_Medvedev-Lorenzo_Musetti,Daniil Medvedev,2,20,8,0,0,0,3,8,9,3
20230816-M-Cincinnati_Masters-R32-Daniil_Medvedev-Lorenzo_Musetti,Lorenzo Musetti,Total,58,28,0,0,10,16,24,18,16
20230816-M-Cincinnati_Masters-R32-Daniil_Medvedev-Lorenzo_Musetti,Lorenzo Musetti,1,34,23,0,0,10,13,20,8,6
20230816-M-Cincinnati_Masters-R32-Daniil_Medvedev-Lorenzo_Musetti,Lorenzo Musetti,2,24,5,0,0,0,3,4,10,10
20230815-M-Cincinnati_Masters-R64-Hubert_Hurkacz-Thanasi_Kokkinakis,Hubert Hurkacz,Total,112,81,14,0,11,52,44,17,51
20230815-M-Cincinnati_Masters-R64-Hubert_Hurkacz-Thanasi_Kokkinakis,Hubert Hurkacz,1,70,56,13,0,11,37,32,2,36
20230815-M-Cincinnati_Masters-R64-Hubert_Hurkacz-Thanasi_Kokkinakis,Hubert Hurkacz,2,42,25,1,0,0,15,12,15,15
20230815-M-Cincinnati_Masters-R64-Hubert_Hurkacz-Thanasi_Kokkinakis,Thanasi Kokkinakis,Total,141,90,4,0,24,47,67,30,44
20230815-M-Cincinnati_Masters-R64-Hubert_Hurkacz-Thanasi_Kokkinakis,Thanasi Kokkinakis,1,80,60,4,0,24,39,46,3,31
20230815-M-Cincinnati_Masters-R64-Hubert_Hurkacz-Thanasi_Kokkinakis,Thanasi Kokkinakis,2,61,30,0,0,0,8,21,27,13
20230815-M-Cincinnati_Masters-R32-Emil_Ruusuvuori-Andrey_Rublev,Emil Ruusuvuori,Total,145,84,6,5,18,40,56,30,59
20230815-M-Cincinnati_Masters-R32-Emil_Ruusuvuori-Andrey_Rublev,Emil Ruusuvuori,1,91,56,6,5,16,31,34,19,38
20230815-M-Cincinnati_Masters-R32-Emil_Ruusuvuori-Andrey_Rublev,Emil Ruusuvuori,2,54,28,0,0,2,9,22,11,21
20230815-M-Cincinnati_Masters-R32-Emil_Ruusuvuori-Andrey_Rublev,Andrey Rublev,Total,133,77,8,4,11,40,53,26,54
20230815-M-Cincinnati_Masters-R32-Emil_Ruusuvuori-Andrey_Rublev,Andrey Rublev,1,67,48,8,4,11,26,27,5,35
20230815-M-Cincinnati_Masters-R32-Emil_Ruusuvuori-Andrey_Rublev,Andrey Rublev,2,66,29,0,0,0,14,26,21,19
20230813-M-Canada_Masters-F-Jannik_Sinner-Alex_De_Minaur,Jannik Sinner,Total,52,34,5,0,8,16,19,21,12
20230813-M-Canada_Masters-F-Jannik_Sinner-Alex_De_Minaur,Jannik Sinner,1,26,19,5,0,7,13,16,2,8
20230813-M-Canada_Masters-F-Jannik_Sinner-Alex_De_Minaur,Jannik Sinner,2,26,15,0,0,1,3,3,19,4
20230813-M-Canada_Masters-F-Jannik_Sinner-Alex_De_Minaur,Alex De Minaur,Total,53,23,1,0,2,6,12,26,15
20230813-M-Canada_Masters-F-Jannik_Sinner-Alex_De_Minaur,Alex De Minaur,1,29,14,1,0,1,3,10,7,12
20230813-M-Canada_Masters-F-Jannik_Sinner-Alex_De_Minaur,Alex De Minaur,2,24,9,0,0,1,3,2,19,3
20230812-M-Canada_Masters-SF-Jannik_Sinner-Tommy_Paul,Jannik Sinner,Total,70,41,4,0,12,24,24,25,21
20230812-M-Canada_Masters-SF-Jannik_Sinner-Tommy_Paul,Jannik Sinner,1,32,25,4,0,12,17,15,2,15
20230812-M-Canada_Masters-SF-Jannik_Sinner-Tommy_Paul,Jannik Sinner,2,38,16,0,0,0,7,9,23,6
20230812-M-Canada_Masters-SF-Jannik_Sinner-Tommy_Paul,Tommy Paul,Total,64,34,3,0,10,19,19,27,18
20230812-M-Canada_Masters-SF-Jannik_Sinner-Tommy_Paul,Tommy Paul,1,43,26,3,0,10,16,17,13,13
20230812-M-Canada_Masters-SF-Jannik_Sinner-Tommy_Paul,Tommy Paul,2,21,8,0,0,0,3,2,14,5
20230812-M-Canada_Masters-QF-Carlos_Alcaraz-Tommy_Paul,Carlos Alcaraz,Total,99,60,4,20,0,35,48,16,35
20230812-M-Canada_Masters-QF-Carlos_Alcaraz-Tommy_Paul,Carlos Alcaraz,1,66,44,4,19,0,31,35,6,25
20230812-M-Canada_Masters-QF-Carlos_Alcaraz-Tommy_Paul,Carlos Alcaraz,2,33,16,0,1,0,4,13,10,10
20230812-M-Canada_Masters-QF-Carlos_Alcaraz-Tommy_Paul,Tommy Paul,Total,87,56,2,15,0,24,34,16,37
20230812-M-Canada_Masters-QF-Carlos_Alcaraz-Tommy_Paul,Tommy Paul,1,54,37,2,12,0,17,23,3,28
20230812-M-Canada_Masters-QF-Carlos_Alcaraz-Tommy_Paul,Tommy Paul,2,33,19,0,3,0,7,11,13,9
20230811-M-Canada_Masters-QF-Jannik_Sinner-Gael_Monfils,Jannik Sinner,Total,89,57,5,0,13,30,30,16,43
20230811-M-Canada_Masters-QF-Jannik_Sinner-Gael_Monfils,Jannik Sinner,1,44,36,5,0,13,24,19,2,23
20230811-M-Canada_Masters-QF-Jannik_Sinner-Gael_Monfils,Jannik Sinner,2,45,21,0,0,0,6,11,14,20
20230811-M-Canada_Masters-QF-Jannik_Sinner-Gael_Monfils,Gael Monfils,Total,87,55,20,0,8,34,41,16,30
20230811-M-Canada_Masters-QF-Jannik_Sinner-Gael_Monfils,Gael Monfils,1,51,41,19,0,8,29,26,0,25
20230811-M-Canada_Masters-QF-Jannik_Sinner-Gael_Monfils,Gael Monfils,2,36,14,1,0,0,5,15,16,5
20230811-M-Canada_Masters-QF-Daniil_Medvedev-Alex_De_Minaur,Daniil Medvedev,Total,87,48,9,0,8,25,38,19,30
20230811-M-Canada_Masters-QF-Daniil_Medvedev-Alex_De_Minaur,Daniil Medvedev,1,47,25,8,0,6,18,21,1,25
20230811-M-Canada_Masters-QF-Daniil_Medvedev-Alex_De_Minaur,Daniil Medvedev,2,40,23,1,0,2,7,17,18,5
20230811-M-Canada_Masters-QF-Daniil_Medvedev-Alex_De_Minaur,Alex De Minaur,Total,77,50,1,0,15,22,25,37,15
20230811-M-Canada_Masters-QF-Daniil_Medvedev-Alex_De_Minaur,Alex De Minaur,1,44,35,1,0,15,21,25,4,15
20230811-M-Canada_Masters-QF-Daniil_Medvedev-Alex_De_Minaur,Alex De Minaur,2,33,15,0,0,0,1,0,33,0
20230810-M-Canada_Masters-R16-Lorenzo_Musetti-Daniil_Medvedev,Lorenzo Musetti,Total,61,37,2,0,12,18,26,27,8
20230810-M-Canada_Masters-R16-Lorenzo_Musetti-Daniil_Medvedev,Lorenzo Musetti,1,36,26,2,0,12,16,20,11,5
20230810-M-Canada_Masters-R16-Lorenzo_Musetti-Daniil_Medvedev,Lorenzo Musetti,2,25,11,0,0,0,2,6,16,3
20230810-M-Canada_Masters-R16-Lorenzo_Musetti-Daniil_Medvedev,Daniil Medvedev,Total,55,38,2,1,10,20,26,11,18
20230810-M-Canada_Masters-R16-Lorenzo_Musetti-Daniil_Medvedev,Daniil Medvedev,1,35,29,2,1,9,14,17,2,16
20230810-M-Canada_Masters-R16-Lorenzo_Musetti-Daniil_Medvedev,Daniil Medvedev,2,20,9,0,0,1,6,9,9,2
20230810-M-Canada_Masters-R16-Hubert_Hurkacz-Carlos_Alcaraz,Hubert Hurkacz,Total,111,71,8,0,15,43,46,22,43
20230810-M-Canada_Masters-R16-Hubert_Hurkacz-Carlos_Alcaraz,Hubert Hurkacz,1,58,43,8,0,14,29,27,2,29
20230810-M-Canada_Masters-R16-Hubert_Hurkacz-Carlos_Alcaraz,Hubert Hurkacz,2,53,28,0,0,1,14,19,20,14
20230810-M-Canada_Masters-R16-Hubert_Hurkacz-Carlos_Alcaraz,Carlos Alcaraz,Total,96,67,7,0,9,32,42,25,29
20230810-M-Canada_Masters-R16-Hubert_Hurkacz-Carlos_Alcaraz,Carlos Alcaraz,1,57,43,7,0,9,24,25,15,17
20230810-M-Canada_Masters-R16-Hubert_Hurkacz-Carlos_Alcaraz,Carlos Alcaraz,2,39,24,0,0,0,8,17,10,12
20230809-M-Canada_Masters-R32-Stefanos_Tsitsipas-Gael_Monfils,Stefanos Tsitsipas,Total,62,38,4,0,9,20,15,12,35
20230809-M-Canada_Masters-R32-Stefanos_Tsitsipas-Gael_Monfils,Stefanos Tsitsipas,1,40,27,4,0,9,17,13,2,25
20230809-M-Canada_Masters-R32-Stefanos_Tsitsipas-Gael_Monfils,Stefanos Tsitsipas,2,22,11,0,0,0,3,2,10,10
20230809-M-Canada_Masters-R32-Stefanos_Tsitsipas-Gael_Monfils,Gael Monfils,Total,51,36,5,0,10,18,22,16,13
20230809-M-Canada_Masters-R32-Stefanos_Tsitsipas-Gael_Monfils,Gael Monfils,1,27,24,5,0,8,14,14,3,10
20230809-M-Canada_Masters-R32-Stefanos_Tsitsipas-Gael_Monfils,Gael Monfils,2,24,12,0,0,2,4,8,13,3
20230809-M-Canada_Masters-R32-Jannik_Sinner-Matteo_Berrettini,Jannik Sinner,Total,63,46,10,0,7,29,30,9,24
20230809-M-Canada_Masters-R32-Jannik_Sinner-Matteo_Berrettini,Jannik Sinner,1,41,34,9,0,7,24,24,4,13
20230809-M-Canada_Masters-R32-Jannik_Sinner-Matteo_Berrettini,Jannik Sinner,2,22,12,1,0,0,5,6,5,11
20230809-M-Canada_Masters-R32-Jannik_Sinner-Matteo_Berrettini,Matteo Berrettini,Total,50,34,10,0,14,28,14,15,21
20230809-M-Canada_Masters-R32-Jannik_Sinner-Matteo_Berrettini,Matteo Berrettini,1,33,26,10,0,13,24,13,2,18
20230809-M-Canada_Masters-R32-Jannik_Sinner-Matteo_Berrettini,Matteo Berrettini,2,17,8,0,0,1,4,1,13,3
20230809-M-Canada_Masters-R32-Hubert_Hurkacz-Miomir_Kecmanovic,Hubert Hurkacz,Total,82,58,26,0,8,45,25,16,41
20230809-M-Canada_Masters-R32-Hubert_Hurkacz-Miomir_Kecmanovic,Hubert Hurkacz,1,55,45,24,0,7,37,20,5,30
20230809-M-Canada_Masters-R32-Hubert_Hurkacz-Miomir_Kecmanovic,Hubert Hurkacz,2,27,13,2,0,1,8,5,11,11
20230809-M-Canada_Masters-R32-Hubert_Hurkacz-Miomir_Kecmanovic,Miomir Kecmanovic,Total,87,51,2,0,4,14,38,18,31
20230809-M-Canada_Masters-R32-Hubert_Hurkacz-Miomir_Kecmanovic,Miomir Kecmanovic,1,45,29,2,0,4,11,26,6,13
20230809-M-Canada_Masters-R32-Hubert_Hurkacz-Miomir_Kecmanovic,Miomir Kecmanovic,2,42,22,0,0,0,3,12,12,18
20230809-M-Canada_Masters-R32-Daniil_Medvedev-Matteo_Arnaldi,Daniil Medvedev,Total,61,43,9,0,5,27,29,10,22
20230809-M-Canada_Masters-R32-Daniil_Medvedev-Matteo_Arnaldi,Daniil Medvedev,1,43,31,9,0,5,19,22,3,18
20230809-M-Canada_Masters-R32-Daniil_Medvedev-Matteo_Arnaldi,Daniil Medvedev,2,18,12,0,0,0,8,7,7,4
20230809-M-Canada_Masters-R32-Daniil_Medvedev-Matteo_Arnaldi,Matteo Arnaldi,Total,67,39,4,0,4,21,36,13,18
20230809-M-Canada_Masters-R32-Daniil_Medvedev-Matteo_Arnaldi,Matteo Arnaldi,1,32,21,4,0,3,13,16,4,12
20230809-M-Canada_Masters-R32-Daniil_Medvedev-Matteo_Arnaldi,Matteo Arnaldi,2,35,18,0,0,1,8,20,9,6
20230809-M-Canada_Masters-R32-Alejandro_Davidovich_Fokina-Alexander_Zverev,Alejandro Davidovich Fokina,Total,45,33,2,10,0,22,22,6,17
20230809-M-Canada_Masters-R32-Alejandro_Davidovich_Fokina-Alexander_Zverev,Alejandro Davidovich Fokina,1,25,19,2,9,0,15,13,1,11
20230809-M-Canada_Masters-R32-Alejandro_Davidovich_Fokina-Alexander_Zverev,Alejandro Davidovich Fokina,2,20,14,0,1,0,7,9,5,6
20230809-M-Canada_Masters-R32-Alejandro_Davidovich_Fokina-Alexander_Zverev,Alexander Zverev,Total,36,14,5,5,0,10,16,4,16
20230809-M-Canada_Masters-R32-Alejandro_Davidovich_Fokina-Alexander_Zverev,Alexander Zverev,1,18,11,5,5,0,10,10,1,7
20230809-M-Canada_Masters-R32-Alejandro_Davidovich_Fokina-Alexander_Zverev,Alexander Zverev,2,18,3,0,0,0,0,6,3,9
20230807-M-Canada_Masters-R64-Gregoire_Barrere-Matteo_Berrettini,Gregoire Barrere,Total,61,34,5,6,0,15,20,11,30
20230807-M-Canada_Masters-R64-Gregoire_Barrere-Matteo_Berrettini,Gregoire Barrere,1,27,15,4,4,0,9,9,2,16
20230807-M-Canada_Masters-R64-Gregoire_Barrere-Matteo_Berrettini,Gregoire Barrere,2,34,19,1,2,0,6,11,9,14
20230807-M-Canada_Masters-R64-Gregoire_Barrere-Matteo_Berrettini,Matteo Berrettini,Total,43,34,10,11,0,25,18,7,18
20230807-M-Canada_Masters-R64-Gregoire_Barrere-Matteo_Berrettini,Matteo Berrettini,1,34,29,10,10,0,24,16,1,17
20230807-M-Canada_Masters-R64-Gregoire_Barrere-Matteo_Berrettini,Matteo Berrettini,2,9,5,0,1,0,1,2,6,1
20230807-M-Canada_Masters-R64-Alexander_Bublik-Hubert_Hurkacz,Alexander Bublik,Total,72,40,9,0,11,29,24,14,32
20230807-M-Canada_Masters-R64-Alexander_Bublik-Hubert_Hurkacz,Alexander Bublik,1,39,26,9,0,11,24,19,3,15
20230807-M-Canada_Masters-R64-Alexander_Bublik-Hubert_Hurkacz,Alexander Bublik,2,33,14,0,0,0,5,5,11,17
20230807-M-Canada_Masters-R64-Alexander_Bublik-Hubert_Hurkacz,Hubert Hurkacz,Total,62,42,7,0,9,29,25,10,27
20230807-M-Canada_Masters-R64-Alexander_Bublik-Hubert_Hurkacz,Hubert Hurkacz,1,41,31,7,0,8,24,18,2,21
20230807-M-Canada_Masters-R64-Alexander_Bublik-Hubert_Hurkacz,Hubert Hurkacz,2,21,11,0,0,1,5,7,8,6
20230806-M-Washington-F-Daniel_Evans-Tallon_Griekspoor,Daniel Evans,Total,64,48,6,0,10,30,27,17,20
20230806-M-Washington-F-Daniel_Evans-Tallon_Griekspoor,Daniel Evans,1,40,32,6,0,10,20,22,5,13
20230806-M-Washington-F-Daniel_Evans-Tallon_Griekspoor,Daniel Evans,2,24,16,0,0,0,10,5,12,7
20230806-M-Washington-F-Daniel_Evans-Tallon_Griekspoor,Tallon Griekspoor,Total,56,35,12,1,8,24,27,10,19
20230806-M-Washington-F-Daniel_Evans-Tallon_Griekspoor,Tallon Griekspoor,1,36,29,12,1,8,22,21,2,13
20230806-M-Washington-F-Daniel_Evans-Tallon_Griekspoor,Tallon Griekspoor,2,20,6,0,0,0,2,6,8,6
20230805-M-Washington-SF-Taylor_Fritz-Tallon_Griekspoor,Taylor Fritz,Total,87,55,7,0,10,29,34,19,34
20230805-M-Washington-SF-Taylor_Fritz-Tallon_Griekspoor,Taylor Fritz,1,62,41,7,0,9,22,31,7,24
20230805-M-Washington-SF-Taylor_Fritz-Tallon_Griekspoor,Taylor Fritz,2,25,14,0,0,1,7,3,12,10
20230805-M-Washington-SF-Taylor_Fritz-Tallon_Griekspoor,Tallon Griekspoor,Total,77,54,13,0,5,31,28,14,35
20230805-M-Washington-SF-Taylor_Fritz-Tallon_Griekspoor,Tallon Griekspoor,1,46,37,13,0,5,22,19,3,24
20230805-M-Washington-SF-Taylor_Fritz-Tallon_Griekspoor,Tallon Griekspoor,2,31,17,0,0,0,9,9,11,11
20230805-M-Los_Cabos-F-Stefanos_Tsitsipas-Alex_De_Minaur,Stefanos Tsitsipas,Total,48,34,2,2,6,17,16,17,15
20230805-M-Los_Cabos-F-Stefanos_Tsitsipas-Alex_De_Minaur,Stefanos Tsitsipas,1,28,23,2,2,6,13,13,1,14
20230805-M-Los_Cabos-F-Stefanos_Tsitsipas-Alex_De_Minaur,Stefanos Tsitsipas,2,20,11,0,0,0,4,3,16,1
20230805-M-Los_Cabos-F-Stefanos_Tsitsipas-Alex_De_Minaur,Alex De Minaur,Total,54,29,1,0,9,13,25,19,10
20230805-M-Los_Cabos-F-Stefanos_Tsitsipas-Alex_De_Minaur,Alex De Minaur,1,29,21,1,0,9,12,18,7,4
20230805-M-Los_Cabos-F-Stefanos_Tsitsipas-Alex_De_Minaur,Alex De Minaur,2,25,8,0,0,0,1,7,12,6
20230805-M-Kitzbuhel-F-Sebastian_Baez-Dominic_Thiem,Sebastian Baez,Total,53,38,0,0,9,14,36,3,14
20230805-M-Kitzbuhel-F-Sebastian_Baez-Dominic_Thiem,Sebastian Baez,1,39,31,0,0,8,12,27,3,9
20230805-M-Kitzbuhel-F-Sebastian_Baez-Dominic_Thiem,Sebastian Baez,2,14,7,0,0,1,2,9,0,5
20230805-M-Kitzbuhel-F-Sebastian_Baez-Dominic_Thiem,Dominic Thiem,Total,52,27,5,0,5,13,25,0,27
20230805-M-Kitzbuhel-F-Sebastian_Baez-Dominic_Thiem,Dominic Thiem,1,32,19,5,0,4,9,15,0,17
20230805-M-Kitzbuhel-F-Sebastian_Baez-Dominic_Thiem,Dominic Thiem,2,20,8,0,0,1,4,10,0,10
20230804-M-Kitzbuhel-SF-Dominic_Thiem-Laslo_Djere,Dominic Thiem,Total,149,100,9,0,27,58,86,9,54
20230804-M-Kitzbuhel-SF-Dominic_Thiem-Laslo_Djere,Dominic Thiem,1,91,65,8,0,26,43,55,1,35
20230804-M-Kitzbuhel-SF-Dominic_Thiem-Laslo_Djere,Dominic Thiem,2,58,35,1,0,1,15,31,8,19
20230804-M-Kitzbuhel-SF-Dominic_Thiem-Laslo_Djere,Laslo Djere,Total,122,89,10,2,15,40,79,11,32
20230804-M-Kitzbuhel-SF-Dominic_Thiem-Laslo_Djere,Laslo Djere,1,82,61,10,2,15,33,50,9,23
20230804-M-Kitzbuhel-SF-Dominic_Thiem-Laslo_Djere,Laslo Djere,2,40,28,0,0,0,7,29,2,9
20230803-M-Washington-R16-Christopher_Eubanks-Jordan_Thompson,Christopher Eubanks,Total,55,28,2,15,0,22,17,12,26
20230803-M-Washington-R16-Christopher_Eubanks-Jordan_Thompson,Christopher Eubanks,1,33,21,2,12,0,18,8,1,24
20230803-M-Washington-R16-Christopher_Eubanks-Jordan_Thompson,Christopher Eubanks,2,22,7,0,3,0,4,9,11,2
20230803-M-Washington-R16-Christopher_Eubanks-Jordan_Thompson,Jordan Thompson,Total,39,33,7,10,0,18,13,1,25
20230803-M-Washington-R16-Christopher_Eubanks-Jordan_Thompson,Jordan Thompson,1,30,26,7,9,0,16,12,0,18
20230803-M-Washington-R16-Christopher_Eubanks-Jordan_Thompson,Jordan Thompson,2,9,7,0,1,0,2,1,1,7
20230803-M-Los_Cabos-QF-Tommy_Paul-Alex_De_Minaur,Tommy Paul,Total,80,49,5,9,0,21,36,17,26
20230803-M-Los_Cabos-QF-Tommy_Paul-Alex_De_Minaur,Tommy Paul,1,45,35,4,7,0,17,24,3,18
20230803-M-Los_Cabos-QF-Tommy_Paul-Alex_De_Minaur,Tommy Paul,2,35,14,1,2,0,4,12,14,8
20230803-M-Los_Cabos-QF-Tommy_Paul-Alex_De_Minaur,Alex De Minaur,Total,88,53,3,15,1,30,37,26,25
20230803-M-Los_Cabos-QF-Tommy_Paul-Alex_De_Minaur,Alex De Minaur,1,49,33,3,14,0,21,26,3,20
20230803-M-Los_Cabos-QF-Tommy_Paul-Alex_De_Minaur,Alex De Minaur,2,39,20,0,1,1,9,11,23,5
20230801-M-Washington-R32-Hubert_Hurkacz-Michael_Mmoh,Hubert Hurkacz,Total,128,81,20,0,14,46,53,12,63
20230801-M-Washington-R32-Hubert_Hurkacz-Michael_Mmoh,Hubert Hurkacz,1,90,61,20,0,13,39,41,3,46
20230801-M-Washington-R32-Hubert_Hurkacz-Michael_Mmoh,Hubert Hurkacz,2,38,20,0,0,1,7,12,9,17
20230801-M-Washington-R32-Hubert_Hurkacz-Michael_Mmoh,Michael Mmoh,Total,113,76,6,0,20,38,55,25,33
20230801-M-Washington-R32-Hubert_Hurkacz-Michael_Mmoh,Michael Mmoh,1,68,50,6,0,19,29,31,8,29
20230801-M-Washington-R32-Hubert_Hurkacz-Michael_Mmoh,Michael Mmoh,2,45,26,0,0,1,9,24,17,4
20230729-M-Hamburg-SF-Laslo_Djere-Zhizhen_Zhang,Laslo Djere,Total,42,37,5,9,0,21,22,4,16
20230729-M-Hamburg-SF-Laslo_Djere-Zhizhen_Zhang,Laslo Djere,1,28,27,5,8,0,19,14,3,11
20230729-M-Hamburg-SF-Laslo_Djere-Zhizhen_Zhang,Laslo Djere,2,14,10,0,1,0,2,8,1,5
20230729-M-Hamburg-SF-Laslo_Djere-Zhizhen_Zhang,Zhizhen Zhang,Total,43,26,4,10,0,16,19,1,23
20230729-M-Hamburg-SF-Laslo_Djere-Zhizhen_Zhang,Zhizhen Zhang,1,32,21,4,8,0,14,13,0,19
20230729-M-Hamburg-SF-Laslo_Djere-Zhizhen_Zhang,Zhizhen Zhang,2,11,5,0,2,0,2,6,1,4
20230729-M-Hamburg-SF-Arthur_Fils-Alexander_Zverev,Arthur Fils,Total,56,33,4,6,0,16,32,7,17
20230729-M-Hamburg-SF-Arthur_Fils-Alexander_Zverev,Arthur Fils,1,37,23,4,5,0,13,25,0,12
20230729-M-Hamburg-SF-Arthur_Fils-Alexander_Zverev,Arthur Fils,2,19,10,0,1,0,3,7,7,5
