match_id,row,pts,pl1_won,pl1_winners,pl1_forced,pl1_unforced,pl2_won,pl2_winners,pl2_forced,pl2_unforced
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,Total,158,80,17,10,31,78,27,18,42
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,1-3,77,46,8,4,13,31,7,9,23
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,1-3-1,38,26,6,3,7,12,2,1,17
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,1-3-2,39,20,2,1,6,19,5,8,6
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,4-6,44,18,5,2,12,26,10,4,11
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,4-6-1,25,6,1,1,9,19,6,4,4
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,4-6-2,19,12,4,1,3,7,4,0,7
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,7-9,22,7,2,3,3,15,9,3,2
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,7-9-1,12,5,2,2,1,7,4,2,1
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,7-9-2,10,2,0,1,2,8,5,1,1
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,10,15,9,2,1,3,6,1,2,6
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,10-1,7,6,2,1,1,1,0,0,3
20070901-W-US_Open-R32-Agnieszka_Radwanska-Maria_Sharapova,10-2,8,3,0,0,2,5,1,2,3
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,Total,103,59,12,15,29,44,11,3,25
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,1-3,52,30,4,6,16,22,4,1,13
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,1-3-1,26,17,3,6,7,9,1,0,8
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,1-3-2,26,13,1,0,9,13,3,1,5
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,4-6,28,13,4,2,9,15,4,2,7
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,4-6-1,17,4,1,1,7,13,4,2,2
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,4-6-2,11,9,3,1,2,2,0,0,5
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,7-9,12,8,3,2,2,4,2,0,3
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,7-9-1,7,7,3,1,0,0,0,0,3
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,7-9-2,5,1,0,1,2,4,2,0,0
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,10,11,8,1,5,2,3,1,0,2
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,10-1,4,4,0,3,0,0,0,0,1
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,10-2,7,4,1,2,2,3,1,0,1
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,Total,254,132,44,37,39,122,45,36,48
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,1-3,143,84,21,30,20,59,13,24,30
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,1-3-1,60,49,17,24,5,11,4,0,8
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,1-3-2,83,35,4,6,15,48,9,24,22
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,4-6,62,25,9,5,13,37,16,8,11
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,4-6-1,32,8,5,1,8,24,12,4,2
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,4-6-2,30,17,4,4,5,13,4,4,9
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,7-9,31,16,9,2,2,15,11,2,5
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,7-9-1,13,8,3,1,1,5,3,1,4
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,7-9-2,18,8,6,1,1,10,8,1,1
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,10,18,7,5,0,4,11,5,2,2
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,10-1,7,2,2,0,1,5,3,1,0
20110614-W-Wimbledon-R64-Venus_Williams-Kimiko_Date_Krumm,10-2,11,5,3,0,3,6,2,1,2
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,Total,115,48,16,13,33,67,7,20,15
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,1-3,67,27,6,9,14,40,2,17,8
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,1-3-1,31,15,4,8,7,16,0,2,3
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,1-3-2,36,12,2,1,7,24,2,15,5
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,4-6,28,11,4,3,10,17,4,3,4
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,4-6-1,13,2,0,1,4,11,4,3,1
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,4-6-2,15,9,4,2,6,6,0,0,3
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,7-9,11,6,5,0,5,5,0,0,1
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,7-9-1,8,6,5,0,2,2,0,0,1
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,7-9-2,3,0,0,0,3,3,0,0,0
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,10,9,4,1,1,4,5,1,0,2
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,10-1,4,3,1,1,1,1,0,0,1
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,10-2,5,1,0,0,3,4,1,0,1
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,Total,132,72,6,10,23,60,30,7,56
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1-3,69,37,2,8,11,32,15,6,27
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1-3-1,43,33,2,8,4,10,5,1,23
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1-3-2,26,4,0,0,7,22,10,5,4
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,4-6,28,15,1,1,4,13,9,0,13
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,4-6-1,10,3,0,0,2,7,5,0,3
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,4-6-2,18,12,1,1,2,6,4,0,10
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,7-9,16,10,2,1,1,6,4,1,7
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,7-9-1,9,9,2,1,0,0,0,0,6
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,7-9-2,7,1,0,0,1,6,4,1,1
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,10,19,10,1,0,7,9,2,0,9
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,10-1,11,7,1,0,2,4,2,0,6
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,10-2,8,3,0,0,5,5,0,0,3
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,Total,115,68,31,20,12,47,14,18,12
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,1-3,80,50,23,17,5,30,9,13,5
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,1-3-1,45,36,19,15,2,9,2,2,2
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,1-3-2,35,14,4,2,3,21,7,11,3
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,4-6,20,8,4,2,5,12,3,4,2
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,4-6-1,7,0,0,0,2,7,3,2,0
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,4-6-2,13,8,4,2,3,5,0,2,2
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,7-9,11,7,4,0,2,4,1,1,3
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,7-9-1,4,4,3,0,0,0,0,0,1
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,7-9-2,7,3,1,0,2,4,1,1,2
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,10,4,3,0,1,0,1,1,0,2
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,10-1,3,2,0,1,0,1,1,0,1
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,10-2,1,1,0,0,0,0,0,0,1
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,Total,169,79,22,33,25,90,31,30,22
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,1-3,111,57,17,26,13,54,12,25,12
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,1-3-1,63,42,16,21,5,21,8,4,5
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,1-3-2,48,15,1,5,8,33,4,21,7
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,4-6,33,15,5,4,5,18,8,5,6
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,4-6-1,21,9,3,3,2,12,6,4,3
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,4-6-2,12,6,2,1,3,6,2,1,3
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,7-9,16,6,0,3,4,10,6,0,3
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,7-9-1,7,5,0,2,2,2,0,0,3
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,7-9-2,9,1,0,1,2,8,6,0,0
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,10,9,1,0,0,3,8,5,0,1
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,10-1,4,0,0,0,2,4,2,0,0
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,10-2,5,1,0,0,1,4,3,0,1
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,Total,140,80,33,28,23,60,9,20,14
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,1-3,75,39,6,20,10,36,2,16,8
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,1-3-1,37,22,4,13,5,15,0,2,5
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,1-3-2,38,17,2,7,5,21,2,14,3
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,4-6,29,18,12,4,7,11,2,2,2
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,4-6-1,9,5,5,0,3,4,0,1,0
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,4-6-2,20,13,7,4,4,7,2,1,2
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,7-9,21,16,10,4,2,5,2,1,2
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,7-9-1,12,10,5,3,0,2,1,1,2
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,7-9-2,9,6,5,1,2,3,1,0,0
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,10,15,7,5,0,4,8,3,1,2
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,10-1,8,2,1,0,3,6,2,1,1
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,10-2,7,5,4,0,1,2,1,0,1
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,Total,108,60,22,17,22,48,10,14,19
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,1-3,75,37,15,13,18,38,6,12,7
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,1-3-1,42,29,13,10,7,13,2,2,6
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,1-3-2,33,8,2,3,11,25,4,10,1
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,4-6,30,20,7,2,4,10,4,2,11
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,4-6-1,12,4,2,0,2,8,4,2,2
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,4-6-2,18,16,5,2,2,2,0,0,9
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,7-9,2,2,0,1,0,0,0,0,1
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,7-9-1,2,2,0,1,0,0,0,0,1
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,10,1,1,0,1,0,0,0,0,0
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,10-2,1,1,0,1,0,0,0,0,0
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,Total,199,103,47,28,43,96,20,25,24
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,1-3,96,47,15,16,21,49,6,14,12
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,1-3-1,44,30,14,11,2,14,1,3,5
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,1-3-2,52,17,1,5,19,35,5,11,7
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,4-6,59,34,19,7,12,25,8,5,8
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,4-6-1,22,10,7,1,5,12,3,4,2
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,4-6-2,37,24,12,6,7,13,5,1,6
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,7-9,25,11,6,2,7,14,3,4,3
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,7-9-1,10,6,3,2,1,4,0,3,1
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,7-9-2,15,5,3,0,6,10,3,1,2
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,10,19,11,7,3,3,8,3,2,1
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,10-1,13,7,3,3,2,6,2,2,1
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,10-2,6,4,4,0,1,2,1,0,0
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,Total,76,52,21,8,10,24,6,6,18
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,1-3,28,19,2,7,3,9,0,4,5
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,1-3-1,15,11,2,7,2,4,0,0,2
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,1-3-2,13,8,0,0,1,5,0,4,3
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,4-6,21,15,10,1,4,6,1,1,4
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,4-6-1,9,5,3,0,4,4,0,0,2
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,4-6-2,12,10,7,1,0,2,1,1,2
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,7-9,19,12,4,0,2,7,4,1,8
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,7-9-1,9,9,4,0,0,0,0,0,5
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,7-9-2,10,3,0,0,2,7,4,1,3
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,10,8,6,5,0,1,2,1,0,1
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,10-1,6,4,3,0,1,2,1,0,1
20130117-W-Australian_Open-R64-Victoria_Azarenka-Eleni_Daniilidou,10-2,2,2,2,0,0,0,0,0,0
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,Total,187,100,17,27,26,87,39,16,53
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,1-3,97,58,8,20,12,39,14,7,27
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,1-3-1,48,34,5,17,6,14,2,0,12
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,1-3-2,49,24,3,3,6,25,12,7,15
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,4-6,48,23,4,4,9,25,12,4,15
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,4-6-1,22,6,1,1,7,16,6,3,4
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,4-6-2,26,17,3,3,2,9,6,1,11
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,7-9,24,12,2,2,0,12,9,3,8
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,7-9-1,14,9,1,0,0,5,4,1,8
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,7-9-2,10,3,1,2,0,7,5,2,0
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,10,18,7,3,1,5,11,4,2,3
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,10-1,7,2,1,0,2,5,2,1,1
20130118-W-Australian_Open-R32-Victoria_Azarenka-Jamie_Hampton,10-2,11,5,2,1,3,6,2,1,2
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,Total,167,72,23,24,32,95,26,31,20
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,1-3,85,34,7,17,15,51,7,23,5
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,1-3-1,46,23,6,14,9,23,2,6,3
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,1-3-2,39,11,1,3,6,28,5,17,2
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,4-6,46,21,11,2,9,25,12,4,8
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,4-6-1,26,9,4,2,5,17,8,4,3
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,4-6-2,20,12,7,0,4,8,4,0,5
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,7-9,18,8,1,2,5,10,4,1,5
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,7-9-1,5,2,0,1,3,3,0,0,1
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,7-9-2,13,6,1,1,2,7,4,1,4
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,10,18,9,4,3,3,9,3,3,2
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,10-1,6,3,2,0,1,3,2,0,1
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,10-2,12,6,2,3,2,6,1,3,1
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,Total,108,65,23,8,21,43,13,7,32
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,1-3,34,16,3,4,7,18,4,5,7
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,1-3-1,17,11,2,3,3,6,0,1,6
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,1-3-2,17,5,1,1,4,12,4,4,1
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,4-6,28,19,7,0,6,9,3,0,12
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,4-6-1,13,5,2,0,5,8,3,0,3
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,4-6-2,15,14,5,0,1,1,0,0,9
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,7-9,13,7,4,0,4,6,2,0,3
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,7-9-1,11,7,4,0,2,4,2,0,3
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,7-9-2,2,0,0,0,2,2,0,0,0
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,10,33,23,9,4,4,10,4,2,10
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,10-1,20,14,7,2,2,6,2,2,5
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,10-2,13,9,2,2,2,4,2,0,5
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,Total,136,57,14,16,39,79,21,17,21
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,1-3,65,30,4,12,13,35,6,14,8
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,1-3-1,34,18,4,12,10,16,1,3,2
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,1-3-2,31,12,0,0,3,19,5,11,6
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,4-6,28,12,5,2,9,16,5,2,5
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,4-6-1,15,5,2,1,7,10,3,0,2
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,4-6-2,13,7,3,1,2,6,2,2,3
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,7-9,21,8,2,1,7,13,6,0,5
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,7-9-1,9,3,0,1,2,6,4,0,2
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,7-9-2,12,5,2,0,5,7,2,0,3
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,10,22,7,3,1,10,15,4,1,3
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,10-1,14,3,1,0,7,11,3,1,2
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,10-2,8,4,2,1,3,4,1,0,1
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,Total,88,31,10,7,21,57,18,13,7
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,1-3,62,21,6,5,14,41,11,11,3
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,1-3-1,24,7,5,2,8,17,3,1,0
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,1-3-2,38,14,1,3,6,24,8,10,3
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,4-6,16,5,3,0,6,11,4,1,2
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,4-6-1,10,3,1,0,4,7,2,1,2
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,4-6-2,6,2,2,0,2,4,2,0,0
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,7-9,8,4,0,2,1,4,2,1,2
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,7-9-1,6,3,0,2,1,3,1,1,1
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,7-9-2,2,1,0,0,0,1,1,0,1
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,10,2,1,1,0,0,1,1,0,0
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,10-1,1,0,0,0,0,1,1,0,0
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,10-2,1,1,1,0,0,0,0,0,0
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,Total,135,62,15,25,18,73,30,19,22
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,1-3,91,42,11,22,10,49,18,15,9
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,1-3-1,51,32,8,16,6,19,3,4,8
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,1-3-2,40,10,3,6,4,30,15,11,1
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,4-6,25,11,2,1,6,14,7,1,8
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,4-6-1,13,5,0,1,3,8,4,1,4
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,4-6-2,12,6,2,0,3,6,3,0,4
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,7-9,6,3,0,1,0,3,2,1,2
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,7-9-1,4,3,0,1,0,1,0,1,2
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,7-9-2,2,0,0,0,0,2,2,0,0
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,10,13,6,2,1,2,7,3,2,3
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,10-1,8,3,1,1,0,5,3,2,1
20140104-W-Brisbane-F-Victoria_Azarenka-Serena_Williams,10-2,5,3,1,0,2,2,0,0,2
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,Total,164,92,38,27,22,72,19,29,20
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,1-3,92,50,17,18,9,42,8,23,8
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,1-3-1,42,34,15,15,5,8,1,0,4
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,1-3-2,50,16,2,3,4,34,7,23,4
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,4-6,39,22,11,7,7,17,6,4,4
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,4-6-1,15,5,3,1,4,10,4,2,1
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,4-6-2,24,17,8,6,3,7,2,2,3
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,7-9,15,8,3,1,5,7,2,0,4
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,7-9-1,5,4,1,0,0,1,1,0,3
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,7-9-2,10,4,2,1,5,6,1,0,1
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,10,18,12,7,1,1,6,3,2,4
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,10-1,7,3,3,0,1,4,2,1,0
20130407-W-Charleston-F-Serena_Williams-Jelena_Jankovic,10-2,11,9,4,1,0,2,1,1,4
20130816-W-Cincinnati-QF-Magdalena_Rybarikova-Victoria_Azarenka,Total,110,46,14,9,26,64,21,13,16
20130816-W-Cincinnati-QF-Magdalena_Rybarikova-Victoria_Azarenka,1-3,46,23,3,8,5,23,6,8,5
20130816-W-Cincinnati-QF-Magdalena_Rybarikova-Victoria_Azarenka,1-3-1,22,10,1,8,3,12,3,2,1
