match_id,player,row,first_pts,first_pts_won,first_aces,first_unret,first_forced,first_won_lte_3_shots,second_pts,second_pts_won,second_aces,second_unret,second_forced,second_won_lte_3_shots
20140508-W-Madrid-R16-Sabine_Lisicki-Simona_Halep,1,a,25,17,2,0,4,8,22,8,1,0,0,2
20140508-W-Madrid-R16-Sabine_Lisicki-Simona_Halep,1,4,18,16,1,1,6,9,6,4,0,0,0,1
20140508-W-Madrid-R16-Sabine_Lisicki-Simona_Halep,1,5,19,9,0,0,3,3,35,13,0,0,0,1
20140508-W-Madrid-R16-Sabine_Lisicki-Simona_Halep,1,6,17,10,2,1,3,8,4,1,1,0,0,1
20140508-W-Madrid-R16-Sabine_Lisicki-Simona_Halep,1,4d,11,10,0,1,6,7,3,1,0,0,0,0
20140508-W-Madrid-R16-Sabine_Lisicki-Simona_Halep,1,4a,7,6,1,0,0,2,3,3,0,0,0,1
20140508-W-Madrid-R16-Sabine_Lisicki-Simona_Halep,1,5d,11,3,0,0,1,1,19,9,0,0,0,1
20140508-W-Madrid-R16-Sabine_Lisicki-Simona_Halep,1,5a,8,6,0,0,2,2,16,4,0,0,0,0
20140508-W-Madrid-R16-Sabine_Lisicki-Simona_Halep,1,6d,7,5,1,1,1,4,1,0,0,0,0,0
20140508-W-Madrid-R16-Sabine_Lisicki-Simona_Halep,1,6a,10,5,1,0,2,4,3,1,1,0,0,1
20140508-W-Madrid-R16-Sabine_Lisicki-Simona_Halep,2,d,28,22,0,1,6,9,22,8,0,0,2,4
20140508-W-Madrid-R16-Sabine_Lisicki-Simona_Halep,2,a,25,17,4,0,2,6,22,11,0,0,0,3
20140508-W-Madrid-R16-Sabine_Lisicki-Simona_Halep,2,4,16,11,2,0,2,5,9,5,0,0,1,3
20140508-W-Madrid-R16-Sabine_Lisicki-Simona_Halep,2,5,22,16,0,0,4,4,30,14,0,0,1,4
20140508-W-Madrid-R16-Sabine_Lisicki-Simona_Halep,2,6,15,12,2,1,2,6,5,0,0,0,0,0
20140508-W-Madrid-R16-Sabine_Lisicki-Simona_Halep,2,4d,7,4,0,0,1,2,5,2,0,0,1,1
20140508-W-Madrid-R16-Sabine_Lisicki-Simona_Halep,2,4a,9,7,2,0,1,3,4,3,0,0,0,2
20140508-W-Madrid-R16-Sabine_Lisicki-Simona_Halep,2,5d,12,10,0,0,3,3,16,6,0,0,1,3
20140508-W-Madrid-R16-Sabine_Lisicki-Simona_Halep,2,5a,10,6,0,0,1,1,14,8,0,0,0,1
20140508-W-Madrid-R16-Sabine_Lisicki-Simona_Halep,2,6d,9,8,0,1,2,4,1,0,0,0,0,0
20140508-W-Madrid-R16-Sabine_Lisicki-Simona_Halep,2,6a,6,4,2,0,0,2,4,0,0,0,0,0
20140506-W-Madrid-R64-Julia_Goerges-Simona_Halep,1,d,16,7,1,0,3,5,11,2,0,0,0,0
20140506-W-Madrid-R64-Julia_Goerges-Simona_Halep,1,a,13,5,1,0,3,4,13,7,0,0,1,3
20140506-W-Madrid-R64-Julia_Goerges-Simona_Halep,1,4,9,3,1,0,1,3,8,2,0,0,1,1
20140506-W-Madrid-R64-Julia_Goerges-Simona_Halep,1,5,4,2,0,0,1,1,11,5,0,0,0,1
20140506-W-Madrid-R64-Julia_Goerges-Simona_Halep,1,6,16,7,1,0,4,5,5,2,0,0,0,1
20140506-W-Madrid-R64-Julia_Goerges-Simona_Halep,1,4d,7,3,1,0,1,3,4,1,0,0,0,0
20140506-W-Madrid-R64-Julia_Goerges-Simona_Halep,1,4a,2,0,0,0,0,0,4,1,0,0,1,1
20140506-W-Madrid-R64-Julia_Goerges-Simona_Halep,1,5d,2,0,0,0,0,0,6,1,0,0,0,0
20140506-W-Madrid-R64-Julia_Goerges-Simona_Halep,1,5a,2,2,0,0,1,1,5,4,0,0,0,1
20140506-W-Madrid-R64-Julia_Goerges-Simona_Halep,1,6d,7,4,0,0,2,2,1,0,0,0,0,0
20140506-W-Madrid-R64-Julia_Goerges-Simona_Halep,1,6a,9,3,1,0,2,3,4,2,0,0,0,1
20140506-W-Madrid-R64-Julia_Goerges-Simona_Halep,2,d,11,9,2,0,4,6,11,6,0,0,0,4
20140506-W-Madrid-R64-Julia_Goerges-Simona_Halep,2,a,13,10,0,1,3,5,4,2,0,0,0,0
20140506-W-Madrid-R64-Julia_Goerges-Simona_Halep,2,4,6,3,0,0,0,1,5,2,0,0,0,1
20140506-W-Madrid-R64-Julia_Goerges-Simona_Halep,2,5,6,5,0,0,3,3,8,5,0,0,0,3
20140506-W-Madrid-R64-Julia_Goerges-Simona_Halep,2,6,12,11,2,1,4,7,2,1,0,0,0,0
20140506-W-Madrid-R64-Julia_Goerges-Simona_Halep,2,4d,2,0,0,0,0,0,4,1,0,0,0,1
20140506-W-Madrid-R64-Julia_Goerges-Simona_Halep,2,4a,4,3,0,0,0,1,1,1,0,0,0,0
20140506-W-Madrid-R64-Julia_Goerges-Simona_Halep,2,5d,2,2,0,0,2,2,6,4,0,0,0,3
20140506-W-Madrid-R64-Julia_Goerges-Simona_Halep,2,5a,4,3,0,0,1,1,2,1,0,0,0,0
20140506-W-Madrid-R64-Julia_Goerges-Simona_Halep,2,6d,7,7,2,0,2,4,1,1,0,0,0,0
20140506-W-Madrid-R64-Julia_Goerges-Simona_Halep,2,6a,5,4,0,1,2,3,1,0,0,0,0,0
20140510-W-Madrid-SF-Petra_Kvitova-Simona_Halep,1,d,34,19,2,0,7,11,28,14,0,0,0,1
20140510-W-Madrid-SF-Petra_Kvitova-Simona_Halep,1,a,35,21,3,0,11,15,24,12,0,0,5,8
20140510-W-Madrid-SF-Petra_Kvitova-Simona_Halep,1,4,31,21,3,0,12,15,18,10,0,0,4,5
20140510-W-Madrid-SF-Petra_Kvitova-Simona_Halep,1,5,15,8,0,0,4,4,25,12,0,0,1,3
20140510-W-Madrid-SF-Petra_Kvitova-Simona_Halep,1,6,23,11,2,0,2,7,9,4,0,0,0,1
20140510-W-Madrid-SF-Petra_Kvitova-Simona_Halep,1,4d,12,10,2,0,5,7,5,2,0,0,0,0
20140510-W-Madrid-SF-Petra_Kvitova-Simona_Halep,1,4a,19,11,1,0,7,8,13,8,0,0,4,5
20140510-W-Madrid-SF-Petra_Kvitova-Simona_Halep,1,5d,8,3,0,0,1,1,14,8,0,0,0,0
20140510-W-Madrid-SF-Petra_Kvitova-Simona_Halep,1,5a,7,5,0,0,3,3,11,4,0,0,1,3
20140510-W-Madrid-SF-Petra_Kvitova-Simona_Halep,1,6d,14,6,0,0,1,3,9,4,0,0,0,1
20140510-W-Madrid-SF-Petra_Kvitova-Simona_Halep,1,6a,9,5,2,0,1,4,0,0,0,0,0,0
20140510-W-Madrid-SF-Petra_Kvitova-Simona_Halep,2,d,34,23,4,1,9,16,17,13,0,0,3,10
20140510-W-Madrid-SF-Petra_Kvitova-Simona_Halep,2,a,23,19,4,1,5,12,21,8,0,0,0,1
20140510-W-Madrid-SF-Petra_Kvitova-Simona_Halep,2,4,18,13,2,1,6,10,11,7,0,0,2,5
20140510-W-Madrid-SF-Petra_Kvitova-Simona_Halep,2,5,12,5,0,0,2,3,17,8,0,0,1,4
20140510-W-Madrid-SF-Petra_Kvitova-Simona_Halep,2,6,27,24,6,1,6,15,10,6,0,0,0,2
20140510-W-Madrid-SF-Petra_Kvitova-Simona_Halep,2,4d,13,8,0,1,5,6,10,7,0,0,2,5
20140510-W-Madrid-SF-Petra_Kvitova-Simona_Halep,2,4a,5,5,2,0,1,4,1,0,0,0,0,0
20140510-W-Madrid-SF-Petra_Kvitova-Simona_Halep,2,5d,8,3,0,0,1,1,6,5,0,0,1,4
20140510-W-Madrid-SF-Petra_Kvitova-Simona_Halep,2,5a,4,2,0,0,1,2,11,3,0,0,0,0
20140510-W-Madrid-SF-Petra_Kvitova-Simona_Halep,2,6d,13,12,4,0,3,9,1,1,0,0,0,1
20140510-W-Madrid-SF-Petra_Kvitova-Simona_Halep,2,6a,14,12,2,1,3,6,9,5,0,0,0,1
20140511-W-Madrid-F-Maria_Sharapova-Simona_Halep,1,d,28,19,0,0,5,7,11,6,0,1,0,3
20140511-W-Madrid-F-Maria_Sharapova-Simona_Halep,1,a,25,15,0,0,3,5,11,4,0,0,1,1
20140511-W-Madrid-F-Maria_Sharapova-Simona_Halep,1,4,15,11,0,0,2,3,6,3,0,0,1,1
20140511-W-Madrid-F-Maria_Sharapova-Simona_Halep,1,5,20,14,0,0,3,4,11,4,0,0,0,2
20140511-W-Madrid-F-Maria_Sharapova-Simona_Halep,1,6,18,9,0,0,3,5,5,3,0,1,0,1
20140511-W-Madrid-F-Maria_Sharapova-Simona_Halep,1,4d,10,8,0,0,2,3,0,0,0,0,0,0
20140511-W-Madrid-F-Maria_Sharapova-Simona_Halep,1,4a,5,3,0,0,0,0,6,3,0,0,1,1
20140511-W-Madrid-F-Maria_Sharapova-Simona_Halep,1,5d,13,8,0,0,2,3,6,3,0,0,0,2
20140511-W-Madrid-F-Maria_Sharapova-Simona_Halep,1,5a,7,6,0,0,1,1,5,1,0,0,0,0
20140511-W-Madrid-F-Maria_Sharapova-Simona_Halep,1,6d,5,3,0,0,1,1,5,3,0,1,0,1
20140511-W-Madrid-F-Maria_Sharapova-Simona_Halep,1,6a,13,6,0,0,2,4,0,0,0,0,0,0
20140511-W-Madrid-F-Maria_Sharapova-Simona_Halep,2,d,23,19,2,0,6,10,20,11,0,0,0,4
20140511-W-Madrid-F-Maria_Sharapova-Simona_Halep,2,a,26,14,2,0,6,10,15,1,0,0,0,0
20140511-W-Madrid-F-Maria_Sharapova-Simona_Halep,2,4,16,10,0,0,5,8,8,3,0,0,0,2
20140511-W-Madrid-F-Maria_Sharapova-Simona_Halep,2,5,16,11,0,0,4,4,22,8,0,0,0,2
20140511-W-Madrid-F-Maria_Sharapova-Simona_Halep,2,6,16,12,4,0,3,8,5,1,0,0,0,0
20140511-W-Madrid-F-Maria_Sharapova-Simona_Halep,2,4d,5,3,0,0,1,2,4,3,0,0,0,2
20140511-W-Madrid-F-Maria_Sharapova-Simona_Halep,2,4a,11,7,0,0,4,6,4,0,0,0,0,0
20140511-W-Madrid-F-Maria_Sharapova-Simona_Halep,2,5d,9,8,0,0,3,3,13,7,0,0,0,2
20140511-W-Madrid-F-Maria_Sharapova-Simona_Halep,2,5a,7,3,0,0,1,1,9,1,0,0,0,0
20140511-W-Madrid-F-Maria_Sharapova-Simona_Halep,2,6d,9,8,2,0,2,5,3,1,0,0,0,0
20140511-W-Madrid-F-Maria_Sharapova-Simona_Halep,2,6a,7,4,2,0,1,3,2,0,0,0,0,0
20140427-W-Marrakech-F-Maria_Teresa_Torro_Flor-Romina_Oprandi,1,d,30,16,0,0,4,7,15,11,0,0,2,6
20140427-W-Marrakech-F-Maria_Teresa_Torro_Flor-Romina_Oprandi,1,a,23,16,0,0,6,9,16,9,1,0,0,4
20140427-W-Marrakech-F-Maria_Teresa_Torro_Flor-Romina_Oprandi,1,4,8,7,0,0,3,4,6,4,0,0,0,0
20140427-W-Marrakech-F-Maria_Teresa_Torro_Flor-Romina_Oprandi,1,5,38,22,0,0,7,11,20,13,0,0,1,8
20140427-W-Marrakech-F-Maria_Teresa_Torro_Flor-Romina_Oprandi,1,6,7,3,0,0,0,1,5,3,1,0,1,2
20140427-W-Marrakech-F-Maria_Teresa_Torro_Flor-Romina_Oprandi,1,4d,1,1,0,0,0,0,0,0,0,0,0,0
20140427-W-Marrakech-F-Maria_Teresa_Torro_Flor-Romina_Oprandi,1,4a,7,6,0,0,3,4,6,4,0,0,0,0
20140427-W-Marrakech-F-Maria_Teresa_Torro_Flor-Romina_Oprandi,1,5d,23,12,0,0,4,6,12,9,0,0,1,5
20140427-W-Marrakech-F-Maria_Teresa_Torro_Flor-Romina_Oprandi,1,5a,15,10,0,0,3,5,8,4,0,0,0,3
20140427-W-Marrakech-F-Maria_Teresa_Torro_Flor-Romina_Oprandi,1,6d,6,3,0,0,0,1,3,2,0,0,1,1
20140427-W-Marrakech-F-Maria_Teresa_Torro_Flor-Romina_Oprandi,1,6a,1,0,0,0,0,0,2,1,1,0,0,1
20140427-W-Marrakech-F-Maria_Teresa_Torro_Flor-Romina_Oprandi,2,d,37,24,2,0,7,12,11,9,0,0,0,3
20140427-W-Marrakech-F-Maria_Teresa_Torro_Flor-Romina_Oprandi,2,a,28,17,1,0,6,10,19,5,0,0,1,1
20140427-W-Marrakech-F-Maria_Teresa_Torro_Flor-Romina_Oprandi,2,4,20,16,2,0,5,10,10,3,0,0,1,1
20140427-W-Marrakech-F-Maria_Teresa_Torro_Flor-Romina_Oprandi,2,5,34,18,0,0,6,8,18,10,0,0,0,3
20140427-W-Marrakech-F-Maria_Teresa_Torro_Flor-Romina_Oprandi,2,6,9,6,1,0,2,4,2,1,0,0,0,0
20140427-W-Marrakech-F-Maria_Teresa_Torro_Flor-Romina_Oprandi,2,4d,9,8,2,0,2,5,0,0,0,0,0,0
20140427-W-Marrakech-F-Maria_Teresa_Torro_Flor-Romina_Oprandi,2,4a,11,8,0,0,3,5,10,3,0,0,1,1
20140427-W-Marrakech-F-Maria_Teresa_Torro_Flor-Romina_Oprandi,2,5d,21,12,0,0,4,5,10,8,0,0,0,3
20140427-W-Marrakech-F-Maria_Teresa_Torro_Flor-Romina_Oprandi,2,5a,13,6,0,0,2,3,8,2,0,0,0,0
20140427-W-Marrakech-F-Maria_Teresa_Torro_Flor-Romina_Oprandi,2,6d,6,4,0,0,1,2,1,1,0,0,0,0
20140427-W-Marrakech-F-Maria_Teresa_Torro_Flor-Romina_Oprandi,2,6a,3,2,1,0,1,2,1,0,0,0,0,0
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,1,d,25,10,1,0,4,5,15,5,1,0,1,3
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,1,a,33,18,0,0,5,7,6,3,1,0,0,2
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,1,4,13,8,1,0,2,4,6,2,1,0,0,1
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,1,5,29,15,0,0,5,6,9,2,0,0,0,1
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,1,6,16,5,0,0,2,2,6,4,1,0,1,3
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,1,4d,4,3,1,0,0,1,5,2,1,0,0,1
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,1,4a,9,5,0,0,2,3,1,0,0,0,0,0
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,1,5d,12,4,0,0,3,3,6,0,0,0,0,0
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,1,5a,17,11,0,0,2,3,3,2,0,0,0,1
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,1,6d,9,3,0,0,1,1,4,3,0,0,1,2
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,1,6a,7,2,0,0,1,1,2,1,1,0,0,1
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,2,d,26,14,0,0,4,8,12,4,0,0,0,0
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,2,a,18,12,0,2,2,7,14,4,0,0,1,1
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,2,4,21,14,0,1,4,6,4,2,0,0,1,1
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,2,5,5,3,0,0,2,3,15,4,0,0,0,0
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,2,6,17,9,0,1,0,6,6,1,0,0,0,0
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,2,4d,15,9,0,0,3,4,2,0,0,0,0,0
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,2,4a,6,5,0,1,1,2,2,2,0,0,1,1
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,2,5d,2,2,0,0,1,2,6,2,0,0,0,0
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,2,5a,3,1,0,0,1,1,9,2,0,0,0,0
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,2,6d,8,3,0,0,0,2,3,1,0,0,0,0
20140405-W-Monterrey-SF-Caroline_Wozniacki-Ana_Ivanovic,2,6a,9,6,0,1,0,4,3,0,0,0,0,0
20130823-W-New_Haven-SF-Caroline_Wozniacki-Simona_Halep,1,d,20,8,0,0,3,4,10,4,0,0,0,2
20130823-W-New_Haven-SF-Caroline_Wozniacki-Simona_Halep,1,a,17,12,0,0,3,4,10,5,0,0,0,0
20130823-W-New_Haven-SF-Caroline_Wozniacki-Simona_Halep,1,4,12,5,0,0,1,3,1,1,0,0,0,1
20130823-W-New_Haven-SF-Caroline_Wozniacki-Simona_Halep,1,5,19,12,0,0,5,5,15,6,0,0,0,1
20130823-W-New_Haven-SF-Caroline_Wozniacki-Simona_Halep,1,6,6,3,0,0,0,0,4,2,0,0,0,0
20130823-W-New_Haven-SF-Caroline_Wozniacki-Simona_Halep,1,4d,10,4,0,0,1,2,1,1,0,0,0,1
20130823-W-New_Haven-SF-Caroline_Wozniacki-Simona_Halep,1,4a,2,1,0,0,0,1,0,0,0,0,0,0
20130823-W-New_Haven-SF-Caroline_Wozniacki-Simona_Halep,1,5d,9,4,0,0,2,2,8,3,0,0,0,1
20130823-W-New_Haven-SF-Caroline_Wozniacki-Simona_Halep,1,5a,10,8,0,0,3,3,7,3,0,0,0,0
20130823-W-New_Haven-SF-Caroline_Wozniacki-Simona_Halep,1,6d,1,0,0,0,0,0,1,0,0,0,0,0
20130823-W-New_Haven-SF-Caroline_Wozniacki-Simona_Halep,1,6a,5,3,0,0,0,0,3,2,0,0,0,0
20130823-W-New_Haven-SF-Caroline_Wozniacki-Simona_Halep,2,d,23,16,0,0,3,5,9,3,0,0,0,2
20130823-W-New_Haven-SF-Caroline_Wozniacki-Simona_Halep,2,a,15,10,0,0,2,3,14,6,0,1,0,2
20130823-W-New_Haven-SF-Caroline_Wozniacki-Simona_Halep,2,4,12,9,0,0,1,2,5,2,0,0,0,1
20130823-W-New_Haven-SF-Caroline_Wozniacki-Simona_Halep,2,5,13,7,0,0,1,2,14,4,0,0,0,1
20130823-W-New_Haven-SF-Caroline_Wozniacki-Simona_Halep,2,6,13,10,0,0,3,4,4,3,0,1,0,2
20130823-W-New_Haven-SF-Caroline_Wozniacki-Simona_Halep,2,4d,10,7,0,0,1,1,4,2,0,0,0,1
20130823-W-New_Haven-SF-Caroline_Wozniacki-Simona_Halep,2,4a,2,2,0,0,0,1,1,0,0,0,0,0
20130823-W-New_Haven-SF-Caroline_Wozniacki-Simona_Halep,2,5d,4,2,0,0,0,1,3,0,0,0,0,0
20130823-W-New_Haven-SF-Caroline_Wozniacki-Simona_Halep,2,5a,9,5,0,0,1,1,11,4,0,0,0,1
20130823-W-New_Haven-SF-Caroline_Wozniacki-Simona_Halep,2,6d,9,7,0,0,2,3,2,1,0,0,0,1
20130823-W-New_Haven-SF-Caroline_Wozniacki-Simona_Halep,2,6a,4,3,0,0,1,1,2,2,0,1,0,1
20130614-W-Nuremburg-SF-Simona_Halep-Lucie_Safarova,1,d,26,15,2,1,3,8,23,12,1,0,1,8
20130614-W-Nuremburg-SF-Simona_Halep-Lucie_Safarova,1,a,34,21,2,0,6,9,15,6,0,0,1,2
20130614-W-Nuremburg-SF-Simona_Halep-Lucie_Safarova,1,4,14,8,2,0,3,5,6,4,0,0,1,3
20130614-W-Nuremburg-SF-Simona_Halep-Lucie_Safarova,1,5,28,18,0,0,5,7,22,10,0,0,0,5
20130614-W-Nuremburg-SF-Simona_Halep-Lucie_Safarova,1,6,18,10,2,1,1,5,10,4,1,0,1,2
20130614-W-Nuremburg-SF-Simona_Halep-Lucie_Safarova,1,4d,7,2,0,0,1,1,4,3,0,0,0,2
20130614-W-Nuremburg-SF-Simona_Halep-Lucie_Safarova,1,4a,7,6,2,0,2,4,2,1,0,0,1,1
20130614-W-Nuremburg-SF-Simona_Halep-Lucie_Safarova,1,5d,9,6,0,0,1,2,15,6,0,0,0,4
20130614-W-Nuremburg-SF-Simona_Halep-Lucie_Safarova,1,5a,19,12,0,0,4,5,7,4,0,0,0,1
20130614-W-Nuremburg-SF-Simona_Halep-Lucie_Safarova,1,6d,10,7,2,1,1,5,4,3,1,0,1,2
20130614-W-Nuremburg-SF-Simona_Halep-Lucie_Safarova,1,6a,8,3,0,0,0,0,6,1,0,0,0,0
20130614-W-Nuremburg-SF-Simona_Halep-Lucie_Safarova,2,d,18,13,0,0,5,9,12,6,0,0,1,2
20130614-W-Nuremburg-SF-Simona_Halep-Lucie_Safarova,2,a,20,14,2,0,5,9,8,2,0,0,1,1
20130614-W-Nuremburg-SF-Simona_Halep-Lucie_Safarova,2,4,13,10,0,0,5,8,4,1,0,0,0,0
20130614-W-Nuremburg-SF-Simona_Halep-Lucie_Safarova,2,5,8,4,0,0,2,2,9,3,0,0,1,2
20130614-W-Nuremburg-SF-Simona_Halep-Lucie_Safarova,2,6,16,12,2,0,3,8,7,4,0,0,1,1
20130614-W-Nuremburg-SF-Simona_Halep-Lucie_Safarova,2,4d,5,5,0,0,3,4,0,0,0,0,0,0
20130614-W-Nuremburg-SF-Simona_Halep-Lucie_Safarova,2,4a,8,5,0,0,2,4,4,1,0,0,0,0
20130614-W-Nuremburg-SF-Simona_Halep-Lucie_Safarova,2,5d,4,1,0,0,1,1,6,2,0,0,0,1
20130614-W-Nuremburg-SF-Simona_Halep-Lucie_Safarova,2,5a,4,3,0,0,1,1,3,1,0,0,1,1
20130614-W-Nuremburg-SF-Simona_Halep-Lucie_Safarova,2,6d,8,6,0,0,1,4,6,4,0,0,1,1
20130614-W-Nuremburg-SF-Simona_Halep-Lucie_Safarova,2,6a,8,6,2,0,2,4,1,0,0,0,0,0
20130714-W-Palermo-F-Roberta_Vinci-Sara_Errani,1,d,37,23,6,0,5,14,19,9,0,0,0,2
20130714-W-Palermo-F-Roberta_Vinci-Sara_Errani,1,a,28,14,0,0,1,2,24,12,1,1,0,5
20130714-W-Palermo-F-Roberta_Vinci-Sara_Errani,1,4,31,16,0,0,3,5,19,10,0,1,0,5
20130714-W-Palermo-F-Roberta_Vinci-Sara_Errani,1,5,11,5,0,0,2,3,14,6,0,0,0,1
20130714-W-Palermo-F-Roberta_Vinci-Sara_Errani,1,6,22,15,6,0,1,8,10,5,1,0,0,1
20130714-W-Palermo-F-Roberta_Vinci-Sara_Errani,1,4d,14,6,0,0,3,4,3,2,0,0,0,2
20130714-W-Palermo-F-Roberta_Vinci-Sara_Errani,1,4a,17,10,0,0,0,1,16,8,0,1,0,3
20130714-W-Palermo-F-Roberta_Vinci-Sara_Errani,1,5d,8,5,0,0,2,3,10,4,0,0,0,0
20130714-W-Palermo-F-Roberta_Vinci-Sara_Errani,1,5a,3,0,0,0,0,0,4,2,0,0,0,1
20130714-W-Palermo-F-Roberta_Vinci-Sara_Errani,1,6d,15,12,6,0,0,7,6,3,0,0,0,0
20130714-W-Palermo-F-Roberta_Vinci-Sara_Errani,1,6a,7,3,0,0,1,1,4,2,1,0,0,1
20130714-W-Palermo-F-Roberta_Vinci-Sara_Errani,2,d,47,26,0,0,1,3,8,3,0,0,0,1
20130714-W-Palermo-F-Roberta_Vinci-Sara_Errani,2,a,41,22,0,0,6,10,13,4,0,0,0,3
20130714-W-Palermo-F-Roberta_Vinci-Sara_Errani,2,4,31,18,0,0,6,9,10,4,0,0,0,2
20130714-W-Palermo-F-Roberta_Vinci-Sara_Errani,2,5,18,10,0,0,1,2,2,1,0,0,0,1
20130714-W-Palermo-F-Roberta_Vinci-Sara_Errani,2,6,38,20,0,0,0,2,9,2,0,0,0,1
20130714-W-Palermo-F-Roberta_Vinci-Sara_Errani,2,4d,7,5,0,0,1,1,3,1,0,0,0,0
20130714-W-Palermo-F-Roberta_Vinci-Sara_Errani,2,4a,24,13,0,0,5,8,7,3,0,0,0,2
20130714-W-Palermo-F-Roberta_Vinci-Sara_Errani,2,5d,9,5,0,0,0,0,0,0,0,0,0,0
20130714-W-Palermo-F-Roberta_Vinci-Sara_Errani,2,5a,9,5,0,0,1,2,2,1,0,0,0,1
20130714-W-Palermo-F-Roberta_Vinci-Sara_Errani,2,6d,30,16,0,0,0,2,5,2,0,0,0,1
20130714-W-Palermo-F-Roberta_Vinci-Sara_Errani,2,6a,8,4,0,0,0,0,4,0,0,0,0,0
20140530-W-Roland_Garros-R32-Agnieszka_Radwanska-Ajla_Tomljanovic,1,d,22,12,2,0,3,5,7,1,0,0,0,0
20140530-W-Roland_Garros-R32-Agnieszka_Radwanska-Ajla_Tomljanovic,1,a,17,14,1,0,4,6,7,5,0,0,0,2
20140530-W-Roland_Garros-R32-Agnieszka_Radwanska-Ajla_Tomljanovic,1,4,18,12,0,0,4,4,4,2,0,0,0,1
20140530-W-Roland_Garros-R32-Agnieszka_Radwanska-Ajla_Tomljanovic,1,5,9,6,0,0,1,1,7,3,0,0,0,1
20140530-W-Roland_Garros-R32-Agnieszka_Radwanska-Ajla_Tomljanovic,1,6,12,8,3,0,2,6,3,1,0,0,0,0
20140530-W-Roland_Garros-R32-Agnieszka_Radwanska-Ajla_Tomljanovic,1,4d,13,7,0,0,3,3,1,0,0,0,0,0
20140530-W-Roland_Garros-R32-Agnieszka_Radwanska-Ajla_Tomljanovic,1,4a,5,5,0,0,1,1,3,2,0,0,0,1
20140530-W-Roland_Garros-R32-Agnieszka_Radwanska-Ajla_Tomljanovic,1,5d,4,2,0,0,0,0,4,1,0,0,0,0
20140530-W-Roland_Garros-R32-Agnieszka_Radwanska-Ajla_Tomljanovic,1,5a,5,4,0,0,1,1,3,2,0,0,0,1
20140530-W-Roland_Garros-R32-Agnieszka_Radwanska-Ajla_Tomljanovic,1,6d,5,3,2,0,0,2,2,0,0,0,0,0
20140530-W-Roland_Garros-R32-Agnieszka_Radwanska-Ajla_Tomljanovic,1,6a,7,5,1,0,2,4,1,1,0,0,0,0
20140530-W-Roland_Garros-R32-Agnieszka_Radwanska-Ajla_Tomljanovic,2,d,18,10,3,0,3,7,17,7,0,0,2,4
20140530-W-Roland_Garros-R32-Agnieszka_Radwanska-Ajla_Tomljanovic,2,a,20,20,0,1,5,9,12,6,0,0,2,3
20140530-W-Roland_Garros-R32-Agnieszka_Radwanska-Ajla_Tomljanovic,2,4,14,11,2,0,4,8,5,2,0,0,2,2
20140530-W-Roland_Garros-R32-Agnieszka_Radwanska-Ajla_Tomljanovic,2,5,17,12,0,0,2,4,18,8,0,0,1,4
20140530-W-Roland_Garros-R32-Agnieszka_Radwanska-Ajla_Tomljanovic,2,6,7,7,1,1,2,4,6,3,0,0,1,1
20140530-W-Roland_Garros-R32-Agnieszka_Radwanska-Ajla_Tomljanovic,2,4d,10,7,2,0,3,5,4,1,0,0,1,1
20140530-W-Roland_Garros-R32-Agnieszka_Radwanska-Ajla_Tomljanovic,2,4a,4,4,0,0,1,3,1,1,0,0,1,1
20140530-W-Roland_Garros-R32-Agnieszka_Radwanska-Ajla_Tomljanovic,2,5d,7,2,0,0,0,1,12,6,0,0,1,3
20140530-W-Roland_Garros-R32-Agnieszka_Radwanska-Ajla_Tomljanovic,2,5a,10,10,0,0,2,3,6,2,0,0,0,1
20140530-W-Roland_Garros-R32-Agnieszka_Radwanska-Ajla_Tomljanovic,2,6d,1,1,1,0,0,1,1,0,0,0,0,0
20140530-W-Roland_Garros-R32-Agnieszka_Radwanska-Ajla_Tomljanovic,2,6a,6,6,0,1,2,3,5,3,0,0,1,1
