match_id,player,row,shots,pt_ending,winners,induced_forced,unforced,serve_return,shots_in_pts_won,shots_in_pts_lost
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,2,M,2,0,0,0,0,0,0,2
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,Total,412,35,7,4,24,65,174,238
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,Fside,188,17,6,3,8,30,90,98
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,Bside,224,18,1,1,16,35,84,140
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,Fgs,183,14,3,3,8,30,86,97
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,Bgs,221,17,0,1,16,35,83,138
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,Base,409,32,4,4,24,65,171,238
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,Net,3,3,3,0,0,0,3,0
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,Gs,342,27,3,4,20,61,146,196
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,Dr,1,1,1,0,0,0,1,0
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,Lo,4,0,0,0,0,0,1,3
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,Vo,3,3,3,0,0,0,3,0
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,F,178,14,3,3,8,30,84,94
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,B,164,13,0,1,12,31,62,102
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,R,5,0,0,0,0,0,2,3
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,S,57,4,0,0,4,4,21,36
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,U,1,1,1,0,0,0,1,0
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,L,2,0,0,0,0,0,1,1
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,M,2,0,0,0,0,0,0,2
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,V,2,2,2,0,0,0,2,0
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,1,Z,1,1,1,0,0,0,1,0
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,Total,427,80,31,9,40,50,237,190
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,Fside,263,59,20,5,34,24,152,111
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,Bside,164,21,11,4,6,26,85,79
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,Fgs,254,51,13,5,33,24,145,109
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,Bgs,157,16,8,2,6,26,80,77
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,Base,411,67,21,7,39,50,225,186
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,Net,16,13,10,2,1,0,12,4
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,Gs,404,67,21,7,39,49,223,181
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,Vo,7,4,4,0,0,0,4,3
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,Ov,4,4,3,0,1,0,3,1
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,Hv,1,1,0,1,0,0,1,0
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,Sw,4,4,3,1,0,0,4,0
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,F,249,51,13,5,33,23,144,105
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,B,155,16,8,2,6,26,79,76
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,R,5,0,0,0,0,1,1,4
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,S,2,0,0,0,0,0,1,1
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,V,2,1,1,0,0,0,1,1
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,Z,5,3,3,0,0,0,3,2
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,O,4,4,3,0,1,0,3,1
