match_id,player,set,serve_pts,aces,dfs,first_in,first_won,second_in,second_won,bk_pts,bp_saved,return_pts,return_pts_won,winners,winners_fh,winners_bh,unforced,unforced_fh,unforced_bh
20140122-M-Australian_Open-QF-Grigor_Dimitrov-Rafael_Nadal,1,4,42,3,0,23,10,19,11,6,4,21,5,13,4,6,18,12,6
20140122-M-Australian_Open-QF-Grigor_Dimitrov-Rafael_Nadal,2,4,21,0,1,16,12,5,4,0,0,42,21,7,4,3,6,4,1
20140122-M-Australian_Open-QF-Roger_Federer-Andy_Murray,1,Total,121,10,0,78,60,43,28,2,1,146,58,51,30,11,37,19,18
20140122-M-Australian_Open-QF-Roger_Federer-Andy_Murray,2,Total,146,9,1,89,60,57,28,17,13,121,33,39,22,8,40,23,16
20140122-M-Australian_Open-QF-Roger_Federer-Andy_Murray,1,1,25,3,0,19,17,6,3,0,0,22,9,9,5,1,6,3,3
20140122-M-Australian_Open-QF-Roger_Federer-Andy_Murray,2,1,22,1,0,12,8,10,5,1,0,25,5,6,2,3,6,2,4
20140122-M-Australian_Open-QF-Roger_Federer-Andy_Murray,1,2,32,2,0,20,14,12,7,0,0,30,12,13,8,3,15,9,6
20140122-M-Australian_Open-QF-Roger_Federer-Andy_Murray,2,2,30,4,0,19,12,11,6,1,0,32,11,8,3,1,12,8,4
20140122-M-Australian_Open-QF-Roger_Federer-Andy_Murray,1,3,37,2,0,23,19,14,8,2,1,46,16,13,6,5,9,2,7
20140122-M-Australian_Open-QF-Roger_Federer-Andy_Murray,2,3,46,1,0,31,22,15,8,5,4,37,10,15,12,2,14,8,6
20140122-M-Australian_Open-QF-Roger_Federer-Andy_Murray,1,4,27,3,0,16,10,11,10,0,0,48,21,16,11,2,7,5,2
20140122-M-Australian_Open-QF-Roger_Federer-Andy_Murray,2,4,48,3,1,27,18,21,9,10,9,27,7,10,5,2,8,5,2
20140126-M-Australian_Open-F-Stanislas_Wawrinka-Rafael_Nadal,1,Total,95,18,2,52,45,43,22,6,4,108,48,51,20,13,38,23,13
20140126-M-Australian_Open-F-Stanislas_Wawrinka-Rafael_Nadal,2,Total,108,1,3,84,50,24,10,15,10,95,28,20,14,4,32,15,14
20140126-M-Australian_Open-F-Stanislas_Wawrinka-Rafael_Nadal,1,1,29,3,0,11,11,18,10,3,3,22,8,12,3,6,7,4,3
20140126-M-Australian_Open-F-Stanislas_Wawrinka-Rafael_Nadal,2,1,22,1,2,16,13,6,1,2,1,29,8,6,5,0,8,4,2
20140126-M-Australian_Open-F-Stanislas_Wawrinka-Rafael_Nadal,1,2,23,8,1,15,13,8,4,0,0,27,15,16,5,3,10,4,5
20140126-M-Australian_Open-F-Stanislas_Wawrinka-Rafael_Nadal,2,2,27,0,1,19,8,8,4,5,3,23,6,4,2,2,9,5,3
20140126-M-Australian_Open-F-Stanislas_Wawrinka-Rafael_Nadal,1,3,21,5,1,16,13,5,0,2,1,35,12,13,6,2,14,10,3
20140126-M-Australian_Open-F-Stanislas_Wawrinka-Rafael_Nadal,2,3,35,0,0,31,21,4,2,4,4,21,8,7,4,2,8,3,5
20140126-M-Australian_Open-F-Stanislas_Wawrinka-Rafael_Nadal,1,4,22,2,0,10,8,12,8,1,0,24,13,10,6,2,7,5,2
20140126-M-Australian_Open-F-Stanislas_Wawrinka-Rafael_Nadal,2,4,24,0,0,18,8,6,3,4,2,22,6,3,3,0,7,3,4
20140201-M-Burnie_CH-F-Hiroki_Moriya-Matt_Reid,1,Total,61,0,4,31,18,30,15,8,4,58,18,14,4,10,36,20,12
20140201-M-Burnie_CH-F-Hiroki_Moriya-Matt_Reid,2,Total,58,6,2,35,25,23,15,8,8,61,28,16,8,0,34,19,13
20140201-M-Burnie_CH-F-Hiroki_Moriya-Matt_Reid,1,1,37,0,1,22,12,15,8,4,2,30,9,5,1,4,20,11,8
20140201-M-Burnie_CH-F-Hiroki_Moriya-Matt_Reid,2,1,30,1,0,18,11,12,10,4,4,37,17,7,4,0,22,12,10
20140201-M-Burnie_CH-F-Hiroki_Moriya-Matt_Reid,1,2,24,0,3,9,6,15,7,4,2,28,9,9,3,6,16,9,4
20140201-M-Burnie_CH-F-Hiroki_Moriya-Matt_Reid,2,2,28,5,2,17,14,11,5,4,4,24,11,9,4,0,12,7,3
20140210-M-Memphis-R32-Nick_Kyrgios-Tim_Smyczek,1,Total,101,1,5,63,37,38,20,10,5,103,40,16,13,2,73,42,26
20140210-M-Memphis-R32-Nick_Kyrgios-Tim_Smyczek,2,Total,103,4,6,60,41,43,22,4,1,101,44,26,15,6,63,33,24
20140210-M-Memphis-R32-Nick_Kyrgios-Tim_Smyczek,1,1,39,0,1,27,17,12,8,1,0,43,17,6,6,0,23,13,9
20140210-M-Memphis-R32-Nick_Kyrgios-Tim_Smyczek,2,1,43,1,1,25,16,18,10,1,0,39,14,12,8,2,24,14,9
20140210-M-Memphis-R32-Nick_Kyrgios-Tim_Smyczek,1,2,34,1,3,16,10,18,8,5,3,31,12,5,4,0,28,16,9
20140210-M-Memphis-R32-Nick_Kyrgios-Tim_Smyczek,2,2,31,1,3,17,13,14,6,2,1,34,16,5,3,1,21,8,10
20140210-M-Memphis-R32-Nick_Kyrgios-Tim_Smyczek,1,3,28,0,1,20,10,8,4,4,2,29,11,5,3,2,22,13,8
20140210-M-Memphis-R32-Nick_Kyrgios-Tim_Smyczek,2,3,29,2,2,18,12,11,6,1,0,28,14,9,4,3,18,11,5
20140210-M-Rotterdam-R32-Tomas_Berdych-Andreas_Seppi,1,Total,43,9,0,32,27,11,9,0,0,61,27,27,15,3,16,8,8
20140210-M-Rotterdam-R32-Tomas_Berdych-Andreas_Seppi,2,Total,61,2,1,39,24,22,10,10,7,43,7,8,4,2,17,7,9
20140210-M-Rotterdam-R32-Tomas_Berdych-Andreas_Seppi,1,1,23,4,0,17,15,6,5,0,0,24,9,12,7,1,7,4,3
20140210-M-Rotterdam-R32-Tomas_Berdych-Andreas_Seppi,2,1,24,0,0,15,10,9,5,4,3,23,3,1,0,1,7,3,4
20140210-M-Rotterdam-R32-Tomas_Berdych-Andreas_Seppi,1,2,20,5,0,15,12,5,4,0,0,37,18,15,8,2,9,4,5
20140210-M-Rotterdam-R32-Tomas_Berdych-Andreas_Seppi,2,2,37,2,1,24,14,13,5,6,4,20,4,7,4,1,10,4,5
20140218-M-Rio_de_Janeiro-R32-Rafael_Nadal-Daniel_Gimeno_Traver,1,Total,61,1,1,35,27,26,17,3,2,64,27,11,6,4,13,4,8
20140218-M-Rio_de_Janeiro-R32-Rafael_Nadal-Daniel_Gimeno_Traver,2,Total,64,5,5,37,26,27,11,6,3,61,17,19,11,3,41,20,16
20140218-M-Rio_de_Janeiro-R32-Rafael_Nadal-Daniel_Gimeno_Traver,1,1,30,0,1,15,11,15,11,1,1,21,7,3,1,2,9,2,6
20140218-M-Rio_de_Janeiro-R32-Rafael_Nadal-Daniel_Gimeno_Traver,2,1,21,2,1,11,9,10,5,1,0,30,8,6,4,0,17,7,9
20140218-M-Rio_de_Janeiro-R32-Rafael_Nadal-Daniel_Gimeno_Traver,1,2,31,1,0,20,16,11,6,2,1,43,20,8,5,2,4,2,2
20140218-M-Rio_de_Janeiro-R32-Rafael_Nadal-Daniel_Gimeno_Traver,2,2,43,3,4,26,17,17,6,5,3,31,9,13,7,3,24,13,7
20140220-M-Rio_de_Janeiro-R16-Albert_Montanes-Rafael_Nadal,1,Total,57,0,4,36,16,21,7,10,4,51,20,13,12,1,20,10,6
20140220-M-Rio_de_Janeiro-R16-Albert_Montanes-Rafael_Nadal,2,Total,51,0,2,33,21,18,10,3,2,57,34,19,13,6,12,6,4
20140220-M-Rio_de_Janeiro-R16-Albert_Montanes-Rafael_Nadal,1,1,33,0,1,20,8,13,6,6,3,21,7,5,5,0,9,4,4
20140220-M-Rio_de_Janeiro-R16-Albert_Montanes-Rafael_Nadal,2,1,21,0,1,13,9,8,5,1,1,33,19,9,6,3,5,1,3
20140220-M-Rio_de_Janeiro-R16-Albert_Montanes-Rafael_Nadal,1,2,24,0,3,16,8,8,1,4,1,30,13,8,7,1,11,6,2
20140220-M-Rio_de_Janeiro-R16-Albert_Montanes-Rafael_Nadal,2,2,30,0,1,20,12,10,5,2,1,24,15,10,7,3,7,5,1
20140221-M-Rio_de_Janeiro-QF-Rafael_Nadal-Joao_Sousa,1,Total,47,4,3,32,23,15,8,3,3,57,33,23,16,3,14,7,4
20140221-M-Rio_de_Janeiro-QF-Rafael_Nadal-Joao_Sousa,2,Total,57,1,5,29,16,28,8,10,5,47,16,7,3,2,25,8,12
20140221-M-Rio_de_Janeiro-QF-Rafael_Nadal-Joao_Sousa,1,1,29,4,0,22,15,7,4,3,3,20,11,12,6,2,7,5,2
20140221-M-Rio_de_Janeiro-QF-Rafael_Nadal-Joao_Sousa,2,1,20,0,2,13,8,7,1,2,0,29,10,4,2,2,11,4,5
20140221-M-Rio_de_Janeiro-QF-Rafael_Nadal-Joao_Sousa,1,2,18,0,3,10,8,8,4,0,0,37,22,11,10,1,7,2,2
20140221-M-Rio_de_Janeiro-QF-Rafael_Nadal-Joao_Sousa,2,2,37,1,3,16,8,21,7,8,5,18,6,3,1,0,14,4,7
20140222-M-Rio_de_Janeiro-SF-Rafael_Nadal-Pablo_Andujar,1,Total,121,4,4,72,52,49,22,14,11,93,32,36,23,9,32,16,12
20140222-M-Rio_de_Janeiro-SF-Rafael_Nadal-Pablo_Andujar,2,Total,93,0,0,71,48,22,13,4,2,121,47,43,30,13,31,19,12
20140222-M-Rio_de_Janeiro-SF-Rafael_Nadal-Pablo_Andujar,1,1,27,1,0,13,8,14,7,6,4,23,6,5,3,1,11,4,7
20140222-M-Rio_de_Janeiro-SF-Rafael_Nadal-Pablo_Andujar,2,1,23,0,0,16,12,7,5,1,1,27,12,10,6,4,9,7,2
20140222-M-Rio_de_Janeiro-SF-Rafael_Nadal-Pablo_Andujar,1,2,36,2,1,26,21,10,3,2,2,24,9,11,6,3,8,6,1
20140222-M-Rio_de_Janeiro-SF-Rafael_Nadal-Pablo_Andujar,2,2,24,0,0,17,11,7,4,2,1,36,12,9,6,3,7,3,4
20140222-M-Rio_de_Janeiro-SF-Rafael_Nadal-Pablo_Andujar,1,3,58,1,3,33,23,25,12,6,5,46,17,20,14,5,13,6,4
20140222-M-Rio_de_Janeiro-SF-Rafael_Nadal-Pablo_Andujar,2,3,46,0,0,38,25,8,4,1,0,58,23,24,18,6,15,9,6
20140223-M-Rio_de_Janeiro-F-Rafael_Nadal-Alexandr_Dolgopolov,1,Total,68,3,0,43,34,25,14,4,3,67,28,16,11,2,4,2,2
20140223-M-Rio_de_Janeiro-F-Rafael_Nadal-Alexandr_Dolgopolov,2,Total,67,10,1,30,22,37,17,3,1,68,20,34,13,11,16,7,8
20140223-M-Rio_de_Janeiro-F-Rafael_Nadal-Alexandr_Dolgopolov,1,1,32,1,0,19,16,13,7,3,3,20,8,1,0,0,2,1,1
20140223-M-Rio_de_Janeiro-F-Rafael_Nadal-Alexandr_Dolgopolov,2,1,20,4,0,11,8,9,4,1,0,32,9,13,5,4,11,5,6
20140223-M-Rio_de_Janeiro-F-Rafael_Nadal-Alexandr_Dolgopolov,1,2,36,2,0,24,18,12,7,1,0,47,20,15,11,2,2,1,1
20140223-M-Rio_de_Janeiro-F-Rafael_Nadal-Alexandr_Dolgopolov,2,2,47,6,1,19,14,28,13,2,1,36,11,21,8,7,5,2,2
20140224-M-Cherbourg_CH-Q3-Rudy_Coco-Taro_Daniel,1,Total,49,2,1,30,19,19,7,7,3,53,16,19,15,2,42,20,21
20140224-M-Cherbourg_CH-Q3-Rudy_Coco-Taro_Daniel,2,Total,53,2,0,38,28,15,9,3,3,49,23,11,6,2,10,4,6
20140224-M-Cherbourg_CH-Q3-Rudy_Coco-Taro_Daniel,1,1,31,2,0,17,13,14,5,4,2,29,9,14,10,2,23,11,12
20140224-M-Cherbourg_CH-Q3-Rudy_Coco-Taro_Daniel,2,1,29,2,0,24,17,5,3,2,2,31,13,6,4,0,7,3,4
20140224-M-Cherbourg_CH-Q3-Rudy_Coco-Taro_Daniel,1,2,18,0,1,13,6,5,2,3,1,24,7,5,5,0,19,9,9
20140224-M-Cherbourg_CH-Q3-Rudy_Coco-Taro_Daniel,2,2,24,0,0,14,11,10,6,1,1,18,10,5,2,2,3,1,2
20140228-M-Dubai-SF-Novak_Djokovic-Roger_Federer,1,Total,86,5,2,53,36,33,19,7,4,77,24,27,7,9,36,16,18
20140228-M-Dubai-SF-Novak_Djokovic-Roger_Federer,2,Total,77,7,0,44,33,33,20,6,5,86,31,29,9,8,28,15,13
20140228-M-Dubai-SF-Novak_Djokovic-Roger_Federer,1,1,34,4,1,23,16,11,8,1,1,22,8,11,3,2,10,3,6
20140228-M-Dubai-SF-Novak_Djokovic-Roger_Federer,2,1,22,2,0,12,8,10,6,1,0,34,10,8,3,3,15,8,7
20140228-M-Dubai-SF-Novak_Djokovic-Roger_Federer,1,2,20,0,0,10,8,10,6,3,2,28,7,5,3,2,11,6,5
20140228-M-Dubai-SF-Novak_Djokovic-Roger_Federer,2,2,28,2,0,14,13,14,8,1,1,20,6,5,1,2,7,3,4
20140228-M-Dubai-SF-Novak_Djokovic-Roger_Federer,1,3,32,1,1,20,12,12,5,3,1,27,9,11,1,5,15,7,7
20140228-M-Dubai-SF-Novak_Djokovic-Roger_Federer,2,3,27,3,0,18,12,9,6,4,4,32,15,16,5,3,6,4,2
20140308-M-Indian_Wells_Masters-R64-Radek_Stepanek-Rafael_Nadal,1,Total,102,12,5,58,42,44,20,10,7,81,26,34,19,3,36,18,13
20140308-M-Indian_Wells_Masters-R64-Radek_Stepanek-Rafael_Nadal,2,Total,81,2,8,52,43,29,12,8,5,102,40,20,14,4,24,10,6
20140308-M-Indian_Wells_Masters-R64-Radek_Stepanek-Rafael_Nadal,1,1,32,4,2,20,14,12,6,4,4,19,8,13,8,1,11,4,5
20140308-M-Indian_Wells_Masters-R64-Radek_Stepanek-Rafael_Nadal,2,1,19,1,3,11,8,8,3,4,2,32,12,7,6,0,6,0,3
20140308-M-Indian_Wells_Masters-R64-Radek_Stepanek-Rafael_Nadal,1,2,33,3,2,19,13,14,7,1,0,26,6,13,9,1,13,8,3
20140308-M-Indian_Wells_Masters-R64-Radek_Stepanek-Rafael_Nadal,2,2,26,0,2,16,16,10,4,0,0,33,13,8,6,2,6,3,1
20140308-M-Indian_Wells_Masters-R64-Radek_Stepanek-Rafael_Nadal,1,3,37,5,1,19,15,18,7,5,3,36,12,8,2,1,12,6,5
20140308-M-Indian_Wells_Masters-R64-Radek_Stepanek-Rafael_Nadal,2,3,36,1,3,25,19,11,5,4,3,37,15,5,2,2,12,7,2
20140310-M-Indian_Wells_Masters-R32-Alexandr_Dolgopolov-Rafael_Nadal,1,Total,96,11,3,40,31,56,26,6,2,87,31,35,16,8,49,18,28
20140310-M-Indian_Wells_Masters-R32-Alexandr_Dolgopolov-Rafael_Nadal,2,Total,87,2,1,55,39,32,17,5,1,96,39,17,10,5,26,13,12
20140310-M-Indian_Wells_Masters-R32-Alexandr_Dolgopolov-Rafael_Nadal,1,1,37,5,2,13,11,24,8,4,2,27,15,12,3,4,21,7,12
20140310-M-Indian_Wells_Masters-R32-Alexandr_Dolgopolov-Rafael_Nadal,2,1,27,1,1,18,11,9,1,4,1,37,18,3,2,0,11,4,6
20140310-M-Indian_Wells_Masters-R32-Alexandr_Dolgopolov-Rafael_Nadal,1,2,22,3,0,12,8,10,6,1,0,24,4,6,3,0,11,7,4
20140310-M-Indian_Wells_Masters-R32-Alexandr_Dolgopolov-Rafael_Nadal,2,2,24,0,0,16,14,8,6,0,0,22,8,4,3,1,6,4,2
20140310-M-Indian_Wells_Masters-R32-Alexandr_Dolgopolov-Rafael_Nadal,1,3,37,3,1,15,12,22,12,1,0,36,12,17,10,4,17,4,12
20140310-M-Indian_Wells_Masters-R32-Alexandr_Dolgopolov-Rafael_Nadal,2,3,36,1,0,21,14,15,10,1,0,37,13,10,5,4,9,5,4
20140317-M-Rimouski_CH-R32-Izak_Van_Der_Merwe-Daniel_Cox,1,Total,52,0,6,30,13,22,9,10,4,44,17,7,3,4,42,15,21
20140317-M-Rimouski_CH-R32-Izak_Van_Der_Merwe-Daniel_Cox,2,Total,44,3,3,28,18,16,9,4,2,52,30,11,5,2,17,5,9
20140317-M-Rimouski_CH-R32-Izak_Van_Der_Merwe-Daniel_Cox,1,1,29,0,3,16,5,13,7,6,2,24,13,3,1,2,21,8,10
20140317-M-Rimouski_CH-R32-Izak_Van_Der_Merwe-Daniel_Cox,2,1,24,0,1,15,6,9,5,4,2,29,17,3,1,2,12,5,6
20140317-M-Rimouski_CH-R32-Izak_Van_Der_Merwe-Daniel_Cox,1,2,23,0,3,14,8,9,2,4,2,20,4,4,2,2,21,7,11
20140317-M-Rimouski_CH-R32-Izak_Van_Der_Merwe-Daniel_Cox,2,2,20,3,2,13,12,7,4,0,0,23,13,8,4,0,5,0,3
20140322-M-Miami_Masters-R64-Lleyton_Hewitt-Rafael_Nadal,1,Total,50,3,0,37,19,13,7,5,1,40,7,11,7,1,25,11,14
20140322-M-Miami_Masters-R64-Lleyton_Hewitt-Rafael_Nadal,2,Total,40,1,0,25,20,15,13,0,0,50,24,15,13,1,12,6,6
20140322-M-Miami_Masters-R64-Lleyton_Hewitt-Rafael_Nadal,1,1,23,2,0,16,7,7,3,4,1,16,4,4,2,0,9,6,3
20140322-M-Miami_Masters-R64-Lleyton_Hewitt-Rafael_Nadal,2,1,16,0,0,9,6,7,6,0,0,23,13,8,7,1,8,5,3
20140322-M-Miami_Masters-R64-Lleyton_Hewitt-Rafael_Nadal,1,2,27,1,0,21,12,6,4,1,0,24,3,7,5,1,16,5,11
20140322-M-Miami_Masters-R64-Lleyton_Hewitt-Rafael_Nadal,2,2,24,1,0,16,14,8,7,0,0,27,11,7,6,0,4,1,3
20140324-M-Miami_Masters-R32-Denis_Istomin-Rafael_Nadal,1,Total,44,4,1,25,11,19,5,7,1,35,9,13,8,1,18,10,7
20140324-M-Miami_Masters-R32-Denis_Istomin-Rafael_Nadal,2,Total,35,3,0,28,20,7,6,3,3,44,28,16,11,2,6,3,3
20140324-M-Miami_Masters-R32-Denis_Istomin-Rafael_Nadal,1,1,21,2,1,14,5,7,3,3,0,19,6,7,5,0,8,4,3
20140324-M-Miami_Masters-R32-Denis_Istomin-Rafael_Nadal,2,1,19,1,0,16,10,3,3,1,1,21,13,9,6,2,5,2,3
20140324-M-Miami_Masters-R32-Denis_Istomin-Rafael_Nadal,1,2,23,2,0,11,6,12,2,4,1,16,3,6,3,1,10,6,4
20140324-M-Miami_Masters-R32-Denis_Istomin-Rafael_Nadal,2,2,16,2,0,12,10,4,3,2,2,23,15,7,5,0,1,1,0
20140325-M-Miami_Masters-R16-Fabio_Fognini-Rafael_Nadal,1,Total,47,2,2,27,18,20,7,8,4,36,4,7,4,1,30,15,13
20140325-M-Miami_Masters-R16-Fabio_Fognini-Rafael_Nadal,2,Total,36,3,0,23,21,13,11,0,0,47,22,14,6,5,9,4,5
20140325-M-Miami_Masters-R16-Fabio_Fognini-Rafael_Nadal,1,1,25,1,0,15,9,10,4,5,3,18,2,4,3,0,13,8,5
20140325-M-Miami_Masters-R16-Fabio_Fognini-Rafael_Nadal,2,1,18,3,0,11,10,7,6,0,0,25,12,8,3,2,3,2,1
20140325-M-Miami_Masters-R16-Fabio_Fognini-Rafael_Nadal,1,2,22,1,2,12,9,10,3,3,1,18,2,3,1,1,17,7,8
20140325-M-Miami_Masters-R16-Fabio_Fognini-Rafael_Nadal,2,2,18,0,0,12,11,6,5,0,0,22,10,6,3,3,6,2,4
20140327-M-Miami_Masters-QF-Milos_Raonic-Rafael_Nadal,1,Total,103,8,5,58,44,45,17,9,6,84,25,25,15,2,47,26,16
20140327-M-Miami_Masters-QF-Milos_Raonic-Rafael_Nadal,2,Total,84,2,2,64,47,20,12,3,2,103,42,22,17,3,22,11,9
20140327-M-Miami_Masters-QF-Milos_Raonic-Rafael_Nadal,1,1,37,5,2,23,21,14,3,3,3,31,11,12,6,1,15,9,4
20140327-M-Miami_Masters-QF-Milos_Raonic-Rafael_Nadal,2,1,31,1,2,23,16,8,4,2,1,37,13,5,2,2,9,3,4
20140327-M-Miami_Masters-QF-Milos_Raonic-Rafael_Nadal,1,2,31,1,3,17,11,14,5,4,2,29,10,7,5,1,20,9,8
20140327-M-Miami_Masters-QF-Milos_Raonic-Rafael_Nadal,2,2,29,0,0,20,14,9,5,1,1,31,15,3,2,1,6,2,4
20140327-M-Miami_Masters-QF-Milos_Raonic-Rafael_Nadal,1,3,35,2,0,18,12,17,9,2,1,24,4,6,4,0,12,8,4
20140327-M-Miami_Masters-QF-Milos_Raonic-Rafael_Nadal,2,3,24,1,0,21,17,3,3,0,0,35,14,14,13,0,7,6,1
20140330-M-Miami_Masters-F-Novak_Djokovic-Rafael_Nadal,1,Total,49,4,0,36,30,13,8,1,1,52,23,20,9,7,11,6,5
20140330-M-Miami_Masters-F-Novak_Djokovic-Rafael_Nadal,2,Total,52,2,1,37,22,15,7,4,1,49,11,14,10,2,18,9,8
20140330-M-Miami_Masters-F-Novak_Djokovic-Rafael_Nadal,1,1,28,2,0,19,16,9,5,1,1,20,7,8,3,3,6,4,2
20140330-M-Miami_Masters-F-Novak_Djokovic-Rafael_Nadal,2,1,20,1,0,13,10,7,3,1,0,28,7,7,6,0,7,3,4
20140330-M-Miami_Masters-F-Novak_Djokovic-Rafael_Nadal,1,2,21,2,0,17,14,4,3,0,0,32,16,12,6,4,5,2,3
20140330-M-Miami_Masters-F-Novak_Djokovic-Rafael_Nadal,2,2,32,1,1,24,12,8,4,3,1,21,4,7,4,2,11,6,4
20140409-M-Itajai-R32-Mohamed_Safwat-Eduardo_Russi,1,Total,45,4,1,21,17,24,16,0,0,36,20,19,12,3,17,9,7
20140409-M-Itajai-R32-Mohamed_Safwat-Eduardo_Russi,2,Total,36,1,3,23,11,13,5,6,2,45,12,7,1,4,22,8,11
20140409-M-Itajai-R32-Mohamed_Safwat-Eduardo_Russi,1,1,23,3,1,12,10,11,7,0,0,14,8,10,7,0,8,6,1
20140409-M-Itajai-R32-Mohamed_Safwat-Eduardo_Russi,2,1,14,1,0,7,3,7,3,3,1,23,6,3,0,2,8,4,4
20140409-M-Itajai-R32-Mohamed_Safwat-Eduardo_Russi,1,2,22,1,0,9,7,13,9,0,0,22,12,9,5,3,9,3,6
20140409-M-Itajai-R32-Mohamed_Safwat-Eduardo_Russi,2,2,22,0,3,16,8,6,2,3,1,22,6,4,1,2,14,4,7
20140414-M-Sao_Paulo_CH-R32-Horacio_Zeballos-Ricardo_Hocevar,1,Total,68,7,3,42,31,26,15,1,1,37,14,23,11,5,29,14,12
20140414-M-Sao_Paulo_CH-R32-Horacio_Zeballos-Ricardo_Hocevar,2,Total,37,1,2,19,15,18,8,4,1,68,22,10,5,3,25,12,11
20140414-M-Sao_Paulo_CH-R32-Horacio_Zeballos-Ricardo_Hocevar,1,1,30,3,2,16,12,14,8,0,0,13,8,12,6,3,11,6,3
20140414-M-Sao_Paulo_CH-R32-Horacio_Zeballos-Ricardo_Hocevar,2,1,13,1,1,6,4,7,1,2,0,30,10,3,1,1,11,5,5
20140414-M-Sao_Paulo_CH-R32-Horacio_Zeballos-Ricardo_Hocevar,1,2,38,4,1,26,19,12,7,1,1,24,6,11,5,2,18,8,9
20140414-M-Sao_Paulo_CH-R32-Horacio_Zeballos-Ricardo_Hocevar,2,2,24,0,1,13,11,11,7,2,1,38,12,7,4,2,14,7,6
20140415-M-San_Luis_Potosi_CH-R32-Paolo_Lorenzi-Mauricio_Echazu,1,Total,56,6,6,24,20,32,17,6,4,59,33,14,3,3,29,13,10
20140415-M-San_Luis_Potosi_CH-R32-Paolo_Lorenzi-Mauricio_Echazu,2,Total,59,0,7,32,17,27,9,13,8,56,19,12,8,4,46,26,13
20140415-M-San_Luis_Potosi_CH-R32-Paolo_Lorenzi-Mauricio_Echazu,1,1,29,2,2,13,12,16,8,2,1,38,20,7,1,2,19,11,6
20140415-M-San_Luis_Potosi_CH-R32-Paolo_Lorenzi-Mauricio_Echazu,2,1,38,0,4,22,12,16,6,9,7,29,9,6,4,2,27,15,8
20140415-M-San_Luis_Potosi_CH-R32-Paolo_Lorenzi-Mauricio_Echazu,1,2,27,4,4,11,8,16,9,4,3,21,13,7,2,1,10,2,4
20140415-M-San_Luis_Potosi_CH-R32-Paolo_Lorenzi-Mauricio_Echazu,2,2,21,0,3,10,5,11,3,4,1,27,10,6,4,2,19,11,5
20140416-M-Monte_Carlo_Masters-R32-Rafael_Nadal-Teymuraz_Gabashvili,1,Total,52,2,0,39,31,13,3,4,2,42,26,24,15,7,10,5,5
20140416-M-Monte_Carlo_Masters-R32-Rafael_Nadal-Teymuraz_Gabashvili,2,Total,42,1,2,22,11,20,5,5,0,52,18,13,12,0,18,12,4
20140416-M-Monte_Carlo_Masters-R32-Rafael_Nadal-Teymuraz_Gabashvili,1,1,29,1,0,22,16,7,3,2,1,28,14,15,10,4,6,3,3
20140416-M-Monte_Carlo_Masters-R32-Rafael_Nadal-Teymuraz_Gabashvili,2,1,28,1,1,16,11,12,3,2,0,29,10,10,9,0,9,5,3
20140416-M-Monte_Carlo_Masters-R32-Rafael_Nadal-Teymuraz_Gabashvili,1,2,23,1,0,17,15,6,0,2,1,14,12,9,5,3,4,2,2
20140416-M-Monte_Carlo_Masters-R32-Rafael_Nadal-Teymuraz_Gabashvili,2,2,14,0,1,6,0,8,2,3,0,23,8,3,3,0,9,7,1
20140417-M-Monte_Carlo_Masters-R16-Andreas_Seppi-Rafael_Nadal,1,Total,49,1,0,27,15,22,7,5,0,45,14,8,4,3,21,12,9
20140417-M-Monte_Carlo_Masters-R16-Andreas_Seppi-Rafael_Nadal,2,Total,45,2,2,29,24,16,7,6,5,49,27,19,17,0,21,10,9
20140417-M-Monte_Carlo_Masters-R16-Andreas_Seppi-Rafael_Nadal,1,1,25,1,0,16,8,9,2,3,0,22,7,6,2,3,11,5,6
20140417-M-Monte_Carlo_Masters-R16-Andreas_Seppi-Rafael_Nadal,2,1,22,1,0,14,11,8,4,5,5,25,15,9,8,0,7,5,2
20140417-M-Monte_Carlo_Masters-R16-Andreas_Seppi-Rafael_Nadal,1,2,24,0,0,11,7,13,5,2,0,23,7,2,2,0,10,7,3
20140417-M-Monte_Carlo_Masters-R16-Andreas_Seppi-Rafael_Nadal,2,2,23,1,2,15,13,8,3,1,0,24,12,10,9,0,14,5,7
20140418-M-Monte_Carlo_Masters-QF-David_Ferrer-Rafael_Nadal,1,Total,90,1,1,54,33,36,20,10,7,80,37,24,16,7,27,16,10
20140418-M-Monte_Carlo_Masters-QF-David_Ferrer-Rafael_Nadal,2,Total,80,1,2,50,30,30,13,10,6,90,37,24,15,8,43,17,24
20140418-M-Monte_Carlo_Masters-QF-David_Ferrer-Rafael_Nadal,1,1,59,1,0,35,22,24,12,9,7,51,25,16,10,5,22,14,8
20140418-M-Monte_Carlo_Masters-QF-David_Ferrer-Rafael_Nadal,2,1,51,1,2,29,17,22,9,7,5,59,25,14,7,6,27,10,15
20140418-M-Monte_Carlo_Masters-QF-David_Ferrer-Rafael_Nadal,1,2,31,0,1,19,11,12,8,1,0,29,12,8,6,2,5,2,2
20140418-M-Monte_Carlo_Masters-QF-David_Ferrer-Rafael_Nadal,2,2,29,0,0,21,13,8,4,3,1,31,12,10,8,2,16,7,9
20140423-M-Barcelona-R32-Albert_Ramos-Rafael_Nadal,1,Total,67,1,3,41,26,26,11,3,0,70,23,19,14,4,36,21,12
